,_url,birth_year,height,avg_pos,num_races
2008,frederic-brun-2,1988,189.0,59.48011363636363,352
2009,ivan-gotti,1969,173.0,73.32618025751073,233
2010,luis-pasamontes,1979,186.0,62.78585858585858,495
2011,baptiste-planckaert,1988,177.0,56.57971014492754,276
2012,sonny-colbrelli,1990,176.0,76.79411764705883,34
2013,christophe-noppe,1994,176.0,50.76589595375722,346
2015,tim-ariesen,1994,182.0,87.21348314606742,178
2016,gert-joeaar,1987,192.0,87.71428571428571,168
2017,diego-ulissi,1989,175.0,86.81132075471699,53
2019,giovanni-bernaudeau,1983,175.0,77.28593996840442,633
2020,frederik-backaert,1990,188.0,91.70833333333331,264
2022,kristijan-durasek,1987,170.0,65.81111111111112,360
2023,nico-brungger,1988,176.0,75.37341772151899,158
2024,cyril-gautier,1987,169.0,84.58680555555556,288
2025,nikolay-trusov,1985,186.0,70.54313099041534,313
2026,gediminas-bagdonas,1985,185.0,77.81521739130434,184
2027,amund-grondahl-jansen,1994,187.0,101.68695652173912,115
2028,philippe-gilbert,1982,178.0,97.8125,48
2029,paolo-colonna,1987,176.0,48.692893401015226,394
2030,aitor-gonzalez-jimenez,1975,177.0,94.24806201550388,129
2031,svein-gaute-holestol,1971,185.0,89.16091954022988,348
2033,alberto-loddo,1979,168.0,70.0,122
2034,marius-mayrhofer,2000,182.0,60.04473684210527,380
2035,tom-devriendt,1991,176.0,111.26548672566372,113
2036,martin-kohler,1985,178.0,64.38914728682171,645
2037,piet-rooijakkers,1980,187.0,70.06537530266344,413
2038,stephen-cummings,1981,190.0,49.033557046979865,298
2039,fabio-van-den-bossche,2000,176.0,80.54724409448819,254
2040,thierry-de-groote,1975,180.0,65.46428571428571,84
2041,rene-haselbacher,1977,181.0,68.2905982905983,117
2042,guillaume-le-floch,1985,180.0,99.94285714285714,105
2044,dries-van-gestel,1994,187.0,81.5421052631579,190
2045,aleksey-rybalkin,1993,174.0,72.6070796460177,565
2046,patrick-calcagni,1977,174.0,70.67883211678833,137
2047,roy-curvers,1979,188.0,75.75,120
2048,rik-van-ijzendoorn,1987,176.0,49.57320872274144,321
2049,tomasz-brozyna,1970,175.0,94.09836065573772,183
2051,jeremy-maison,1993,180.0,91.48554913294798,173
2052,leonardo-duque,1980,170.0,70.06537530266344,413
2054,riccardo-minali,1995,180.0,88.2051282051282,117
2056,christophe-le-mevel,1980,174.0,88.33910034602076,289
2057,jetse-bol,1989,184.0,92.05841924398624,291
2059,rainer-kepplinger,1997,179.0,54.00763358778626,262
2060,marcello-pavarin,1986,178.0,64.19526627218934,169
2062,stijn-steels,1989,182.0,54.67567567567568,259
2063,gerrit-glomser,1975,183.0,62.148211243611584,587
2064,kjell-carlstrom,1976,181.0,42.12878787878788,264
2065,axel-merckx,1972,191.0,59.32022471910113,178
2066,angel-sanchez-rebollido,1993,178.0,41.21090047393365,422
2067,amets-txurruka,1982,171.0,43.18700787401575,508
2069,julian-mertens,1997,180.0,116.07608695652172,92
2070,dimitri-champion,1983,180.0,69.46969696969697,396
2071,raul-garcia-pierna,2001,175.0,70.168458781362,279
2073,dylan-van-baarle,1992,189.0,48.829508196721314,305
2075,jerome-pineau,1980,176.0,41.35607675906184,469
2076,igor-boev,1989,186.0,39.858,500
2077,colin-stussi,1993,187.0,82.18652849740933,193
2079,maarten-neyens,1985,190.0,81.41843971631205,282
2080,mark-padun,1996,183.0,41.97278911564626,147
2081,axel-domont,1990,179.0,41.80365296803653,438
2082,jiri-polnicky,1989,183.0,35.88782816229117,419
2083,alexandre-moos,1972,174.0,96.18819188191884,271
2084,andre-greipel,1982,184.0,41.17619047619048,210
2085,jean-christophe-peraud,1977,172.0,86.01960784313725,102
2086,ricardo-garcia-ambroa,1988,183.0,59.48011363636363,352
2088,cesare-benedetti,1987,170.0,45.142857142857146,175
2090,arvid-de-kleijn,1994,171.0,39.1986301369863,292
2091,elio-aggiano,1972,175.0,76.27027027027027,296
2093,hans-de-clercq,1969,187.0,80.80062305295951,321
2094,carlo-bomans,1963,177.0,57.959537572254334,173
2095,giovanni-visconti,1983,175.0,82.21690590111643,627
2096,franck-perque,1974,186.0,49.033557046979865,298
2097,marco-marcato,1984,174.0,58.43016759776536,179
2098,mattia-bais,1996,175.0,57.07287449392712,247
2099,benoit-poilvet,1976,183.0,85.1,210
2100,tomasz-kiendys,1977,185.0,60.765957446808514,235
2101,mathieu-hermans,1963,172.0,74.02262443438914,221
2102,matteo-montaguti,1984,181.0,87.8733850129199,387
2103,jimmy-janssens,1989,183.0,72.72894736842105,380
2104,joeri-calleeuw,1985,183.0,86.6896551724138,203
2106,leon-heinschke,1999,180.0,56.57971014492754,276
2107,pierre-luc-perichon,1987,182.0,65.60948081264108,443
2108,raivis-belohvosciks,1976,182.0,69.35272727272728,550
2109,eddy-fine,1997,180.0,94.09836065573772,183
2110,alexander-gottfried,1985,168.0,57.65631929046563,451
2111,alexander-kamp,1993,186.0,69.4147465437788,217
2112,franck-bonnamour,1995,180.0,91.7875,80
2113,christopher-lawless,1995,178.0,57.93251533742331,163
2115,philip-deignan,1983,180.0,68.2905982905983,117
2117,matteo-sobrero,1997,177.0,49.46453089244852,437
2118,maxime-farazijn,1994,183.0,69.35,380
2119,pablo-lastras,1976,183.0,71.6470588235294,85
2121,luca-ascani,1983,187.0,82.28413284132841,271
2123,tom-dumoulin,1990,185.0,103.05454545454543,110
2125,jan-sommer,2000,185.0,96.79411764705884,136
2127,gregor-gazvoda,1981,187.0,52.90445859872612,157
2128,willem-wauters,1989,180.0,54.41176470588236,102
2129,pierre-rolland,1986,184.0,27.52777777777778,144
2130,thomas-voeckler,1979,174.0,36.92805755395683,139
2132,kurt-van-de-wouwer,1971,178.0,48.34931506849315,146
2134,evert-verbist,1984,179.0,57.375,104
2135,joris-nieuwenhuis,1996,185.0,48.15129151291513,271
2137,denis-galimzyanov,1987,182.0,46.55128205128205,78
2138,alexander-wetterhall,1986,185.0,37.34433962264151,212
2139,jean-michel-tessier,1977,185.0,27.436781609195403,87
2140,santo-anza,1980,171.0,40.8655462184874,119
2141,marlon-gaillard,1996,177.0,48.696969696969695,132
2143,david-mccann,1973,186.0,46.4030612244898,196
2144,pavel-kochetkov,1986,184.0,37.70149253731344,134
2146,stephane-auge,1974,174.0,59.018957345971565,211
2147,rasmus-guldhammer,1989,183.0,44.62068965517241,203
2148,alex-baudin,2001,183.0,49.25,180
2150,antonio-pedrero,1991,177.0,94.28571428571428,217
2152,hugo-sabido,1979,185.0,56.07142857142857,28
2153,filipe-cardoso,1984,178.0,61.23636363636364,55
2154,philippe-gaumont,1973,186.0,50.31958762886598,97
2155,pietro-caucchioli,1975,175.0,55.184065934065934,364
2156,armin-meier,1969,178.0,79.83505154639175,97
2157,tiago-antunes,1997,171.0,57.10619469026549,113
2158,david-millar,1977,191.0,63.31578947368421,152
2159,francesco-masciarelli,1986,174.0,58.3235294117647,68
2160,tom-boonen,1980,192.0,66.79503105590062,161
2162,barry-markus,1991,179.0,56.17857142857143,140
2163,rolf-jaermann,1966,182.0,71.32967032967034,91
2164,valter-pereira,1990,169.0,57.206896551724135,87
2165,jose-vicente-toribio,1985,175.0,92.55,60
2166,christophe-capelle,1967,184.0,84.35714285714286,28
2167,andrei-grivko,1983,181.0,111.1818181818182,11
2168,frantisek-rabon,1983,183.0,89.48148148148148,27
2169,roy-sentjens,1980,190.0,55.62,100
2171,kurt-asle-arvesen,1975,183.0,81.11363636363636,44
2172,bart-vanheule,1983,186.0,98.71186440677968,59
2173,ramunas-navardauskas,1988,190.0,57.34782608695652,46
2174,bjorn-leukemans,1977,177.0,88.48076923076923,52
2175,simon-carr,1998,183.0,57.13207547169812,53
2176,luca-van-boven,2000,179.0,81.56818181818181,44
2177,frank-hoj-christensen,1973,186.0,54.31958762886598,194
2178,andrea-masciarelli,1982,173.0,51.40845070422535,71
2179,mauro-radaelli,1967,175.0,70.734375,64
2183,arnaud-labbe,1976,183.0,43.89396709323583,547
2184,lennard-hofstede,1994,188.0,52.64,25
2185,victor-lafay,1996,177.0,50.76589595375722,346
2187,massimo-giunti,1974,175.0,99.6482617586912,489
2188,stig-broeckx,1990,188.0,44.68244575936884,507
2189,quentin-jauregui,1994,176.0,48.34842519685039,508
2190,edoardo-affini,1996,190.0,39.1986301369863,292
2191,florian-stork,1997,185.0,71.33333333333333,441
2194,mads-kaggestad,1977,175.0,37.34254143646409,362
2195,marcel-aregger,1990,183.0,69.16326530612245,49
2196,pawel-poljanski,1990,182.0,79.71859296482413,597
2197,ricardo-serrano,1978,181.0,71.74199623352166,531
2198,lukas-spengler,1994,188.0,49.27807486631016,187
2199,jose-goncalves,1989,185.0,41.52647975077882,321
2200,boris-vallee,1993,188.0,50.423772609819125,387
2201,beat-zberg,1971,179.0,54.51846590909091,704
2202,jonas-aaen-jorgensen,1986,175.0,47.5864406779661,295
2203,mauri-vansevenant,1999,175.0,86.0,207
2204,gianluca-bortolami,1968,181.0,87.21348314606742,178
2205,luca-rastelli,1999,175.0,57.65631929046563,451
2206,damien-gaudin,1986,190.0,50.6796875,128
2207,jean-marc-bideau,1984,192.0,84.29209621993127,291
2208,mathias-fluckiger,1988,172.0,105.04166666666669,24
2209,martin-reimer,1987,180.0,51.578512396694215,121
2210,julien-duval,1990,179.0,77.6013986013986,286
2211,petr-bencik,1976,180.0,67.56190476190476,105
2212,samuele-zoccarato,1998,183.0,52.54362416107382,447
2213,jeremy-bellicaud,1998,175.0,61.20612813370474,359
2214,kurt-van-lancker,1971,180.0,68.0,364
2215,mario-aerts,1974,182.0,67.095,200
2216,david-boucher,1980,188.0,73.4973544973545,189
2217,sander-cordeel,1987,187.0,70.89767441860465,215
2218,iban-iriondo,1984,183.0,60.04473684210527,380
2219,julien-berard,1987,185.0,64.20285714285714,350
2222,jon-barrenetxea-golzarri,2000,188.0,74.02262443438914,221
2223,paolo-simion,1992,185.0,70.80911680911682,351
2225,aitor-perez-arrieta,1977,183.0,60.89855072463768,414
2226,victor-de-la-parte,1986,181.0,58.84939759036145,332
2227,silvio-herklotz,1994,190.0,55.09345794392523,321
2228,mirko-tedeschi,1989,180.0,56.515625,192
2231,thierry-marie,1963,174.0,57.62247191011236,445
2232,lorenzo-bernucci,1979,183.0,64.19526627218934,169
2233,marzio-bruseghin,1974,182.0,78.53475935828877,187
2234,enrico-zanoncello,1997,170.0,70.10606060606061,66
2235,antonio-colom,1978,183.0,80.602787456446,287
2236,sjoerd-van-ginneken,1992,185.0,83.29591836734694,98
2239,peter-velits,1985,181.0,85.1,210
2240,simone-velasco,1995,170.0,83.01428571428572,70
2243,jerome-baugnies,1987,181.0,79.4,400
2245,johnny-weltz,1962,178.0,83.9578947368421,95
2246,jeremy-hunt,1974,181.0,91.25925925925924,54
2248,francois-bidard,1992,180.0,82.12841530054645,366
2249,pascal-chanteur,1968,172.0,79.51677852348993,298
2250,marc-fournier,1994,183.0,100.64516129032258,31
2251,remmert-wielinga,1978,181.0,61.2317880794702,151
2253,simone-stortoni,1985,169.0,91.18064516129031,155
2254,oleksandr-kvachuk,1983,182.0,96.05232558139537,172
2256,gorka-izagirre,1987,176.0,108.5,36
2258,jaakko-hanninen,1997,177.0,97.8125,48
2259,luis-angel-mate,1984,178.0,98.4047619047619,84
2260,filippo-simeoni,1971,185.0,95.1605504587156,436
2262,juan-antonio-flecha,1977,181.0,116.27027027027027,222
2263,laurens-de-plus,1995,190.0,79.7051282051282,78
2268,leopold-konig,1987,178.0,55.9125,80
2272,julien-trarieux,1992,183.0,114.2,65
2273,georg-totschnig,1971,175.0,33.395833333333336,144
2274,rolf-huser,1971,175.0,28.57547169811321,106
2276,andre-steensen,1987,185.0,64.50434782608696,230
2277,juan-antonio-lopez-cozar-jaimez,1994,175.0,49.09219858156028,141
2278,brian-kamstra,1993,184.0,52.92134831460674,89
2280,manuele-mori,1980,172.0,27.52777777777778,144
2281,lukas-postlberger,1992,182.0,53.64238410596027,151
2282,ruslan-ivanov,1973,177.0,38.38509316770186,161
2284,jaroslaw-marycz,1987,182.0,71.32967032967034,91
2285,damiano-cunego,1981,169.0,46.4030612244898,196
2286,carlos-da-cruz,1974,182.0,45.1021897810219,137
2287,christophe-oriol,1973,181.0,55.1578947368421,95
2288,christopher-juul-jensen,1989,183.0,44.62068965517241,203
2290,matija-kvasina,1981,180.0,49.53757225433526,346
2292,slawomir-kohut,1977,176.0,54.41176470588236,102
2293,alan-jousseaume,1998,177.0,52.426791277258566,321
2294,benoit-cosnefroy,1995,180.0,70.5589519650655,229
2295,steffen-radochla,1978,173.0,48.34931506849315,146
2296,rob-harmeling,1964,187.0,68.00970873786407,103
2297,david-bernabeu,1975,180.0,94.28571428571428,217
2298,erki-putsep,1976,179.0,46.55128205128205,78
2299,benoit-salmon,1974,169.0,51.40845070422535,71
2300,frank-schleck,1980,186.0,49.25,180
2301,alexander-foliforov,1992,180.0,57.206896551724135,87
2302,carl-fredrik-hagen,1991,181.0,104.1304347826087,23
2303,eddy-planckaert,1958,177.0,66.11538461538461,78
2304,mikael-cherel,1986,183.0,89.72641509433963,106
2305,jens-heppner,1964,172.0,78.9875,80
2306,ian-stannard,1987,190.0,67.9037037037037,135
2307,bart-leysen,1969,186.0,52.54464285714285,112
2308,mads-wurtz-schmidt,1994,176.0,48.15129151291513,271
2309,ben-gastauer,1987,190.0,53.13953488372093,301
2310,andrea-tafi,1966,187.0,57.10619469026549,113
2311,lilian-jegou,1976,178.0,63.56296296296296,135
2313,kyrylo-pospyeyev,1975,184.0,72.23404255319149,47
2314,stefan-van-dijk-1,1976,183.0,56.17857142857143,140
2315,alexandre-pichot,1983,183.0,63.31578947368421,152
2316,steffen-kjaergaard,1973,181.0,54.19553072625698,179
2317,regis-lhuillier,1980,183.0,70.734375,64
2318,aart-vierhouten,1970,183.0,79.18987341772151,79
2319,tobias-lund-andresen,2002,181.0,56.07142857142857,28
2320,sanchez-canellas,1997,175.0,79.83505154639175,97
2321,bjorn-stenersen,1970,178.0,48.53488372093023,215
2322,quinten-hermans,1995,174.0,94.1743119266055,109
2323,nick-van-der-lijke,1991,176.0,75.33333333333333,39
2325,jenno-berckmoes,2001,177.0,81.56818181818181,44
2326,alessandro-bisolti,1985,175.0,56.17669172932331,266
2327,luca-paolini,1977,174.0,58.80709534368071,451
2328,nicolo-parisini,2000,183.0,48.374015748031496,508
2329,amaury-capiot,1993,186.0,46.97586206896552,290
2330,marius-sabaliauskas,1978,186.0,83.9578947368421,95
2332,rafal-majka,1989,173.0,31.34423076923077,520
2336,dimitri-peyskens,1991,182.0,41.36503067484663,326
2338,volodymyr-gustov,1977,179.0,55.0969387755102,392
2339,luis-joe-luhrs,2003,179.0,79.95566502463055,203
2341,benjamin-thomas-2,1995,179.0,54.82692307692308,468
2342,bert-de-waele,1975,181.0,71.59392789373814,527
2343,tony-hurel,1987,169.0,65.62770562770562,231
2344,guillaume-auger,1976,184.0,68.71060171919771,349
2345,denis-menchov,1978,180.0,58.14462809917355,242
2346,fabian-lienhard,1993,183.0,74.03024574669188,529
2347,wim-van-huffel,1979,182.0,88.51612903225806,31
2349,lasse-norman-leth,1992,181.0,77.2525,400
2350,morgan-lamoisson,1988,178.0,77.6890243902439,328
2351,mateusz-taciak,1984,178.0,75.18609865470852,446
2352,mark-christian,1990,185.0,50.85054347826087,368
2353,jonas-abrahamsen,1995,183.0,75.48283261802575,466
2354,simone-antonini,1991,188.0,55.85552407932011,353
2355,marc-streel,1971,184.0,74.52522255192878,337
2357,balint-szeghalmi,1980,170.0,88.6604938271605,162
2359,alois-charrin,2000,181.0,58.075848303393215,501
2360,jukka-vastaranta,1984,171.0,55.84592145015106,331
2361,steff-cras,1996,183.0,96.51785714285714,56
2362,simon-zahner,1983,181.0,49.69427710843374,664
2363,jonas-gregaard,1996,184.0,77.62921348314607,178
2365,rubens-bertogliati,1979,180.0,76.91082802547771,157
2366,edwig-cammaerts,1987,183.0,82.0,295
2368,pascal-ackermann,1994,182.0,69.13091922005572,359
2370,omar-fraile,1990,184.0,103.8846153846154,26
2372,matti-helminen,1975,184.0,71.06030150753769,398
2373,armindo-fonseca,1989,168.0,59.15523465703971,277
2374,david-garcia-dapena,1977,181.0,93.79775280898876,178
2376,sindre-skjoestad-lunke,1993,183.0,105.85185185185183,81
2377,edvaldas-siskevicius,1988,181.0,66.74489795918367,98
2378,fabio-silvestre,1990,184.0,81.99804305283757,511
2379,peter-kusztor,1984,179.0,47.96743295019157,522
2380,mattias-skjelmose-jensen,2000,180.0,79.86244541484716,458
2381,jan-verstraeten,1978,177.0,89.81046931407943,554
2383,leonardo-bonifazio,1991,170.0,96.6875,192
2384,antonio-piedra,1985,178.0,86.91460055096418,363
2385,frederique-robert,1989,176.0,83.58457711442786,402
2386,ivo-emanuel-alves,1996,185.0,110.508,250
2387,gianfranco-zilioli,1990,176.0,98.08910891089108,101
2390,thomas-rohregger,1982,176.0,73.04,400
2391,david-loosli,1980,182.0,54.69283276450512,293
2392,leonardo-giordani,1977,190.0,78.05118110236221,254
2394,jan-tratnik,1990,173.0,83.96585365853659,205
2395,rinaldo-nocentini,1977,173.0,84.19915254237289,236
2397,marcel-wyss,1986,177.0,83.89242053789731,409
2398,diego-pablo-sevilla,1996,171.0,60.79365079365079,315
2399,olivier-pardini,1985,180.0,105.29735682819384,454
2400,alexander-serov,1982,189.0,69.74454828660436,321
2401,daniele-ratto,1989,180.0,89.16887417218543,302
2402,ethan-vernon,2000,188.0,83.74789915966386,119
2403,hubert-dupont,1980,174.0,95.84745762711864,177
2404,jean-pierre-drucker,1986,182.0,103.26073619631902,326
2407,edoardo-zambanini,2001,181.0,43.3108504398827,341
2410,louis-barre,2000,184.0,41.8780487804878,451
2413,rolf-sorensen,1965,178.0,67.90304182509506,526
2414,florian-vachon,1985,179.0,63.654296875,512
2416,valerio-conti,1993,172.0,42.07538802660754,451
2418,anders-skaarseth,1995,186.0,54.82692307692308,468
2419,zenon-jaskula,1962,183.0,66.33823529411765,340
2421,adam-stachowiak,1989,176.0,69.12610619469027,452
2422,sergio-martin,1996,182.0,66.25475285171103,526
2425,evgeny-kobernyak,1995,170.0,44.64009111617312,439
2426,alan-riou,1997,176.0,64.60612691466083,457
2427,erik-breukink,1964,185.0,66.4756446991404,349
2429,kevin-colleoni,1999,180.0,95.73880597014926,268
2430,carlos-rodriguez-cano,2001,183.0,82.60183066361556,437
2431,matthias-kessler,1979,172.0,85.37690631808279,459
2432,johan-meens,1999,174.0,85.1082474226804,194
2433,joaquim-silva,1992,185.0,43.59205776173285,554
2434,thomas-de-gendt,1986,179.0,54.03757225433526,346
2436,max-kanter,1997,176.0,43.69107551487414,437
2437,magnus-cort-nielsen,1993,184.0,80.16616314199396,331
2438,adam-yates,1992,173.0,63.40384615384615,364
2439,yauheni-hutarovich,1983,178.0,85.54166666666667,432
2440,giampaolo-caruso,1980,173.0,67.48275862068965,29
2443,joel-nicolau,1997,176.0,84.6875,128
2444,jose-alberto-martinez,1975,176.0,89.61813186813187,364
2445,giorgio-cecchinel,1989,176.0,67.62271805273834,493
2446,jose-bento-carvalho-de-azevedo,1973,173.0,73.49685534591195,318
2447,xavier-tondo,1978,182.0,81.49881796690308,423
2449,olivier-le-gac,1993,180.0,94.05803571428572,224
2451,david-herrero-llorente,1979,173.0,49.188081936685286,537
2452,serghei-tvetcov,1988,178.0,33.61818181818182,660
2453,frank-vandenbroucke,1974,179.0,71.42307692307692,234
2455,walter-calzoni,2001,172.0,97.84918032786884,305
2456,alessandro-tonelli,1992,176.0,103.80459770114942,87
2457,anthony-charteau,1979,175.0,103.432,125
2458,diego-rubio,1991,191.0,99.1,130
2462,jon-irisarri,1995,175.0,90.93333333333334,255
2465,patrick-schelling,1990,173.0,31.34423076923077,520
2468,andrea-guardini,1989,175.0,40.79674796747968,369
2471,thierry-hupond,1984,178.0,48.24705882352941,595
2472,javier-megias,1983,173.0,47.47709320695103,633
2474,francesco-bellotti,1979,179.0,56.57272727272727,220
2475,sebastian-lander,1991,175.0,91.2608695652174,46
2476,antonino-parrinello,1988,178.0,64.60612691466083,457
2478,david-moncoutie,1975,180.0,67.66666666666667,330
2479,thorwald-veneberg,1977,186.0,66.15849056603774,530
2480,charles-planet,1993,179.0,61.71848739495798,238
2481,lennie-kristensen,1968,183.0,50.103321033210335,271
2482,dominik-roels,1987,185.0,49.48022598870057,531
2483,paul-martens,1983,178.0,67.83737517831669,701
2484,michael-carbel,1995,180.0,69.85218702865761,663
2486,enrico-poitschke,1969,179.0,71.59392789373814,527
2487,antonio-soto,1994,175.0,83.56294536817101,421
2488,sebastian-lang,1979,187.0,54.36293436293436,518
2490,alfred-wright,1999,184.0,89.97619047619048,168
2491,lindsay-de-vylder,1995,184.0,93.12760416666669,384
2492,mikkel-honore,1997,185.0,75.3265306122449,392
2494,wout-poels,1987,186.0,64.22782258064517,496
2495,marc-lotz,1973,189.0,72.19027484143763,473
2496,joao-pedro-silva,1968,178.0,80.74214876033058,605
2498,stefano-locatelli,1989,176.0,103.11688311688312,308
2500,sergio-carrasco,1985,174.0,64.1219512195122,451
2502,laurent-madouas,1967,186.0,74.97053726169844,577
2503,stijn-devolder,1979,182.0,71.87142857142857,350
2505,sebastien-hinault,1974,175.0,65.83864541832669,502
2507,ralf-matzka,1989,177.0,99.70093457943923,214
2508,nicolas-vereecken,1990,181.0,105.0268656716418,335
2510,luka-pibernik,1993,177.0,94.12926391382406,557
2511,clement-davy,1998,183.0,80.16616314199396,331
2512,felix-engelhardt,2000,180.0,94.05803571428572,224
2515,manuel-ortega-ocana,1981,175.0,91.332,250
2517,david-latasa-lasa,1974,184.0,66.94954128440367,436
2518,davide-frattini,1978,180.0,57.478193146417446,642
2519,jerome-cousin,1989,180.0,77.8218954248366,612
2520,fausto-masnada,1993,182.0,67.29152542372881,295
2521,mads-christensen,1984,182.0,77.30232558139535,387
2522,gatis-smukulis,1987,183.0,64.39597315436242,298
2523,jean-nuttli,1974,180.6,117.29946524064172,187
2524,lennert-teugels,1993,175.0,54.08453608247423,485
2525,luc-wirtgen,1998,180.0,54.760757314974185,581
2527,wilfried-cretskens,1976,182.0,104.9865168539326,445
2529,eddy-ratti,1977,179.0,103.04076086956522,368
2530,rene-andrle,1974,178.0,95.2457627118644,236
2533,gian-mario-ortenzi,1976,185.0,62.24590163934426,122
2535,floris-gerts,1992,182.0,44.47048300536672,559
2537,francisco-galvan,1997,176.0,66.70689655172414,348
2538,josip-rumac,1994,182.0,63.29824561403509,57
2540,viacheslav-kuznetsov,1989,184.0,64.94082840236686,507
2541,michael-blaudzun,1973,180.0,92.90151515151516,264
2542,gregory-habeaux,1982,183.0,66.44791666666667,576
2543,eddy-seigneur,1969,180.0,68.50835322195704,419
2544,paolo-valoti,1971,169.0,62.64857142857143,350
2546,gorka-verdugo,1978,181.0,59.77639751552795,483
2547,mario-aparicio-munoz,2000,185.0,85.66257668711657,163
2548,matheo-vercher,2001,171.0,81.49881796690308,423
2550,raul-alarcon,1986,189.0,97.85561497326204,187
2551,maximilian-schachmann,1994,183.0,45.14548802946593,543
2552,antonio-jose-pecharroman-fabian,1978,182.0,69.0937019969278,651
2556,bauke-mollema,1986,184.0,76.30841121495327,321
2557,remco-evenepoel,2000,171.0,64.60612691466083,457
2558,sebastien-talabardon,1978,184.0,75.8,185
2561,jose-carlos-prates-neves-fernandes,1995,175.0,71.59392789373814,527
2562,marko-kump,1988,180.0,68.38526912181302,353
2563,wilfried-peeters,1964,185.0,89.79425837320574,418
2564,johan-coenen,1979,178.0,81.1639344262295,122
2565,alberto-bettiol,1993,180.0,105.0268656716418,335
2566,nicolas-inaudi,1978,180.0,65.38475836431226,538
2567,julien-mortier,1997,183.0,97.84918032786884,305
2569,mark-donovan,1999,185.0,98.07602339181288,171
2570,taco-van-der-hoorn,1993,187.0,113.00790513833992,253
2572,leo-vincent,1995,177.0,110.03365384615384,208
2573,fabio-sabatini,1985,187.0,86.27731092436974,238
2574,angelo-furlan,1977,172.0,98.29813664596271,483
2575,thomas-damuseau,1989,173.0,103.04076086956522,368
2576,kasper-klostergaard,1983,182.0,103.49162011173183,179
2577,vladimir-efimkin,1981,181.0,52.54362416107382,447
2578,erik-dekker,1970,182.0,107.73003802281367,263
2581,bert-scheirlinckx,1974,184.0,77.1010752688172,465
2582,dario-frigo,1973,181.0,75.68501529051987,327
2583,jaka-primozic,1998,179.0,72.94557823129252,147
2584,fabio-aru,1990,183.0,95.63054187192118,609
2585,alessandro-petacchi,1974,185.0,93.42028985507248,207
2586,emil-vinjebo,1994,181.0,79.996632996633,297
2587,jesus-herrada-lopez,1990,183.0,106.34782608695652,138
2589,petr-vakoc,1992,180.0,68.40229885057471,348
2590,sebastian-siedler,1978,184.0,74.06940063091483,317
2592,jean-charles-senac,1985,176.0,70.47222222222223,252
2594,juri-hollmann,1999,184.0,82.32954545454545,88
2596,dries-devenyns,1983,177.0,103.96572580645162,496
2597,josef-benetseder,1983,180.0,78.61111111111111,450
2598,yoann-offredo,1986,189.0,92.99532710280374,214
2599,dusan-rajovic,1997,183.0,91.04672897196262,107
2601,arnaud-de-lie,2002,182.0,80.42348008385744,477
2603,jo-planckaert,1970,180.0,66.4756446991404,349
2604,patryk-stosz,1994,178.0,94.19205298013244,151
2605,tomas-vaitkus,1982,185.0,66.15849056603774,530
2606,denys-kostyuk,1982,176.0,67.32975871313673,373
2607,rui-costa,1986,182.0,51.48360655737705,610
2608,evgeny-shalunov,1992,180.0,70.85040650406503,615
2609,milan-vader,1996,173.0,70.20608108108108,592
2611,carlos-torrent-tarres,1974,180.0,53.85945945945946,185
2612,viktor-verschaeve,1998,171.0,45.95652173913044,115
2613,danny-van-der-tuuk,1999,180.0,74.06940063091483,317
2615,michael-morkov,1985,183.0,78.89353612167301,526
2616,stephane-goubert,1970,178.0,87.3489010989011,364
2617,miguel-indurain,1964,188.0,55.65248226950354,282
2618,marco-aurelio-fontana,1984,172.0,87.67714285714285,350
2619,vicente-prado,1965,172.0,62.64857142857143,350
2621,said-haddou,1982,190.0,88.51351351351352,37
2622,erik-nordsaeter-resell,1996,192.0,59.03661971830986,355
2623,carlos-zarate,1980,180.0,101.72857142857144,210
2624,andrei-tchmil,1963,176.0,62.35190615835777,341
2625,roland-thalmann,1993,178.0,96.13333333333334,75
2627,ludovic-turpin,1975,170.0,86.20997375328083,381
2629,michal-schlegel,1995,184.0,100.52777777777776,432
2630,patrick-facchini,1988,190.0,89.75757575757575,66
2632,marco-velo,1974,184.0,82.60183066361556,437
2633,kalle-kriit,1983,181.0,101.92857142857144,182
2634,oscar-pereiro,1977,177.0,54.51846590909091,704
2636,domen-novak,1995,181.0,92.41980198019802,505
2637,tom-veelers,1984,184.0,79.96146788990826,545
2638,tomasz-marczynski,1984,180.0,80.80952380952381,105
2639,benoit-vaugrenard,1982,185.0,66.44791666666667,576
2640,wim-vansevenant,1971,174.0,71.33333333333333,441
2641,hugo-hofstetter,1994,170.0,93.0618556701031,97
2646,simone-ponzi,1987,178.0,84.12382445141066,638
2647,kenny-van-hummel,1982,176.0,107.3641304347826,368
2648,aitor-gonzalez-prieto,1990,180.0,121.11328125,256
2649,mathieu-claude,1983,180.0,100.35148514851484,202
2650,koen-bouwman,1993,178.0,117.29946524064172,187
2651,jeremy-roy,1983,186.0,79.75076923076924,325
2652,oscar-camenzind,1971,173.0,65.38475836431226,538
2654,gil-suray,1984,183.0,95.86238532110092,218
2655,alessio-taliani,1990,180.0,70.34262948207171,251
2656,joseba-albizu-lizaso,1978,171.0,101.62944162436548,197
2658,gianmarco-garofoli,2002,181.0,96.65833333333332,120
2659,kim-heiduk,2000,184.0,81.64492753623189,138
2662,henri-vandenabeele,2000,181.0,100.10328638497651,213
2664,johannes-adamietz,1998,174.0,56.15520282186949,567
