,_url,birth_year,height,avg_pos,num_races
689,sam-brand,1991,186.0,65.06666666666666,255
690,jesus-del-nero,1982,180.0,74.22900763358778,262
692,patrick-konrad,1991,181.0,70.57281553398059,515
694,mauro-facci,1982,182.0,78.6241610738255,149
696,pavel-brutt,1982,178.0,67.66666666666667,330
697,mikel-aristi,1993,180.0,66.80932203389831,472
699,lorenzo-milesi,2002,180.0,35.06130268199234,261
700,philippe-chevallier,1961,183.0,65.20180722891567,332
701,enric-mas,1995,177.0,112.10437710437712,297
702,kobe-goossens,1996,178.0,66.4756446991404,349
703,koen-de-kort,1982,179.0,54.12459016393443,305
705,vincenzo-albanese,1996,175.0,102.07272727272728,55
706,jose-manuel-diaz-gallego,1995,177.0,109.61904761904762,21
707,samuele-battistella,1998,180.0,103.17391304347828,138
708,berden-de-vries,1989,186.0,78.05118110236221,254
710,kris-boeckmans,1987,180.0,98.44444444444444,27
714,stefano-garzelli,1973,175.0,101.801775147929,338
715,alberto-gallego,1990,177.0,88.53846153846153,13
718,wouter-weylandt,1984,184.0,54.03757225433526,346
719,thomas-fothen,1983,179.0,84.19915254237289,236
720,jussi-veikkanen,1981,178.0,67.90304182509506,526
721,massimo-cigana,1974,182.0,50.44976076555024,627
722,alessandro-fantini-1,1985,183.0,64.39597315436242,298
724,julien-vermote,1989,179.0,55.84592145015106,331
725,nicolas-rousseau,1983,176.0,94.8132118451025,439
726,ivan-quaranta,1974,174.0,91.1231884057971,138
728,alan-lezaun-perez,1982,175.0,92.06976744186046,387
729,serge-pauwels,1983,177.0,107.448,125
730,roberto-ferrari,1983,173.0,94.10091743119266,218
733,kevyn-ista,1984,183.0,115.97348484848484,264
734,tanel-kangert,1987,178.0,79.97151898734177,316
735,matthieu-ladagnous,1984,182.0,71.87142857142857,350
736,marijn-van-den-berg,1999,182.0,52.61627906976744,430
737,tosh-van-der-sande,1990,178.0,64.38914728682171,645
738,fabian-wegmann,1980,176.0,74.97068403908794,307
739,adria-moreno,1991,176.0,46.44250871080139,287
742,daniel-navarro,1983,174.0,76.3076923076923,52
744,simone-masciarelli,1980,175.0,89.9366391184573,363
745,frederic-finot,1977,177.0,49.10215053763441,372
746,jose-luis-rubiera,1973,180.0,68.0,364
747,quentin-pacher,1992,179.0,33.61818181818182,660
748,mirco-maestri,1991,185.0,87.34539473684211,304
749,jaime-roson,1993,179.0,71.70673076923077,416
750,matteo-badilatti,1992,178.0,47.6825,400
751,kristof-vandewalle,1985,180.0,65.87191358024691,648
752,goncalo-carvalho,1997,172.0,65.38475836431226,538
753,john-archibald,1990,189.0,85.77985074626865,268
754,javier-chacon-quesada,1985,185.0,79.73710073710073,407
756,mirko-celestino,1974,173.0,79.47014925373135,134
758,alejandro-ropero,1998,171.0,84.29209621993127,291
759,vicente-hernaiz,1998,183.0,46.85141509433962,424
760,saulius-sarkauskas,1970,180.0,41.97278911564626,147
761,matthew-walls,1998,177.0,86.7451923076923,208
763,stephane-bonsergent,1977,174.0,80.41176470588235,102
764,bo-hamburger,1970,174.0,79.09330985915493,568
765,sebastian-langeveld,1985,178.0,83.35925925925926,270
766,arnaud-courteille,1989,176.0,73.98251748251748,286
767,juan-carlos-guillamon-ruiz,1974,174.0,77.3191011235955,445
769,josep-jufre,1975,178.0,86.85560344827586,464
770,andreas-klier,1976,181.0,96.0677966101695,236
771,francois-simon,1968,179.0,60.03515625,256
773,tom-stubbe,1981,177.0,100.79629629629628,162
774,pim-ligthart,1988,181.0,72.6070796460177,565
775,nicola-ruffoni,1990,173.0,47.42627345844504,373
776,edward-theuns,1991,183.0,71.30747126436782,348
778,dennis-vanendert,1988,181.0,102.03947368421052,76
779,juan-llaneras-rossello,1969,180.0,83.59197324414716,299
780,matteo-pelucchi,1989,182.0,58.56231003039514,329
781,robert-bartko,1975,186.0,81.66079295154185,227
782,bjorn-schroder,1980,177.0,116.27027027027027,222
783,jimmy-casper,1978,175.0,80.80062305295951,321
785,sep-vanmarcke,1988,190.0,78.39055793991416,233
786,ioannis-tamouridis,1980,180.0,84.86575875486382,514
787,mika-heming,2000,184.0,87.67714285714285,350
788,iker-camano,1979,184.0,71.82422802850357,421
789,ronny-scholz,1978,176.0,71.5982905982906,117
790,anthony-langella,1974,188.0,64.60612691466083,457
791,ivan-savitskiy,1992,182.0,76.97849462365592,93
792,francisco-mancebo,1976,175.0,63.325581395348834,430
793,mirco-lorenzetto,1981,175.0,83.4493670886076,158
794,thomas-liese,1968,180.0,73.23140495867769,242
795,pablo-torres,1987,174.0,95.1605504587156,436
796,romain-gregoire1,2003,176.0,62.06970509383378,373
797,jimmy-duquennoy,1995,179.0,74.40094339622641,212
798,jasper-stuyven,1992,187.0,100.46412556053812,446
799,marek-rutkiewicz,1981,182.0,79.86244541484716,458
801,rui-miguel-sousa-barbosa,1976,171.0,100.9922480620155,129
802,xandres-vervloesem,2000,185.0,61.310272536687634,477
803,marco-zanotti-1,1974,180.0,90.79194630872485,447
804,fabian-jeker,1968,177.0,76.09473684210526,95
806,amael-moinard,1982,180.0,55.09345794392523,321
807,nicolas-dalla-valle,1997,184.4,65.70673076923077,208
810,marco-milesi,1970,191.0,66.13888888888889,180
811,arkaitz-duran,1986,185.0,108.73262032085562,374
812,matvey-mamykin,1994,179.0,91.94202898550724,69
814,juan-carlos-dominguez,1971,178.0,97.98076923076924,52
815,jimmy-turgis,1991,175.0,63.414538310412574,509
817,edoardo-zardini,1989,173.0,95.8358208955224,201
818,robert-sassone,1978,181.0,81.08148148148148,270
819,matej-jurco,1984,186.0,93.85016286644952,307
821,samuel-watson,2001,186.0,68.2905982905983,117
822,andreas-stauff,1987,192.0,49.10215053763441,372
823,geert-verheyen,1973,178.0,57.75480769230769,208
824,kevin-vauquelin,2001,176.0,74.97068403908794,307
827,jure-kocjan,1984,182.0,75.94274028629857,489
829,riccardo-forconi,1970,184.0,54.75438596491228,57
830,luca-covili,1997,180.0,36.53187613843352,549
831,steven-tronet,1986,175.0,102.4090909090909,44
832,nick-nuyens,1980,177.0,58.79281767955801,362
833,davide-ricci-bitti,1984,180.0,96.05232558139537,172
835,olav-kooij,2001,184.0,84.6304347826087,46
838,steve-chainel,1983,180.0,75.02631578947368,76
839,zdenek-stybar,1985,183.0,57.93251533742331,163
840,romain-cardis,1992,181.0,57.68146214099217,383
841,joni-brandao,1989,176.0,65.27124183006536,306
842,sacha-modolo,1987,180.0,85.12992125984252,254
843,hugh-carthy,1994,191.0,60.98251748251748,286
845,gaetan-bille,1988,182.0,83.1413881748072,389
846,sebastien-duret,1980,177.0,85.46268656716418,134
847,antonio-nibali,1992,180.0,87.71428571428571,168
848,alessandro-bazzana,1984,180.0,51.096,500
849,josef-lontscharitsch,1970,180.0,70.54313099041534,313
851,martial-gayant,1962,183.0,73.4973544973545,189
853,nicki-sorensen,1975,182.0,88.6025641025641,78
854,tanguy-turgis,1998,171.0,87.6218487394958,119
855,eric-vanderaerden,1962,182.0,69.98089171974522,314
856,francisco-cabello,1969,174.0,90.14563106796116,103
857,ilan-van-wilder,2000,171.0,88.2051282051282,117
858,michal-podlaski,1988,178.0,82.9375,96
859,jorge-arcas,1992,187.0,58.80709534368071,451
860,david-de-la-fuente,1981,175.0,76.79411764705883,34
862,manuel-beltran,1971,178.0,94.24806201550388,129
863,roger-kluge,1986,192.0,86.0,207
864,daniel-lloyd1,1980,187.0,86.17514124293785,177
865,manuel-calvente-corbas,1976,168.0,74.40277777777777,72
866,eduardo-ramirez-gonzalo,1983,177.0,92.2394366197183,213
868,aleksejs-saramotins,1982,185.0,72.6070796460177,565
869,mikel-zarrabeitia,1970,179.0,109.47368421052632,38
870,olaf-pollack,1973,185.0,66.64473684210526,76
872,robin-stenuit,1990,185.0,72.72894736842105,380
873,jan-christen,2004,183.0,58.68115942028985,207
875,yaroslav-popovych,1980,175.0,74.24821002386635,419
876,gijs-van-hoecke,1991,186.0,79.09330985915493,568
878,joan-marti-bennassar,1999,190.0,87.34539473684211,304
880,alberto-fernandez-de-la-puebla-ramos,1984,174.0,90.34924623115576,398
881,cristian-moreni,1972,175.0,43.93698175787728,603
882,daniel-atienza-urendez,1974,170.0,68.06666666666666,210
884,jose-angel-vidal,1969,172.0,68.93154034229829,409
885,stefano-gandin,1996,185.0,87.35969868173258,531
886,ezequiel-mosquera-miguez,1975,177.0,82.42045454545455,352
887,patrice-halgand,1974,179.0,81.5042372881356,472
888,bas-giling,1982,185.0,62.78585858585858,495
889,rik-verbrugghe,1974,180.0,59.565843621399175,486
890,matti-breschel,1984,181.0,85.16287878787878,264
891,peter-wrolich,1974,179.0,68.50835322195704,419
892,gustavo-cesar-veloso,1980,182.0,58.80709534368071,451
893,jordi-warlop,1996,182.0,73.67857142857143,28
894,dario-david-cioni,1974,185.0,50.423772609819125,387
895,jacopo-guarnieri,1987,190.0,86.51324503311258,302
896,przemyslaw-niemiec,1980,184.0,64.22782258064517,496
898,jean-marc-marino,1983,177.0,87.10169491525424,59
900,raffaele-ferrara,1976,174.0,72.69940476190476,336
901,stephane-rossetto,1987,180.0,70.168458781362,279
902,nicolas-portal,1979,184.0,76.3076923076923,52
903,yanto-barker,1980,182.0,94.12926391382406,557
904,martijn-verschoor,1985,179.0,107.9969512195122,328
905,lauri-aus,1970,179.0,78.9950495049505,202
906,sergio-marinangeli,1980,174.0,66.72872340425532,188
907,sebastien-joly,1979,180.0,91.52054794520548,146
909,fabiano-fontanelli,1965,175.0,81.26865671641791,201
910,jonas-vingegaard,1996,175.0,105.12751677852349,149
911,dries-de-pooter,2002,182.0,55.09345794392523,321
912,leszek-plucinski,1990,175.0,84.04093567251462,171
913,marc-madiot,1959,179.0,84.34848484848484,132
916,pello-bilbao,1990,174.0,74.97068403908794,307
917,fortunato-baliani,1974,178.0,90.18857142857142,175
919,romain-combaud,1991,175.0,60.03515625,256
920,gino-mader,1997,181.0,96.0253456221198,434
922,rick-pluimers,2000,180.0,78.53191489361703,47
923,anton-vorobyev,1990,180.0,72.94557823129252,147
924,thomas-dekker,1984,188.0,109.30316742081448,221
925,ricardo-valdes,1976,177.0,86.85560344827586,464
926,davide-casarotto,1971,180.0,81.66079295154185,227
927,kevin-van-melsen,1987,185.0,81.38781163434903,361
928,antonio-balboa,1964,172.0,65.70673076923077,208
929,julius-johansen,1999,188.0,87.8733850129199,387
930,stefano-zanini,1969,181.0,79.35474006116208,327
931,fredrik-kessiakoff,1980,175.0,96.0878661087866,239
932,kenneth-van-bilsen,1990,184.0,109.31117021276596,376
935,frederic-bessy,1972,176.0,85.77985074626865,268
936,christophe-kern,1981,185.0,62.488,250
937,roger-hammond,1974,174.0,84.29209621993127,291
938,aaron-van-poucke,1998,177.0,79.73710073710073,407
939,luke-rowe,1990,185.0,95.07407407407408,135
940,alberto-lopez-de-munain,1972,179.0,104.16788321167884,137
941,arthur-vanoverberghe,1990,181.0,94.25581395348836,129
942,kai-reus,1985,185.0,66.15849056603774,530
945,fabien-de-waele,1975,175.0,50.51592356687898,628
947,rafael-casero-moreno,1976,183.0,42.7359413202934,409
948,jacek-morajko,1981,180.0,42.20253164556962,711
949,vegard-breen,1990,187.0,60.79365079365079,315
950,diego-ferrari,1970,182.0,52.95163806552262,641
952,sander-de-pestel,1998,184.0,74.97053726169844,577
954,eloy-ruiz-pinto,1989,173.0,84.06840390879479,307
955,riccardo-ricco,1983,174.0,53.56040268456376,298
956,enrico-degano,1976,182.0,72.48571428571428,105
957,gianni-bugno,1964,177.0,58.14462809917355,242
958,maxime-vantomme,1986,174.0,77.91978609625669,187
959,marcel-arntz,1965,179.0,79.97151898734177,316
960,michael-schwarzmann,1991,174.0,45.190298507462686,268
961,samuele-rivi,1998,186.0,72.45132743362832,226
962,frederic-amorison,1978,183.0,98.08910891089108,101
963,sven-krauss,1983,188.0,43.1496062992126,508
964,ruben-lobato,1978,173.0,65.21718377088305,419
965,claudio-corioni,1982,180.0,71.06030150753769,398
967,laszlo-bodrogi,1976,187.0,49.37310924369748,595
968,andrea-zordan,1991,176.0,109.45714285714286,175
969,tom-paquot,1999,184.0,49.84126984126984,567
970,andrea-bagioli,1999,176.0,57.40501043841336,479
972,sandy-casar,1979,179.0,72.12941176470588,85
973,raul-rota-rus,1999,174.0,41.55274261603376,237
974,jure-golcer,1977,180.0,86.29795918367347,245
975,jose-luis-rebollo,1972,172.0,68.71612903225807,155
976,hubert-schwab,1982,180.0,96.36879432624112,141
977,guido-trentin,1975,180.0,70.02631578947368,76
979,stefano-oldani,1998,178.0,83.65848670756647,489
980,luka-mezgec,1988,183.0,107.85321100917432,109
981,sebastien-grignard,1999,179.0,77.2525,400
982,yannick-martinez,1988,176.0,72.7124183006536,153
983,greg-van-avermaet,1985,181.0,64.40350877192982,171
984,michel-dernies,1961,180.0,86.20997375328083,381
985,matthias-krizek,1988,186.0,94.45896656534954,329
986,szymon-sajnok,1997,183.0,67.90304182509506,526
987,leonardo-bertagnolli,1978,174.0,77.8218954248366,612
989,julian-kern,1989,181.0,87.28063241106719,253
990,kristian-aasvold,1995,173.0,98.28930817610065,159
991,hugo-toumire,2001,180.0,73.04,400
992,thomas-degand,1986,176.0,90.76136363636364,176
993,jakub-mareczko,1994,169.0,94.35416666666669,192
995,kevin-reza,1988,186.0,88.25396825396825,252
996,guillaume-bonnafond,1987,184.0,96.6141975308642,324
998,alex-colman,1998,185.0,105.841642228739,341
999,nikolay-mihaylov,1988,183.0,97.8095238095238,147
1000,marcus-burghardt,1983,189.0,89.74285714285715,175
1002,santiago-blanco,1974,178.0,97.62992125984252,127
1004,alberto-ongarato,1975,183.0,83.57718120805369,149
1005,gael-malacarne,1986,185.0,86.6919191919192,198
1007,lars-michaelsen,1969,185.0,56.33571428571429,280
1008,pavel-padrnos,1970,190.0,61.15040650406504,246
1009,grega-bole,1985,177.0,29.395209580838323,334
1010,gorka-beloki,1978,181.0,51.134020618556704,97
1011,kamil-malecki,1996,174.0,31.64748201438849,139
1014,coen-vermeltfoort,1988,190.0,57.23753665689149,341
1015,marc-hirschi,1998,174.0,58.25,108
1017,janek-tombak,1976,172.0,42.0,51
1018,jon-agirre,1997,173.0,30.875,320
1019,fabien-doubey,1993,174.0,51.5,14
1020,david-arroyo,1980,174.0,60.98028169014084,355
1021,paolo-savoldelli,1973,180.0,29.12690355329949,394
1022,unai-iribar-jauregi,1999,183.0,63.77777777777778,171
1023,dylan-page,1993,175.0,32.278177458033575,417
1025,eros-capecchi,1986,183.0,54.542635658914726,129
1026,igor-arrieta-lizarraga,2002,183.0,72.82824427480917,262
1027,steven-kruijswijk,1987,178.0,71.23529411764706,17
1028,marton-dina,1996,186.0,84.96323529411765,136
1029,corentin-ermenault,1996,189.0,62.212765957446805,141
1032,luis-leon-sanchez,1983,186.0,37.91964285714285,112
1033,bert-de-backer,1984,183.0,43.89396709323583,547
1034,enzo-wouters,1996,183.0,66.64473684210526,76
1035,manuel-senni,1992,181.0,56.41176470588236,34
1037,alejandro-marque,1981,182.0,55.459016393442624,61
1038,giovanni-carboni,1995,180.0,50.76589595375722,346
1039,flavio-vanzella,1964,184.0,77.89784946236558,186
1040,geoffrey-soupe,1988,177.0,56.91189427312775,227
1041,davide-ballerini,1994,183.0,81.29629629629629,54
1042,otto-vergaerde,1994,181.0,74.41176470588235,102
1043,sebastien-minard,1982,177.0,57.375,8
1044,roger-ilegems,1962,174.0,60.03515625,256
1045,tristan-valentin,1982,181.0,77.3191011235955,445
1046,christophe-rinero,1973,172.0,71.12765957446808,188
1047,aksel-nommela,1994,176.0,75.1744966442953,149
1048,david-lelay,1979,176.0,77.0,8
1049,eddy-mazzoleni,1973,181.0,75.92156862745098,51
1050,gennady-mikhaylov,1974,188.0,88.6025641025641,78
1051,martin-velits,1985,185.0,67.92307692307692,39
1052,helmut-wechselberger,1953,180.0,70.55,200
1053,boy-van-poppel,1988,186.0,69.77570093457943,107
1054,albert-timmer,1985,186.0,61.32631578947368,190
1055,freddy-bichot,1979,179.0,106.62962962962963,27
1056,blel-kadri,1986,176.0,72.04583333333333,240
1057,davide-formolo,1992,182.0,83.83333333333333,114
1058,ruben-perez-moreno,1981,173.0,83.78776978417267,278
1059,abraham-olano-manzano,1970,181.0,84.86263736263736,182
1060,gonzalo-serrano,1994,177.0,73.125,32
1061,sven-nys,1976,181.0,110.33333333333331,6
1062,stef-van-zummeren,1991,188.0,89.41071428571429,56
1063,wesley-kreder,1990,183.0,81.59863945578232,147
1065,donavan-grondin,2000,184.0,60.9774011299435,354
1066,ben-healy,2000,175.0,66.64912280701755,228
1069,stephane-heulot,1971,181.0,60.98251748251748,286
1071,matteo-busato,1987,179.0,104.64642857142856,280
1073,peter-sagan,1990,182.0,84.58680555555556,288
1074,nicolas-roche,1984,178.0,58.127272727272725,55
1075,mick-van-dijke,2000,190.0,85.27941176470588,204
1076,yoann-le-boulanger,1975,185.0,87.21428571428571,182
1077,sven-vanthourenhout,1981,182.0,86.51324503311258,302
1079,peter-van-petegem,1970,176.0,99.24413145539906,213
1081,clement-koretzky,1990,174.0,88.80645161290323,93
1082,ibon-ruiz,1999,178.0,56.19298245614035,57
1084,toni-tauler,1974,185.0,92.78571428571428,154
1086,dario-cataldo,1985,175.0,52.08695652173913,92
1087,marco-canola,1988,180.0,80.44827586206897,58
1089,peter-van-den-abeele,1966,178.0,72.36363636363636,55
1090,robin-froidevaux,1998,183.0,76.27027027027027,296
1091,sean-flynn,2000,177.0,105.21875,64
1092,michael-boogerd,1972,178.0,78.53475935828877,187
1093,pavel-tonkov,1969,176.0,46.66666666666666,90
1094,michel-ries,1998,184.0,43.89396709323583,547
1097,miguel-heidemann,1998,186.0,54.542635658914726,129
1098,torstein-traeen,1995,181.0,60.98028169014084,355
1100,dominik-nerz,1989,180.0,88.80645161290323,93
1101,filippo-pozzato,1981,183.0,75.1744966442953,149
1102,joao-benta,1986,179.0,41.986577181208055,298
1103,davide-cimolai,1989,181.0,55.459016393442624,61
1104,phil-bauhaus,1994,184.0,94.17021276595744,235
1105,jean-luc-delpech,1979,178.0,68.203125,192
1106,paolo-bossoni,1976,173.0,68.24657534246575,292
1107,luca-mozzato,1998,178.0,44.13953488372093,344
1108,cyrille-thiery,1990,179.0,73.52631578947368,95
1109,roger-beuchat,1972,170.0,83.78776978417267,278
1111,michael-valgren-andersen,1992,179.0,58.083333333333336,24
1112,koen-barbe,1981,182.0,87.21428571428571,182
1113,simone-ravanelli,1995,178.0,60.15151515151515,33
1115,giulio-ciccone,1994,176.0,72.94594594594595,296
1116,thibaut-pinot,1990,180.0,94.95348837209302,43
1118,damien-nazon,1974,178.0,46.395348837209305,43
1119,josu-etxeberria-azpilikueta,2000,178.0,73.32960893854748,179
1120,alex-dowsett,1988,182.0,40.644329896907216,194
1121,rene-mandri,1984,184.0,67.95652173913044,23
1122,tom-flammang,1978,190.0,57.23753665689149,341
1123,alexandre-geniez,1988,184.0,99.6482617586912,489
1125,juan-jose-oroz,1980,187.0,70.375,40
1126,georg-zimmermann,1997,181.0,79.22,50
1127,oscar-laguna,1978,169.0,74.15017064846417,293
1130,pablo-castrillo-zapater,2001,183.0,85.52380952380952,21
1131,alvaro-cuadros,1995,179.0,86.32,25
1132,jurgen-van-de-walle,1977,189.0,72.82824427480917,262
1133,eugert-zhupa,1990,183.0,43.99180327868852,244
1134,dainius-kairelis,1979,177.0,58.127272727272725,55
1135,vitaliy-kondrut,1984,180.0,61.32631578947368,190
1137,koos-moerenhout,1973,184.0,75.8,25
1138,geoffroy-lequatre,1981,183.0,77.3191011235955,445
1139,dieter-cappelle,1983,191.0,67.095,200
1140,grischa-niermann,1975,178.0,87.875,32
1143,tiago-machado,1985,178.0,87.84375,32
1144,renaud-dion,1978,178.0,83.58457711442786,402
1145,lennard-kamna,1996,181.0,73.68478260869566,276
1146,hector-carretero,1995,183.0,65.41358024691358,162
1149,igor-pugaci,1975,178.0,44.06111111111111,180
1152,ludovic-capelle,1976,181.0,57.09782608695652,184
1153,alexander-porsev,1986,185.0,43.3108504398827,341
1155,jonathan-mcevoy,1989,183.0,37.5864406779661,295
1156,markus-fothen,1981,179.0,35.34957020057307,349
1158,davy-commeyne,1980,184.0,69.53781512605042,119
1159,antoine-warnier,1993,183.0,72.45132743362832,226
1161,andreas-kloden,1975,183.0,95.6858407079646,226
1163,luca-chirico,1992,167.0,53.45783132530121,332
1164,patrick-tolhoek,1965,178.0,58.66101694915254,177
1165,xandro-meurisse,1992,181.0,65.06666666666666,255
1167,evgeni-berzin,1970,170.0,71.30864197530865,81
1171,julien-loubet,1985,180.0,58.0990990990991,333
1172,florian-stalder,1982,172.0,65.7156862745098,102
1173,fabian-cancellara,1981,186.0,92.57142857142856,28
1174,filippo-tagliani,1995,180.0,71.55592105263158,304
1175,serguei-smetanine,1973,173.0,86.07792207792208,308
1176,nicola-loda,1971,183.0,41.1140350877193,114
1178,markus-pajur,2000,185.0,78.48484848484848,198
1179,jelle-wallays,1989,185.0,99.94666666666669,75
1180,alejandro-valverde,1980,177.0,76.18677042801556,257
1182,ruben-zepuntke,1993,184.0,84.94117647058823,34
1183,kasper-asgreen,1995,191.0,91.96153846153848,26
1184,matis-louvel,1999,187.0,75.3265306122449,392
1185,jon-aberasturi,1989,173.0,83.22485207100591,169
1186,enzo-paleni,2002,180.0,73.25217391304348,115
1187,pau-miquel-delgado,2000,180.0,103.28813559322032,59
1188,marcos-antonio-serrano,1972,174.0,76.53488372093024,86
1189,arnaud-pretot,1971,183.0,65.62770562770562,231
1190,piotr-wadecki,1973,178.0,106.63054187192118,203
1191,rafael-valls,1987,179.0,109.625,16
1192,frederic-moncassin,1968,182.0,91.90395480225988,177
1193,fabio-baldato,1968,180.0,80.75438596491227,513
1195,jorg-jaksche,1976,184.0,114.94444444444444,36
1196,andrej-hauptman,1975,180.0,63.654296875,512
1197,matevz-govekar,2000,180.0,81.09693053311793,619
1198,alberto-contador,1982,176.0,98.01063829787236,94
1199,stefan-adamsson,1978,178.0,93.03719008264464,242
1201,michael-sandstod,1968,180.0,101.75490196078432,102
1202,marco-cannone,1974,178.0,83.58823529411765,68
1204,ildar-arslanov,1994,185.0,98.22738386308068,409
1206,valentin-madouas,1996,179.0,80.52836879432624,564
1207,joshua-edmondson,1992,181.0,101.48387096774194,186
1208,joaquim-rodriguez,1979,169.0,81.9030303030303,330
1209,cedric-vasseur,1970,180.0,82.36496350364963,137
1210,clement-alleno,2000,180.0,65.06666666666666,255
1211,harm-vanhoucke,1997,181.0,72.48571428571428,105
1214,francisco-javier-patxi-vila,1975,180.0,77.2525,400
1215,vito-braet,2000,184.0,74.22900763358778,262
1216,martin-riska,1975,180.0,71.26168224299066,107
1217,pierre-drancourt,1982,175.0,84.85882352941177,170
1218,roman-kreuziger,1986,183.0,82.87254901960785,102
1220,ide-schelling,1998,182.0,76.16842105263157,95
1221,carlos-garcia-quesada,1978,177.0,28.75,4
1222,matthias-russ,1983,175.0,98.54545454545456,66
1223,aurelien-passeron,1984,179.0,74.46402877697842,556
1224,romain-lemarchand,1987,178.0,91.2463768115942,69
1225,matteo-malucelli,1993,171.0,60.79365079365079,315
1226,jokin-mujika,1962,178.0,61.5,4
1227,yannick-eijssen,1989,174.0,48.2,5
1229,valentin-retailleau,2000,181.0,59.20512820512821,39
1230,jose-joaquin-rojas,1985,177.0,59.7,10
1231,anders-halland-johannessen,1999,176.0,95.38071065989848,197
1232,cezary-zamana,1967,185.0,48.926829268292686,41
1233,dmitry-strakhov,1995,185.0,78.48027444253859,583
1234,mikhail-ignatiev,1985,176.0,49.69427710843374,664
1235,felix-grossschartner,1993,183.0,75.01041666666667,96
1236,blaise-sonnery,1985,175.0,60.5,4
1237,alessandro-malaguti,1987,174.0,91.65934065934066,91
1239,frederik-veuchelen,1978,183.0,97.6,5
1240,volodymyr-dyudya,1983,190.0,92.67924528301889,53
1241,gert-dockx,1988,175.0,45.0,4
1242,pedro-horrillo,1974,184.0,109.625,16
1245,adrian-saez-de-arregi,1986,184.0,88.91666666666667,12
1246,huub-duijn,1984,184.0,88.7846889952153,209
1247,kenneth-van-rooy,1993,179.0,96.5,4
1249,marco-artunghi,1969,180.0,94.75,4
1250,ivan-gutierrez,1978,181.0,96.1818181818182,11
1251,samuel-sanchez,1978,175.0,92.03846153846152,130
1252,jose-luis-cano,1988,175.0,66.25475285171103,526
1253,andrea-peron,1988,178.0,86.875,8
1255,diego-rosa,1989,178.0,68.85714285714286,7
1256,yves-lampaert,1991,180.0,101.0,4
1257,michele-gazzoli,1999,180.0,38.47058823529412,34
1258,davide-bais,1998,183.0,31.40625,64
1260,mikel-pradera,1975,176.0,52.426791277258566,321
1261,erick-rowsell,1990,177.0,48.53488372093023,215
1262,wim-de-vocht,1982,188.0,71.83389830508474,295
1263,michael-baer,1988,180.0,69.36538461538461,104
1265,guillaume-blot,1985,177.0,56.80701754385965,57
1266,primoz-roglic,1989,177.0,69.91176470588235,34
1267,alexei-sivakov,1972,185.0,66.11538461538461,78
1268,louis-blouwe,1999,182.0,48.0,25
1269,gian-matteo-fagnini,1970,178.0,47.61538461538461,39
1270,daniel-becke,1978,187.0,68.62926829268292,205
1272,bram-welten,1997,188.0,49.983783783783785,185
1277,charlie-quarterman,1998,180.0,45.1021897810219,137
1279,simon-geschke,1986,171.0,45.14548802946593,543
1280,mauro-zanetti,1973,182.0,42.93169398907104,366
1281,dylan-teuns,1992,181.0,37.86807387862797,379
1282,maarten-tjallingii,1977,188.0,68.24657534246575,292
1283,arne-marit,1999,185.0,41.35607675906184,469
1284,alexandr-riabushenko,1995,178.0,52.54362416107382,447
1285,sergey-shilov,1988,173.0,54.88326848249027,257
1286,stephane-barthe,1972,170.0,69.71153846153847,156
1288,rafael-mateos-perez,1976,182.0,78.53475935828877,187
1289,pawel-franczak,1991,178.0,63.325581395348834,430
1292,jason-osborne,1994,178.0,72.0138067061144,507
1293,nacer-bouhanni,1990,175.0,49.27807486631016,187
1295,jaime-javier-hernandez,1972,177.0,73.23140495867769,242
1297,florent-barle,1986,184.0,68.93154034229829,409
1299,andoni-lafuente,1985,174.0,86.17514124293785,177
1300,kai-hundertmarck,1969,180.0,61.6198347107438,121
1302,higinio-fernandez,1988,174.0,41.83695652173913,184
1303,jonathan-dibben,1994,191.0,62.25847457627118,236
1305,matthias-buxhofer,1973,185.0,91.82685512367492,283
1309,cyrille-monnerais,1983,175.0,85.1,210
1310,addy-engels,1977,181.0,73.46413502109705,237
1311,stefano-pirazzi,1987,180.0,95.1605504587156,436
1312,lloyd-mondory,1982,175.0,62.06970509383378,373
1313,dimitri-defauw,1981,182.0,55.09345794392523,321
1314,jon-odriozola,1970,180.0,100.46412556053812,446
1315,marc-de-maar,1984,184.0,50.18709677419355,310
1316,niels-scheuneman,1983,184.0,99.5846153846154,65
1317,karsten-kroon,1976,180.0,78.7,160
1318,steve-morabito,1983,186.0,79.47014925373135,134
1319,mario-gonzalez-salas,1992,182.0,83.01428571428572,70
1320,ion-izagirre,1989,173.0,83.79856115107914,139
1321,geoffrey-bouchard,1992,177.0,89.16091954022988,348
1322,bernhard-eisel,1981,183.0,68.97619047619048,168
1323,antonio-cabello-baena,1990,179.0,67.58720930232558,172
1325,max-poole,2003,185.0,86.9390243902439,246
1326,brian-van-goethem,1991,186.0,92.18604651162792,129
1328,ivan-velasco,1980,177.0,65.45454545454545,264
1329,hans-dekkers-1,1981,172.0,86.02135231316726,281
1330,fabio-casartelli,1970,180.0,76.27027027027027,296
1331,unai-osa,1975,178.0,89.9366391184573,363
1332,matthias-reutimann,1994,185.0,70.75396825396825,378
1333,mariano-piccoli,1970,173.0,99.24413145539906,213
1336,inigo-chaurreau-bernardez,1973,172.0,97.3409090909091,44
1337,henrique-casimiro,1986,175.0,87.97826086956522,46
