birth_year,nationality,BMI,Cluster,Distance_to_Centroid
1982.0,Italy,21.736505252988767,5,1.151431406240903
1984.0,France,21.06162815542871,4,1.0879025398562012
1969.0,France,19.444444444444443,4,1.3968347417582945
1988.0,New Zealand,21.27600011197895,3,1.1946544319562808
1999.0,Australia,20.23355301190889,3,1.1586133517210475
1979.0,Austria,20.109164033323754,4,1.0520557490968503
1989.0,Portugal,20.6758034026465,3,1.0992783946325966
1999.0,Poland,21.606648199445985,3,1.2244236423279264
1969.0,France,20.286507911738084,4,1.2110546681228243
1981.0,Portugal,20.808561236623067,4,1.0850741763400713
1996.0,Netherlands,23.80879704526724,6,1.4100745363036375
1995.0,Spain,19.883853048857468,2,1.037663175856798
1951.0,Netherlands,22.25690831309978,1,0.9655979717894113
1977.0,Mexico,19.83516295612325,4,1.138332828365421
1992.0,United States,20.893826537053403,3,1.020856883358158
1979.0,Croatia,20.23355301190889,4,1.053743182061764
1995.0,Colombia,20.061728395061728,3,1.1353672283863263
1993.0,France,20.983987603305785,3,0.9119794636808702
1967.0,Switzerland,19.3698347107438,4,1.6101387178839772
1995.0,Russia,19.46088099934254,2,1.0341852210413383
1973.0,Spain,21.04981790236894,4,1.0914053393212375
1996.0,Italy,22.530864197530864,5,1.0799888652426883
1994.0,Germany,21.70138888888889,5,1.0920197048384266
1990.0,Belgium,22.724403484408533,5,0.963675942862475
1967.0,Kazakhstan,21.49959688255845,0,1.1482091483962409
1964.0,Italy,22.79035792549306,0,1.2869542283216737
1947.0,Germany,21.705129432793896,1,1.2662817811385902
1991.0,United States,19.576333089846603,2,1.0177045348996452
1991.0,Latvia,21.36686914318855,3,1.1408927492654817
1986.0,Croatia,22.22222222222222,5,1.0859547565655092
1995.0,France,22.54595907041276,5,1.0467072964138173
1978.0,Germany,21.85727788279773,0,1.1030860974336358
1995.0,Spain,20.37797367467697,3,0.9872411749277268
1992.0,Spain,20.16070124178232,3,1.0662438566445538
1992.0,Italy,21.53490839861428,5,1.0230282420038561
1994.0,France,22.093170054286077,5,0.9682148893997157
1961.0,Latvia,19.15708812260536,4,2.0259684863332135
1991.0,Kazakhstan,20.45288531775018,3,1.0821595674234115
1981.0,Netherlands,21.27600011197895,4,1.2067289768195353
1976.0,Italy,22.79035792549306,0,1.1467460217690542
1993.0,Spain,19.390581717451525,2,0.9135571443959344
1992.0,Belgium,22.55094096485812,5,0.9274997360689214
1980.0,Switzerland,21.97133585722012,0,1.1872623217633675
1985.0,France,20.75638716766888,4,1.0408658911153534
1984.0,Australia,21.62964876033058,5,1.161438136396474
1982.0,Belgium,21.132713440405748,4,1.1280438192840059
1979.0,United States,21.32943754565376,0,1.2265609272685996
1987.0,Netherlands,17.91663167324543,2,1.4617724772444551
1995.0,Canada,21.604938271604937,5,1.1706466097384634
1997.0,Denmark,20.902385858042937,3,1.030102070065397
1962.0,Italy,23.355636914530997,1,1.389793926450174
1967.0,Poland,22.23098712754133,0,1.132025047460695
1990.0,France,18.991964937910883,2,0.9748625009751354
1976.0,Australia,21.736505252988767,0,1.0619699259730422
1985.0,Uruguay,20.428357113217785,4,1.1533480498446465
1979.0,Spain,19.71332152761536,4,0.9798384080789069
2002.0,United States,18.59113034072472,2,1.3126331413928591
1995.0,Spain,21.146319909102385,3,0.9644077616114629
1979.0,France,21.007667798746542,4,0.99364222187534
1977.0,Italy,21.132713440405748,4,1.0675978546024432
1950.0,Switzerland,21.62964876033058,1,1.2629139711757644
1996.0,Spain,21.32963988919668,3,1.0149624473680696
1999.0,Belgium,22.819404547773097,5,1.2428184494120584
1979.0,Spain,21.0372534696859,4,0.966554808164569
1992.0,Ireland,21.14571318723568,3,1.074471137007847
1974.0,Switzerland,21.53490839861428,0,1.0433220253001578
1994.0,Sweden,19.87626326250665,2,1.129631264070939
1955.0,Belgium,21.41173182594741,1,1.2741548814540458
1984.0,Denmark,18.699780861943022,2,1.2980814545714177
1986.0,Spain,21.604938271604937,5,1.108518429008061
1989.0,Spain,20.147971991015982,3,1.13949361665982
1977.0,Netherlands,20.37120869171571,4,1.0186370194705954
1988.0,France,19.66230766829999,2,1.0578904160358185
1996.0,Italy,22.79032897344431,5,1.1482788491104017
1989.0,United States,19.1107527844964,2,1.0299891529820062
1988.0,Netherlands,21.26654064272212,3,1.141704322525331
1990.0,Spain,20.428357113217785,3,1.0359591346376662
1998.0,Australia,21.678806798473808,3,1.228363274326711
2000.0,Kazakhstan,20.199469763918696,3,1.2027339644673511
1990.0,Portugal,19.37919743392696,2,1.0222679837468376
1976.0,Switzerland,20.305174833527424,4,1.0564259826565918
1954.0,Spain,22.263450834879407,1,1.0304986272029497
1991.0,Portugal,21.887076365377386,5,1.0490428719759906
1996.0,Italy,21.604938271604937,3,1.0906273286749117
1974.0,Denmark,19.15708812260536,4,1.4353111537798877
1963.0,Netherlands,20.902385858042937,0,1.4411151550542451
1996.0,Colombia,18.826793499801823,2,1.0506385507704457
2002.0,Colombia,20.06920415224914,3,1.2926541250263452
1979.0,South Africa,19.789970953429727,4,1.1338757094339067
1993.0,Netherlands,20.94015946736825,3,0.9731439163291897
1987.0,Russia,20.715693808680545,3,1.1808226896247658
1970.0,Ukraine,21.38593635289987,0,1.1014808032199674
1946.0,Denmark,21.604938271604937,1,1.3497947598960476
1993.0,Australia,22.39541341933172,5,1.043364666875349
1999.0,Netherlands,18.608223062381853,2,1.187386434910488
1983.0,Netherlands,20.286507911738084,4,1.0555660121576087
1968.0,Italy,24.163265306122447,6,1.557194707307727
1987.0,Norway,23.291229956104985,6,1.1169566300927865
1973.0,United States,22.145328719723185,0,1.0293789738678958
1978.0,Netherlands,21.672110130948383,0,1.1146622436266422
1946.0,Great Britain,23.456790123456788,1,1.2349390673694147
1992.0,South Africa,19.53125,2,1.0442033692230668
1969.0,Spain,18.608223062381853,4,1.7674679610114385
1987.0,Austria,20.286507911738084,4,1.217349886551687
1996.0,Ireland,19.723183391003463,2,1.1144364982736887
1977.0,Italy,20.52892162782273,4,0.922865553782137
2000.0,Czech Republic,18.93700290367378,2,1.1892062085192938
1993.0,France,22.94408887815481,5,1.121197665586092
1995.0,Spain,19.66230766829999,2,0.9735613470080218
1997.0,Israel,24.337479718766904,6,1.5593388342521532
1962.0,Switzerland,22.093170054286077,0,1.3042483750764648
1976.0,France,21.85727788279773,0,0.9440902581825039
1981.0,Russia,21.132713440405748,4,1.175356005158651
1997.0,Belgium,21.736505252988767,5,1.0707009336168378
1991.0,Czech Republic,18.924941241109856,2,1.054611512293167
1995.0,Australia,20.380434782608692,3,1.0577945907371429
1996.0,Sweden,19.753086419753085,2,1.119614188252089
1967.0,France,21.967857555786797,0,0.9851198251797834
1982.0,Australia,23.095409007209515,6,1.1197676761789153
1992.0,Belgium,22.72043837081092,5,0.9772707722869872
1985.0,France,20.679012345679013,4,1.027631714457486
1971.0,Germany,21.161600274528865,0,1.1347389266038928
1994.0,Italy,22.34029706557179,5,0.9829333193869827
1953.0,Italy,22.46003435064077,1,0.9518981993471821
1985.0,Germany,20.715693808680545,4,1.149788494476455
1981.0,Spain,22.53061224489796,0,1.2516662708922979
1969.0,Italy,22.305470559638533,0,0.9668863012434574
1995.0,Italy,20.715693808680545,3,0.9161954672426057
1971.0,United States,21.604938271604937,0,1.0359695912900313
1990.0,Colombia,19.71332152761536,2,1.0623890034335028
1969.0,Italy,20.515086478979924,4,1.2243887897679562
1971.0,Belgium,21.06162815542871,0,1.1289133920736614
1987.0,Belgium,21.967857555786797,5,0.8946984537239624
2004.0,Great Britain,20.724837921139336,3,1.2749257048613176
1988.0,Spain,19.883853048857468,2,1.100225711858966
1972.0,Netherlands,23.243801652892564,6,1.3945169639984667
1980.0,Australia,24.675500270416443,6,1.141815257301851
1955.0,Belgium,22.530864197530864,1,0.8937755936870783
1996.0,Russia,22.096807907073963,5,1.1172348885693235
1982.0,Russia,21.62964876033058,5,1.2447118777750663
1973.0,Italy,23.1404958677686,0,1.2770683561489529
1973.0,Germany,23.66691015339664,6,1.2659794299892702
1996.0,France,22.79032897344431,5,1.1468068437779442
1982.0,Belgium,21.49959688255845,5,1.1654041788502643
1999.0,Belgium,20.808561236623067,3,1.0192563347849304
1991.0,Germany,20.97117202268431,3,1.034269683878979
1993.0,Italy,21.877551020408163,5,0.9619853504312668
1988.0,United States,18.82716049382716,2,1.097005616603828
1973.0,Belgium,22.145328719723185,0,0.9643417755409661
1980.0,France,22.54657648036074,0,1.1981242049906253
1992.0,Switzerland,21.604938271604937,5,1.0955948414309022
1986.0,Switzerland,19.89592898683808,4,1.223584512189611
1989.0,Russia,19.159827275586945,2,1.0587909358970509
1996.0,Australia,20.97117202268431,3,1.0220815455196697
1996.0,Denmark,20.522603769221877,3,1.036737041168466
1982.0,France,21.22000905387053,4,1.099730311747624
1992.0,Romania,22.72043837081092,5,1.1370558474429664
2002.0,Italy,20.37037037037037,3,1.1532331102102371
1992.0,Spain,25.45111384369012,6,1.6675243024305888
1988.0,Japan,19.26530612244898,2,1.1020259286275638
1998.0,New Zealand,23.456790123456788,5,1.5685914620555919
1978.0,Spain,18.710949246550168,4,1.5029863191008406
1945.0,Great Britain,24.3910588392529,1,1.702738254596188
1986.0,France,20.515086478979924,4,1.0509053250628697
1978.0,Spain,19.66230766829999,4,1.0037220962135986
1989.0,Australia,20.061728395061728,2,1.2075238236242927
1980.0,Denmark,21.05263157894737,4,1.1383576535189455
1983.0,Namibia,22.152646502835537,5,1.1803503715494028
1999.0,Eritrea,19.3698347107438,2,1.1321878699804355
1985.0,Denmark,23.30668005306752,6,1.117045139017319
1999.0,Switzerland,20.0177299894192,3,1.2171836247083032
1970.0,Ukraine,22.096807907073963,0,1.0471982091816068
1980.0,Sweden,20.45913487086832,4,1.0448708589785878
1980.0,Argentina,23.456790123456788,6,1.104164559287356
1980.0,Great Britain,21.05263157894737,4,1.1530382868994622
1989.0,Colombia,21.872422819032597,5,1.0384128011729676
1971.0,Spain,23.529411764705884,6,1.4091116077198065
1989.0,Spain,22.12973972783723,5,0.9933541249205652
1973.0,Spain,20.449137418203453,4,0.9786909353227962
1995.0,Portugal,19.59183673469388,2,1.035838108496989
1997.0,Portugal,21.615746890472163,3,1.1858421358978923
1971.0,France,20.522603769221877,4,1.1079521077049668
1976.0,Spain,19.56823633379624,4,1.069282207526531
1991.0,France,18.20664542558034,2,1.2107758892721743
1993.0,France,22.59814049586777,5,1.006235844590179
1965.0,New Zealand,23.355636914530997,0,1.6042124879105262
1986.0,Poland,21.10070528384784,3,1.231827439452505
1986.0,Kazakhstan,20.1459051921492,4,1.1929873587307327
2003.0,Slovakia,21.551020408163264,3,1.3615039327446181
1994.0,United States,20.199469763918696,3,1.1001623494180812
1974.0,Italy,22.145328719723185,0,0.913261003180551
1978.0,Costa Rica,23.04002019946976,6,1.2732328239065096
1994.0,Italy,22.093170054286077,5,0.969957963230202
2002.0,Norway,21.563184806428048,3,1.3059096200156346
1988.0,Lithuania,22.03840115928028,5,1.045831798465954
1990.0,Belgium,19.80534178361249,2,1.0736251899526283
1988.0,Taiwan,23.87543252595156,6,1.098298274574335
1990.0,Portugal,20.515086478979924,3,1.0875971682209642
1991.0,Belgium,21.434609346697258,5,0.9986214158918526
1970.0,Norway,20.45288531775018,4,1.284416635207776
1950.0,Netherlands,22.39541341933172,1,0.9440382122334061
1961.0,Colombia,19.95728440880922,4,1.8296603726899665
1971.0,Netherlands,21.461936624163616,0,1.0477027937096544
1998.0,Denmark,19.944502254595903,2,1.1987214825613834
1964.0,Belgium,21.672110130948383,0,1.1646613108858663
1989.0,Azerbaijan,21.62964876033058,5,1.1017423838282372
1979.0,Colombia,22.058051188683876,0,1.175769190300681
1975.0,Colombia,21.484375,0,1.0953705050810447
1987.0,Portugal,21.04981790236894,3,1.1814226736525724
1969.0,Portugal,20.44081632653061,4,1.319079805845011
1977.0,Belgium,19.925129815239703,4,1.0334925232514593
