_url,name,birth_year,height,nationality,avg_pos,num_races,BMI,continent
massimo-cigana,Massimo  Cigana,1974,182.0,Italy,50.44976076555024,627,22.34029706557179,Europe
alessandro-fantini-1,Alessandro  Fantini,1985,183.0,Italy,64.39597315436242,298,20.305174833527424,Europe
krists-neilands,Krists  Neilands,1994,189.0,Latvia,109.14285714285714,56,19.31636852271773,Europe
julien-vermote,Julien  Vermote,1989,179.0,Belgium,55.84592145015106,331,23.095409007209515,Europe
nicolas-rousseau,Nicolas  Rousseau,1983,176.0,France,94.8132118451025,439,22.59814049586777,Europe
ivan-quaranta,Ivan  Quaranta,1974,174.0,Italy,91.1231884057971,138,21.865504029594398,Europe
marcel-meisen,Marcel  Meisen,1989,172.0,Germany,92.88235294117646,221,20.9572742022715,Europe
alan-lezaun-perez,Alan  Pérez,1982,175.0,Spain,92.06976744186046,387,21.551020408163264,Europe
serge-pauwels,Serge  Pauwels,1983,177.0,Belgium,107.448,125,20.747550193111813,Europe
roberto-ferrari,Roberto  Ferrari,1983,173.0,Italy,94.10091743119266,218,24.3910588392529,Europe
luis-ocana,Luis  Ocaña,1945,178.0,Spain,96.6141975308642,324,20.45196313596768,Europe
hermann-pernsteiner,Hermann  Pernsteiner,1990,168.0,Austria,107.73003802281369,263,19.48696145124717,Europe
kevyn-ista,Kevyn  Ista,1984,183.0,Belgium,115.97348484848484,264,20.902385858042937,Europe
tanel-kangert,Tanel  Kangert,1987,178.0,Estonia,79.97151898734177,316,20.515086478979924,Europe
matthieu-ladagnous,Matthieu  Ladagnous,1984,182.0,France,71.87142857142857,350,22.03840115928028,Europe
marijn-van-den-berg,Marijn van den Berg,1999,182.0,Netherlands,52.616279069767444,430,22.03840115928028,Europe
tosh-van-der-sande,Tosh Van der Sande,1990,178.0,Belgium,64.38914728682171,645,21.146319909102385,Europe
fabian-wegmann,Fabian  Wegmann,1980,176.0,Germany,74.97068403908794,307,19.369834710743802,Europe
adria-moreno,Adrià  Moreno,1991,176.0,Spain,46.44250871080139,287,19.047004132231404,Europe
tommy-prim,Tommy  Prim,1955,185.0,Sweden,70.06537530266344,413,22.205989773557338,Europe
mehdi-benhamouda,Mehdi  Benhamouda,1995,173.0,France,43.93698175787728,603,21.383941996057334,Europe
daniel-navarro,Daniel  Navarro,1983,174.0,Spain,76.3076923076923,52,19.817677368212443,Europe
joop-zoetemelk,Joop  Zoetemelk,1946,173.0,Netherlands,71.74199623352166,531,22.720438370810918,Europe
simone-masciarelli,Simone  Masciarelli,1980,175.0,Italy,89.9366391184573,363,20.571428571428573,Europe
frederic-finot,Frédéric  Finot,1977,177.0,France,49.10215053763441,372,20.747550193111813,Europe
jose-luis-rubiera,José Luis  Rubiera,1973,180.0,Spain,68.0,364,21.296296296296294,Europe
quentin-pacher,Quentin  Pacher,1992,179.0,France,33.61818181818182,660,19.350207546580943,Europe
mirco-maestri,Mirco  Maestri,1991,185.0,Italy,87.34539473684211,304,21.32943754565376,Europe
jaime-roson,Jaime  Rosón,1993,179.0,Spain,71.70673076923077,416,19.350207546580943,Europe
matteo-badilatti,Matteo  Badilatti,1992,178.0,Switzerland,47.6825,400,19.568236333796236,Europe
kristof-vandewalle,Kristof  Vandewalle,1985,180.0,Belgium,65.87191358024691,648,22.839506172839506,Europe
goncalo-carvalho,Gonçalo  Carvalho,1997,172.0,Portugal,65.38475836431226,538,20.281233098972418,Europe
john-archibald,John  Archibald,1990,189.0,Great Britain,85.77985074626865,268,22.11584222166233,Europe
javier-chacon-quesada,Javier  Chacón,1985,185.0,Spain,79.73710073710073,407,20.45288531775018,Europe
miguel-minguez,Miguel  Mínguez,1988,177.0,Spain,52.18607594936709,790,18.832391713747644,Europe
mirko-celestino,Mirko  Celestino,1974,173.0,Italy,79.47014925373135,134,22.386314277122523,Europe
maxime-cam,Maxime  Cam,1992,169.0,France,62.148211243611584,587,21.35779559539232,Europe
alejandro-ropero,Alejandro  Ropero,1998,171.0,Spain,84.29209621993127,291,20.86111966075032,Europe
vicente-hernaiz,Vicente  Hernaiz,1998,183.0,Spain,46.85141509433962,424,20.305174833527424,Europe
saulius-sarkauskas,Saulius  Sarkauskas,1970,180.0,Lithuania,41.97278911564626,147,22.839506172839506,Europe
matthew-walls,Matthew  Walls,1998,177.0,Great Britain,86.7451923076923,208,22.981901752370007,Europe
alexandre-balmer,Alexandre  Balmer,2000,191.0,Switzerland,67.30044843049328,446,19.188070502453332,Europe
stephane-bonsergent,Stéphane  Bonsergent,1977,174.0,France,80.41176470588235,102,21.79944510503369,Europe
bo-hamburger,Bo  Hamburger,1970,174.0,Denmark,79.09330985915493,568,19.157088122605362,Europe
sebastian-langeveld,Sebastian  Langeveld,1985,178.0,Netherlands,83.35925925925926,270,21.146319909102385,Europe
arnaud-courteille,Arnaud  Courteille,1989,176.0,France,73.98251748251748,286,20.015495867768596,Europe
juan-carlos-guillamon-ruiz,Juan Carlos  Guillamón,1974,174.0,Spain,77.3191011235955,445,20.478266613819528,Europe
phil-edwards,Phil  Edwards,1949,184.0,Great Britain,70.75396825396825,378,23.629489603024574,Europe
josep-jufre,Josep  Jufré,1975,178.0,Spain,86.85560344827586,464,20.515086478979924,Europe
andreas-klier,Andreas  Klier,1976,181.0,Germany,96.0677966101695,236,21.97735111870822,Europe
francois-simon,François  Simon,1968,179.0,France,60.03515625,256,21.847008520333322,Europe
jan-nevens,Jan  Nevens,1958,172.0,Belgium,58.84939759036145,332,19.60519199567334,Europe
tom-stubbe,Tom  Stubbe,1981,177.0,Belgium,100.79629629629629,162,21.06674327300584,Europe
pim-ligthart,Pim  Ligthart,1988,181.0,Netherlands,72.6070796460177,565,21.97735111870822,Europe
nicola-ruffoni,Nicola  Ruffoni,1990,173.0,Italy,47.42627345844504,373,23.38868655818771,Europe
edward-theuns,Edward  Theuns,1991,183.0,Belgium,71.30747126436782,348,21.49959688255845,Europe
enrico-gasparotto,Enrico  Gasparotto,1982,174.0,Switzerland,48.50251256281407,796,21.469150482230148,Europe
dennis-vanendert,Dennis  Vanendert,1988,181.0,Belgium,102.03947368421052,76,19.53542321662953,Europe
juan-llaneras-rossello,Juan  Llaneras,1969,180.0,Spain,83.59197324414716,299,20.061728395061728,Europe
matteo-pelucchi,Matteo  Pelucchi,1989,182.0,Italy,58.56231003039514,329,22.34029706557179,Europe
robert-bartko,Robert  Bartko,1975,186.0,Germany,81.66079295154185,227,22.54595907041276,Europe
bjorn-schroder,Björn  Schröder,1980,177.0,Germany,116.27027027027027,222,20.428357113217785,Europe
jimmy-casper,Jimmy  Casper,1978,175.0,France,80.80062305295951,321,22.53061224489796,Europe
sean-kelly,Sean  Kelly,1956,180.0,Ireland,95.52459016393442,305,23.76543209876543,Europe
sep-vanmarcke,Sep  Vanmarcke,1988,190.0,Belgium,78.39055793991416,233,21.329639889196677,Europe
ioannis-tamouridis,Ioannis  Tamouridis,1980,180.0,Greece,84.86575875486382,514,21.604938271604937,Europe
mika-heming,Mika  Heming,2000,184.0,Germany,87.67714285714285,350,20.085066162570886,Europe
iker-camano,Iker  Camaño,1979,184.0,Spain,71.82422802850357,421,20.085066162570886,Europe
ronny-scholz,Ronny  Scholz,1978,176.0,Germany,71.5982905982906,117,19.369834710743802,Europe
anthony-langella,Anthony  Langella,1974,188.0,France,64.60612691466083,457,21.50294250792214,Europe
ivan-savitskiy,Ivan  Savitskiy,1992,182.0,Russia,76.97849462365592,93,21.736505252988767,Europe
francisco-mancebo,Francisco  Mancebo,1976,175.0,Spain,63.325581395348834,430,20.897959183673468,Europe
mirco-lorenzetto,Mirco  Lorenzetto,1981,175.0,Italy,83.4493670886076,158,23.183673469387756,Europe
thomas-liese,Thomas  Liese,1968,180.0,Germany,73.23140495867769,242,23.148148148148145,Europe
pablo-torres,Pablo  Torres,1987,174.0,Spain,95.16055045871559,436,20.973708548024838,Europe
romain-gregoire1,Romain  Grégoire,2003,176.0,France,62.06970509383378,373,20.66115702479339,Europe
jimmy-duquennoy,Jimmy  Duquennoy,1995,179.0,Belgium,74.40094339622641,212,23.40750912892856,Europe
jasper-stuyven,Jasper  Stuyven,1992,187.0,Belgium,100.46412556053812,446,22.305470559638533,Europe
marek-rutkiewicz,Marek  Rutkiewicz,1981,182.0,Poland,79.86244541484716,458,19.925129815239703,Europe
sergey-firsanov,Sergey  Firsanov,1982,172.0,Russia,84.8695652173913,23,19.60519199567334,Europe
rui-miguel-sousa-barbosa,Rui  Sousa,1976,171.0,Portugal,100.9922480620155,129,20.177148524332274,Europe
xandres-vervloesem,Xandres  Vervloesem,2000,185.0,Belgium,61.310272536687634,477,18.991964937910883,Europe
marco-zanotti-1,Marco  Zanotti,1974,180.0,Italy,90.79194630872483,447,21.604938271604937,Europe
fabian-jeker,Fabian  Jeker,1968,177.0,Switzerland,76.09473684210526,95,22.981901752370007,Europe
jan-hruska,Jan  Hruška,1975,174.0,Czech Republic,156.0,1,20.478266613819528,Europe
amael-moinard,Amaël  Moinard,1982,180.0,France,55.09345794392523,321,21.296296296296294,Europe
nicolas-dalla-valle,Nicolas  Dalla Valle,1997,184.4,Italy,65.70673076923077,208,21.468466645649134,Europe
pedro-merino-criado,Pedro  Merino,1987,170.0,Spain,84.0220588235294,136,19.031141868512112,Europe
pierino-gavazzi,Pierino  Gavazzi,1950,169.0,Italy,92.02631578947368,304,23.458562375266975,Europe
marco-milesi,Marco  Milesi,1970,191.0,Italy,66.13888888888889,180,21.380992845590857,Europe
arkaitz-duran,Arkaitz  Durán,1986,185.0,Spain,108.73262032085562,374,20.45288531775018,Europe
matvey-mamykin,Matvey  Mamykin,1994,179.0,Russia,91.94202898550725,69,19.350207546580943,Europe
piet-kleine,Piet  Kleine,1951,188.0,Netherlands,34.8608,625,24.332277048438208,Europe
juan-carlos-dominguez,Juan Carlos  Domínguez,1971,178.0,Spain,97.98076923076923,52,20.199469763918696,Europe
jimmy-turgis,Jimmy  Turgis,1991,175.0,France,63.414538310412574,509,20.571428571428573,Europe
daan-olivier,Daan  Olivier,1992,188.0,Netherlands,95.07407407407408,135,18.107741059302853,Europe
edoardo-zardini,Edoardo  Zardini,1989,173.0,Italy,95.83582089552239,201,20.715693808680545,Europe
robert-sassone,Robert  Sassone,1978,181.0,France,81.08148148148148,270,22.89307408198773,Europe
matej-jurco,Matej  Jurčo,1984,186.0,Slovakia,93.85016286644951,307,19.944502254595903,Europe
adrian-palomares,Adrián  Palomares,1976,165.0,Spain,69.6896551724138,29,20.569329660238754,Europe
samuel-watson,Samuel  Watson,2001,186.0,Great Britain,68.2905982905983,117,19.65545149728292,Europe
andreas-stauff,Andreas  Stauff,1987,192.0,Germany,49.10215053763441,372,22.24392361111111,Europe
geert-verheyen,Geert  Verheyen,1973,178.0,Belgium,57.75480769230769,208,21.461936624163616,Europe
kevin-vauquelin,Kévin  Vauquelin,2001,176.0,France,74.97068403908794,307,22.275309917355372,Europe
rene-pijnen,René  Pijnen,1946,175.0,Netherlands,60.326478149100254,389,23.510204081632654,Europe
oliver-zaugg,Oliver  Zaugg,1981,167.0,Switzerland,82.36817102137768,421,20.796729893506402,Europe
jure-kocjan,Jure  Kocjan,1984,182.0,Slovenia,75.94274028629857,489,21.736505252988767,Europe
lucien-van-impe,Lucien Van Impe,1946,167.0,Belgium,85.82513661202186,183,21.15529420201513,Europe
riccardo-forconi,Riccardo  Forconi,1970,184.0,Italy,54.75438596491228,57,20.97117202268431,Europe
luca-covili,Luca  Covili,1997,180.0,Italy,36.53187613843352,549,17.901234567901234,Europe
steven-tronet,Steven  Tronet,1986,175.0,France,102.4090909090909,44,21.877551020408163,Europe
nick-nuyens,Nick  Nuyens,1980,177.0,Belgium,58.79281767955801,362,21.705129432793896,Europe
davide-ricci-bitti,Davide  Ricci Bitti,1984,180.0,Italy,96.05232558139535,172,18.51851851851852,Europe
donato-cannone,Donato  Cannone,1982,186.0,Italy,30.875,320,21.678806798473808,Europe
olav-kooij,Olav  Kooij,2001,184.0,Netherlands,84.6304347826087,46,21.266540642722116,Europe
kamil-gradek,Kamil  Gradek,1990,194.0,Poland,79.7051282051282,78,21.521947071952386,Europe
patrick-gretsch,Patrick  Gretsch,1987,187.0,Germany,99.38666666666667,75,19.73176241814178,Europe
steve-chainel,Steve  Chainel,1983,180.0,France,75.02631578947368,76,21.296296296296294,Europe
zdenek-stybar,Zdeněk  Štybar,1985,183.0,Czech Republic,57.93251533742331,163,20.305174833527424,Europe
romain-cardis,Romain  Cardis,1992,181.0,France,57.68146214099217,383,21.97735111870822,Europe
joni-brandao,Joni  Brandão,1989,176.0,Portugal,65.27124183006536,306,20.66115702479339,Europe
sacha-modolo,Sacha  Modolo,1987,180.0,Italy,85.12992125984252,254,20.679012345679013,Europe
hugh-carthy,Hugh  Carthy,1994,191.0,Great Britain,60.98251748251748,286,18.91395520956114,Europe
samuele-conti,Samuele  Conti,1991,187.0,Italy,91.91269841269842,126,19.445794846864363,Europe
gaetan-bille,Gaëtan  Bille,1988,182.0,Belgium,83.1413881748072,389,20.227025721531216,Europe
sebastien-duret,Sébastien  Duret,1980,177.0,France,85.46268656716418,134,19.789970953429727,Europe
antonio-nibali,Antonio  Nibali,1992,180.0,Italy,87.71428571428571,168,20.061728395061728,Europe
alessandro-bazzana,Alessandro  Bazzana,1984,180.0,Italy,51.096,500,19.598765432098766,Europe
josef-lontscharitsch,Josef  Lontscharitsch,1970,180.0,Austria,70.54313099041534,313,21.604938271604937,Europe
michele-merlo,Michele  Merlo,1984,175.0,Italy,26.225978647686834,562,20.571428571428573,Europe
martial-gayant,Martial  Gayant,1962,183.0,France,73.4973544973545,189,20.603780345785182,Europe
cees-bol,Cees  Bol,1995,194.0,Netherlands,63.414538310412574,509,22.053353172494422,Europe
nicki-sorensen,Nicki  Sørensen,1975,182.0,Denmark,88.6025641025641,78,21.434609346697258,Europe
tanguy-turgis,Tanguy  Turgis,1998,171.0,France,87.6218487394958,119,20.86111966075032,Europe
eric-vanderaerden,Eric  Vanderaerden,1962,182.0,Belgium,69.98089171974522,314,22.34029706557179,Europe
francisco-cabello,Francisco  Cabello,1969,174.0,Spain,90.14563106796116,103,23.781212841854934,Europe
ilan-van-wilder,Ilan Van Wilder,2000,171.0,Belgium,88.2051282051282,117,21.887076365377382,Europe
michal-podlaski,Michał  Podlaski,1988,178.0,Poland,82.9375,96,21.461936624163616,Europe
jorge-arcas,Jorge  Arcas,1992,187.0,Spain,58.80709534368071,451,19.445794846864363,Europe
david-de-la-fuente,David de la Fuente,1981,175.0,Spain,76.79411764705883,34,21.877551020408163,Europe
yuri-trofimov,Yuri  Trofimov,1984,169.0,Russia,31.221556886227546,334,20.65754000210077,Europe
manuel-beltran,Manuel  Beltrán,1971,178.0,Spain,94.24806201550388,129,18.93700290367378,Europe
roger-kluge,Roger  Kluge,1986,192.0,Germany,86.0,207,22.51519097222222,Europe
daniel-lloyd1,Daniel  Lloyd,1980,187.0,Great Britain,86.17514124293785,177,20.0177299894192,Europe
manuel-calvente-corbas,Manuel  Calvente,1976,168.0,Spain,74.40277777777777,72,19.48696145124717,Europe
eduardo-ramirez-gonzalo,Eduardo  Gonzalo,1983,177.0,Spain,92.2394366197183,213,21.06674327300584,Europe
jose-luis-viejo,José Luis  Viejo,1949,165.0,Spain,84.6842105263158,19,23.507805325987146,Europe
aleksejs-saramotins,Aleksejs  Saramotins,1982,185.0,Latvia,72.6070796460177,565,21.913805697589478,Europe
mikel-zarrabeitia,Mikel  Zarrabeitia,1970,179.0,Spain,109.47368421052632,38,19.66230766829999,Europe
olaf-pollack,Olaf  Pollack,1973,185.0,Germany,66.64473684210526,76,22.498173849525198,Europe
uwe-peschel,Uwe  Peschel,1968,179.0,Germany,116.14285714285714,7,22.47120876377142,Europe
robin-stenuit,Robin  Stenuit,1990,185.0,Belgium,72.72894736842105,380,22.498173849525198,Europe
jan-christen,Jan  Christen,2004,183.0,Switzerland,58.68115942028985,207,17.916330735465376,Europe
tom-cordes,Tom  Cordes,1966,179.0,Netherlands,33.646365422396855,509,21.847008520333322,Europe
yaroslav-popovych,Yaroslav  Popovych,1980,175.0,Ukraine,74.24821002386635,419,20.897959183673468,Europe
gijs-van-hoecke,Gijs Van Hoecke,1991,186.0,Belgium,79.09330985915493,568,22.54595907041276,Europe
rick-flens,Rick  Flens,1983,187.0,Netherlands,100.72527472527473,182,23.449340844748203,Europe
joan-marti-bennassar,Joan Marti  Bennassar,1999,190.0,Spain,87.34539473684211,304,20.775623268698062,Europe
alfred-gaida,Alfred  Gaida,1951,169.0,Germany,70.1598272138229,463,22.758306781975424,Europe
alberto-fernandez-de-la-puebla-ramos,Alberto  Fernández de la Puebla,1984,174.0,Spain,90.34924623115577,398,20.808561236623067,Europe
cristian-moreni,Cristian  Moreni,1972,175.0,Italy,43.93698175787728,603,21.224489795918366,Europe
daniel-atienza-urendez,Daniel  Atienza,1974,170.0,Spain,68.06666666666666,210,20.761245674740486,Europe
frans-van-looy,Frans Van Looy,1950,179.0,Belgium,63.854166666666664,672,23.40750912892856,Europe
jose-angel-vidal,José Angel  Vidal,1969,172.0,Spain,68.93154034229829,409,23.99945916711736,Europe
stefano-gandin,Stefano  Gandin,1996,185.0,Italy,87.35969868173258,531,20.16070124178232,Europe
ezequiel-mosquera-miguez,Ezequiel  Mosquera,1975,177.0,Spain,82.42045454545455,352,20.747550193111813,Europe
patrice-halgand,Patrice  Halgand,1974,179.0,France,81.5042372881356,472,20.91070815517618,Europe
bas-giling,Bas  Giling,1982,185.0,Netherlands,62.785858585858584,495,21.0372534696859,Europe
rik-verbrugghe,Rik  Verbrugghe,1974,180.0,Belgium,59.565843621399175,486,21.604938271604937,Europe
matti-breschel,Matti  Breschel,1984,181.0,Denmark,85.16287878787878,264,21.36686914318855,Europe
peter-wrolich,Peter  Wrolich,1974,179.0,Austria,68.50835322195704,419,21.22280827689523,Europe
gustavo-cesar-veloso,Gustavo  César Veloso,1980,182.0,Spain,58.80709534368071,451,20.830817534114235,Europe
jordi-warlop,Jordi  Warlop,1996,182.0,Belgium,73.67857142857143,28,21.736505252988767,Europe
dario-david-cioni,Dario David  Cioni,1974,185.0,Italy,50.423772609819125,387,21.0372534696859,Europe
jacopo-guarnieri,Jacopo  Guarnieri,1987,190.0,Italy,86.51324503311258,302,22.1606648199446,Europe
przemyslaw-niemiec,Przemysław  Niemiec,1980,184.0,Poland,64.22782258064517,496,18.312854442344044,Europe
erik-pettersson,Erik  Pettersson,1944,180.0,Sweden,64.94082840236686,507,20.679012345679013,Europe
jean-marc-marino,Jean-Marc  Marino,1983,177.0,France,87.10169491525424,59,20.747550193111813,Europe
maximilian-sciandri,Maximilian  Sciandri,1967,187.0,Great Britain,98.66355140186916,535,21.447567845806283,Europe
raffaele-ferrara,Raffaele  Ferrara,1976,174.0,Italy,72.69940476190476,336,19.817677368212443,Europe
stephane-rossetto,Stéphane  Rossetto,1987,180.0,France,70.168458781362,279,20.98765432098765,Europe
nicolas-portal,Nicolas  Portal,1979,184.0,France,76.3076923076923,52,20.6758034026465,Europe
yanto-barker,Yanto  Barker,1980,182.0,Great Britain,94.12926391382406,557,20.589300809081028,Europe
martijn-verschoor,Martijn  Verschoor,1985,179.0,Netherlands,107.9969512195122,328,23.251459068069035,Europe
lauri-aus,Lauri  Aus,1970,179.0,Estonia,78.9950495049505,202,23.40750912892856,Europe
sergio-marinangeli,Sergio  Marinangeli,1980,174.0,Italy,66.72872340425532,188,21.469150482230148,Europe
sebastien-joly,Sébastien  Joly,1979,180.0,France,91.52054794520548,146,22.839506172839506,Europe
francisco-tomas-garcia-rodriguez,Francisco Tomás  García,1975,191.0,Spain,51.48360655737705,610,21.929223431375238,Europe
fabiano-fontanelli,Fabiano  Fontanelli,1965,175.0,Italy,81.26865671641791,201,22.20408163265306,Europe
jonas-vingegaard,Jonas  Vingegaard,1996,175.0,Denmark,105.12751677852349,149,18.93877551020408,Europe
dries-de-pooter,Dries De Pooter,2002,182.0,Belgium,55.09345794392523,321,18.41565028378215,Europe
leszek-plucinski,Leszek  Pluciński,1990,175.0,Poland,84.04093567251462,171,19.26530612244898,Europe
marc-madiot,Marc  Madiot,1959,179.0,France,84.34848484848484,132,21.22280827689523,Europe
bram-schmitz,Bram  Schmitz,1977,195.0,Netherlands,69.11074918566776,307,20.24983563445102,Europe
piotr-chmielewski,Piotr  Chmielewski,1970,187.0,Poland,96.74225122349102,613,20.58966513197403,Europe
pello-bilbao,Pello  Bilbao,1990,174.0,Spain,74.97068403908794,307,19.817677368212443,Europe
fortunato-baliani,Fortunato  Baliani,1974,178.0,Italy,90.18857142857142,175,20.830703194041156,Europe
mickael-pichon,Mickaël  Pichon,1973,174.0,France,95.06060606060606,33,20.478266613819528,Europe
romain-combaud,Romain  Combaud,1991,175.0,France,60.03515625,256,20.571428571428573,Europe
gino-mader,Gino  Mäder,1997,181.0,Switzerland,96.02534562211981,434,18.619700253350018,Europe
manuel-jorge-dominguez,Manuel Jorge  Domínguez,1962,173.0,Spain,66.45421245421245,546,22.386314277122523,Europe
rick-pluimers,Rick  Pluimers,2000,180.0,Netherlands,78.53191489361703,47,20.679012345679013,Europe
anton-vorobyev,Anton  Vorobyev,1990,180.0,Russia,72.94557823129252,147,22.839506172839506,Europe
thomas-dekker,Thomas  Dekker,1984,188.0,Netherlands,109.30316742081448,221,19.52240832956089,Europe
ricardo-valdes,Ricardo  Valdés,1976,177.0,Spain,86.85560344827586,464,19.15158479364167,Europe
davide-casarotto,Davide  Casarotto,1971,180.0,Italy,81.66079295154185,227,22.839506172839506,Europe
kevin-van-melsen,Kévin Van Melsen,1987,185.0,Belgium,81.38781163434903,361,22.498173849525198,Europe
antonio-balboa,Antonio  Balboa,1964,172.0,Spain,65.70673076923077,208,22.30935640886966,Europe
julius-johansen,Julius  Johansen,1999,188.0,Denmark,87.8733850129199,387,21.785875961973744,Europe
stefano-zanini,Stefano  Zanini,1969,181.0,Italy,79.35474006116208,327,24.41927902078691,Europe
fredrik-kessiakoff,Fredrik  Kessiakoff,1980,175.0,Sweden,96.08786610878661,239,19.918367346938776,Europe
kenneth-van-bilsen,Kenneth  Vanbilsen,1990,184.0,Belgium,109.31117021276596,376,21.561909262759922,Europe
riccardo-lucca,Riccardo  Lucca,1997,184.0,Italy,133.32,25,21.85727788279773,Europe
walter-riccomi,Walter  Riccomi,1950,169.0,Italy,86.60022650056625,883,23.1084345786212,Europe
frederic-bessy,Frédéric  Bessy,1972,176.0,France,85.77985074626865,268,20.983987603305785,Europe
christophe-kern,Christophe  Kern,1981,185.0,France,62.488,250,21.0372534696859,Europe
roger-hammond,Roger  Hammond,1974,174.0,Great Britain,84.29209621993127,291,23.450918219051392,Europe
aaron-van-poucke,Aaron Van Poucke,1998,177.0,Belgium,79.73710073710073,407,21.705129432793896,Europe
luke-rowe,Luke  Rowe,1990,185.0,Great Britain,95.07407407407408,135,21.0372534696859,Europe
alberto-lopez-de-munain,Alberto  López de Munain,1972,179.0,Spain,104.16788321167883,137,20.286507911738084,Europe
arthur-vanoverberghe,Arthur  Vanoverberghe,1990,181.0,Belgium,94.25581395348837,129,19.840664204389366,Europe
kai-reus,Kai  Reus,1985,185.0,Netherlands,66.15849056603774,530,20.45288531775018,Europe
aldo-parecchini,Aldo  Parecchini,1950,173.0,Italy,158.16666666666666,12,23.722810651876106,Europe
rasmus-byriel-iversen,Rasmus Byriel  Iversen,1997,190.0,Denmark,115.7827380952381,336,21.329639889196677,Europe
fabien-de-waele,Fabien De Waele,1975,175.0,Belgium,50.51592356687898,628,20.244897959183675,Europe
julien-morice,Julien  Morice,1991,192.0,France,31.630177514792898,338,21.97265625,Europe
rafael-casero-moreno,Rafael  Casero,1976,183.0,Spain,42.7359413202934,409,22.096807907073963,Europe
jacek-morajko,Jacek  Morajko,1981,180.0,Poland,42.20253164556962,711,20.061728395061728,Europe
vegard-breen,Vegard  Breen,1990,187.0,Norway,60.79365079365079,315,21.161600274528865,Europe
diego-ferrari,Diego  Ferrari,1970,182.0,Italy,52.95163806552262,641,22.34029706557179,Europe
oscar-freire,Óscar  Freire,1976,171.0,Spain,83.4505928853755,253,21.545090797168363,Europe
sander-de-pestel,Sander De Pestel,1998,184.0,Belgium,74.97053726169844,577,21.85727788279773,Europe
francesco-casagrande,Francesco  Casagrande,1970,171.0,Italy,47.97575757575758,165,21.887076365377382,Europe
eloy-ruiz-pinto,Eloy  Ruíz,1989,173.0,Spain,84.06840390879479,307,22.052190183434128,Europe
riccardo-ricco,Riccardo  Riccò,1983,174.0,Italy,53.560402684563755,298,18.826793499801823,Europe
enrico-degano,Enrico  Degano,1976,182.0,Italy,72.48571428571428,105,20.528921627822726,Europe
gianni-bugno,Gianni  Bugno,1964,177.0,Italy,58.14462809917355,242,21.705129432793896,Europe
maxime-vantomme,Maxime  Vantomme,1986,174.0,Belgium,77.91978609625669,187,20.808561236623067,Europe
marcel-arntz,Marcel  Arntz,1965,179.0,Netherlands,79.97151898734177,316,21.847008520333322,Europe
michael-schwarzmann,Michael  Schwarzmann,1991,174.0,Germany,45.190298507462686,268,22.79032897344431,Europe
samuele-rivi,Samuele  Rivi,1998,186.0,Italy,72.45132743362832,226,20.811654526534856,Europe
frederic-amorison,Frédéric  Amorison,1978,183.0,Belgium,98.08910891089108,101,20.902385858042937,Europe
sven-krauss,Sven  Krauß,1983,188.0,Germany,43.1496062992126,508,22.917609778180175,Europe
ruben-lobato,Rubén  Lobato,1978,173.0,Spain,65.21718377088305,419,21.383941996057334,Europe
claudio-corioni,Claudio  Corioni,1982,180.0,Italy,71.06030150753769,398,20.679012345679013,Europe
alexys-brunel,Alexys  Brunel,1998,191.0,France,46.73659673659674,429,19.188070502453332,Europe
laszlo-bodrogi,László  Bodrogi,1976,187.0,France,49.37310924369748,595,22.59143813091595,Europe
andrea-zordan,Andrea  Zordan,1991,176.0,Italy,109.45714285714286,175,20.983987603305785,Europe
tom-paquot,Tom  Paquot,1999,184.0,Belgium,49.84126984126984,567,20.6758034026465,Europe
andrea-bagioli,Andrea  Bagioli,1999,176.0,Italy,57.40501043841336,479,19.369834710743802,Europe
melchor-mauri,Melchor  Mauri,1966,179.0,Spain,95.02288984263234,699,21.22280827689523,Europe
sandy-casar,Sandy  Casar,1979,179.0,France,72.12941176470588,85,19.66230766829999,Europe
raul-rota-rus,Raúl  Rota,1999,174.0,Spain,41.552742616033754,237,21.13885585942661,Europe
jure-golcer,Jure  Golčer,1977,180.0,Slovenia,86.29795918367347,245,20.52469135802469,Europe
jose-luis-rebollo,José Luis  Rebollo,1972,172.0,Spain,68.71612903225807,155,20.61925365062196,Europe
hubert-schwab,Hubert  Schwab,1982,180.0,Switzerland,96.36879432624113,141,20.061728395061728,Europe
guido-trentin,Guido  Trentin,1975,180.0,Italy,70.02631578947368,76,20.061728395061728,Europe
elia-favilli,Elia  Favilli,1989,172.0,Italy,81.49881796690308,423,20.61925365062196,Europe
stefano-oldani,Stefano  Oldani,1998,178.0,Italy,83.65848670756647,489,20.515086478979924,Europe
luka-mezgec,Luka  Mezgec,1988,183.0,Slovenia,107.85321100917432,109,21.49959688255845,Europe
sebastien-grignard,Sébastien  Grignard,1999,179.0,Belgium,77.2525,400,21.22280827689523,Europe
yannick-martinez,Yannick  Martinez,1988,176.0,France,72.7124183006536,153,22.275309917355372,Europe
greg-van-avermaet,Greg Van Avermaet,1985,181.0,Belgium,64.40350877192982,171,22.587833094227893,Europe
michel-dernies,Michel  Dernies,1961,180.0,Belgium,86.20997375328083,381,23.148148148148145,Europe
matthias-krizek,Matthias  Krizek,1988,186.0,Austria,94.45896656534954,329,21.389756041160826,Europe
szymon-sajnok,Szymon  Sajnok,1997,183.0,Poland,67.90304182509506,526,22.395413419331717,Europe
