stage,race,points,length,profile,startlist_quality,year,season,Cluster,Distance_to_Centroid
stage-18,tour-de-france,100,202000,1.0,1959,1990,Summer,7,1.4019016764270882
stage-19,tour-de-france,100,182500,1.0,1959,1990,Summer,7,1.4409591684452643
stage-20,tour-de-france,100,45500,1.0,1959,1990,Summer,1,1.406039438853132
stage-21,tour-de-france,100,182500,1.0,1959,1990,Summer,7,1.4445880136962752
stage-3,tour-de-france,100,233000,1.0,1959,1990,Summer,7,1.489967789268741
stage-4,tour-de-france,100,203000,1.0,1959,1990,Summer,7,1.4114165328183368
stage-5,tour-de-france,100,301000,1.0,1959,1990,Summer,7,2.1176567675402307
stage-6,tour-de-france,100,202500,1.0,1959,1990,Summer,7,1.4001158239361384
stage-7,tour-de-france,100,61500,1.0,1959,1990,Summer,1,1.5004121179218932
stage-8,tour-de-france,100,181900,1.0,1959,1990,Summer,7,1.4411679527704808
stage-9,tour-de-france,100,196000,2.0,1959,1990,Summer,7,1.594723217605796
prologue,tour-de-france,100,5400,1.0,1933,1991,Summer,1,1.4062393781729037
stage-1,tour-de-france,100,114500,1.0,1933,1991,Summer,1,1.787830659243178
stage-10,tour-de-france,100,207500,1.0,1933,1991,Summer,7,1.3710214956563453
stage-11,tour-de-france,100,246000,1.0,1933,1991,Summer,7,1.5451514566477353
stage-12,tour-de-france,100,192000,4.0,1933,1991,Summer,7,1.6347240405562788
stage-13,tour-de-france,100,232000,5.0,1933,1991,Summer,7,1.6401675961541506
stage-14,tour-de-france,100,172500,1.0,1933,1991,Summer,7,1.446342721480549
stage-15,tour-de-france,100,235000,1.0,1933,1991,Summer,7,1.4708091878870533
stage-16,tour-de-france,100,215000,1.0,1933,1991,Summer,7,1.3903933244397781
stage-17,tour-de-france,100,125000,5.0,1933,1991,Summer,7,1.9817057012567252
stage-18,tour-de-france,100,255000,3.0,1933,1991,Summer,7,1.8616686076439635
stage-19,tour-de-france,100,177000,2.0,1933,1991,Summer,7,1.6178605183826953
stage-20,tour-de-france,100,160000,2.0,1933,1991,Summer,7,1.701769639423622
stage-21,tour-de-france,100,57000,1.0,1933,1991,Summer,1,1.4115659813177246
stage-22,tour-de-france,100,178000,1.0,1933,1991,Summer,7,1.4373891451337661
stage-3,tour-de-france,100,210500,1.0,1933,1991,Summer,7,1.3809743736653644
stage-4,tour-de-france,100,286000,1.0,1933,1991,Summer,7,1.9322763506509881
stage-5,tour-de-france,100,149500,1.0,1933,1991,Summer,7,1.6011048364310574
stage-6,tour-de-france,100,259000,1.0,1933,1991,Summer,7,1.6509346748005267
stage-7,tour-de-france,100,196500,1.0,1933,1991,Summer,7,1.3734895709950148
stage-8,tour-de-france,100,73000,1.0,1933,1991,Summer,1,1.4746618733776748
stage-9,tour-de-france,100,161000,1.0,1933,1991,Summer,7,1.5198075813166434
prologue,tour-de-france,100,8000,1.0,2047,1992,Summer,1,1.5699650050820746
stage-1,tour-de-france,100,194500,2.0,2047,1992,Summer,7,1.7457045720532307
stage-10,tour-de-france,100,217000,1.0,2047,1992,Summer,7,1.5831346776658013
stage-11,tour-de-france,100,249500,2.0,2047,1992,Summer,7,1.898472845011711
stage-12,tour-de-france,100,192000,3.0,2047,1992,Summer,7,1.8276997731115463
stage-13,tour-de-france,100,254500,5.0,2047,1992,Summer,7,1.9347958545780894
stage-14,tour-de-france,100,186500,5.0,2047,1992,Summer,7,1.7567944163318097
stage-15,tour-de-france,100,198000,2.0,2047,1992,Summer,7,1.735584246235691
stage-16,tour-de-france,100,212000,3.0,2047,1992,Summer,7,1.826674044243504
stage-17,tour-de-france,100,189000,2.0,2047,1992,Summer,7,1.7443851349115942
stage-18,tour-de-france,100,212000,2.0,2047,1992,Summer,7,1.7460755850562921
stage-19,tour-de-france,100,64000,2.0,2047,1992,Summer,1,1.794294247785108
stage-2,tour-de-france,100,255000,2.0,2047,1992,Summer,7,1.9410001622744664
stage-20,tour-de-france,100,222000,2.0,2047,1992,Summer,7,1.773160604260375
stage-21,tour-de-france,100,141000,2.0,2047,1992,Summer,7,1.9941588596971271
stage-3,tour-de-france,100,218000,1.0,2047,1992,Summer,7,1.5906720463875526
stage-5,tour-de-france,100,196000,1.0,2047,1992,Summer,7,1.5689773519807857
stage-6,tour-de-france,100,167000,1.0,2047,1992,Summer,7,1.6595624400192672
stage-7,tour-de-france,100,196500,1.0,2047,1992,Summer,7,1.5685651200364907
stage-8,tour-de-france,100,206500,1.0,2047,1992,Summer,7,1.5754868037895324
stage-9,tour-de-france,100,65000,2.0,2047,1992,Summer,1,1.8249984930978211
prologue,tour-de-france,100,6800,1.0,1804,1993,Summer,1,1.212207592097581
stage-1,tour-de-france,100,215000,1.0,1804,1993,Summer,7,1.288255512193857
stage-10,tour-de-france,100,203000,4.0,1804,1993,Summer,7,1.5281954921276457
stage-11,tour-de-france,100,179000,5.0,1804,1993,Summer,7,1.51458756001334
stage-12,tour-de-france,100,286000,2.0,1804,1993,Summer,7,1.9972221646212982
stage-13,tour-de-france,100,181500,1.0,1804,1993,Summer,7,1.2984695746856416
stage-14,tour-de-france,100,223000,1.0,1804,1993,Summer,7,1.3078542150735082
stage-15,tour-de-france,100,231500,5.0,1804,1993,Summer,7,1.546971893750882
stage-16,tour-de-france,100,230000,5.0,1804,1993,Summer,7,1.5431030595456723
stage-17,tour-de-france,100,189500,4.0,1804,1993,Summer,7,1.5395788818586282
stage-18,tour-de-france,100,199500,1.0,1804,1993,Summer,7,1.2638510422652065
stage-19,tour-de-france,100,48000,1.0,1804,1993,Summer,1,1.1622844236346088
stage-2,tour-de-france,100,227500,1.0,1804,1993,Summer,7,1.3364588736083425
stage-20,tour-de-france,100,196500,1.0,1804,1993,Summer,7,1.2720526214655872
stage-3,tour-de-france,100,189500,1.0,1804,1993,Summer,7,1.2775301320035881
stage-5,tour-de-france,100,225500,1.0,1804,1993,Summer,7,1.3189386557391374
stage-6,tour-de-france,100,158000,1.0,1804,1993,Summer,7,1.4382678932951543
stage-7,tour-de-france,100,199000,1.0,1804,1993,Summer,7,1.2619884098028062
stage-8,tour-de-france,100,184500,1.0,1804,1993,Summer,7,1.297780616078633
stage-9,tour-de-france,100,59000,1.0,1804,1993,Summer,1,1.2295530178656837
prologue,tour-de-france,100,7200,1.0,1731,1994,Summer,1,1.147963166208188
stage-1,tour-de-france,100,234000,1.0,1731,1994,Summer,7,1.3557396785349027
stage-10,tour-de-france,100,160500,1.0,1731,1994,Summer,7,1.3997795831989652
stage-11,tour-de-france,100,263500,5.0,1731,1994,Summer,7,1.7618111836610972
stage-12,tour-de-france,100,204500,5.0,1731,1994,Summer,7,1.462913252321761
stage-13,tour-de-france,100,223000,1.0,1731,1994,Summer,7,1.2884000295532292
stage-14,tour-de-france,100,202000,2.0,1731,1994,Summer,7,1.4513003379554617
stage-15,tour-de-france,100,231000,4.0,1731,1994,Summer,7,1.586901893748665
stage-16,tour-de-france,100,224500,5.0,1731,1994,Summer,7,1.504476898024499
stage-17,tour-de-france,100,149000,5.0,1731,1994,Summer,7,1.6756045064530674
stage-18,tour-de-france,100,174500,4.0,1731,1994,Summer,7,1.5774017129491884
stage-19,tour-de-france,100,47500,5.0,1731,1994,Summer,1,1.4460033542443913
stage-2,tour-de-france,100,203500,1.0,1731,1994,Summer,7,1.252230707008973
stage-20,tour-de-france,100,208500,2.0,1731,1994,Summer,7,1.4629212506127942
stage-21,tour-de-france,100,175000,1.0,1731,1994,Summer,7,1.3262447247562892
stage-4,tour-de-france,100,204500,1.0,1731,1994,Summer,7,1.256943021673959
stage-5,tour-de-france,100,187000,1.0,1731,1994,Summer,7,1.2642028787260595
stage-6,tour-de-france,100,270500,1.0,1731,1994,Summer,7,1.6618387970482191
stage-7,tour-de-france,100,259500,1.0,1731,1994,Summer,7,1.551042854018996
stage-8,tour-de-france,100,218500,1.0,1731,1994,Summer,7,1.2813076062978677
stage-9,tour-de-france,100,64000,1.0,1731,1994,Summer,1,1.1897170650050783
prologue,tour-de-france,100,7300,1.0,1871,1995,Summer,1,1.284705104119858
stage-1,tour-de-france,100,228000,1.0,1871,1995,Summer,7,1.4535667259678622
stage-10,tour-de-france,100,159000,5.0,1871,1995,Summer,7,1.7123971807411862
stage-11,tour-de-france,100,198000,2.0,1871,1995,Summer,7,1.5729870367822516
stage-12,tour-de-france,100,223000,5.0,1871,1995,Summer,7,1.6192982112441774
stage-13,tour-de-france,100,223000,2.0,1871,1995,Summer,7,1.607942002150235
stage-14,tour-de-france,100,159000,5.0,1871,1995,Summer,7,1.7154519255283265
stage-15,tour-de-france,100,207000,5.0,1871,1995,Summer,7,1.577996259985219
stage-17,tour-de-france,100,210000,1.0,1871,1995,Summer,7,1.3855833909422515
stage-18,tour-de-france,100,154000,1.0,1871,1995,Summer,7,1.5767245709971103
stage-19,tour-de-france,100,46000,1.0,1871,1995,Summer,1,1.2395562141146406
stage-2,tour-de-france,100,241000,1.0,1871,1995,Summer,7,1.5270880546002952
stage-20,tour-de-france,100,150000,1.0,1871,1995,Summer,7,1.6130994319156995
stage-4,tour-de-france,100,154000,1.0,1871,1995,Summer,7,1.5850042218420826
stage-5,tour-de-france,100,264000,1.0,1871,1995,Summer,7,1.7056432148929277
stage-6,tour-de-france,100,191000,1.0,1871,1995,Summer,7,1.3922691695935876
stage-7,tour-de-france,100,200000,2.0,1871,1995,Summer,7,1.572231052944125
stage-8,tour-de-france,100,54000,3.0,1871,1995,Summer,1,1.624186702373159
stage-9,tour-de-france,100,166000,5.0,1871,1995,Summer,7,1.6793690033609245
prologue,tour-de-france,100,9400,1.0,1872,1996,Summer,1,1.2796333048587858
stage-1,tour-de-france,100,209000,1.0,1872,1996,Summer,7,1.4304092241658124
stage-10,tour-de-france,100,208500,2.0,1872,1996,Summer,7,1.6040519494675871
stage-11,tour-de-france,100,202000,2.0,1872,1996,Summer,7,1.6032873587137613
stage-12,tour-de-france,100,143500,2.0,1872,1996,Summer,7,1.8537526917077973
stage-13,tour-de-france,100,177000,3.0,1872,1996,Summer,7,1.7331198156362229
stage-14,tour-de-france,100,186500,3.0,1872,1996,Summer,7,1.7071444378797418
stage-15,tour-de-france,100,176000,1.0,1872,1996,Summer,7,1.4724683964583467
stage-16,tour-de-france,100,199000,5.0,1872,1996,Summer,7,1.6102024260820502
stage-17,tour-de-france,100,262000,4.0,1872,1996,Summer,7,1.9206637621835385
stage-18,tour-de-france,100,154500,2.0,1872,1996,Summer,7,1.7701032770688916
stage-19,tour-de-france,100,226500,1.0,1872,1996,Summer,7,1.482328796735541
stage-2,tour-de-france,100,247500,1.0,1872,1996,Summer,7,1.6039790582093878
stage-20,tour-de-france,100,63500,1.0,1872,1996,Summer,1,1.2859936032398602
stage-21,tour-de-france,100,147500,1.0,1872,1996,Summer,7,1.6684102305403614
stage-3,tour-de-france,100,195000,1.0,1872,1996,Summer,7,1.423256047613126
stage-4,tour-de-france,100,232000,1.0,1872,1996,Summer,7,1.510155575945369
stage-5,tour-de-france,100,242000,1.0,1872,1996,Summer,7,1.5589853059454917
stage-6,tour-de-france,100,207000,2.0,1872,1996,Summer,7,1.6057911613775284
stage-7,tour-de-france,100,199000,5.0,1872,1996,Summer,7,1.608575845543591
stage-8,tour-de-france,100,30500,5.0,1872,1996,Summer,1,1.6107193000801663
stage-9,tour-de-france,100,46000,5.0,1872,1996,Summer,1,1.5955501966762544
prologue,tour-de-france,100,7300,1.0,1994,1997,Summer,1,1.4902126164294585
stage-1,tour-de-france,100,192000,1.0,1994,1997,Summer,7,1.6237720966566223
stage-10,tour-de-france,100,252500,5.0,1994,1997,Summer,7,1.9555689267427454
stage-11,tour-de-france,100,192000,2.0,1994,1997,Summer,7,1.7821062924493163
stage-12,tour-de-france,100,55000,2.0,1994,1997,Summer,1,1.740281267570396
stage-13,tour-de-france,100,203500,5.0,1994,1997,Summer,7,1.7791556266740742
stage-14,tour-de-france,100,148000,5.0,1994,1997,Summer,7,1.9729562264600826
stage-15,tour-de-france,100,208500,4.0,1994,1997,Summer,7,1.8317348697245315
stage-16,tour-de-france,100,181000,2.0,1994,1997,Summer,7,1.8066854040462628
stage-17,tour-de-france,100,218500,1.0,1994,1997,Summer,7,1.6303098938072682
stage-18,tour-de-france,100,175500,2.0,1994,1997,Summer,7,1.8244628636397142
stage-19,tour-de-france,100,172000,1.0,1994,1997,Summer,7,1.6847797885329894
stage-2,tour-de-france,100,262000,1.0,1994,1997,Summer,7,1.8840788983353682
stage-20,tour-de-france,100,63000,1.0,1994,1997,Summer,1,1.4816319828234372
stage-21,tour-de-france,100,149500,1.0,1994,1997,Summer,7,1.8202170597176168
stage-3,tour-de-france,100,224000,3.0,1994,1997,Summer,7,1.8914157449119953
stage-4,tour-de-france,100,223000,1.0,1994,1997,Summer,7,1.6565622932045112
stage-5,tour-de-france,100,261300,1.0,1994,1997,Summer,7,1.8727920405783778
stage-6,tour-de-france,100,217500,1.0,1994,1997,Summer,7,1.6309236772109001
stage-7,tour-de-france,100,194000,1.0,1994,1997,Summer,7,1.6146874774643385
stage-8,tour-de-france,100,161500,1.0,1994,1997,Summer,7,1.737200520147684
stage-9,tour-de-france,100,182000,4.0,1994,1997,Summer,7,1.8596278894919545
prologue,tour-de-france,70,6800,1.0,1255,1999,Summer,1,1.635410953246721
stage-1,tour-de-france,100,208000,1.0,1255,1999,Summer,7,1.7963513819134598
stage-10,tour-de-france,100,218000,5.0,1255,1999,Summer,7,1.9572070014839222
stage-11,tour-de-france,100,199000,2.0,1255,1999,Summer,7,1.9381066808537957
stage-12,tour-de-france,100,197000,3.0,1255,1999,Summer,7,2.015767058336856
stage-13,tour-de-france,100,237000,2.0,1255,1999,Summer,7,2.0181336437090325
stage-14,tour-de-france,100,189000,1.0,1255,1999,Summer,7,1.7981528139789467
stage-15,tour-de-france,100,174000,5.0,1255,1999,Summer,7,1.9887949424428197
stage-16,tour-de-france,100,192000,4.0,1255,1999,Summer,7,1.993987633402558
stage-17,tour-de-france,100,199000,1.0,1255,1999,Summer,7,1.7848184440154877
stage-18,tour-de-france,100,182000,1.0,1255,1999,Summer,7,1.8151994233722284
stage-19,tour-de-france,70,57000,1.0,1255,1999,Summer,1,1.6128469934970409
stage-2,tour-de-france,100,176000,1.0,1255,1999,Summer,7,1.8381483212261134
stage-20,tour-de-france,100,160000,1.0,1255,1999,Summer,7,1.9104831009873928
stage-3,tour-de-france,100,194500,1.0,1255,1999,Summer,7,1.7921441030051732
stage-4,tour-de-france,100,194500,1.0,1255,1999,Summer,7,1.7994328263115074
stage-5,tour-de-france,100,233500,1.0,1255,1999,Summer,7,1.859450325241183
stage-6,tour-de-france,100,171500,1.0,1255,1999,Summer,7,1.8495827635267492
stage-7,tour-de-france,100,227000,1.0,1255,1999,Summer,7,1.8335832238102059
stage-8,tour-de-france,70,56500,1.0,1255,1999,Summer,1,1.6468051232157086
stage-9,tour-de-france,70,215000,5.0,1255,1999,Summer,7,2.02840891604903
stage-1,tour-de-france,100,16500,1.0,1437,2000,Summer,1,1.3728904796723833
stage-10,tour-de-france,100,205000,5.0,1437,2000,Summer,7,1.765962493188557
stage-11,tour-de-france,100,218500,1.0,1437,2000,Summer,7,1.620069781111803
stage-12,tour-de-france,100,149000,5.0,1437,2000,Summer,6,1.8171517633958136
stage-13,tour-de-france,100,185500,1.0,1437,2000,Summer,7,1.6150225575058974
stage-14,tour-de-france,100,249000,5.0,1437,2000,Summer,7,1.9243321662762185
stage-15,tour-de-france,100,173500,5.0,1437,2000,Summer,6,1.7451789335599062
stage-16,tour-de-france,100,196000,4.0,1437,2000,Summer,6,1.7764836049473776
stage-17,tour-de-france,100,155000,2.0,1437,2000,Summer,6,1.7976515449616548
stage-18,tour-de-france,100,246500,1.0,1437,2000,Summer,7,1.7531093519863592
stage-19,tour-de-france,70,58500,1.0,1437,2000,Summer,1,1.3966196326847446
stage-2,tour-de-france,100,194000,1.0,1437,2000,Summer,7,1.607607725751034
stage-20,tour-de-france,100,254500,1.0,1437,2000,Summer,7,1.8135662709302875
stage-21,tour-de-france,100,138000,1.0,1437,2000,Summer,6,1.8407070118919617
stage-3,tour-de-france,100,161500,1.0,1437,2000,Summer,7,1.72000098330087
stage-5,tour-de-france,100,202000,1.0,1437,2000,Summer,7,1.5968351727581989
stage-6,tour-de-france,100,198500,1.0,1437,2000,Summer,7,1.5974415902985346
stage-7,tour-de-france,100,205500,1.0,1437,2000,Summer,7,1.5981779053127356
stage-8,tour-de-france,100,203500,1.0,1437,2000,Summer,7,1.6037147706709032
stage-9,tour-de-france,100,181000,1.0,1437,2000,Summer,7,1.6342027019117966
prologue,tour-de-france,100,8200,1.0,1496,2001,Summer,1,1.3061462349887785
stage-1,tour-de-france,100,194500,1.0,1496,2001,Summer,7,1.609369770880307
stage-10,tour-de-france,70,209000,5.0,1496,2001,Summer,6,1.7837734865082528
stage-11,tour-de-france,70,32000,5.0,1496,2001,Summer,1,1.697034356973674
stage-12,tour-de-france,100,166000,5.0,1496,2001,Summer,6,1.6697093159004281
stage-13,tour-de-france,70,194000,5.0,1496,2001,Summer,6,1.745651403582141
stage-14,tour-de-france,100,141500,5.0,1496,2001,Summer,6,1.77136301294355
stage-15,tour-de-france,100,232500,1.0,1496,2001,Summer,7,1.672964173862393
stage-16,tour-de-france,100,227500,3.0,1496,2001,Summer,6,1.8791175111496092
stage-17,tour-de-france,100,194000,3.0,1496,2001,Summer,6,1.7417181332645595
stage-18,tour-de-france,70,61000,2.0,1496,2001,Summer,1,1.6673731969555006
stage-19,tour-de-france,100,149500,1.0,1496,2001,Summer,6,1.691671353348974
stage-2,tour-de-france,100,220500,1.0,1496,2001,Summer,7,1.6344732265469994
stage-20,tour-de-france,100,160500,1.0,1496,2001,Summer,6,1.6498320992966482
stage-3,tour-de-france,100,198500,3.0,1496,2001,Summer,6,1.7526211572249097
stage-4,tour-de-france,100,215000,2.0,1496,2001,Summer,6,1.7493226394439605
stage-6,tour-de-france,100,211500,2.0,1496,2001,Summer,6,1.722887818285563
stage-7,tour-de-france,100,162000,2.0,1496,2001,Summer,6,1.6866268362853067
stage-8,tour-de-france,100,222500,2.0,1496,2001,Summer,6,1.7790348582165463
stage-9,tour-de-france,100,185000,2.0,1496,2001,Summer,6,1.6621145266895099
prologue,tour-de-france,70,7000,1.0,1489,2002,Summer,1,1.4412636447072937
stage-1,tour-de-france,100,192500,3.0,1489,2002,Summer,6,1.7094083292008146
stage-10,tour-de-france,100,147000,1.0,1489,2002,Summer,6,1.6553230070911007
stage-11,tour-de-france,70,158000,5.0,1489,2002,Summer,6,1.7364937068554573
stage-12,tour-de-france,70,199500,5.0,1489,2002,Summer,6,1.7146538608054427
stage-13,tour-de-france,100,171000,2.0,1489,2002,Summer,6,1.629833540062317
stage-14,tour-de-france,100,221000,5.0,1489,2002,Summer,6,1.7263969416927811
stage-15,tour-de-france,100,226500,5.0,1489,2002,Summer,6,1.760008426961835
stage-16,tour-de-france,100,179500,5.0,1489,2002,Summer,6,1.6115607685239017
stage-17,tour-de-france,100,142000,4.0,1489,2002,Summer,6,1.7509315548772204
stage-18,tour-de-france,100,176500,2.0,1489,2002,Summer,6,1.6228827087789484
stage-19,tour-de-france,70,50000,1.0,1489,2002,Summer,1,1.403148645440599
stage-2,tour-de-france,100,181000,1.0,1489,2002,Summer,6,1.5643530045125058
stage-20,tour-de-france,100,140000,1.0,1489,2002,Summer,6,1.7080793890290495
stage-3,tour-de-france,100,174500,1.0,1489,2002,Summer,6,1.5653903684793713
stage-5,tour-de-france,100,195000,1.0,1489,2002,Summer,6,1.576684724092574
stage-6,tour-de-france,100,199500,1.0,1489,2002,Summer,6,1.5845934746504158
stage-7,tour-de-france,100,176000,3.0,1489,2002,Summer,6,1.6944219290605322
stage-8,tour-de-france,100,217500,1.0,1489,2002,Summer,6,1.6597913010283312
stage-9,tour-de-france,100,52000,1.0,1489,2002,Summer,1,1.3584564654857625
prologue,tour-de-france,100,6500,1.0,1688,2003,Summer,1,1.3578973415070317
stage-1,tour-de-france,100,168000,2.0,1688,2003,Summer,6,1.555397799705401
stage-10,tour-de-france,100,219500,2.0,1688,2003,Summer,6,1.6432820013107847
stage-11,tour-de-france,100,153500,2.0,1688,2003,Summer,6,1.59817913703981
stage-12,tour-de-france,100,47000,2.0,1688,2003,Summer,1,1.6134086572037925
stage-13,tour-de-france,100,197500,5.0,1688,2003,Summer,6,1.5482445350432963
stage-14,tour-de-france,100,191500,4.0,1688,2003,Summer,6,1.5539781345766541
stage-15,tour-de-france,70,159500,5.0,1688,2003,Summer,6,1.6481071381222303
stage-16,tour-de-france,100,197500,4.0,1688,2003,Summer,6,1.5679922199519665
stage-17,tour-de-france,100,181000,1.0,1688,2003,Summer,6,1.4698716036025492
stage-18,tour-de-france,100,202500,1.0,1688,2003,Summer,6,1.5113742567846724
stage-19,tour-de-france,100,49000,1.0,1688,2003,Summer,1,1.3125751149664429
stage-2,tour-de-france,100,204500,2.0,1688,2003,Summer,6,1.576630527184113
stage-20,tour-de-france,100,152000,1.0,1688,2003,Summer,6,1.5580877049235025
stage-3,tour-de-france,100,167500,1.0,1688,2003,Summer,6,1.4891992776902998
stage-5,tour-de-france,100,196500,1.0,1688,2003,Summer,6,1.4917273581432633
stage-6,tour-de-france,100,230000,2.0,1688,2003,Summer,6,1.7115568244188588
stage-7,tour-de-france,100,230500,4.0,1688,2003,Summer,6,1.73003292735209
stage-8,tour-de-france,100,219000,5.0,1688,2003,Summer,6,1.6341216744736342
stage-9,tour-de-france,100,184500,4.0,1688,2003,Summer,6,1.5518702772245705
prologue,tour-de-france,100,6100,1.0,1555,2004,Summer,1,1.4167564691657397
stage-1,tour-de-france,100,202500,2.0,1555,2004,Summer,6,1.5457199390076928
stage-10,tour-de-france,100,237000,3.0,1555,2004,Summer,6,1.8096052768410378
stage-11,tour-de-france,100,164000,2.0,1555,2004,Summer,6,1.530057862988104
stage-12,tour-de-france,100,197500,5.0,1555,2004,Summer,6,1.5138701119348212
stage-13,tour-de-france,70,205500,5.0,1555,2004,Summer,6,1.6301162426886628
stage-14,tour-de-france,100,192500,1.0,1555,2004,Summer,6,1.4489207669986068
stage-15,tour-de-france,70,180500,3.0,1555,2004,Summer,6,1.6648787259223536
stage-16,tour-de-france,70,15500,5.0,1555,2004,Summer,1,1.8209132044155294
stage-17,tour-de-france,70,204500,4.0,1555,2004,Summer,6,1.6437501238159629
stage-18,tour-de-france,100,166500,2.0,1555,2004,Summer,6,1.524836475860485
stage-19,tour-de-france,70,55000,3.0,1555,2004,Summer,1,1.7596931875906445
stage-2,tour-de-france,100,197000,1.0,1555,2004,Summer,6,1.464341284560097
stage-20,tour-de-france,100,163000,1.0,1555,2004,Summer,6,1.483806018138162
stage-3,tour-de-france,100,210000,1.0,1555,2004,Summer,6,1.509038836278695
stage-5,tour-de-france,100,200500,1.0,1555,2004,Summer,6,1.4728404453127735
stage-6,tour-de-france,100,196000,1.0,1555,2004,Summer,6,1.4565221883053787
stage-7,tour-de-france,100,204500,1.0,1555,2004,Summer,6,1.4835828980140577
stage-8,tour-de-france,100,168000,3.0,1555,2004,Summer,6,1.5968410461733362
stage-9,tour-de-france,100,160500,1.0,1555,2004,Summer,6,1.4837675704647793
stage-1,tour-de-france,50,19000,1.0,1535,2005,Summer,1,1.7144741266297718
stage-10,tour-de-france,100,181000,5.0,1535,2005,Summer,6,1.4661747692145999
stage-11,tour-de-france,100,173000,4.0,1535,2005,Summer,6,1.5004629093796211
stage-12,tour-de-france,100,187000,4.0,1535,2005,Summer,6,1.492669261537553
stage-13,tour-de-france,100,174000,1.0,1535,2005,Summer,6,1.421798189152481
stage-14,tour-de-france,100,174000,5.0,1535,2005,Summer,6,1.4714278216300714
stage-15,tour-de-france,70,206000,5.0,1535,2005,Summer,6,1.6025035800009226
stage-16,tour-de-france,100,181000,4.0,1535,2005,Summer,6,1.4921767759902183
stage-17,tour-de-france,100,240000,2.0,1535,2005,Summer,6,1.740645449820057
stage-18,tour-de-france,100,189000,2.0,1535,2005,Summer,6,1.4827104148763297
stage-19,tour-de-france,100,154000,3.0,1535,2005,Summer,6,1.6275761919592435
stage-2,tour-de-france,100,182000,1.0,1535,2005,Summer,6,1.4163006639033116
stage-20,tour-de-france,70,55000,2.0,1535,2005,Summer,1,1.7432424151086319
stage-21,tour-de-france,100,144000,1.0,1535,2005,Summer,6,1.5443948852278546
stage-3,tour-de-france,100,212000,1.0,1535,2005,Summer,6,1.4922778276816522
stage-5,tour-de-france,100,183000,1.0,1535,2005,Summer,6,1.4146082714039014
stage-6,tour-de-france,100,199000,2.0,1535,2005,Summer,6,1.4982910720568434
stage-7,tour-de-france,100,228000,2.0,1535,2005,Summer,6,1.6467084458513528
stage-8,tour-de-france,100,231000,4.0,1535,2005,Summer,6,1.6839292421974417
stage-9,tour-de-france,100,171000,4.0,1535,2005,Summer,6,1.505495867532871
prologue,tour-de-france,100,7900,1.0,1612,2007,Summer,1,1.5534103693281567
stage-1,tour-de-france,100,203000,1.0,1612,2007,Summer,6,1.3767970868265174
stage-10,tour-de-france,100,229500,2.0,1612,2007,Summer,6,1.5836245428694609
stage-11,tour-de-france,100,182500,1.0,1612,2007,Summer,6,1.327151392464147
stage-12,tour-de-france,100,178500,4.0,1612,2007,Summer,6,1.4087446685261693
stage-13,tour-de-france,100,54000,2.0,1612,2007,Summer,1,1.7920036294610746
stage-14,tour-de-france,100,197000,5.0,1612,2007,Summer,6,1.402988564170748
stage-15,tour-de-france,100,196000,4.0,1612,2007,Summer,6,1.4257341567529893
stage-16,tour-de-france,100,218500,5.0,1612,2007,Summer,6,1.5022375406597435
stage-17,tour-de-france,100,188500,2.0,1612,2007,Summer,6,1.393461448551137
stage-18,tour-de-france,100,211000,2.0,1612,2007,Summer,6,1.4703755192166492
stage-19,tour-de-france,100,55500,1.0,1612,2007,Summer,1,1.5326791914108997
stage-2,tour-de-france,100,168500,1.0,1612,2007,Summer,6,1.3459402612199618
stage-20,tour-de-france,100,146000,1.0,1612,2007,Summer,6,1.4554750345046592
stage-3,tour-de-france,100,236500,1.0,1612,2007,Summer,6,1.5860532133874492
stage-4,tour-de-france,100,193000,1.0,1612,2007,Summer,6,1.3485304645727099
stage-5,tour-de-france,100,182500,2.0,1612,2007,Summer,6,1.3931324409426058
stage-6,tour-de-france,100,199500,1.0,1612,2007,Summer,6,1.3528714885305586
stage-7,tour-de-france,100,197500,4.0,1612,2007,Summer,6,1.429716530484788
stage-8,tour-de-france,100,165000,5.0,1612,2007,Summer,6,1.407830513580609
stage-9,tour-de-france,100,159500,4.0,1612,2007,Summer,6,1.457370084519623
stage-1,tour-de-france,100,197500,3.0,1520,2008,Summer,6,1.5176790546677004
stage-10,tour-de-france,100,156000,5.0,1520,2008,Summer,6,1.4519275474327094
stage-11,tour-de-france,100,167500,4.0,1520,2008,Summer,6,1.439694762814976
stage-12,tour-de-france,100,168500,1.0,1520,2008,Summer,6,1.3508003908996307
stage-13,tour-de-france,100,182000,1.0,1520,2008,Summer,6,1.3397182883909164
stage-14,tour-de-france,100,194500,2.0,1520,2008,Summer,6,1.4141072246663149
stage-15,tour-de-france,100,183000,5.0,1520,2008,Summer,6,1.392397943088975
stage-16,tour-de-france,100,157000,4.0,1520,2008,Summer,6,1.4738172021113305
stage-17,tour-de-france,100,210500,5.0,1520,2008,Summer,6,1.4653494515264713
stage-18,tour-de-france,100,196500,4.0,1520,2008,Summer,6,1.4423096173972625
stage-19,tour-de-france,100,165500,1.0,1520,2008,Summer,6,1.3704221806468275
stage-2,tour-de-france,100,164500,3.0,1520,2008,Summer,6,1.517234408054712
stage-20,tour-de-france,100,53000,1.0,1520,2008,Summer,1,1.6112638609317862
stage-21,tour-de-france,100,143000,1.0,1520,2008,Summer,6,1.4810742666222125
