stage,race,points,length,profile,startlist_quality,year,season,Cluster,Distance_to_Centroid
result,amstel-gold-race,225,258600,3.0,1105,2009,Spring,3,1.734533298390079
result,amstel-gold-race,225,256500,2.0,1251,2012,Spring,3,1.6711343089876618
result,amstel-gold-race,225,251800,2.0,1149,2013,Spring,3,1.5771250755333612
result,amstel-gold-race,225,251400,2.0,1140,2014,Spring,3,1.5861986619448472
result,amstel-gold-race,225,258000,3.0,1175,2015,Spring,3,1.8273561638706268
result,amstel-gold-race,225,248700,2.0,1120,2016,Spring,3,1.6144086165111111
result,amstel-gold-race,225,261000,2.0,949,2017,Spring,3,1.6330261990642345
result,amstel-gold-race,225,263000,2.0,1139,2018,Spring,3,1.7194854086583884
result,amstel-gold-race,225,265700,2.0,1020,2019,Spring,3,1.717583189505211
result,amstel-gold-race,225,218600,2.0,1089,2021,Spring,3,1.8068629698407261
result,amstel-gold-race,225,254100,2.0,705,2022,Spring,3,1.9545795521728648
result,amstel-gold-race,225,253600,2.0,770,2023,Spring,3,1.9413074688378704
prologue,dauphine,50,6800,2.0,673,2010,Summer,2,2.1345862230312678
stage-5,dauphine,50,210500,5.0,673,2010,Summer,5,1.9324924378342632
stage-7,dauphine,50,151500,5.0,673,2010,Summer,5,1.869221960168288
prologue,dauphine,50,5400,1.0,958,2011,Summer,2,1.8250066758764651
stage-1,dauphine,50,144000,2.0,958,2011,Summer,5,1.841876967476907
stage-2,dauphine,50,179000,3.0,958,2011,Summer,5,1.8260314371793833
stage-3,dauphine,50,42500,1.0,958,2011,Summer,2,1.8786085178531593
stage-4,dauphine,50,173500,1.0,958,2011,Summer,5,1.8332861692729627
stage-5,dauphine,50,210000,5.0,958,2011,Summer,5,1.8136647430594215
stage-6,dauphine,50,192500,5.0,958,2011,Summer,5,1.7492758810659548
stage-7,dauphine,50,117500,5.0,958,2011,Summer,5,1.9258702310394324
prologue,dauphine,50,5700,1.0,1117,2012,Summer,2,1.9061902357871796
stage-1,dauphine,50,187000,2.0,1117,2012,Summer,5,1.865107153250263
stage-2,dauphine,50,160000,3.0,1117,2012,Summer,5,1.8949815298832486
stage-3,dauphine,50,167000,2.0,1117,2012,Summer,5,1.8218719123610627
stage-4,dauphine,50,53500,1.0,1117,2012,Summer,2,1.9742835892132322
stage-5,dauphine,50,186500,5.0,1117,2012,Summer,5,1.7912356089444388
stage-6,dauphine,50,167500,5.0,1117,2012,Summer,5,1.7863723030394465
stage-7,dauphine,50,124500,5.0,1117,2012,Summer,5,1.9385940680077856
stage-1,dauphine,50,121000,2.0,985,2013,Summer,5,1.9387379022922953
stage-2,dauphine,50,183000,2.0,985,2013,Summer,5,1.7337100611008611
stage-3,dauphine,50,167000,2.0,985,2013,Summer,5,1.7294210877422171
stage-4,dauphine,50,32500,1.0,985,2013,Summer,2,1.8739034744124108
stage-5,dauphine,50,139000,5.0,985,2013,Summer,5,1.7626093038623156
stage-6,dauphine,50,143000,4.0,985,2013,Summer,5,1.888861633393143
stage-7,dauphine,50,184000,5.0,985,2013,Summer,5,1.6996784215903233
stage-8,dauphine,50,152000,5.0,985,2013,Summer,5,1.7352585886461023
stage-1,dauphine,50,10400,1.0,941,2014,Summer,2,1.8537411928192802
stage-2,dauphine,50,156000,5.0,941,2014,Summer,5,1.6769955713710707
stage-3,dauphine,50,194000,2.0,941,2014,Summer,5,1.7402160150960486
stage-4,dauphine,50,169500,2.0,941,2014,Summer,5,1.7153480825222283
stage-5,dauphine,50,184000,2.0,941,2014,Summer,5,1.714172607143973
stage-6,dauphine,50,178500,2.0,941,2014,Summer,5,1.7153714472056945
stage-7,dauphine,50,160000,5.0,941,2014,Summer,5,1.6772516522547827
stage-8,dauphine,50,130500,5.0,941,2014,Summer,5,1.8086713083028332
stage-1,dauphine,50,132000,2.0,997,2015,Summer,5,1.8577136472839724
stage-2,dauphine,50,173000,2.0,997,2015,Summer,5,1.7098241721988336
stage-4,dauphine,50,228000,2.0,997,2015,Summer,5,1.9387756092618302
stage-5,dauphine,50,161000,5.0,997,2015,Summer,5,1.6753581529024797
stage-6,dauphine,50,183000,5.0,997,2015,Summer,5,1.6837233293055784
stage-7,dauphine,50,155000,5.0,997,2015,Summer,5,1.6956721217462563
stage-8,dauphine,50,156500,5.0,997,2015,Summer,5,1.708150854695317
prologue,dauphine,50,4000,5.0,1182,2016,Summer,2,2.274565073916263
stage-1,dauphine,50,186000,2.0,1182,2016,Summer,5,1.8872790759704556
stage-2,dauphine,50,168000,3.0,1182,2016,Summer,5,1.9100724507189033
stage-3,dauphine,50,187500,2.0,1182,2016,Summer,5,1.8609219383330462
stage-4,dauphine,50,176000,3.0,1182,2016,Summer,5,1.9209671976270455
stage-5,dauphine,50,140000,5.0,1182,2016,Summer,5,1.8732385926041135
stage-6,dauphine,50,141000,5.0,1182,2016,Summer,5,1.8768432058910811
stage-7,dauphine,50,151000,3.0,1182,2016,Summer,5,1.9460613429754434
stage-1,dauphine,50,170000,2.0,1024,2017,Summer,5,1.752738836146931
stage-2,dauphine,50,171000,2.0,1024,2017,Summer,5,1.7183915598681725
stage-3,dauphine,50,184000,2.0,1024,2017,Summer,5,1.7311228869685842
stage-4,dauphine,50,23500,1.0,1024,2017,Summer,2,1.971921923927375
stage-5,dauphine,50,175000,2.0,1024,2017,Summer,5,1.720133332234046
stage-6,dauphine,50,145500,4.0,1024,2017,Summer,5,1.873276173473738
stage-7,dauphine,50,167500,5.0,1024,2017,Summer,5,1.6838584256995124
stage-8,dauphine,50,115000,5.0,1024,2017,Summer,5,1.927321781057999
prologue,dauphine,50,6600,1.0,762,2018,Summer,2,2.0058449921103083
stage-1,dauphine,50,179000,4.0,762,2018,Summer,5,1.8653541844719175
stage-2,dauphine,50,181000,4.0,762,2018,Summer,5,1.8355244751691473
stage-4,dauphine,50,181000,5.0,762,2018,Summer,5,1.7078403933928903
stage-5,dauphine,50,130000,5.0,762,2018,Summer,5,1.8193139830062786
stage-6,dauphine,50,110000,5.0,762,2018,Summer,5,1.9671130202806713
stage-7,dauphine,50,136000,5.0,762,2018,Summer,5,1.7932969505227818
stage-1,dauphine,50,142000,4.0,973,2019,Summer,5,1.902770340108236
stage-2,dauphine,50,180000,2.0,973,2019,Summer,5,1.7159759535720092
stage-3,dauphine,50,177000,2.0,973,2019,Summer,5,1.7156112595264277
stage-4,dauphine,50,26100,2.0,973,2019,Summer,2,2.222250171045994
stage-5,dauphine,50,201000,2.0,973,2019,Summer,5,1.7733751429222198
stage-6,dauphine,50,229000,4.0,973,2019,Summer,5,2.0315218198306146
stage-7,dauphine,50,133500,5.0,973,2019,Summer,5,1.7848232045934533
stage-8,dauphine,50,113500,4.0,973,2019,Summer,5,2.0566295724222803
stage-1,dauphine,50,218500,5.0,1243,2020,Summer,5,2.064244086753797
stage-2,dauphine,50,135000,5.0,1243,2020,Summer,5,1.9866507276146725
stage-3,dauphine,50,157000,5.0,1243,2020,Summer,5,1.9138888935810048
stage-4,dauphine,50,148500,5.0,1243,2020,Summer,5,1.9443644049821
stage-5,dauphine,50,142500,5.0,1243,2020,Summer,5,1.955436570452522
stage-1,dauphine,50,181800,2.0,790,2021,Spring,0,1.8106516658819087
stage-2,dauphine,50,172800,2.0,790,2021,Spring,0,1.7980473703681985
stage-3,dauphine,50,172200,3.0,790,2021,Summer,5,1.8286013477465966
stage-4,dauphine,50,16400,3.0,790,2021,Summer,2,2.360546471603122
stage-5,dauphine,50,175400,2.0,790,2021,Summer,5,1.758633867040643
stage-6,dauphine,50,167200,3.0,790,2021,Summer,5,1.8372096808009066
stage-7,dauphine,50,171100,5.0,790,2021,Summer,5,1.7214830424269723
stage-8,dauphine,50,147000,4.0,790,2021,Summer,5,1.9166319123533995
stage-1,dauphine,50,191800,4.0,789,2022,Summer,5,1.9281311642514638
stage-2,dauphine,50,169800,2.0,789,2022,Summer,5,1.7776071068299355
stage-3,dauphine,50,169000,5.0,789,2022,Summer,5,1.7370191882231962
stage-4,dauphine,50,31900,1.0,789,2022,Summer,2,2.1616545033196215
stage-5,dauphine,50,162300,2.0,789,2022,Summer,5,1.7853041375705236
stage-6,dauphine,50,196500,2.0,789,2022,Summer,5,1.8284497623007767
stage-7,dauphine,50,134800,5.0,789,2022,Summer,5,1.8412353914418476
stage-8,dauphine,50,138800,5.0,789,2022,Summer,5,1.8366463536698339
stage-1,dauphine,50,158000,2.0,781,2023,Summer,5,1.8509482872257514
stage-2,dauphine,50,167300,3.0,781,2023,Summer,5,1.8741002584604232
stage-3,dauphine,50,194100,2.0,781,2023,Summer,5,1.8406342657886934
stage-4,dauphine,50,31100,2.0,781,2023,Summer,2,2.393759776580757
stage-5,dauphine,50,191100,2.0,781,2023,Summer,5,1.8309820936514347
stage-6,dauphine,50,170200,5.0,781,2023,Summer,5,1.7718347623367472
stage-7,dauphine,50,147900,5.0,781,2023,Summer,5,1.812040090385408
stage-8,dauphine,50,152800,5.0,781,2023,Summer,5,1.8122353339031814
result,dwars-door-vlaanderen,75,206000,2.0,320,2000,Spring,0,2.5054926121625134
result,dwars-door-vlaanderen,75,201000,2.0,269,2001,Spring,0,2.545638264186718
result,dwars-door-vlaanderen,75,201000,2.0,416,2002,Spring,0,2.277362288770089
result,dwars-door-vlaanderen,75,200000,2.0,526,2003,Spring,0,2.09330923517067
result,dwars-door-vlaanderen,75,204000,2.0,539,2004,Spring,0,2.0560059382126235
result,dwars-door-vlaanderen,75,202000,2.0,335,2005,Spring,0,2.322955915842854
result,dwars-door-vlaanderen,75,204000,2.0,515,2006,Spring,0,2.033006402011037
result,dwars-door-vlaanderen,75,200000,2.0,460,2008,Spring,0,2.060118868021488
result,dwars-door-vlaanderen,75,200000,2.0,557,2009,Spring,0,1.9133508086960718
result,dwars-door-vlaanderen,75,204000,2.0,527,2010,Spring,0,1.9502107420779462
result,dwars-door-vlaanderen,75,201000,2.0,556,2011,Spring,0,1.8966379349932638
result,dwars-door-vlaanderen,75,199500,2.0,504,2012,Spring,0,1.9571021813570642
result,dwars-door-vlaanderen,125,199700,2.0,378,2013,Spring,0,2.386375939651237
result,dwars-door-vlaanderen,125,201000,2.0,451,2014,Spring,0,2.2861365709774852
result,dwars-door-vlaanderen,125,200200,2.0,479,2015,Spring,0,2.252681176588394
result,dwars-door-vlaanderen,125,199700,2.0,460,2016,Spring,0,2.284910693668819
result,dwars-door-vlaanderen,225,203400,2.0,656,2017,Spring,3,1.924320632854441
result,dwars-door-vlaanderen,225,180000,2.0,853,2018,Spring,3,1.9380305393834758
result,dwars-door-vlaanderen,225,182600,2.0,680,2019,Spring,3,2.0802590843475732
result,dwars-door-vlaanderen,225,184100,2.0,819,2021,Spring,3,2.027243003205421
result,dwars-door-vlaanderen,225,183700,2.0,648,2022,Spring,3,2.210476599679593
result,dwars-door-vlaanderen,225,183700,2.0,866,2023,Spring,3,2.0898812845146035
result,e3-harelbeke,125,209000,2.0,824,2000,Spring,0,2.2634962004102714
result,e3-harelbeke,125,209000,2.0,369,2001,Spring,0,2.6160432295198968
result,e3-harelbeke,125,209000,2.0,400,2002,Spring,0,2.5426102521232856
result,e3-harelbeke,125,209000,2.0,684,2003,Spring,0,2.2187499550246392
result,e3-harelbeke,125,195000,2.0,563,2004,Spring,0,2.2601951614933276
result,e3-harelbeke,125,200000,2.0,560,2005,Spring,0,2.246341950728793
result,e3-harelbeke,125,198000,2.0,578,2006,Spring,0,2.2012179874660944
result,e3-harelbeke,125,203000,2.0,821,2007,Spring,0,2.0362500676877824
result,e3-harelbeke,125,203000,2.0,708,2008,Spring,0,2.0676793321260014
result,e3-harelbeke,125,203000,2.0,556,2009,Spring,0,2.1843828239284884
result,e3-harelbeke,125,203000,2.0,699,2010,Spring,0,2.0478024745678813
result,e3-harelbeke,125,200000,2.0,431,2011,Spring,0,2.3162318022555572
result,e3-harelbeke,225,203000,2.0,845,2012,Spring,3,1.651476096238892
result,e3-harelbeke,225,211000,2.0,775,2013,Spring,3,1.6731238056322697
result,e3-harelbeke,225,211000,2.0,734,2014,Spring,3,1.7271013781945432
result,e3-harelbeke,225,215300,2.0,717,2015,Spring,3,1.7464159449576486
result,e3-harelbeke,225,206000,2.0,697,2016,Spring,3,1.8298806303858564
result,e3-harelbeke,225,206100,2.0,727,2017,Spring,3,1.8235028118800465
result,e3-harelbeke,225,206500,2.0,850,2018,Spring,3,1.7571017614707698
result,e3-harelbeke,225,204000,2.0,795,2019,Spring,3,1.837967934746665
result,e3-harelbeke,225,203900,2.0,714,2021,Spring,3,1.9812149707591626
result,e3-harelbeke,225,203900,2.0,640,2022,Spring,3,2.0994002596694585
result,e3-harelbeke,225,204100,2.0,860,2023,Spring,3,1.9639543260652537
prologue,giro-d-italia,80,8000,2.0,953,1992,Spring,2,2.2264765681245438
stage-14,giro-d-italia,80,245000,4.0,1089,1993,Summer,4,2.5242006644378288
stage-1a,giro-d-italia,80,85000,5.0,1089,1993,Spring,2,2.4881627667533723
stage-15,giro-d-italia,80,195000,4.0,1292,1994,Summer,7,2.3061030264115936
stage-1a,giro-d-italia,80,86000,4.0,1292,1994,Spring,2,2.639034061293875
stage-1,giro-d-italia,80,205000,2.0,1365,1995,Spring,4,2.32076110473828
stage-17,giro-d-italia,80,43000,1.0,1365,1995,Spring,2,2.2603817372874087
stage-2,giro-d-italia,80,19000,1.0,1365,1995,Spring,2,2.245258920749252
stage-1,giro-d-italia,80,170000,1.0,1034,1996,Spring,4,2.0721422957781956
stage-1,giro-d-italia,80,128000,1.0,792,1997,Spring,0,2.18826417410893
prologue,giro-d-italia,80,7000,1.0,923,1998,Spring,2,1.714408120471752
stage-1,giro-d-italia,80,175000,2.0,1057,1999,Spring,0,1.8271480360806747
stage-14,giro-d-italia,80,187000,4.0,1057,1999,Spring,0,1.988798419723174
stage-15,giro-d-italia,80,143000,5.0,1057,1999,Spring,0,2.0521567518815305
stage-17,giro-d-italia,80,212000,1.0,1057,1999,Summer,4,2.2542515309323696
stage-19,giro-d-italia,80,166000,5.0,1057,1999,Summer,4,2.269632621125722
stage-8,giro-d-italia,80,253000,5.0,1057,1999,Spring,0,2.2539327768111788
prologue,giro-d-italia,80,4600,1.0,866,2000,Spring,2,1.6447069104176733
stage-1,giro-d-italia,80,125000,2.0,866,2000,Spring,0,1.9445677071168475
stage-10,giro-d-italia,80,257000,2.0,866,2000,Spring,0,2.1181517979366307
stage-11,giro-d-italia,80,42000,1.0,866,2000,Spring,2,1.7085868195707106
stage-12,giro-d-italia,80,184000,2.0,866,2000,Spring,0,1.7486831539248628
stage-13,giro-d-italia,80,195000,4.0,866,2000,Spring,0,1.9037215573921222
stage-14,giro-d-italia,80,205000,4.0,866,2000,Spring,0,1.9263603722849476
stage-15,giro-d-italia,80,171000,2.0,866,2000,Spring,0,1.7572792398616626
stage-16,giro-d-italia,80,102000,1.0,866,2000,Spring,2,2.0782007875066695
stage-17,giro-d-italia,80,224000,2.0,866,2000,Spring,0,1.8718968410706616
stage-18,giro-d-italia,80,176000,5.0,866,2000,Summer,5,2.221204788426801
stage-19,giro-d-italia,80,177000,5.0,866,2000,Summer,5,2.2226557125859165
stage-2,giro-d-italia,80,225000,4.0,866,2000,Spring,0,1.9685901243021098
stage-20,giro-d-italia,80,34000,5.0,866,2000,Summer,2,2.1430051520528064
stage-21,giro-d-italia,80,198000,1.0,866,2000,Summer,4,2.2500659575514783
stage-3,giro-d-italia,80,177000,2.0,866,2000,Spring,0,1.7041868470477142
stage-4,giro-d-italia,80,233000,2.0,866,2000,Spring,0,1.8872601660600208
stage-5,giro-d-italia,80,232000,3.0,866,2000,Spring,0,2.0095653488603644
stage-6,giro-d-italia,80,170000,3.0,866,2000,Spring,0,1.8587343806766161
stage-7,giro-d-italia,80,182000,3.0,866,2000,Spring,0,1.8584398328596226
stage-8,giro-d-italia,80,255000,4.0,866,2000,Spring,0,2.2151547486802303
stage-9,giro-d-italia,80,140000,5.0,866,2000,Spring,0,1.9757132390271852
prologue,giro-d-italia,80,7600,1.0,920,2001,Spring,2,1.5938248940677462
stage-1,giro-d-italia,80,202000,2.0,920,2001,Spring,0,1.6982771134588417
stage-10,giro-d-italia,80,212000,2.0,920,2001,Spring,0,1.7653052559445892
stage-11,giro-d-italia,80,187000,2.0,920,2001,Spring,0,1.700056024754691
stage-12,giro-d-italia,80,139000,1.0,920,2001,Spring,0,1.9457036257023033
stage-13,giro-d-italia,80,225000,5.0,920,2001,Summer,5,2.326012305270133
stage-14,giro-d-italia,80,163000,4.0,920,2001,Summer,5,2.283834988835216
stage-15,giro-d-italia,80,55500,1.0,920,2001,Summer,2,1.925442751670317
stage-16,giro-d-italia,80,142000,1.0,920,2001,Summer,5,2.310130235035952
stage-17,giro-d-italia,80,119000,4.0,920,2001,Summer,5,2.432385375312479
stage-19,giro-d-italia,80,163000,1.0,920,2001,Summer,4,2.2464826514965757
stage-2,giro-d-italia,80,167000,3.0,920,2001,Spring,0,1.8067953033426132
stage-20,giro-d-italia,80,181000,4.0,920,2001,Summer,5,2.281714079909709
stage-21,giro-d-italia,80,121000,1.0,920,2001,Summer,2,2.3786850635111305
stage-3,giro-d-italia,80,149000,2.0,920,2001,Spring,0,1.733448420508813
stage-4,giro-d-italia,80,169000,5.0,920,2001,Spring,0,1.7803080779599052
stage-5,giro-d-italia,80,229000,2.0,920,2001,Spring,0,1.8173457451396386
stage-6,giro-d-italia,80,150000,2.0,920,2001,Spring,0,1.7370779294224057
stage-7,giro-d-italia,80,239000,2.0,920,2001,Spring,0,1.9016045603233356
stage-8,giro-d-italia,80,185000,4.0,920,2001,Spring,0,1.8401590489700006
stage-9,giro-d-italia,80,142000,1.0,920,2001,Spring,0,1.92992866649501
prologue,giro-d-italia,80,6500,1.0,920,2002,Spring,2,1.5644117872174743
stage-1,giro-d-italia,80,215000,1.0,920,2002,Spring,0,1.824729931411577
stage-10,giro-d-italia,80,118000,3.0,920,2002,Spring,0,2.0652040027402534
stage-11,giro-d-italia,50,140000,5.0,920,2002,Spring,0,1.8950460009718761
stage-12,giro-d-italia,80,200000,2.0,920,2002,Spring,0,1.6764695662331495
stage-13,giro-d-italia,80,190000,5.0,920,2002,Spring,0,1.7730982247676919
stage-14,giro-d-italia,80,30300,1.0,920,2002,Spring,2,1.6155075006564819
stage-15,giro-d-italia,80,156000,2.0,920,2002,Spring,0,1.7033410838585745
stage-16,giro-d-italia,80,163000,4.0,920,2002,Spring,0,1.8303662490667028
stage-17,giro-d-italia,80,222000,5.0,920,2002,Spring,0,1.878512845169919
stage-18,giro-d-italia,80,143000,2.0,920,2002,Spring,0,1.766642843792786
stage-19,giro-d-italia,80,44300,1.0,920,2002,Summer,2,1.8632852745587
stage-2,giro-d-italia,50,209000,3.0,920,2002,Spring,0,1.8039578966614784
stage-20,giro-d-italia,80,142000,1.0,920,2002,Summer,5,2.260926382979594
stage-3,giro-d-italia,80,206000,2.0,920,2002,Spring,0,1.6477934088417026
stage-4,giro-d-italia,80,232000,2.0,920,2002,Spring,0,1.7910685753282591
stage-5,giro-d-italia,50,150000,5.0,920,2002,Spring,0,1.805976708621592
stage-6,giro-d-italia,80,190000,2.0,920,2002,Spring,0,1.6170124713840524
stage-7,giro-d-italia,80,159000,2.0,920,2002,Spring,0,1.6642552317211272
stage-8,giro-d-italia,80,237000,3.0,920,2002,Spring,0,1.9911125941988206
stage-9,giro-d-italia,80,201000,2.0,920,2002,Spring,0,1.6799302988361804
stage-1,giro-d-italia,80,201000,1.0,734,2003,Spring,0,1.7809274890378228
stage-10,giro-d-italia,80,211000,2.0,734,2003,Spring,0,1.723521318324271
stage-11,giro-d-italia,80,222000,1.0,734,2003,Spring,0,1.8939027433063527
stage-12,giro-d-italia,80,185000,5.0,734,2003,Spring,0,1.7754533347467467
stage-13,giro-d-italia,80,155000,2.0,734,2003,Spring,0,1.7163984883906556
stage-14,giro-d-italia,80,162000,5.0,734,2003,Spring,0,1.803419453485079
stage-15,giro-d-italia,80,42500,2.0,734,2003,Spring,2,1.9163146506999713
stage-16,giro-d-italia,80,207000,1.0,734,2003,Spring,0,1.8304988653772523
stage-17,giro-d-italia,80,117000,1.0,734,2003,Spring,0,2.0638630113948575
stage-18,giro-d-italia,80,175000,5.0,734,2003,Spring,0,1.7796609754964345
stage-19,giro-d-italia,80,239000,5.0,734,2003,Spring,0,1.995756995023748
stage-2,giro-d-italia,80,177000,2.0,734,2003,Spring,0,1.6098213898066078
stage-20,giro-d-italia,80,133000,1.0,734,2003,Spring,0,1.9504883221539278
stage-21,giro-d-italia,80,33000,1.0,734,2003,Summer,2,1.8421759559681459
stage-3,giro-d-italia,80,145000,3.0,734,2003,Spring,0,1.8537403025925976
stage-4,giro-d-italia,80,170000,2.0,734,2003,Spring,0,1.6240939906313911
stage-5,giro-d-italia,80,176000,2.0,734,2003,Spring,0,1.6190297544703842
stage-6,giro-d-italia,80,218000,2.0,734,2003,Spring,0,1.7186243909796461
stage-7,giro-d-italia,80,146000,5.0,734,2003,Spring,0,1.8402113889422218
stage-8,giro-d-italia,80,214000,2.0,734,2003,Spring,0,1.729821521503182
stage-9,giro-d-italia,80,160000,2.0,734,2003,Spring,0,1.6974559410227705
prologue,giro-d-italia,80,6900,1.0,621,2004,Spring,2,1.701532266880833
stage-1,giro-d-italia,80,143000,2.0,621,2004,Spring,0,1.8032034770968866
stage-10,giro-d-italia,80,146000,2.0,621,2004,Spring,0,1.8164921914326106
stage-11,giro-d-italia,80,228000,2.0,621,2004,Spring,0,1.8711105648274076
stage-12,giro-d-italia,80,210000,1.0,621,2004,Spring,0,1.8956661359371572
stage-13,giro-d-italia,80,52000,2.0,621,2004,Spring,2,2.020674594510081
stage-14,giro-d-italia,80,175000,2.0,621,2004,Spring,0,1.7261408552784334
stage-15,giro-d-italia,80,234000,1.0,621,2004,Spring,0,2.02010251480068
stage-16,giro-d-italia,80,217000,2.0,621,2004,Spring,0,1.8127714404213386
stage-17,giro-d-italia,80,153000,2.0,621,2004,Spring,0,1.7836871919939734
stage-18,giro-d-italia,80,118000,5.0,621,2004,Spring,0,2.0997705422313677
stage-19,giro-d-italia,80,122000,4.0,621,2004,Spring,0,2.100688183882161
stage-2,giro-d-italia,80,184000,2.0,621,2004,Spring,0,1.6725562019576024
stage-20,giro-d-italia,80,149000,1.0,621,2004,Spring,0,1.9188320452812655
stage-3,giro-d-italia,80,191000,5.0,621,2004,Spring,0,1.7951683590396414
stage-4,giro-d-italia,80,184000,2.0,621,2004,Spring,0,1.6772415794903888
stage-5,giro-d-italia,80,177000,3.0,621,2004,Spring,0,1.822343087999544
stage-6,giro-d-italia,80,164000,2.0,621,2004,Spring,0,1.7087281722738341
stage-7,giro-d-italia,80,214000,5.0,621,2004,Spring,0,1.8779309505363682
stage-8,giro-d-italia,80,214000,2.0,621,2004,Spring,0,1.7899035448385134
stage-9,giro-d-italia,80,142000,2.0,621,2004,Spring,0,1.8376708007864055
prologue,giro-d-italia,80,1150,1.0,929,2005,Spring,2,1.5103900916348705
stage-1,giro-d-italia,80,208000,3.0,929,2005,Spring,0,1.7038338650706975
stage-10,giro-d-italia,80,212000,1.0,929,2005,Spring,0,1.732761177099238
stage-11,giro-d-italia,80,150000,5.0,929,2005,Spring,0,1.7314065919565573
stage-12,giro-d-italia,80,178000,4.0,929,2005,Spring,0,1.6936672904215226
stage-13,giro-d-italia,80,218000,5.0,929,2005,Spring,0,1.7525801198927742
stage-14,giro-d-italia,80,210000,4.0,929,2005,Spring,0,1.7500644113290595
stage-15,giro-d-italia,80,154000,1.0,929,2005,Spring,0,1.7240997306283379
stage-16,giro-d-italia,80,210000,2.0,929,2005,Spring,0,1.5973461370249995
stage-17,giro-d-italia,80,194000,5.0,929,2005,Spring,0,1.665830017413407
stage-18,giro-d-italia,80,34000,2.0,929,2005,Spring,2,1.8074756023262781
stage-19,giro-d-italia,80,190000,5.0,929,2005,Spring,0,1.662452367444946
stage-2,giro-d-italia,80,182000,2.0,929,2005,Spring,0,1.4743595882412779
stage-20,giro-d-italia,80,119000,1.0,929,2005,Spring,0,1.9473289219341992
stage-3,giro-d-italia,80,210000,2.0,929,2005,Spring,0,1.5438112729511693
stage-4,giro-d-italia,80,220000,2.0,929,2005,Spring,0,1.598524551560224
stage-5,giro-d-italia,80,223000,3.0,929,2005,Spring,0,1.7656920455250074
stage-6,giro-d-italia,80,153000,2.0,929,2005,Spring,0,1.5584422509591294
stage-7,giro-d-italia,80,211000,2.0,929,2005,Spring,0,1.569341414726207
stage-8,giro-d-italia,50,45000,2.0,929,2005,Spring,2,1.8103221937989622
stage-9,giro-d-italia,80,139000,2.0,929,2005,Spring,0,1.678589038324073
prologue,giro-d-italia,80,6200,1.0,997,2006,Spring,2,1.4906853307961452
stage-1,giro-d-italia,80,197000,1.0,997,2006,Spring,0,1.6407874416362496
stage-10,giro-d-italia,50,50000,1.0,997,2006,Spring,2,1.5866164518646984
stage-11,giro-d-italia,80,171000,2.0,997,2006,Spring,0,1.5294428811417409
stage-12,giro-d-italia,80,218000,4.0,997,2006,Spring,0,1.777306530975803
stage-13,giro-d-italia,80,223000,4.0,997,2006,Spring,0,1.8058249194468847
stage-14,giro-d-italia,80,189000,1.0,997,2006,Spring,0,1.6585641350824611
stage-15,giro-d-italia,80,173000,5.0,997,2006,Spring,0,1.6510082594180788
stage-16,giro-d-italia,80,121000,5.0,997,2006,Spring,0,1.91352232149066
stage-17,giro-d-italia,80,210000,4.0,997,2006,Spring,0,1.7403823255315314
stage-18,giro-d-italia,80,224000,5.0,997,2006,Spring,0,1.776656487595874
stage-19,giro-d-italia,80,211000,4.0,997,2006,Spring,0,1.7470993265544728
stage-2,giro-d-italia,80,202000,3.0,997,2006,Spring,0,1.6528837510799481
stage-20,giro-d-italia,80,140000,1.0,997,2006,Spring,0,1.7880740755222206
stage-3,giro-d-italia,80,193000,2.0,997,2006,Spring,0,1.4770132306644286
stage-5,giro-d-italia,80,227000,1.0,997,2006,Spring,0,1.7630666561236896
stage-6,giro-d-italia,80,236000,5.0,997,2006,Spring,0,1.8205524983530448
stage-7,giro-d-italia,80,171000,5.0,997,2006,Spring,0,1.6253879874155555
stage-8,giro-d-italia,80,127000,2.0,997,2006,Spring,0,1.748849128609742
stage-9,giro-d-italia,80,187000,3.0,997,2006,Spring,0,1.6762514449552353
stage-10,giro-d-italia,80,249000,5.0,844,2007,Spring,0,1.9227954044745892
stage-11,giro-d-italia,80,198000,2.0,844,2007,Spring,0,1.4912126569439292
stage-12,giro-d-italia,80,163000,4.0,844,2007,Spring,0,1.6655032340416231
stage-13,giro-d-italia,80,13000,5.0,844,2007,Spring,2,1.8416039853358674
stage-14,giro-d-italia,80,192000,4.0,844,2007,Spring,0,1.6451963695517937
stage-15,giro-d-italia,80,184000,5.0,844,2007,Spring,0,1.5990486347518884
stage-16,giro-d-italia,80,189000,2.0,844,2007,Spring,0,1.4773591493197902
stage-17,giro-d-italia,80,142000,5.0,844,2007,Spring,0,1.7215982457436674
stage-18,giro-d-italia,80,208000,1.0,844,2007,Spring,0,1.6628697066874911
stage-19,giro-d-italia,80,178000,4.0,844,2007,Summer,5,2.0474366134320343
stage-2,giro-d-italia,80,206000,2.0,844,2007,Spring,0,1.4617254812844933
stage-20,giro-d-italia,80,43000,1.0,844,2007,Summer,2,1.766344650590957
stage-21,giro-d-italia,80,185000,2.0,844,2007,Summer,5,1.9737057372016227
stage-3,giro-d-italia,80,180000,2.0,844,2007,Spring,0,1.4153684772121053
stage-4,giro-d-italia,80,154000,5.0,844,2007,Spring,0,1.6128923852221686
stage-5,giro-d-italia,80,173000,2.0,844,2007,Spring,0,1.4278477712439392
stage-6,giro-d-italia,80,179000,4.0,844,2007,Spring,0,1.5980916376528187
stage-7,giro-d-italia,80,254000,2.0,844,2007,Spring,0,1.839185595798629
