,_url,points,length,climb_total,profile,startlist_quality,year,season,avg_delta_by_url,avg_age_by_url,min_age_by_url
1687,vuelta-a-espana/2015/stage-8,80,182500,1386,2,1115,2015,Summer,497.281914893617,28.132978723404257,22
1688,vuelta-a-espana/2016/stage-12,80,193200,2996,2,821,2016,Fall,497.281914893617,28.132978723404257,22
1689,vuelta-a-espana/2016/stage-13,80,213400,3716,2,821,2016,Fall,497.281914893617,28.132978723404257,22
1690,vuelta-a-espana/2016/stage-16,80,156400,1514,2,821,2016,Fall,497.281914893617,28.132978723404257,22
1691,vuelta-a-espana/2016/stage-18,80,200600,2550,2,821,2016,Fall,497.281914893617,28.132978723404257,22
1692,vuelta-a-espana/2016/stage-2,80,160800,2168,2,821,2016,Summer,497.281914893617,28.132978723404257,22
1693,vuelta-a-espana/2016/stage-5,80,171300,2467,2,821,2016,Summer,393.28125,27.5078125,22
1694,vuelta-a-espana/2016/stage-6,80,163200,2824,2,821,2016,Summer,393.28125,27.5078125,22
1695,vuelta-a-espana/2016/stage-7,80,158500,2616,2,821,2016,Summer,393.28125,27.5078125,22
1696,vuelta-a-espana/2017/stage-10,80,164800,1568,2,899,2017,Summer,393.28125,27.5078125,22
1697,vuelta-a-espana/2017/stage-12,80,160100,2681,2,899,2017,Summer,393.28125,27.5078125,22
1698,vuelta-a-espana/2017/stage-13,80,198400,1938,2,899,2017,Fall,393.28125,27.5078125,22
1699,vuelta-a-espana/2017/stage-19,80,149700,2484,2,899,2017,Fall,393.28125,27.5078125,22
1700,vuelta-a-espana/2017/stage-4,80,198200,1835,2,899,2017,Summer,393.28125,27.5078125,22
1701,vuelta-a-espana/2017/stage-6,80,204400,2704,2,899,2017,Summer,393.28125,27.5078125,22
1702,vuelta-a-espana/2017/stage-7,80,207000,3034,2,899,2017,Summer,393.28125,27.5078125,22
1703,vuelta-a-espana/2017/stage-8,80,199500,2593,2,899,2017,Summer,393.28125,27.5078125,22
1704,vuelta-a-espana/2018/stage-11,80,207800,3755,2,1036,2018,Fall,393.28125,27.5078125,22
1705,vuelta-a-espana/2018/stage-12,80,181100,3021,2,1036,2018,Fall,393.28125,27.5078125,22
1706,vuelta-a-espana/2018/stage-2,80,163500,2826,2,1036,2018,Summer,393.28125,27.5078125,22
1707,vuelta-a-espana/2018/stage-6,80,155700,1399,2,1036,2018,Summer,393.28125,27.5078125,22
1708,vuelta-a-espana/2018/stage-7,80,185700,2535,2,1036,2018,Summer,393.28125,27.5078125,22
1710,vuelta-a-espana/2019/stage-12,80,171400,2072,2,798,2019,Fall,393.28125,27.5078125,22
1711,vuelta-a-espana/2019/stage-3,80,188000,1730,2,798,2019,Summer,393.28125,27.5078125,22
1712,vuelta-a-espana/2019/stage-4,80,175500,1233,2,798,2019,Summer,393.28125,27.5078125,22
1713,vuelta-a-espana/2019/stage-8,80,166900,2291,2,798,2019,Summer,393.28125,27.5078125,22
1714,vuelta-a-espana/2020/stage-1,80,173000,2975,2,692,2020,Fall,393.28125,27.5078125,22
1715,vuelta-a-espana/2020/stage-16,80,162000,2762,2,692,2020,Fall,393.28125,27.5078125,22
1716,vuelta-a-espana/2020/stage-18,80,139600,1492,2,692,2020,Fall,393.28125,27.5078125,22
1717,vuelta-a-espana/2020/stage-7,80,159700,2657,2,692,2020,Fall,393.28125,27.5078125,22
1718,vuelta-a-espana/2021/stage-10,80,189000,2390,2,1023,2021,Summer,393.28125,27.5078125,22
1719,vuelta-a-espana/2021/stage-12,80,175000,2018,2,1023,2021,Summer,393.28125,27.5078125,22
1720,vuelta-a-espana/2021/stage-16,80,180000,2279,2,1023,2021,Summer,393.28125,27.5078125,22
1721,vuelta-a-espana/2021/stage-19,80,191200,3540,2,1023,2021,Fall,393.28125,27.5078125,22
1722,vuelta-a-espana/2022/stage-5,80,187200,2978,2,968,2022,Summer,393.28125,27.5078125,22
1723,vuelta-a-espana/2022/stage-7,80,190000,3359,2,968,2022,Summer,393.28125,27.5078125,22
1739,dauphine/2016/stage-2,50,168000,2890,3,1182,2016,Summer,38.45161290322581,29.76129032258065,22
1740,dauphine/2016/stage-4,50,176000,1479,3,1182,2016,Summer,38.45161290322581,29.76129032258065,22
1741,dauphine/2016/stage-7,50,151000,3794,3,1182,2016,Summer,38.45161290322581,29.76129032258065,22
1749,giro-d-italia/2001/stage-2,80,167000,1018,3,920,2001,Spring,1140.9634146341464,29.73780487804878,21
1753,giro-d-italia/2003/stage-3,80,145000,1332,3,734,2003,Spring,991.8343949044586,28.146496815286625,22
1754,giro-d-italia/2004/stage-5,80,177000,1549,3,621,2004,Spring,991.8343949044586,28.146496815286625,22
1755,giro-d-italia/2005/stage-1,80,208000,1785,3,929,2005,Spring,991.8343949044586,28.146496815286625,22
1756,giro-d-italia/2005/stage-5,80,223000,3353,3,929,2005,Spring,991.8343949044586,28.146496815286625,22
1757,giro-d-italia/2006/stage-2,80,202000,1873,3,997,2006,Spring,991.8343949044586,28.146496815286625,22
1758,giro-d-italia/2006/stage-9,80,187000,2652,3,997,2006,Spring,991.8343949044586,28.146496815286625,22
1759,giro-d-italia/2008/stage-2,80,207000,3889,3,1058,2008,Spring,991.8343949044586,28.146496815286625,22
1760,giro-d-italia/2008/stage-5,80,203000,2835,3,1058,2008,Spring,991.8343949044586,28.146496815286625,22
1761,giro-d-italia/2008/stage-6,80,232000,2387,3,1058,2008,Spring,991.8343949044586,28.146496815286625,22
1762,giro-d-italia/2008/stage-7,80,180000,3936,3,1058,2008,Spring,991.8343949044586,28.146496815286625,22
1763,giro-d-italia/2008/stage-8,80,208000,2357,3,1058,2008,Spring,991.8343949044586,28.146496815286625,22
1764,giro-d-italia/2009/stage-14,80,174000,2675,3,975,2009,Spring,991.8343949044586,28.146496815286625,22
1765,giro-d-italia/2009/stage-20,80,203000,1577,3,975,2009,Spring,991.8343949044586,28.146496815286625,22
1766,giro-d-italia/2009/stage-3,80,198000,1155,3,975,2009,Spring,991.8343949044586,28.146496815286625,22
1767,giro-d-italia/2010/stage-11,80,262000,4024,3,878,2010,Spring,991.8343949044586,28.146496815286625,22
1768,giro-d-italia/2010/stage-9,80,188000,1018,3,878,2010,Spring,573.5833333333334,27.3125,21
1769,giro-d-italia/2011/stage-10,80,159000,1207,3,891,2011,Spring,573.5833333333334,27.3125,21
1770,giro-d-italia/2011/stage-11,80,144000,2612,3,891,2011,Spring,573.5833333333334,27.3125,21
1771,giro-d-italia/2011/stage-5,80,191000,2723,3,891,2011,Spring,573.5833333333334,27.3125,21
1772,giro-d-italia/2011/stage-6,80,216000,3121,3,891,2011,Spring,573.5833333333334,27.3125,21
1773,giro-d-italia/2011/stage-8,80,217000,2082,3,891,2011,Spring,573.5833333333334,27.3125,21
1774,giro-d-italia/2012/stage-10,80,186000,2424,3,886,2012,Spring,573.5833333333334,27.3125,21
1775,giro-d-italia/2012/stage-7,80,205000,3855,3,886,2012,Spring,573.5833333333334,27.3125,21
1776,giro-d-italia/2013/stage-11,80,182000,2824,3,930,2013,Spring,573.5833333333334,27.3125,21
1777,giro-d-italia/2013/stage-8,80,54800,887,3,930,2013,Spring,573.5833333333334,27.3125,21
1778,giro-d-italia/2014/stage-5,80,203000,2413,3,892,2014,Spring,573.5833333333334,27.3125,21
1779,giro-d-italia/2014/stage-6,80,257000,1997,3,892,2014,Spring,573.5833333333334,27.3125,21
1780,giro-d-italia/2015/stage-12,80,190000,1288,3,861,2015,Spring,573.5833333333334,27.3125,21
1781,giro-d-italia/2015/stage-14,80,59400,593,3,861,2015,Spring,573.5833333333334,27.3125,21
1782,giro-d-italia/2015/stage-7,80,264000,2873,3,861,2015,Spring,204.0530973451328,28.283185840707965,20
1783,giro-d-italia/2016/stage-5,80,233000,3459,3,933,2016,Spring,204.0530973451328,28.283185840707965,20
1784,giro-d-italia/2016/stage-8,80,186000,1985,3,933,2016,Spring,204.0530973451328,28.283185840707965,20
1786,giro-d-italia/2018/stage-11,80,156000,2027,3,838,2018,Spring,204.0530973451328,28.283185840707965,20
1787,giro-d-italia/2018/stage-4,80,202000,3428,3,838,2018,Spring,204.0530973451328,28.283185840707965,20
1788,giro-d-italia/2018/stage-5,80,153000,2237,3,838,2018,Spring,204.0530973451328,28.283185840707965,20
1790,giro-d-italia/2019/stage-15,80,232000,3122,3,896,2019,Spring,204.0530973451328,28.283185840707965,20
1791,giro-d-italia/2019/stage-4,80,235000,2995,3,896,2019,Spring,204.0530973451328,28.283185840707965,20
1793,giro-d-italia/2020/stage-16,80,229000,4056,3,765,2020,Fall,204.0530973451328,28.283185840707965,20
1794,giro-d-italia/2020/stage-2,80,149000,2359,3,765,2020,Fall,204.0530973451328,28.283185840707965,20
1797,giro-d-italia/2021/stage-9,80,158000,3503,3,885,2021,Spring,111.85,27.6,22
1798,giro-d-italia/2022/stage-1,80,195000,1390,3,817,2022,Spring,111.85,27.6,22
1799,gp-montreal/2016/result,225,205700,3779,3,914,2016,Fall,791.2666666666667,28.17037037037037,20
1800,gp-quebec/2016/result,225,201600,2824,3,914,2016,Fall,791.2666666666667,28.17037037037037,20
1801,gp-quebec/2017/result,225,201600,2824,3,824,2017,Fall,791.2666666666667,28.17037037037037,20
1802,gp-quebec/2018/result,225,201600,2508,3,742,2018,Fall,791.2666666666667,28.17037037037037,20
1803,gp-quebec/2019/result,225,201600,2508,3,869,2019,Fall,791.2666666666667,28.17037037037037,20
1804,gp-quebec/2022/result,225,201600,2508,3,866,2022,Fall,791.2666666666667,28.17037037037037,20
1807,il-lombardia/2001/result,275,256000,4242,3,1009,2001,Fall,791.2666666666667,28.17037037037037,20
1809,itzulia-basque-country/2013/stage-3,50,164700,2308,3,927,2013,Spring,306.3333333333333,27.133333333333333,22
1810,itzulia-basque-country/2013/stage-4,50,151600,2775,3,927,2013,Spring,306.3333333333333,27.133333333333333,22
1811,itzulia-basque-country/2015/stage-4,50,162200,3498,3,970,2015,Spring,306.3333333333333,27.133333333333333,22
1812,itzulia-basque-country/2015/stage-5,50,155500,3377,3,970,2015,Spring,306.3333333333333,27.133333333333333,22
1814,itzulia-basque-country/2019/stage-2,50,149500,1887,3,762,2019,Spring,1147.9289940828403,28.39644970414201,19
1815,itzulia-basque-country/2019/stage-3,50,191400,2356,3,762,2019,Spring,1147.9289940828403,28.39644970414201,19
1817,itzulia-basque-country/2021/stage-2,50,154800,2616,3,936,2021,Spring,1147.9289940828403,28.39644970414201,19
1818,itzulia-basque-country/2021/stage-3,50,167700,2591,3,936,2021,Spring,1147.9289940828403,28.39644970414201,19
1819,itzulia-basque-country/2022/stage-5,50,163760,3485,3,741,2022,Spring,1147.9289940828403,28.39644970414201,19
1823,la-fleche-wallone/2012/result,225,194000,2320,3,975,2012,Spring,1147.9289940828403,28.39644970414201,19
1824,la-fleche-wallone/2013/result,225,205000,2130,3,1053,2013,Spring,1147.9289940828403,28.39644970414201,19
1825,la-fleche-wallone/2014/result,225,199000,2645,3,977,2014,Spring,1147.9289940828403,28.39644970414201,19
1826,la-fleche-wallone/2015/result,225,205500,3030,3,1112,2015,Spring,1147.9289940828403,28.39644970414201,19
1827,la-fleche-wallone/2016/result,225,196000,3042,3,909,2016,Spring,1147.9289940828403,28.39644970414201,19
1828,la-fleche-wallone/2017/result,225,200500,2596,3,865,2017,Spring,1147.9289940828403,28.39644970414201,19
1829,la-fleche-wallone/2018/result,225,198500,3257,3,1053,2018,Spring,1147.9289940828403,28.39644970414201,19
1830,la-fleche-wallone/2019/result,225,195000,2930,3,1017,2019,Spring,1147.9289940828403,28.39644970414201,19
1833,la-fleche-wallone/2022/result,225,202100,3160,3,971,2022,Spring,1147.9289940828403,28.39644970414201,19
1834,la-fleche-wallone/2023/result,225,194300,3092,3,915,2023,Spring,1147.9289940828403,28.39644970414201,19
1839,liege-bastogne-liege/2016/result,275,248000,4015,3,1075,2016,Spring,1147.9289940828403,28.39644970414201,19
1842,paris-nice/2011/stage-5,50,194000,3449,3,1038,2011,Spring,150.1011235955056,29.60674157303371,21
1843,paris-nice/2011/stage-7,50,215500,3327,3,1038,2011,Spring,150.1011235955056,29.60674157303371,21
1844,paris-nice/2012/stage-3,50,194000,2105,3,1079,2012,Spring,150.1011235955056,29.60674157303371,21
1845,paris-nice/2012/stage-4,50,183000,2650,3,1079,2012,Spring,150.1011235955056,29.60674157303371,21
1846,paris-nice/2012/stage-5,50,178000,3037,3,1079,2012,Spring,150.1011235955056,29.60674157303371,21
1847,paris-nice/2014/stage-6,50,221500,2789,3,971,2014,Spring,150.1011235955056,29.60674157303371,21
1849,paris-nice/2015/stage-5,50,192000,1789,3,1225,2015,Spring,150.1011235955056,29.60674157303371,21
1851,paris-nice/2018/stage-1,50,135000,1224,3,936,2018,Spring,150.1011235955056,29.60674157303371,21
1852,paris-nice/2021/stage-4,50,187600,3540,3,1044,2021,Spring,150.1011235955056,29.60674157303371,21
1853,paris-nice/2021/stage-6,50,202400,3181,3,1044,2021,Spring,150.1011235955056,29.60674157303371,21
1862,strade-bianche/2019/result,225,184000,2993,3,680,2019,Spring,5.2,27.75,22
1863,strade-bianche/2020/result,225,184000,3073,3,804,2020,Summer,5.2,27.75,22
1864,strade-bianche/2021/result,225,184000,3072,3,827,2021,Spring,5.2,27.75,22
1865,strade-bianche/2022/result,225,184000,3107,3,662,2022,Spring,5.2,27.75,22
1866,strade-bianche/2023/result,225,184000,3107,3,688,2023,Spring,5.2,27.75,22
1867,tirreno-adriatico/2009/stage-4,50,171000,2307,3,1206,2009,Spring,11.96987951807229,27.53012048192771,21
1869,tirreno-adriatico/2010/stage-4,50,243000,3603,3,1176,2010,Spring,624.3539823008849,27.663716814159294,23
1870,tirreno-adriatico/2011/stage-4,50,240000,3351,3,1216,2011,Spring,624.3539823008849,27.663716814159294,23
1871,tirreno-adriatico/2011/stage-6,50,178000,2695,3,1216,2011,Spring,624.3539823008849,27.663716814159294,23
1872,tirreno-adriatico/2012/stage-4,50,251000,3470,3,1188,2012,Spring,624.3539823008849,27.663716814159294,23
1873,tirreno-adriatico/2012/stage-6,50,181000,3273,3,1188,2012,Spring,624.3539823008849,27.663716814159294,23
1874,tirreno-adriatico/2014/stage-3,50,210000,1950,3,1269,2014,Spring,624.3539823008849,27.663716814159294,23
1875,tirreno-adriatico/2016/stage-6,50,210000,1277,3,1133,2016,Spring,624.3539823008849,27.663716814159294,23
1876,tirreno-adriatico/2017/stage-2,50,229000,2370,3,1036,2017,Spring,624.3539823008849,27.663716814159294,23
1877,tirreno-adriatico/2017/stage-5,50,209000,3410,3,1036,2017,Spring,624.3539823008849,27.663716814159294,23
1878,tirreno-adriatico/2018/stage-3,50,239000,3177,3,1196,2018,Spring,624.3539823008849,27.663716814159294,23
1879,tirreno-adriatico/2018/stage-5,50,178000,1946,3,1196,2018,Spring,624.3539823008849,27.663716814159294,23
1880,tirreno-adriatico/2019/stage-2,50,195000,2168,3,1067,2019,Spring,624.3539823008849,27.663716814159294,23
1881,tirreno-adriatico/2019/stage-5,50,180000,2902,3,1067,2019,Spring,624.3539823008849,27.663716814159294,23
1884,tirreno-adriatico/2021/stage-2,50,202000,2372,3,1108,2021,Spring,624.3539823008849,27.663716814159294,23
1885,tirreno-adriatico/2021/stage-3,50,219000,3001,3,1108,2021,Spring,624.3539823008849,27.663716814159294,23
1886,tirreno-adriatico/2021/stage-5,50,205000,2639,3,1108,2021,Spring,624.3539823008849,27.663716814159294,23
1887,tirreno-adriatico/2022/stage-4,50,202000,3092,3,1059,2022,Spring,624.3539823008849,27.663716814159294,23
1888,tirreno-adriatico/2022/stage-5,50,155000,2402,3,1059,2022,Spring,624.3539823008849,27.663716814159294,23
1889,tirreno-adriatico/2023/stage-4,50,218000,2503,3,1044,2023,Spring,624.3539823008849,27.663716814159294,23
1890,tirreno-adriatico/2023/stage-6,50,193000,3610,3,1044,2023,Spring,624.3539823008849,27.663716814159294,23
1893,tour-de-france/1979/stage-23,100,205000,1674,3,1381,1979,Summer,399.67763157894734,28.375,20
1895,tour-de-france/1980/stage-15,100,160000,1057,3,1224,1980,Summer,399.67763157894734,28.375,20
1900,tour-de-france/1985/stage-20,100,225000,3000,3,1470,1985,Summer,399.67763157894734,28.375,20
1901,tour-de-france/1985/stage-9,100,173500,2890,3,1470,1985,Summer,211.6875,28.232142857142858,20
1913,tour-de-france/1996/stage-13,100,177000,3000,3,1872,1996,Summer,869.4640522875817,27.830065359477125,23
1914,tour-de-france/1996/stage-14,100,186500,3000,3,1872,1996,Summer,869.4640522875817,27.830065359477125,23
1916,tour-de-france/1999/stage-12,100,197000,4243,3,1255,1999,Summer,869.4640522875817,27.830065359477125,23
1917,tour-de-france/2001/stage-16,100,227500,3500,3,1496,2001,Summer,869.4640522875817,27.830065359477125,23
1918,tour-de-france/2001/stage-17,100,194000,3000,3,1496,2001,Summer,869.4640522875817,27.830065359477125,23
1919,tour-de-france/2001/stage-3,100,198500,2098,3,1496,2001,Summer,869.4640522875817,27.830065359477125,23
1920,tour-de-france/2002/stage-1,100,192500,3000,3,1489,2002,Summer,869.4640522875817,27.830065359477125,23
1922,tour-de-france/2004/stage-10,100,237000,4500,3,1555,2004,Summer,511.6513157894737,28.25657894736842,20
1923,tour-de-france/2004/stage-15,70,180500,4818,3,1555,2004,Summer,511.6513157894737,28.25657894736842,20
1924,tour-de-france/2004/stage-19,70,55000,1042,3,1555,2004,Summer,511.6513157894737,28.25657894736842,20
1925,tour-de-france/2004/stage-8,100,168000,2306,3,1555,2004,Summer,511.6513157894737,28.25657894736842,20
1926,tour-de-france/2005/stage-19,100,154000,2344,3,1535,2005,Summer,511.6513157894737,28.25657894736842,20
1927,tour-de-france/2008/stage-1,100,197500,2324,3,1520,2008,Summer,511.6513157894737,28.25657894736842,20
1928,tour-de-france/2008/stage-2,100,164500,1888,3,1520,2008,Summer,511.6513157894737,28.25657894736842,20
1929,tour-de-france/2009/stage-6,100,181500,2227,3,1557,2009,Summer,511.6513157894737,28.25657894736842,20
1930,tour-de-france/2010/stage-12,100,210500,3485,3,1685,2010,Summer,511.6513157894737,28.25657894736842,20
1931,tour-de-france/2011/stage-1,100,191500,1286,3,1713,2011,Summer,511.6513157894737,28.25657894736842,20
1941,tour-de-france/2016/stage-2,100,183000,1985,3,1758,2016,Summer,19.902857142857144,29.708571428571428,21
1943,tour-de-france/2018/stage-5,100,204500,2704,3,1689,2018,Summer,19.902857142857144,29.708571428571428,21
1945,tour-de-france/2019/stage-1,100,194500,1582,3,1699,2019,Summer,19.902857142857144,29.708571428571428,21
1947,tour-de-france/2021/stage-1,100,197800,2843,3,1646,2021,Summer,19.902857142857144,29.708571428571428,21
1948,tour-de-france/2021/stage-2,100,183500,2210,3,1646,2021,Summer,19.902857142857144,29.708571428571428,21
1949,tour-de-france/2022/stage-19,100,188300,1316,3,1551,2022,Summer,19.902857142857144,29.708571428571428,21
1952,tour-de-france/2022/stage-8,100,186300,2556,3,1551,2022,Summer,19.902857142857144,29.708571428571428,21
1953,tour-de-france/2022/stage-9,100,192900,3743,3,1551,2022,Summer,19.902857142857144,29.708571428571428,21
1958,tour-de-romandie/2019/stage-3,50,160000,2527,3,570,2019,Spring,10.025974025974026,29.5974025974026,22
1960,tour-de-romandie/2022/stage-1,50,178000,2729,3,508,2022,Spring,10.025974025974026,29.5974025974026,22
1962,tour-de-suisse/2014/stage-4,50,160400,1241,3,944,2014,Summer,262.3485714285714,28.68,21
1963,tour-de-suisse/2015/stage-4,50,193200,2323,3,1048,2015,Summer,262.3485714285714,28.68,21
1964,tour-de-suisse/2015/stage-8,50,152500,2138,3,1048,2015,Summer,262.3485714285714,28.68,21
1965,tour-de-suisse/2016/stage-4,50,193000,2305,3,680,2016,Summer,262.3485714285714,28.68,21
1966,tour-de-suisse/2017/stage-3,50,159300,1618,3,855,2017,Summer,262.3485714285714,28.68,21
1967,tour-de-suisse/2018/stage-8,50,123000,824,3,956,2018,Summer,262.3485714285714,28.68,21
1968,tour-de-suisse/2021/stage-3,50,182100,2492,3,670,2021,Summer,262.3485714285714,28.68,21
1969,tour-de-suisse/2022/stage-5,50,190100,2610,3,767,2022,Summer,262.3485714285714,28.68,21
1970,uae-tour/2019/stage-4,50,197000,1438,3,751,2019,Winter,262.3485714285714,28.68,21
1971,uae-tour/2021/stage-3,50,166000,1430,3,755,2021,Winter,262.3485714285714,28.68,21
1977,volta-a-catalunya/2015/stage-2,50,191800,2364,3,817,2015,Spring,710.5916230366493,28.75916230366492,20
1978,volta-a-catalunya/2015/stage-4,50,188400,3867,3,817,2015,Spring,710.5916230366493,28.75916230366492,20
1979,volta-a-catalunya/2019/stage-2,50,166700,1725,3,918,2019,Spring,710.5916230366493,28.75916230366492,20
1980,volta-a-catalunya/2021/stage-6,50,193800,2671,3,772,2021,Spring,710.5916230366493,28.75916230366492,20
1981,volta-a-catalunya/2022/stage-1,50,171200,1688,3,722,2022,Spring,710.5916230366493,28.75916230366492,20
1982,volta-a-catalunya/2023/stage-1,50,164600,2091,3,704,2023,Spring,710.5916230366493,28.75916230366492,20
1986,vuelta-a-espana/1988/stage-12,80,197500,3353,3,828,1988,Spring,1435.268456375839,28.14093959731544,23
1988,vuelta-a-espana/1990/stage-8,80,199600,2595,3,807,1990,Spring,1435.268456375839,28.14093959731544,23
1989,vuelta-a-espana/1991/stage-16,80,186600,2939,3,1042,1991,Spring,324.4294117647059,29.01764705882353,22
1990,vuelta-a-espana/1991/stage-6,80,236500,970,3,1042,1991,Spring,324.4294117647059,29.01764705882353,22
1992,vuelta-a-espana/1991/stage-9,80,140000,1435,3,1042,1991,Spring,324.4294117647059,29.01764705882353,22
1993,vuelta-a-espana/1992/stage-15,80,163000,1997,3,1033,1992,Spring,324.4294117647059,29.01764705882353,22
1994,vuelta-a-espana/1992/stage-18,80,218900,3604,3,1033,1992,Spring,324.4294117647059,29.01764705882353,22
1996,vuelta-a-espana/1993/stage-10,80,206000,1288,3,819,1993,Spring,324.4294117647059,29.01764705882353,22
1997,vuelta-a-espana/1993/stage-16,80,160000,3757,3,819,1993,Spring,324.4294117647059,29.01764705882353,22
1998,vuelta-a-espana/1993/stage-7,80,184000,1705,3,819,1993,Spring,324.4294117647059,29.01764705882353,22
1999,vuelta-a-espana/1994/stage-16,80,147700,2424,3,791,1994,Spring,324.4294117647059,29.01764705882353,22
2000,vuelta-a-espana/1995/stage-15,80,154000,3099,3,883,1995,Fall,324.4294117647059,29.01764705882353,22
2001,vuelta-a-espana/1995/stage-2,80,223500,2590,3,883,1995,Fall,324.4294117647059,29.01764705882353,22
2002,vuelta-a-espana/1995/stage-5,80,179800,3101,3,883,1995,Fall,324.4294117647059,29.01764705882353,22
2004,vuelta-a-espana/1996/stage-20,80,209500,4056,3,988,1996,Fall,324.4294117647059,29.01764705882353,22
2006,vuelta-a-espana/1996/stage-6,80,196500,2027,3,988,1996,Fall,324.4294117647059,29.01764705882353,22
2007,vuelta-a-espana/1997/stage-13,80,196000,3887,3,1165,1997,Fall,324.4294117647059,29.01764705882353,22
2008,vuelta-a-espana/1997/stage-14,80,160000,2677,3,1165,1997,Fall,324.4294117647059,29.01764705882353,22
2009,vuelta-a-espana/1997/stage-15,80,159000,2995,3,1165,1997,Fall,324.4294117647059,29.01764705882353,22
2010,vuelta-a-espana/1997/stage-17,80,195000,2083,3,1165,1997,Fall,324.4294117647059,29.01764705882353,22
2011,vuelta-a-espana/1997/stage-6,80,147000,2169,3,1165,1997,Fall,324.4294117647059,29.01764705882353,22
2012,vuelta-a-espana/1999/stage-13,80,149000,3001,3,1342,1999,Fall,111.64864864864865,27.31081081081081,22
2014,vuelta-a-espana/2000/stage-4,80,159000,596,3,981,2000,Summer,111.64864864864865,27.31081081081081,22
2015,vuelta-a-espana/2004/stage-3,80,157000,1332,3,1177,2004,Fall,111.64864864864865,27.31081081081081,22
2016,vuelta-a-espana/2004/stage-5,80,186500,2240,3,1177,2004,Fall,111.64864864864865,27.31081081081081,22
2017,vuelta-a-espana/2006/stage-10,80,199300,2355,3,1026,2006,Fall,111.64864864864865,27.31081081081081,22
2018,vuelta-a-espana/2006/stage-8,80,181600,2290,3,1026,2006,Fall,20.8,26.95,23
2019,vuelta-a-espana/2007/stage-3,80,153000,2789,3,995,2007,Fall,497.281914893617,28.132978723404257,22
2020,vuelta-a-espana/2008/stage-2,80,167300,2224,3,1101,2008,Summer,497.281914893617,28.132978723404257,22
2021,vuelta-a-espana/2008/stage-6,80,150100,1142,3,1101,2008,Fall,497.281914893617,28.132978723404257,22
2022,vuelta-a-espana/2010/stage-3,80,156000,2868,3,1123,2010,Summer,497.281914893617,28.132978723404257,22
2023,vuelta-a-espana/2010/stage-4,80,177000,3442,3,1123,2010,Summer,497.281914893617,28.132978723404257,22
2024,vuelta-a-espana/2011/stage-12,80,160000,2433,3,1170,2011,Fall,497.281914893617,28.132978723404257,22
2025,vuelta-a-espana/2011/stage-5,80,187000,3510,3,1170,2011,Summer,497.281914893617,28.132978723404257,22
2026,vuelta-a-espana/2011/stage-8,80,183000,3835,3,1170,2011,Summer,497.281914893617,28.132978723404257,22
2027,vuelta-a-espana/2012/stage-12,80,184600,2589,3,852,2012,Summer,497.281914893617,28.132978723404257,22
2028,vuelta-a-espana/2012/stage-19,80,178400,1719,3,852,2012,Fall,497.281914893617,28.132978723404257,22
2029,vuelta-a-espana/2012/stage-6,80,174800,2291,3,852,2012,Summer,497.281914893617,28.132978723404257,22
2030,vuelta-a-espana/2012/stage-9,80,194000,2442,3,852,2012,Summer,497.281914893617,28.132978723404257,22
2031,vuelta-a-espana/2013/stage-3,80,184800,1878,3,1128,2013,Summer,497.281914893617,28.132978723404257,22
2032,vuelta-a-espana/2013/stage-4,80,189000,2799,3,1128,2013,Summer,497.281914893617,28.132978723404257,22
2033,vuelta-a-espana/2013/stage-9,80,163700,2677,3,1128,2013,Fall,497.281914893617,28.132978723404257,22
2034,vuelta-a-espana/2014/stage-18,80,157000,2384,3,1175,2014,Fall,497.281914893617,28.132978723404257,22
2035,vuelta-a-espana/2014/stage-3,80,197800,2917,3,1175,2014,Summer,497.281914893617,28.132978723404257,22
2036,vuelta-a-espana/2014/stage-6,80,167100,2977,3,1175,2014,Summer,497.281914893617,28.132978723404257,22
2037,vuelta-a-espana/2014/stage-7,80,169000,2744,3,1175,2014,Summer,497.281914893617,28.132978723404257,22
2038,vuelta-a-espana/2015/stage-19,80,185800,2331,3,1115,2015,Fall,497.281914893617,28.132978723404257,22
2039,vuelta-a-espana/2015/stage-2,80,158700,2597,3,1115,2015,Summer,497.281914893617,28.132978723404257,22
2040,vuelta-a-espana/2015/stage-4,80,209600,2141,3,1115,2015,Summer,497.281914893617,28.132978723404257,22
2041,vuelta-a-espana/2015/stage-6,80,200300,2908,3,1115,2015,Summer,497.281914893617,28.132978723404257,22
2042,vuelta-a-espana/2015/stage-9,80,168300,2044,3,1115,2015,Summer,497.281914893617,28.132978723404257,22
2043,vuelta-a-espana/2016/stage-3,80,176400,2983,3,821,2016,Summer,393.28125,27.5078125,22
2044,vuelta-a-espana/2016/stage-4,80,163500,3196,3,821,2016,Summer,393.28125,27.5078125,22
2045,vuelta-a-espana/2016/stage-9,80,164500,2780,3,821,2016,Summer,393.28125,27.5078125,22
2046,vuelta-a-espana/2017/stage-18,80,169000,3476,3,899,2017,Fall,393.28125,27.5078125,22
2047,vuelta-a-espana/2017/stage-5,80,157700,2909,3,899,2017,Summer,393.28125,27.5078125,22
2048,vuelta-a-espana/2017/stage-9,80,174000,2041,3,899,2017,Summer,393.28125,27.5078125,22
2049,vuelta-a-espana/2018/stage-8,80,195100,2112,3,1036,2018,Fall,393.28125,27.5078125,22
2050,vuelta-a-espana/2019/stage-14,80,188000,2432,3,798,2019,Fall,393.28125,27.5078125,22
