,_url,points,length,climb_total,profile,startlist_quality,year,season,avg_delta_by_url,avg_age_by_url,min_age_by_url
33,giro-d-italia/2003/stage-11,80,222000,168,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
34,giro-d-italia/2003/stage-16,80,207000,791,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
35,giro-d-italia/2003/stage-17,80,117000,489,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
36,giro-d-italia/2003/stage-20,80,133000,1002,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
39,giro-d-italia/2004/stage-12,80,210000,171,1,621,2004,Spring,991.8343949044586,28.146496815286625,22
40,giro-d-italia/2004/stage-15,80,234000,1355,1,621,2004,Spring,991.8343949044586,28.146496815286625,22
41,giro-d-italia/2004/stage-20,80,149000,266,1,621,2004,Spring,991.8343949044586,28.146496815286625,22
43,giro-d-italia/2005/stage-10,80,212000,230,1,929,2005,Spring,991.8343949044586,28.146496815286625,22
44,giro-d-italia/2005/stage-15,80,154000,950,1,929,2005,Spring,991.8343949044586,28.146496815286625,22
45,giro-d-italia/2005/stage-20,80,119000,366,1,929,2005,Spring,991.8343949044586,28.146496815286625,22
47,giro-d-italia/2006/stage-1,80,197000,1364,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
48,giro-d-italia/2006/stage-10,50,50000,69,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
49,giro-d-italia/2006/stage-14,80,189000,496,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
50,giro-d-italia/2006/stage-20,80,140000,430,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
51,giro-d-italia/2006/stage-5,80,227000,329,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
52,giro-d-italia/2007/stage-18,80,208000,360,1,844,2007,Spring,991.8343949044586,28.146496815286625,22
54,giro-d-italia/2008/stage-12,80,169000,325,1,1058,2008,Spring,991.8343949044586,28.146496815286625,22
55,giro-d-italia/2008/stage-13,80,177000,202,1,1058,2008,Spring,991.8343949044586,28.146496815286625,22
57,giro-d-italia/2009/stage-13,80,176000,745,1,975,2009,Spring,991.8343949044586,28.146496815286625,22
58,giro-d-italia/2009/stage-2,80,156000,646,1,975,2009,Spring,991.8343949044586,28.146496815286625,22
60,giro-d-italia/2009/stage-9,80,155000,195,1,975,2009,Spring,991.8343949044586,28.146496815286625,22
62,giro-d-italia/2010/stage-2,80,209000,684,1,878,2010,Spring,991.8343949044586,28.146496815286625,22
63,giro-d-italia/2010/stage-3,80,224000,322,1,878,2010,Spring,991.8343949044586,28.146496815286625,22
64,giro-d-italia/2011/stage-12,80,184000,488,1,891,2011,Spring,573.5833333333334,27.3125,21
65,giro-d-italia/2011/stage-2,80,244000,944,1,891,2011,Spring,573.5833333333334,27.3125,21
68,giro-d-italia/2012/stage-13,80,121000,1740,1,886,2012,Spring,573.5833333333334,27.3125,21
69,giro-d-italia/2012/stage-18,80,149000,1009,1,886,2012,Spring,573.5833333333334,27.3125,21
70,giro-d-italia/2012/stage-2,80,206000,671,1,886,2012,Spring,573.5833333333334,27.3125,21
72,giro-d-italia/2012/stage-3,80,190000,1184,1,886,2012,Spring,573.5833333333334,27.3125,21
73,giro-d-italia/2012/stage-5,80,209000,842,1,886,2012,Spring,573.5833333333334,27.3125,21
74,giro-d-italia/2012/stage-9,80,166000,1298,1,886,2012,Spring,573.5833333333334,27.3125,21
75,giro-d-italia/2013/stage-1,80,130000,1114,1,930,2013,Spring,573.5833333333334,27.3125,21
76,giro-d-italia/2013/stage-12,80,134000,1064,1,930,2013,Spring,573.5833333333334,27.3125,21
77,giro-d-italia/2013/stage-13,80,254000,1897,1,930,2013,Spring,573.5833333333334,27.3125,21
78,giro-d-italia/2013/stage-21,80,197000,671,1,930,2013,Spring,573.5833333333334,27.3125,21
79,giro-d-italia/2013/stage-6,80,169000,550,1,930,2013,Spring,573.5833333333334,27.3125,21
80,giro-d-italia/2014/stage-10,80,173000,403,1,892,2014,Spring,573.5833333333334,27.3125,21
81,giro-d-italia/2014/stage-12,80,42200,654,1,892,2014,Spring,573.5833333333334,27.3125,21
82,giro-d-italia/2014/stage-13,80,157000,780,1,892,2014,Spring,573.5833333333334,27.3125,21
83,giro-d-italia/2014/stage-17,80,208000,1823,1,892,2014,Spring,573.5833333333334,27.3125,21
84,giro-d-italia/2014/stage-2,80,219000,1349,1,892,2014,Spring,573.5833333333334,27.3125,21
85,giro-d-italia/2014/stage-21,80,172000,1092,1,892,2014,Summer,573.5833333333334,27.3125,21
86,giro-d-italia/2014/stage-3,80,187000,1243,1,892,2014,Spring,573.5833333333334,27.3125,21
87,giro-d-italia/2014/stage-4,80,112000,309,1,892,2014,Spring,573.5833333333334,27.3125,21
88,giro-d-italia/2015/stage-10,80,200000,841,1,861,2015,Spring,573.5833333333334,27.3125,21
89,giro-d-italia/2015/stage-13,80,147000,131,1,861,2015,Spring,573.5833333333334,27.3125,21
90,giro-d-italia/2015/stage-21,80,185000,142,1,861,2015,Spring,573.5833333333334,27.3125,21
92,giro-d-italia/2016/stage-12,80,182000,122,1,933,2016,Spring,204.0530973451328,28.283185840707965,20
93,giro-d-italia/2016/stage-2,80,190000,732,1,933,2016,Spring,204.0530973451328,28.283185840707965,20
94,giro-d-italia/2016/stage-21,80,163000,879,1,933,2016,Spring,204.0530973451328,28.283185840707965,20
95,giro-d-italia/2016/stage-3,80,190000,691,1,933,2016,Spring,204.0530973451328,28.283185840707965,20
96,giro-d-italia/2017/stage-13,80,167000,399,1,881,2017,Spring,204.0530973451328,28.283185840707965,20
98,giro-d-italia/2017/stage-3,80,148000,1441,1,881,2017,Spring,204.0530973451328,28.283185840707965,20
99,giro-d-italia/2018/stage-13,80,180000,429,1,838,2018,Spring,204.0530973451328,28.283185840707965,20
101,giro-d-italia/2018/stage-21,80,115000,897,1,838,2018,Spring,204.0530973451328,28.283185840707965,20
102,giro-d-italia/2018/stage-7,80,159000,1023,1,838,2018,Spring,204.0530973451328,28.283185840707965,20
103,giro-d-italia/2019/stage-10,80,145000,160,1,896,2019,Spring,204.0530973451328,28.283185840707965,20
104,giro-d-italia/2019/stage-11,80,221000,476,1,896,2019,Spring,204.0530973451328,28.283185840707965,20
106,giro-d-italia/2020/stage-13,80,192000,827,1,765,2020,Fall,204.0530973451328,28.283185840707965,20
108,giro-d-italia/2020/stage-19,80,124000,406,1,765,2020,Fall,204.0530973451328,28.283185840707965,20
110,giro-d-italia/2020/stage-7,80,143000,450,1,765,2020,Fall,204.0530973451328,28.283185840707965,20
116,giro-d-italia/2022/stage-11,80,203000,369,1,817,2022,Spring,111.85,27.6,22
124,itzulia-basque-country/2011/stage-2,50,167000,2997,1,935,2011,Spring,306.3333333333333,27.133333333333333,22
125,itzulia-basque-country/2012/stage-2,50,165700,2631,1,928,2012,Spring,306.3333333333333,27.133333333333333,22
126,itzulia-basque-country/2012/stage-5,50,183000,2997,1,928,2012,Spring,306.3333333333333,27.133333333333333,22
129,paris-nice/2011/stage-1,50,154500,1212,1,1038,2011,Spring,150.1011235955056,29.60674157303371,21
130,paris-nice/2011/stage-2,50,199000,886,1,1038,2011,Spring,150.1011235955056,29.60674157303371,21
131,paris-nice/2011/stage-3,50,202500,1954,1,1038,2011,Spring,150.1011235955056,29.60674157303371,21
132,paris-nice/2012/stage-2,50,185000,826,1,1079,2012,Spring,150.1011235955056,29.60674157303371,21
133,paris-nice/2012/stage-6,50,176500,2225,1,1079,2012,Spring,150.1011235955056,29.60674157303371,21
135,paris-nice/2013/stage-1,50,195000,1248,1,917,2013,Spring,150.1011235955056,29.60674157303371,21
136,paris-nice/2013/stage-2,50,200500,1810,1,917,2013,Spring,150.1011235955056,29.60674157303371,21
137,paris-nice/2013/stage-3,50,170500,1658,1,917,2013,Spring,150.1011235955056,29.60674157303371,21
138,paris-nice/2014/stage-1,50,162500,1235,1,971,2014,Spring,150.1011235955056,29.60674157303371,21
139,paris-nice/2014/stage-2,50,205000,1515,1,971,2014,Spring,150.1011235955056,29.60674157303371,21
140,paris-nice/2014/stage-3,50,180000,2011,1,971,2014,Spring,150.1011235955056,29.60674157303371,21
142,paris-nice/2015/stage-1,50,192000,748,1,1225,2015,Spring,150.1011235955056,29.60674157303371,21
143,paris-nice/2015/stage-2,50,172000,1074,1,1225,2015,Spring,150.1011235955056,29.60674157303371,21
144,paris-nice/2015/stage-3,50,179000,2085,1,1225,2015,Spring,150.1011235955056,29.60674157303371,21
147,paris-nice/2016/stage-2,50,214000,1792,1,1109,2016,Spring,150.1011235955056,29.60674157303371,21
148,paris-nice/2017/stage-1,50,148500,1311,1,1158,2017,Spring,150.1011235955056,29.60674157303371,21
150,paris-nice/2018/stage-2,50,187000,640,1,936,2018,Spring,150.1011235955056,29.60674157303371,21
151,paris-nice/2019/stage-1,50,138500,1107,1,1099,2019,Spring,150.1011235955056,29.60674157303371,21
155,paris-nice/2020/stage-2,50,166500,1173,1,1082,2020,Spring,150.1011235955056,29.60674157303371,21
156,paris-nice/2020/stage-3,50,212500,1787,1,1082,2020,Spring,150.1011235955056,29.60674157303371,21
157,paris-nice/2021/stage-2,50,188000,1057,1,1044,2021,Spring,150.1011235955056,29.60674157303371,21
159,paris-nice/2021/stage-5,50,200200,926,1,1044,2021,Spring,150.1011235955056,29.60674157303371,21
160,paris-nice/2022/stage-1,50,159800,1723,1,1182,2022,Spring,150.1011235955056,29.60674157303371,21
161,paris-nice/2022/stage-2,50,159200,707,1,1182,2022,Spring,150.1011235955056,29.60674157303371,21
162,paris-nice/2022/stage-3,50,190800,1929,1,1182,2022,Spring,150.1011235955056,29.60674157303371,21
164,paris-nice/2023/stage-2,50,163700,815,1,981,2023,Spring,150.1011235955056,29.60674157303371,21
178,tirreno-adriatico/2009/stage-2,50,177000,1619,1,1206,2009,Spring,11.96987951807229,27.53012048192771,21
179,tirreno-adriatico/2009/stage-3,50,166000,1297,1,1206,2009,Spring,11.96987951807229,27.53012048192771,21
180,tirreno-adriatico/2009/stage-7,50,169000,1413,1,1206,2009,Spring,11.96987951807229,27.53012048192771,21
181,tirreno-adriatico/2010/stage-1,50,148000,1282,1,1176,2010,Spring,624.3539823008849,27.663716814159294,23
182,tirreno-adriatico/2010/stage-3,50,159000,1556,1,1176,2010,Spring,624.3539823008849,27.663716814159294,23
183,tirreno-adriatico/2010/stage-7,50,164000,1301,1,1176,2010,Spring,624.3539823008849,27.663716814159294,23
184,tirreno-adriatico/2011/stage-2,50,202000,1783,1,1216,2011,Spring,624.3539823008849,27.663716814159294,23
185,tirreno-adriatico/2011/stage-3,50,189000,1438,1,1216,2011,Spring,624.3539823008849,27.663716814159294,23
187,tirreno-adriatico/2012/stage-2,50,230000,3084,1,1188,2012,Spring,624.3539823008849,27.663716814159294,23
188,tirreno-adriatico/2012/stage-3,50,178000,1550,1,1188,2012,Spring,624.3539823008849,27.663716814159294,23
190,tirreno-adriatico/2013/stage-2,50,232000,2039,1,1331,2013,Spring,624.3539823008849,27.663716814159294,23
192,tirreno-adriatico/2014/stage-6,50,189000,1346,1,1269,2014,Spring,624.3539823008849,27.663716814159294,23
195,tirreno-adriatico/2015/stage-2,50,153000,738,1,1017,2015,Spring,624.3539823008849,27.663716814159294,23
198,tirreno-adriatico/2017/stage-3,50,204000,2291,1,1036,2017,Spring,624.3539823008849,27.663716814159294,23
200,tirreno-adriatico/2018/stage-2,50,167000,776,1,1196,2018,Spring,624.3539823008849,27.663716814159294,23
204,tirreno-adriatico/2021/stage-1,50,156000,1032,1,1108,2021,Spring,624.3539823008849,27.663716814159294,23
205,tirreno-adriatico/2021/stage-6,50,169000,1628,1,1108,2021,Spring,624.3539823008849,27.663716814159294,23
209,tirreno-adriatico/2023/stage-7,50,154000,1660,1,1044,2023,Spring,624.3539823008849,27.663716814159294,23
224,tour-de-france/1979/stage-12,100,193000,2696,1,1381,1979,Summer,399.67763157894734,28.375,20
225,tour-de-france/1979/stage-24,100,180000,1894,1,1381,1979,Summer,399.67763157894734,28.375,20
228,tour-de-france/1980/stage-10,100,162000,1161,1,1224,1980,Summer,399.67763157894734,28.375,20
230,tour-de-france/1980/stage-21,100,207000,1648,1,1224,1980,Summer,399.67763157894734,28.375,20
231,tour-de-france/1980/stage-22,100,186000,1917,1,1224,1980,Summer,399.67763157894734,28.375,20
233,tour-de-france/1980/stage-6,100,219500,1541,1,1224,1980,Summer,399.67763157894734,28.375,20
235,tour-de-france/1980/stage-8,100,164000,1574,1,1224,1980,Summer,399.67763157894734,28.375,20
236,tour-de-france/1980/stage-9,100,203500,1845,1,1224,1980,Summer,399.67763157894734,28.375,20
241,tour-de-france/1981/stage-12b,100,133800,969,1,1362,1981,Summer,399.67763157894734,28.375,20
242,tour-de-france/1981/stage-13,100,157000,854,1,1362,1981,Summer,399.67763157894734,28.375,20
245,tour-de-france/1981/stage-21,100,207000,1803,1,1362,1981,Summer,399.67763157894734,28.375,20
246,tour-de-france/1981/stage-22,100,186800,2180,1,1362,1981,Summer,399.67763157894734,28.375,20
247,tour-de-france/1981/stage-3,100,232000,1568,1,1362,1981,Summer,399.67763157894734,28.375,20
248,tour-de-france/1981/stage-7,100,227000,1731,1,1362,1981,Summer,399.67763157894734,28.375,20
249,tour-de-france/1981/stage-8,100,182000,1267,1,1362,1981,Summer,399.67763157894734,28.375,20
250,tour-de-france/1981/stage-9,100,196500,1781,1,1362,1981,Summer,399.67763157894734,28.375,20
252,tour-de-france/1982/stage-10,100,148000,1272,1,1492,1982,Summer,399.67763157894734,28.375,20
253,tour-de-france/1982/stage-20,100,161000,1417,1,1492,1982,Summer,399.67763157894734,28.375,20
254,tour-de-france/1982/stage-21,100,186000,2180,1,1492,1982,Summer,399.67763157894734,28.375,20
255,tour-de-france/1982/stage-4,100,207000,1972,1,1492,1982,Summer,399.67763157894734,28.375,20
256,tour-de-france/1982/stage-6,100,233000,1184,1,1492,1982,Summer,399.67763157894734,28.375,20
257,tour-de-france/1982/stage-7,100,234000,2596,1,1492,1982,Summer,399.67763157894734,28.375,20
258,tour-de-france/1982/stage-9b,100,138000,1350,1,1492,1982,Summer,399.67763157894734,28.375,20
260,tour-de-france/1983/stage-1,100,163000,1287,1,1269,1983,Summer,399.67763157894734,28.375,20
261,tour-de-france/1983/stage-11,100,177000,1202,1,1269,1983,Summer,399.67763157894734,28.375,20
262,tour-de-france/1983/stage-22,100,195000,2046,1,1269,1983,Summer,399.67763157894734,28.375,20
263,tour-de-france/1983/stage-3,100,152000,800,1,1269,1983,Summer,399.67763157894734,28.375,20
265,tour-de-france/1983/stage-7,100,216000,881,1,1269,1983,Summer,399.67763157894734,28.375,20
266,tour-de-france/1983/stage-8,100,222000,1617,1,1269,1983,Summer,399.67763157894734,28.375,20
267,tour-de-france/1984/stage-1,100,148500,948,1,1632,1984,Summer,399.67763157894734,28.375,20
268,tour-de-france/1984/stage-10,100,198000,1808,1,1632,1984,Summer,399.67763157894734,28.375,20
271,tour-de-france/1984/stage-23,100,196500,1951,1,1632,1984,Summer,399.67763157894734,28.375,20
273,tour-de-france/1984/stage-5,100,207000,1843,1,1632,1984,Summer,399.67763157894734,28.375,20
275,tour-de-france/1984/stage-8,100,192000,1277,1,1632,1984,Summer,399.67763157894734,28.375,20
279,tour-de-france/1985/stage-19,100,200000,1637,1,1470,1985,Summer,399.67763157894734,28.375,20
280,tour-de-france/1985/stage-2,100,242000,2752,1,1470,1985,Summer,399.67763157894734,28.375,20
281,tour-de-france/1985/stage-22,100,217000,1998,1,1470,1985,Summer,399.67763157894734,28.375,20
283,tour-de-france/1985/stage-5,100,224000,1898,1,1470,1985,Summer,211.6875,28.232142857142858,20
284,tour-de-france/1985/stage-6,100,221500,2354,1,1470,1985,Summer,211.6875,28.232142857142858,20
286,tour-de-france/1986/stage-10,100,183000,1626,1,1872,1986,Summer,211.6875,28.232142857142858,20
290,tour-de-france/1986/stage-22,100,196000,1312,1,1872,1986,Summer,211.6875,28.232142857142858,20
292,tour-de-france/1986/stage-3,100,214000,1861,1,1872,1986,Summer,211.6875,28.232142857142858,20
301,tour-de-france/1987/stage-25,100,186000,1937,1,1812,1987,Summer,211.6875,28.232142857142858,20
302,tour-de-france/1987/stage-7,100,211000,1894,1,1812,1987,Summer,211.6875,28.232142857142858,20
308,tour-de-france/1988/stage-17,100,210000,1155,1,1941,1988,Summer,211.6875,28.232142857142858,20
310,tour-de-france/1988/stage-3,100,213500,1484,1,1941,1988,Summer,211.6875,28.232142857142858,20
322,tour-de-france/1990/stage-18,100,202000,321,1,1959,1990,Summer,211.6875,28.232142857142858,20
323,tour-de-france/1990/stage-19,100,182500,1114,1,1959,1990,Summer,211.6875,28.232142857142858,20
325,tour-de-france/1990/stage-21,100,182500,1285,1,1959,1990,Summer,211.6875,28.232142857142858,20
371,tour-de-france/1994/stage-10,100,160500,2000,1,1731,1994,Summer,869.4640522875817,27.830065359477125,23
373,tour-de-france/1994/stage-2,100,203500,1948,1,1731,1994,Summer,869.4640522875817,27.830065359477125,23
374,tour-de-france/1994/stage-21,100,175000,1965,1,1731,1994,Summer,869.4640522875817,27.830065359477125,23
375,tour-de-france/1994/stage-4,100,204500,2693,1,1731,1994,Summer,869.4640522875817,27.830065359477125,23
376,tour-de-france/1994/stage-5,100,187000,2223,1,1731,1994,Summer,869.4640522875817,27.830065359477125,23
384,tour-de-france/1995/stage-18,100,154000,2476,1,1871,1995,Summer,869.4640522875817,27.830065359477125,23
388,tour-de-france/1995/stage-4,100,154000,1845,1,1871,1995,Summer,869.4640522875817,27.830065359477125,23
390,tour-de-france/1995/stage-6,100,191000,1310,1,1871,1995,Summer,869.4640522875817,27.830065359477125,23
393,tour-de-france/1996/stage-15,100,176000,2629,1,1872,1996,Summer,869.4640522875817,27.830065359477125,23
398,tour-de-france/1996/stage-3,100,195000,1512,1,1872,1996,Summer,869.4640522875817,27.830065359477125,23
414,tour-de-france/1999/stage-1,100,208000,1829,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
415,tour-de-france/1999/stage-14,100,189000,2514,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
416,tour-de-france/1999/stage-17,100,199000,1444,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
417,tour-de-france/1999/stage-18,100,182000,1691,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
418,tour-de-france/1999/stage-19,70,57000,543,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
419,tour-de-france/1999/stage-2,100,176000,936,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
420,tour-de-france/1999/stage-20,100,160000,1696,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
421,tour-de-france/1999/stage-3,100,194500,1506,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
422,tour-de-france/1999/stage-4,100,194500,1158,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
423,tour-de-france/1999/stage-5,100,233500,1924,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
424,tour-de-france/1999/stage-6,100,171500,1542,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
425,tour-de-france/1999/stage-7,100,227000,2347,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
426,tour-de-france/1999/stage-8,70,56500,708,1,1255,1999,Summer,869.4640522875817,27.830065359477125,23
428,tour-de-france/2000/stage-11,100,218500,2632,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
429,tour-de-france/2000/stage-13,100,185500,2270,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
430,tour-de-france/2000/stage-18,100,246500,2137,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
432,tour-de-france/2000/stage-2,100,194000,1383,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
433,tour-de-france/2000/stage-20,100,254500,2404,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
434,tour-de-france/2000/stage-21,100,138000,402,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
435,tour-de-france/2000/stage-3,100,161500,1331,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
436,tour-de-france/2000/stage-5,100,202000,2014,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
437,tour-de-france/2000/stage-6,100,198500,1522,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
438,tour-de-france/2000/stage-7,100,205500,1997,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
439,tour-de-france/2000/stage-8,100,203500,2570,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
440,tour-de-france/2000/stage-9,100,181000,1762,1,1437,2000,Summer,869.4640522875817,27.830065359477125,23
442,tour-de-france/2001/stage-1,100,194500,1885,1,1496,2001,Summer,869.4640522875817,27.830065359477125,23
443,tour-de-france/2001/stage-15,100,232500,3300,1,1496,2001,Summer,869.4640522875817,27.830065359477125,23
444,tour-de-france/2001/stage-19,100,149500,1022,1,1496,2001,Summer,869.4640522875817,27.830065359477125,23
445,tour-de-france/2001/stage-2,100,220500,1044,1,1496,2001,Summer,869.4640522875817,27.830065359477125,23
446,tour-de-france/2001/stage-20,100,160500,1873,1,1496,2001,Summer,869.4640522875817,27.830065359477125,23
448,tour-de-france/2002/stage-10,100,147000,1183,1,1489,2002,Summer,58.7,27.6,22
458,tour-de-france/2003/stage-17,100,181000,808,1,1688,2003,Summer,511.6513157894737,28.25657894736842,20
459,tour-de-france/2003/stage-18,100,202500,1678,1,1688,2003,Summer,511.6513157894737,28.25657894736842,20
461,tour-de-france/2003/stage-20,100,152000,757,1,1688,2003,Summer,511.6513157894737,28.25657894736842,20
462,tour-de-france/2003/stage-3,100,167500,1605,1,1688,2003,Summer,511.6513157894737,28.25657894736842,20
463,tour-de-france/2003/stage-5,100,196500,2316,1,1688,2003,Summer,511.6513157894737,28.25657894736842,20
465,tour-de-france/2004/stage-14,100,192500,1808,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
466,tour-de-france/2004/stage-2,100,197000,1852,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
467,tour-de-france/2004/stage-20,100,163000,1453,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
468,tour-de-france/2004/stage-3,100,210000,1615,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
469,tour-de-france/2004/stage-5,100,200500,2026,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
470,tour-de-france/2004/stage-6,100,196000,1398,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
471,tour-de-france/2004/stage-7,100,204500,2306,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
472,tour-de-france/2004/stage-9,100,160500,2000,1,1555,2004,Summer,511.6513157894737,28.25657894736842,20
473,tour-de-france/2005/stage-1,50,19000,27,1,1535,2005,Summer,511.6513157894737,28.25657894736842,20
474,tour-de-france/2005/stage-13,100,174000,1117,1,1535,2005,Summer,511.6513157894737,28.25657894736842,20
475,tour-de-france/2005/stage-2,100,182000,432,1,1535,2005,Summer,511.6513157894737,28.25657894736842,20
476,tour-de-france/2005/stage-21,100,144000,851,1,1535,2005,Summer,511.6513157894737,28.25657894736842,20
477,tour-de-france/2005/stage-3,100,212000,1465,1,1535,2005,Summer,511.6513157894737,28.25657894736842,20
478,tour-de-france/2005/stage-5,100,183000,1018,1,1535,2005,Summer,511.6513157894737,28.25657894736842,20
480,tour-de-france/2007/stage-1,100,203000,1709,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
481,tour-de-france/2007/stage-11,100,182500,854,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
482,tour-de-france/2007/stage-19,100,55500,480,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
483,tour-de-france/2007/stage-2,100,168500,337,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
484,tour-de-france/2007/stage-20,100,146000,796,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
485,tour-de-france/2007/stage-3,100,236500,1397,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
486,tour-de-france/2007/stage-4,100,193000,1652,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
487,tour-de-france/2007/stage-6,100,199500,1484,1,1612,2007,Summer,511.6513157894737,28.25657894736842,20
488,tour-de-france/2008/stage-12,100,168500,1197,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
489,tour-de-france/2008/stage-13,100,182000,1405,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
490,tour-de-france/2008/stage-19,100,165500,1814,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
491,tour-de-france/2008/stage-20,100,53000,408,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
492,tour-de-france/2008/stage-21,100,143000,807,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
493,tour-de-france/2008/stage-3,100,208000,1507,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
494,tour-de-france/2008/stage-4,100,29500,338,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
495,tour-de-france/2008/stage-5,100,232000,1299,1,1520,2008,Summer,511.6513157894737,28.25657894736842,20
496,tour-de-france/2009/stage-1,100,15500,316,1,1557,2009,Summer,511.6513157894737,28.25657894736842,20
497,tour-de-france/2009/stage-11,100,192000,1535,1,1557,2009,Summer,511.6513157894737,28.25657894736842,20
498,tour-de-france/2009/stage-21,100,164000,521,1,1557,2009,Summer,511.6513157894737,28.25657894736842,20
499,tour-de-france/2009/stage-3,100,196500,987,1,1557,2009,Summer,511.6513157894737,28.25657894736842,20
500,tour-de-france/2009/stage-5,100,196500,1014,1,1557,2009,Summer,511.6513157894737,28.25657894736842,20
502,tour-de-france/2010/stage-1,100,223500,420,1,1685,2010,Summer,511.6513157894737,28.25657894736842,20
503,tour-de-france/2010/stage-18,100,198000,1056,1,1685,2010,Summer,511.6513157894737,28.25657894736842,20
505,tour-de-france/2010/stage-20,100,102500,481,1,1685,2010,Summer,511.6513157894737,28.25657894736842,20
506,tour-de-france/2010/stage-3,100,213000,1168,1,1685,2010,Summer,511.6513157894737,28.25657894736842,20
507,tour-de-france/2010/stage-4,100,153500,1107,1,1685,2010,Summer,511.6513157894737,28.25657894736842,20
508,tour-de-france/2010/stage-5,100,187500,1374,1,1685,2010,Summer,511.6513157894737,28.25657894736842,20
509,tour-de-france/2010/stage-6,100,227500,2345,1,1685,2010,Summer,511.6513157894737,28.25657894736842,20
510,tour-de-france/2011/stage-15,100,192500,1464,1,1713,2011,Summer,511.6513157894737,28.25657894736842,20
548,tour-de-france/2017/stage-10,100,178000,1407,1,1791,2017,Summer,19.902857142857144,29.708571428571428,21
549,tour-de-france/2017/stage-11,100,203500,1163,1,1791,2017,Summer,19.902857142857144,29.708571428571428,21
550,tour-de-france/2017/stage-14,100,181500,1786,1,1791,2017,Summer,19.902857142857144,29.708571428571428,21
551,tour-de-france/2017/stage-16,100,165000,2033,1,1791,2017,Summer,19.902857142857144,29.708571428571428,21
553,tour-de-france/2017/stage-2,100,203500,1278,1,1791,2017,Summer,19.902857142857144,29.708571428571428,21
560,tour-de-france/2018/stage-1,100,201000,454,1,1689,2018,Summer,19.902857142857144,29.708571428571428,21
561,tour-de-france/2018/stage-13,100,169500,1302,1,1689,2018,Summer,19.902857142857144,29.708571428571428,21
562,tour-de-france/2018/stage-18,100,171000,1312,1,1689,2018,Summer,19.902857142857144,29.708571428571428,21
565,tour-de-france/2018/stage-4,100,195000,1155,1,1689,2018,Summer,19.902857142857144,29.708571428571428,21
568,tour-de-france/2018/stage-9,100,156500,618,1,1689,2018,Summer,19.902857142857144,29.708571428571428,21
573,tour-de-france/2021/stage-4,100,150400,1404,1,1646,2021,Summer,19.902857142857144,29.708571428571428,21
575,tour-de-france/2021/stage-6,100,160400,977,1,1646,2021,Summer,19.902857142857144,29.708571428571428,21
