startlist_quality,year,points,length,stage,race,profile,season,Cluster
892.0448430493275,2012.786995515695,66.08183856502231,182060.51569506727,stage-2,giro-d-italia,2.0,Spring,0
1634.3714285714284,1994.05,97.28571428571428,42609.6428571429,prologue,tour-de-france,1.0,Summer,1
916.9752650176679,2008.8939929328621,65.86572438162545,25414.94699646646,prologue,vuelta-a-espana,1.0,Spring,2
983.7794117647059,2009.8235294117646,266.1764705882356,240564.85294117648,result,world-championship,2.0,Spring,3
982.493927125506,1997.1153846153845,78.66396761133598,183491.9028340081,stage-4,vuelta-a-espana,2.0,Fall,4
903.5539112050741,2016.4080338266385,67.05073995771671,172134.0380549683,stage-2,vuelta-a-espana,5.0,Summer,5
1637.5769230769238,2012.0974358974358,99.30769230769232,181836.66666666666,stage-10,tour-de-france,1.0,Summer,6
1657.1544502617803,1988.6230366492146,99.86910994764398,201338.74345549737,stage-10,tour-de-france,1.0,Summer,7
