_url,stage,race,date,points,length,profile,startlist_quality,year,season,avg_delta_by_url,avg_age_by_url
tour-de-france/2003/stage-5,stage-5,tour-de-france,2003-07-10,100,196500,1.0,1688,2003,Summer,511.6513157894737,28.25657894736842
tour-de-france/2003/stage-6,stage-6,tour-de-france,2003-07-11,100,230000,2.0,1688,2003,Summer,511.6513157894737,28.25657894736842
tour-de-france/2003/stage-7,stage-7,tour-de-france,2003-07-12,100,230500,4.0,1688,2003,Summer,511.6513157894737,28.25657894736842
tour-de-france/2003/stage-8,stage-8,tour-de-france,2003-07-13,100,219000,5.0,1688,2003,Summer,511.6513157894737,28.25657894736842
tour-de-france/2003/stage-9,stage-9,tour-de-france,2003-07-14,100,184500,4.0,1688,2003,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/prologue,prologue,tour-de-france,2004-07-03,100,6100,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-1,stage-1,tour-de-france,2004-07-04,100,202500,2.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-10,stage-10,tour-de-france,2004-07-14,100,237000,3.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-11,stage-11,tour-de-france,2004-07-15,100,164000,2.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-12,stage-12,tour-de-france,2004-07-16,100,197500,5.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-13,stage-13,tour-de-france,2004-07-17,70,205500,5.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-14,stage-14,tour-de-france,2004-07-18,100,192500,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-15,stage-15,tour-de-france,2004-07-20,70,180500,3.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-16,stage-16,tour-de-france,2004-07-21,70,15500,5.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-17,stage-17,tour-de-france,2004-07-22,70,204500,4.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-18,stage-18,tour-de-france,2004-07-23,100,166500,2.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-19,stage-19,tour-de-france,2004-07-24,70,55000,3.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-2,stage-2,tour-de-france,2004-07-05,100,197000,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-20,stage-20,tour-de-france,2004-07-25,100,163000,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-3,stage-3,tour-de-france,2004-07-06,100,210000,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-5,stage-5,tour-de-france,2004-07-08,100,200500,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-6,stage-6,tour-de-france,2004-07-09,100,196000,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-7,stage-7,tour-de-france,2004-07-10,100,204500,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-8,stage-8,tour-de-france,2004-07-11,100,168000,3.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2004/stage-9,stage-9,tour-de-france,2004-07-13,100,160500,1.0,1555,2004,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-1,stage-1,tour-de-france,2005-07-02,50,19000,1.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-10,stage-10,tour-de-france,2005-07-12,100,181000,5.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-11,stage-11,tour-de-france,2005-07-13,100,173000,4.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-12,stage-12,tour-de-france,2005-07-14,100,187000,4.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-13,stage-13,tour-de-france,2005-07-15,100,174000,1.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-14,stage-14,tour-de-france,2005-07-16,100,174000,5.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-15,stage-15,tour-de-france,2005-07-17,70,206000,5.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-16,stage-16,tour-de-france,2005-07-19,100,181000,4.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-17,stage-17,tour-de-france,2005-07-20,100,240000,2.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-18,stage-18,tour-de-france,2005-07-21,100,189000,2.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-19,stage-19,tour-de-france,2005-07-22,100,154000,3.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-2,stage-2,tour-de-france,2005-07-03,100,182000,1.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-20,stage-20,tour-de-france,2005-07-23,70,55000,2.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-21,stage-21,tour-de-france,2005-07-24,100,144000,1.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-3,stage-3,tour-de-france,2005-07-04,100,212000,1.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-5,stage-5,tour-de-france,2005-07-06,100,183000,1.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-6,stage-6,tour-de-france,2005-07-07,100,199000,2.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-7,stage-7,tour-de-france,2005-07-08,100,228000,2.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-8,stage-8,tour-de-france,2005-07-09,100,231000,4.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2005/stage-9,stage-9,tour-de-france,2005-07-10,100,171000,4.0,1535,2005,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/prologue,prologue,tour-de-france,2007-07-07,100,7900,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-1,stage-1,tour-de-france,2007-07-08,100,203000,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-10,stage-10,tour-de-france,2007-07-18,100,229500,2.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-11,stage-11,tour-de-france,2007-07-19,100,182500,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-12,stage-12,tour-de-france,2007-07-20,100,178500,4.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-13,stage-13,tour-de-france,2007-07-21,100,54000,2.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-14,stage-14,tour-de-france,2007-07-22,100,197000,5.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-15,stage-15,tour-de-france,2007-07-23,100,196000,4.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-16,stage-16,tour-de-france,2007-07-25,100,218500,5.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-17,stage-17,tour-de-france,2007-07-26,100,188500,2.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-18,stage-18,tour-de-france,2007-07-27,100,211000,2.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-19,stage-19,tour-de-france,2007-07-28,100,55500,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-2,stage-2,tour-de-france,2007-07-09,100,168500,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-20,stage-20,tour-de-france,2007-07-29,100,146000,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-3,stage-3,tour-de-france,2007-07-10,100,236500,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-4,stage-4,tour-de-france,2007-07-11,100,193000,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-5,stage-5,tour-de-france,2007-07-12,100,182500,2.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-6,stage-6,tour-de-france,2007-07-13,100,199500,1.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-7,stage-7,tour-de-france,2007-07-14,100,197500,4.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-8,stage-8,tour-de-france,2007-07-15,100,165000,5.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2007/stage-9,stage-9,tour-de-france,2007-07-17,100,159500,4.0,1612,2007,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-1,stage-1,tour-de-france,2008-07-05,100,197500,3.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-10,stage-10,tour-de-france,2008-07-14,100,156000,5.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-11,stage-11,tour-de-france,2008-07-16,100,167500,4.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-12,stage-12,tour-de-france,2008-07-17,100,168500,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-13,stage-13,tour-de-france,2008-07-18,100,182000,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-14,stage-14,tour-de-france,2008-07-19,100,194500,2.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-15,stage-15,tour-de-france,2008-07-20,100,183000,5.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-16,stage-16,tour-de-france,2008-07-22,100,157000,4.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-17,stage-17,tour-de-france,2008-07-23,100,210500,5.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-18,stage-18,tour-de-france,2008-07-24,100,196500,4.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-19,stage-19,tour-de-france,2008-07-25,100,165500,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-2,stage-2,tour-de-france,2008-07-06,100,164500,3.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-20,stage-20,tour-de-france,2008-07-26,100,53000,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-21,stage-21,tour-de-france,2008-07-27,100,143000,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-3,stage-3,tour-de-france,2008-07-07,100,208000,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-4,stage-4,tour-de-france,2008-07-08,100,29500,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-5,stage-5,tour-de-france,2008-07-09,100,232000,1.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-6,stage-6,tour-de-france,2008-07-10,100,195500,5.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-7,stage-7,tour-de-france,2008-07-11,100,159000,4.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-8,stage-8,tour-de-france,2008-07-12,100,172500,2.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2008/stage-9,stage-9,tour-de-france,2008-07-13,100,224000,4.0,1520,2008,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-1,stage-1,tour-de-france,2009-07-04,100,15500,1.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-10,stage-10,tour-de-france,2009-07-14,100,194500,2.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-11,stage-11,tour-de-france,2009-07-15,100,192000,1.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-12,stage-12,tour-de-france,2009-07-16,100,211500,2.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-13,stage-13,tour-de-france,2009-07-17,100,200000,4.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-14,stage-14,tour-de-france,2009-07-18,100,199000,2.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-15,stage-15,tour-de-france,2009-07-19,100,207500,5.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-16,stage-16,tour-de-france,2009-07-21,100,159000,4.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-17,stage-17,tour-de-france,2009-07-22,100,169500,4.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-18,stage-18,tour-de-france,2009-07-23,100,40500,2.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-19,stage-19,tour-de-france,2009-07-24,100,178000,4.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-2,stage-2,tour-de-france,2009-07-05,100,187000,2.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-20,stage-20,tour-de-france,2009-07-25,100,167000,5.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-21,stage-21,tour-de-france,2009-07-26,100,164000,1.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-3,stage-3,tour-de-france,2009-07-06,100,196500,1.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-5,stage-5,tour-de-france,2009-07-08,100,196500,1.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-6,stage-6,tour-de-france,2009-07-09,100,181500,3.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-7,stage-7,tour-de-france,2009-07-10,100,224000,5.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-8,stage-8,tour-de-france,2009-07-11,100,176500,4.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2009/stage-9,stage-9,tour-de-france,2009-07-12,100,160500,4.0,1557,2009,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/prologue,prologue,tour-de-france,2010-07-03,100,8900,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-1,stage-1,tour-de-france,2010-07-04,100,223500,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-10,stage-10,tour-de-france,2010-07-14,100,179000,2.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-11,stage-11,tour-de-france,2010-07-15,100,184500,2.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-12,stage-12,tour-de-france,2010-07-16,100,210500,3.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-13,stage-13,tour-de-france,2010-07-17,100,196000,2.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-14,stage-14,tour-de-france,2010-07-18,100,184500,5.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-15,stage-15,tour-de-france,2010-07-19,100,187500,4.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-16,stage-16,tour-de-france,2010-07-20,100,199500,4.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-17,stage-17,tour-de-france,2010-07-22,100,174000,5.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-18,stage-18,tour-de-france,2010-07-23,100,198000,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-19,stage-19,tour-de-france,2010-07-24,100,52000,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-2,stage-2,tour-de-france,2010-07-05,100,201000,2.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-20,stage-20,tour-de-france,2010-07-25,100,102500,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-3,stage-3,tour-de-france,2010-07-06,100,213000,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-4,stage-4,tour-de-france,2010-07-07,100,153500,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-5,stage-5,tour-de-france,2010-07-08,100,187500,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-6,stage-6,tour-de-france,2010-07-09,100,227500,1.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-7,stage-7,tour-de-france,2010-07-10,100,165500,5.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-8,stage-8,tour-de-france,2010-07-11,100,189000,5.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2010/stage-9,stage-9,tour-de-france,2010-07-13,100,204500,4.0,1685,2010,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-1,stage-1,tour-de-france,2011-07-02,100,191500,3.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-10,stage-10,tour-de-france,2011-07-12,100,161000,2.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-11,stage-11,tour-de-france,2011-07-13,100,168500,2.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-12,stage-12,tour-de-france,2011-07-14,100,211000,5.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-13,stage-13,tour-de-france,2011-07-15,100,152500,4.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-14,stage-14,tour-de-france,2011-07-16,100,168500,5.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-15,stage-15,tour-de-france,2011-07-17,100,192500,1.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-16,stage-16,tour-de-france,2011-07-19,100,162500,4.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-17,stage-17,tour-de-france,2011-07-20,100,179000,4.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-18,stage-18,tour-de-france,2011-07-21,100,189000,5.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-19,stage-19,tour-de-france,2011-07-22,100,109500,5.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-20,stage-20,tour-de-france,2011-07-23,100,42500,2.0,1713,2011,Summer,511.6513157894737,28.25657894736842
tour-de-france/2011/stage-21,stage-21,tour-de-france,2011-07-24,100,95000,1.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2011/stage-3,stage-3,tour-de-france,2011-07-04,100,198000,1.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2011/stage-4,stage-4,tour-de-france,2011-07-05,100,172500,3.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2011/stage-5,stage-5,tour-de-france,2011-07-06,100,164500,1.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2011/stage-6,stage-6,tour-de-france,2011-07-07,100,226500,3.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2011/stage-7,stage-7,tour-de-france,2011-07-08,100,215000,1.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2011/stage-8,stage-8,tour-de-france,2011-07-09,100,190000,5.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2011/stage-9,stage-9,tour-de-france,2011-07-10,100,208000,2.0,1713,2011,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/prologue,prologue,tour-de-france,2012-06-30,100,6400,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-1,stage-1,tour-de-france,2012-07-01,100,198000,3.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-10,stage-10,tour-de-france,2012-07-11,100,194500,4.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-11,stage-11,tour-de-france,2012-07-12,100,148000,5.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-12,stage-12,tour-de-france,2012-07-13,100,226000,4.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-13,stage-13,tour-de-france,2012-07-14,100,217000,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-14,stage-14,tour-de-france,2012-07-15,100,191000,4.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-15,stage-15,tour-de-france,2012-07-16,100,158500,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-16,stage-16,tour-de-france,2012-07-18,100,197000,4.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-17,stage-17,tour-de-france,2012-07-19,100,143500,5.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-18,stage-18,tour-de-france,2012-07-20,100,222500,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-19,stage-19,tour-de-france,2012-07-21,100,53500,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-2,stage-2,tour-de-france,2012-07-02,100,207500,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-20,stage-20,tour-de-france,2012-07-22,100,120000,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-3,stage-3,tour-de-france,2012-07-03,100,197000,3.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-4,stage-4,tour-de-france,2012-07-04,100,214500,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-5,stage-5,tour-de-france,2012-07-05,100,196500,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-6,stage-6,tour-de-france,2012-07-06,100,205000,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-7,stage-7,tour-de-france,2012-07-07,100,199000,5.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-8,stage-8,tour-de-france,2012-07-08,100,157500,4.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2012/stage-9,stage-9,tour-de-france,2012-07-09,100,41500,1.0,1703,2012,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-1,stage-1,tour-de-france,2013-06-29,100,213000,1.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-10,stage-10,tour-de-france,2013-07-09,100,197000,1.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-11,stage-11,tour-de-france,2013-07-10,100,33000,1.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-12,stage-12,tour-de-france,2013-07-11,100,218000,1.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-13,stage-13,tour-de-france,2013-07-12,100,173000,1.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-14,stage-14,tour-de-france,2013-07-13,100,191000,2.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-15,stage-15,tour-de-france,2013-07-14,100,242500,5.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-16,stage-16,tour-de-france,2013-07-16,100,168000,4.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-17,stage-17,tour-de-france,2013-07-17,100,32000,2.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-18,stage-18,tour-de-france,2013-07-18,100,172500,5.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-19,stage-19,tour-de-france,2013-07-19,100,204500,4.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-2,stage-2,tour-de-france,2013-06-30,100,156000,4.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-20,stage-20,tour-de-france,2013-07-20,100,125000,5.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-21,stage-21,tour-de-france,2013-07-21,100,118000,1.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-3,stage-3,tour-de-france,2013-07-01,100,145500,2.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-5,stage-5,tour-de-france,2013-07-03,100,228500,2.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-6,stage-6,tour-de-france,2013-07-04,100,176500,1.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-7,stage-7,tour-de-france,2013-07-05,100,205500,2.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-8,stage-8,tour-de-france,2013-07-06,100,195000,5.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2013/stage-9,stage-9,tour-de-france,2013-07-07,100,168500,4.0,1690,2013,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-1,stage-1,tour-de-france,2014-07-05,100,190500,2.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-10,stage-10,tour-de-france,2014-07-14,100,161500,5.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-11,stage-11,tour-de-france,2014-07-16,100,187500,2.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-12,stage-12,tour-de-france,2014-07-17,100,185500,2.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-13,stage-13,tour-de-france,2014-07-18,100,197500,5.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-14,stage-14,tour-de-france,2014-07-19,100,177000,5.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-15,stage-15,tour-de-france,2014-07-20,100,222000,1.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-16,stage-16,tour-de-france,2014-07-22,100,237500,4.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-17,stage-17,tour-de-france,2014-07-23,100,124500,5.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-18,stage-18,tour-de-france,2014-07-24,100,145500,5.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-19,stage-19,tour-de-france,2014-07-25,100,208500,1.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-2,stage-2,tour-de-france,2014-07-06,100,201000,2.0,1612,2014,Summer,604.4556962025316,25.924050632911392
tour-de-france/2014/stage-20,stage-20,tour-de-france,2014-07-26,100,54000,3.0,1612,2014,Summer,604.4556962025316,25.924050632911392
