_url,stage,race,date,points,length,profile,startlist_quality,year,season,avg_delta_by_url,avg_age_by_url
itzulia-basque-country/2012/stage-3,stage-3,itzulia-basque-country,2012-04-04,50,152000,2.0,928,2012,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2012/stage-4,stage-4,itzulia-basque-country,2012-04-05,50,151000,3.0,928,2012,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2012/stage-5,stage-5,itzulia-basque-country,2012-04-06,50,183000,1.0,928,2012,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2012/stage-6,stage-6,itzulia-basque-country,2012-04-07,50,18900,5.0,928,2012,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2013/stage-1,stage-1,itzulia-basque-country,2013-04-01,50,156500,4.0,927,2013,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2013/stage-2,stage-2,itzulia-basque-country,2013-04-02,50,170200,2.0,927,2013,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2013/stage-3,stage-3,itzulia-basque-country,2013-04-03,50,164700,3.0,927,2013,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2013/stage-4,stage-4,itzulia-basque-country,2013-04-04,50,151600,3.0,927,2013,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2013/stage-5,stage-5,itzulia-basque-country,2013-04-05,50,166100,4.0,927,2013,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2013/stage-6,stage-6,itzulia-basque-country,2013-04-06,50,24000,2.0,927,2013,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2014/stage-1,stage-1,itzulia-basque-country,2014-04-07,50,153400,2.0,912,2014,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2014/stage-2,stage-2,itzulia-basque-country,2014-04-08,50,155800,2.0,912,2014,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2014/stage-3,stage-3,itzulia-basque-country,2014-04-09,50,194700,2.0,912,2014,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2014/stage-4,stage-4,itzulia-basque-country,2014-04-10,50,151000,2.0,912,2014,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2014/stage-5,stage-5,itzulia-basque-country,2014-04-11,50,160200,2.0,912,2014,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2014/stage-6,stage-6,itzulia-basque-country,2014-04-12,50,25900,2.0,912,2014,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2015/stage-1,stage-1,itzulia-basque-country,2015-04-06,50,162700,2.0,970,2015,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2015/stage-2,stage-2,itzulia-basque-country,2015-04-07,50,175400,2.0,970,2015,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2015/stage-3,stage-3,itzulia-basque-country,2015-04-08,50,170700,2.0,970,2015,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2015/stage-4,stage-4,itzulia-basque-country,2015-04-09,50,162200,3.0,970,2015,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2015/stage-5,stage-5,itzulia-basque-country,2015-04-10,50,155500,3.0,970,2015,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2015/stage-6,stage-6,itzulia-basque-country,2015-04-11,50,18300,3.0,970,2015,Spring,306.3333333333333,27.133333333333333
itzulia-basque-country/2016/stage-1,stage-1,itzulia-basque-country,2016-04-04,50,144000,2.0,943,2016,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2016/stage-2,stage-2,itzulia-basque-country,2016-04-05,50,174200,5.0,943,2016,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2016/stage-3,stage-3,itzulia-basque-country,2016-04-06,50,193500,2.0,943,2016,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2016/stage-4,stage-4,itzulia-basque-country,2016-04-07,50,165000,2.0,943,2016,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2016/stage-5,stage-5,itzulia-basque-country,2016-04-08,50,159000,5.0,943,2016,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2016/stage-6,stage-6,itzulia-basque-country,2016-04-09,50,16500,2.0,943,2016,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2017/stage-1,stage-1,itzulia-basque-country,2017-04-03,50,153300,2.0,811,2017,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2017/stage-2,stage-2,itzulia-basque-country,2017-04-04,50,173400,4.0,811,2017,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2017/stage-3,stage-3,itzulia-basque-country,2017-04-05,50,160500,4.0,811,2017,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2017/stage-4,stage-4,itzulia-basque-country,2017-04-06,50,174100,4.0,811,2017,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2017/stage-5,stage-5,itzulia-basque-country,2017-04-07,50,139800,5.0,811,2017,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2017/stage-6,stage-6,itzulia-basque-country,2017-04-08,50,27700,2.0,811,2017,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2018/stage-1,stage-1,itzulia-basque-country,2018-04-02,50,162100,4.0,824,2018,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2018/stage-2,stage-2,itzulia-basque-country,2018-04-03,50,166700,4.0,824,2018,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2018/stage-3,stage-3,itzulia-basque-country,2018-04-04,50,184800,4.0,824,2018,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2018/stage-4,stage-4,itzulia-basque-country,2018-04-05,50,19400,1.0,824,2018,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2018/stage-5,stage-5,itzulia-basque-country,2018-04-06,50,164700,4.0,824,2018,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2018/stage-6,stage-6,itzulia-basque-country,2018-04-07,50,122200,5.0,824,2018,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2019/stage-1,stage-1,itzulia-basque-country,2019-04-08,50,11300,2.0,762,2019,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2019/stage-2,stage-2,itzulia-basque-country,2019-04-09,50,149500,3.0,762,2019,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2019/stage-3,stage-3,itzulia-basque-country,2019-04-10,50,191400,3.0,762,2019,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2019/stage-4,stage-4,itzulia-basque-country,2019-04-11,50,163600,2.0,762,2019,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2019/stage-5,stage-5,itzulia-basque-country,2019-04-12,50,149800,2.0,762,2019,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2019/stage-6,stage-6,itzulia-basque-country,2019-04-13,50,118200,2.0,762,2019,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2021/stage-1,stage-1,itzulia-basque-country,2021-04-05,50,13890,3.0,936,2021,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2021/stage-2,stage-2,itzulia-basque-country,2021-04-06,50,154800,3.0,936,2021,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2021/stage-3,stage-3,itzulia-basque-country,2021-04-07,50,167700,3.0,936,2021,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2021/stage-4,stage-4,itzulia-basque-country,2021-04-08,50,189200,2.0,936,2021,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2021/stage-5,stage-5,itzulia-basque-country,2021-04-09,50,160200,2.0,936,2021,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2021/stage-6,stage-6,itzulia-basque-country,2021-04-10,50,111900,4.0,936,2021,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2022/stage-1,stage-1,itzulia-basque-country,2022-04-04,50,7510,2.0,741,2022,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2022/stage-2,stage-2,itzulia-basque-country,2022-04-05,50,207920,2.0,741,2022,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2022/stage-3,stage-3,itzulia-basque-country,2022-04-06,50,181700,2.0,741,2022,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2022/stage-4,stage-4,itzulia-basque-country,2022-04-07,50,185600,2.0,741,2022,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2022/stage-5,stage-5,itzulia-basque-country,2022-04-08,50,163760,3.0,741,2022,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2022/stage-6,stage-6,itzulia-basque-country,2022-04-09,50,135700,3.0,741,2022,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2023/stage-1,stage-1,itzulia-basque-country,2023-04-03,50,165400,3.0,719,2023,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2023/stage-2,stage-2,itzulia-basque-country,2023-04-04,50,193800,2.0,719,2023,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2023/stage-3,stage-3,itzulia-basque-country,2023-04-05,50,162800,3.0,719,2023,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2023/stage-4,stage-4,itzulia-basque-country,2023-04-06,50,175700,2.0,719,2023,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2023/stage-5,stage-5,itzulia-basque-country,2023-04-07,50,164500,2.0,719,2023,Spring,1147.9289940828403,28.39644970414201
itzulia-basque-country/2023/stage-6,stage-6,itzulia-basque-country,2023-04-08,50,137800,4.0,719,2023,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1970/result,result,la-fleche-wallone,1970-04-19,225,225000,,546,1970,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1971/result,result,la-fleche-wallone,1971-04-22,225,225000,,661,1971,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1972/result,result,la-fleche-wallone,1972-04-23,225,249500,,683,1972,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1973/result,result,la-fleche-wallone,1973-04-19,225,249000,,845,1973,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1974/result,result,la-fleche-wallone,1974-04-11,225,225000,,792,1974,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1975/result,result,la-fleche-wallone,1975-04-17,225,225000,,763,1975,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1976/result,result,la-fleche-wallone,1976-04-15,225,227000,,542,1976,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1977/result,result,la-fleche-wallone,1977-04-07,225,223000,,762,1977,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1978/result,result,la-fleche-wallone,1978-04-20,225,223000,,700,1978,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1979/result,result,la-fleche-wallone,1979-04-10,225,248000,,785,1979,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1980/result,result,la-fleche-wallone,1980-04-17,225,248000,,749,1980,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1981/result,result,la-fleche-wallone,1981-04-15,225,240000,,1294,1981,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1982/result,result,la-fleche-wallone,1982-04-15,225,251000,,763,1982,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1983/result,result,la-fleche-wallone,1983-04-14,225,248000,,685,1983,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1984/result,result,la-fleche-wallone,1984-04-12,225,246000,,811,1984,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1985/result,result,la-fleche-wallone,1985-04-17,225,246000,,850,1985,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1986/result,result,la-fleche-wallone,1986-04-16,225,248000,,874,1986,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1987/result,result,la-fleche-wallone,1987-04-15,225,245000,,529,1987,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1988/result,result,la-fleche-wallone,1988-04-13,225,243000,,632,1988,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1989/result,result,la-fleche-wallone,1989-04-12,225,253000,,684,1989,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1990/result,result,la-fleche-wallone,1990-04-11,225,208000,,1071,1990,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1991/result,result,la-fleche-wallone,1991-04-17,225,203000,,865,1991,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1992/result,result,la-fleche-wallone,1992-04-15,225,207000,,615,1992,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1993/result,result,la-fleche-wallone,1993-04-14,225,206000,,842,1993,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1994/result,result,la-fleche-wallone,1994-04-20,225,205000,,636,1994,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1995/result,result,la-fleche-wallone,1995-04-12,225,205500,,977,1995,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1996/result,result,la-fleche-wallone,1996-04-17,225,200500,,961,1996,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1997/result,result,la-fleche-wallone,1997-04-16,225,200500,,1090,1997,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1998/result,result,la-fleche-wallone,1998-04-15,225,201000,,860,1998,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/1999/result,result,la-fleche-wallone,1999-04-14,225,201000,,559,1999,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2000/result,result,la-fleche-wallone,2000-04-12,225,198000,3.0,819,2000,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2001/result,result,la-fleche-wallone,2001-04-18,225,198000,3.0,896,2001,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2002/result,result,la-fleche-wallone,2002-04-17,225,198000,3.0,973,2002,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2003/result,result,la-fleche-wallone,2003-04-23,225,199500,3.0,1017,2003,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2004/result,result,la-fleche-wallone,2004-04-21,225,199500,3.0,1159,2004,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2005/result,result,la-fleche-wallone,2005-04-20,225,201500,3.0,1094,2005,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2006/result,result,la-fleche-wallone,2006-04-19,225,202000,3.0,1098,2006,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2007/result,result,la-fleche-wallone,2007-04-25,225,202000,3.0,1143,2007,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2008/result,result,la-fleche-wallone,2008-04-23,225,200000,3.0,1070,2008,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2009/result,result,la-fleche-wallone,2009-04-22,225,195500,3.0,1032,2009,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2010/result,result,la-fleche-wallone,2010-04-21,225,198000,3.0,1178,2010,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2011/result,result,la-fleche-wallone,2011-04-20,225,201000,3.0,1109,2011,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2012/result,result,la-fleche-wallone,2012-04-18,225,194000,3.0,975,2012,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2013/result,result,la-fleche-wallone,2013-04-17,225,205000,3.0,1053,2013,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2014/result,result,la-fleche-wallone,2014-04-23,225,199000,3.0,977,2014,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2015/result,result,la-fleche-wallone,2015-04-22,225,205500,3.0,1112,2015,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2016/result,result,la-fleche-wallone,2016-04-20,225,196000,3.0,909,2016,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2017/result,result,la-fleche-wallone,2017-04-19,225,200500,3.0,865,2017,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2018/result,result,la-fleche-wallone,2018-04-18,225,198500,3.0,1053,2018,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2019/result,result,la-fleche-wallone,2019-04-24,225,195000,3.0,1017,2019,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2020/result,result,la-fleche-wallone,2020-09-30,225,202000,3.0,601,2020,Fall,1147.9289940828403,28.39644970414201
la-fleche-wallone/2021/result,result,la-fleche-wallone,2021-04-21,225,193600,3.0,1071,2021,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2022/result,result,la-fleche-wallone,2022-04-20,225,202100,3.0,971,2022,Spring,1147.9289940828403,28.39644970414201
la-fleche-wallone/2023/result,result,la-fleche-wallone,2023-04-19,225,194300,3.0,915,2023,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1970/result,result,liege-bastogne-liege,1970-04-17,275,235000,,451,1970,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1971/result,result,liege-bastogne-liege,1971-04-25,275,251000,,447,1971,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1972/result,result,liege-bastogne-liege,1972-04-20,275,239000,,597,1972,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1973/result,result,liege-bastogne-liege,1973-04-22,275,236000,,742,1973,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1974/result,result,liege-bastogne-liege,1974-04-21,275,246000,,590,1974,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1975/result,result,liege-bastogne-liege,1975-04-20,275,246700,,668,1975,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1976/result,result,liege-bastogne-liege,1976-04-18,275,246700,,611,1976,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1977/result,result,liege-bastogne-liege,1977-04-24,275,243500,,623,1977,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1978/result,result,liege-bastogne-liege,1978-04-23,275,241700,,637,1978,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1979/result,result,liege-bastogne-liege,1979-04-22,275,241700,,602,1979,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1980/result,result,liege-bastogne-liege,1980-04-20,275,244000,,323,1980,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1981/result,result,liege-bastogne-liege,1981-04-19,275,244000,,424,1981,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1982/result,result,liege-bastogne-liege,1982-04-11,275,244700,,491,1982,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1983/result,result,liege-bastogne-liege,1983-04-17,275,244700,,807,1983,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1984/result,result,liege-bastogne-liege,1984-04-15,275,246700,,742,1984,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1985/result,result,liege-bastogne-liege,1985-04-21,275,244700,,978,1985,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1986/result,result,liege-bastogne-liege,1986-04-20,275,252000,,674,1986,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1987/result,result,liege-bastogne-liege,1987-04-19,275,260000,,862,1987,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1988/result,result,liege-bastogne-liege,1988-04-17,275,260000,,808,1988,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1989/result,result,liege-bastogne-liege,1989-04-16,275,268000,,1152,1989,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1990/result,result,liege-bastogne-liege,1990-04-15,275,256000,,1232,1990,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1991/result,result,liege-bastogne-liege,1991-04-21,275,267000,,1263,1991,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1992/result,result,liege-bastogne-liege,1992-04-19,275,262000,,932,1992,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1993/result,result,liege-bastogne-liege,1993-04-18,275,261000,,1243,1993,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1994/result,result,liege-bastogne-liege,1994-04-17,275,268500,,997,1994,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1995/result,result,liege-bastogne-liege,1995-04-16,275,261500,,898,1995,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1996/result,result,liege-bastogne-liege,1996-04-21,275,263000,,771,1996,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1997/result,result,liege-bastogne-liege,1997-04-20,275,262000,,1251,1997,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1998/result,result,liege-bastogne-liege,1998-04-19,275,265500,,962,1998,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/1999/result,result,liege-bastogne-liege,1999-04-18,275,264000,,1328,1999,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2000/result,result,liege-bastogne-liege,2000-04-16,275,258000,,1303,2000,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2001/result,result,liege-bastogne-liege,2001-04-22,275,258000,,1186,2001,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2002/result,result,liege-bastogne-liege,2002-04-21,275,258000,,1202,2002,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2003/result,result,liege-bastogne-liege,2003-04-27,275,258000,,1201,2003,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2004/result,result,liege-bastogne-liege,2004-04-25,275,258500,,1277,2004,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2005/result,result,liege-bastogne-liege,2005-04-24,275,260000,,1112,2005,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2006/result,result,liege-bastogne-liege,2006-04-23,275,262000,,1229,2006,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2007/result,result,liege-bastogne-liege,2007-04-29,275,262000,,1253,2007,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2008/result,result,liege-bastogne-liege,2008-04-27,275,261000,,1158,2008,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2009/result,result,liege-bastogne-liege,2009-04-26,275,261000,,1179,2009,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2010/result,result,liege-bastogne-liege,2010-04-25,275,258000,,1328,2010,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2011/result,result,liege-bastogne-liege,2011-04-24,275,255500,,1201,2011,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2012/result,result,liege-bastogne-liege,2012-04-22,275,257500,3.0,1189,2012,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2013/result,result,liege-bastogne-liege,2013-04-21,275,257500,3.0,1175,2013,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2014/result,result,liege-bastogne-liege,2014-04-27,275,262900,3.0,1176,2014,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2015/result,result,liege-bastogne-liege,2015-04-26,275,253000,3.0,1163,2015,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2016/result,result,liege-bastogne-liege,2016-04-24,275,248000,3.0,1075,2016,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2017/result,result,liege-bastogne-liege,2017-04-23,275,258000,3.0,998,2017,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2018/result,result,liege-bastogne-liege,2018-04-22,275,258500,3.0,1168,2018,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2019/result,result,liege-bastogne-liege,2019-04-28,275,256000,2.0,1087,2019,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2020/result,result,liege-bastogne-liege,2020-10-04,275,257000,2.0,867,2020,Fall,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2021/result,result,liege-bastogne-liege,2021-04-25,275,259100,2.0,1147,2021,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2022/result,result,liege-bastogne-liege,2022-04-24,275,257200,2.0,1101,2022,Spring,1147.9289940828403,28.39644970414201
liege-bastogne-liege/2023/result,result,liege-bastogne-liege,2023-04-23,275,258100,2.0,1042,2023,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1981/result,result,milano-sanremo,1981-03-21,275,288000,,883,1981,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1982/result,result,milano-sanremo,1982-03-20,275,294000,,837,1982,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1983/result,result,milano-sanremo,1983-03-19,275,294000,,1251,1983,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1984/result,result,milano-sanremo,1984-03-17,275,294000,,949,1984,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1985/result,result,milano-sanremo,1985-03-16,275,294000,2.0,1233,1985,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1986/result,result,milano-sanremo,1986-03-15,275,293000,,1085,1986,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1987/result,result,milano-sanremo,1987-03-21,275,294000,,1352,1987,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1988/result,result,milano-sanremo,1988-03-19,275,294000,,1063,1988,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1989/result,result,milano-sanremo,1989-03-18,275,294000,,1242,1989,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1990/result,result,milano-sanremo,1990-03-17,275,294000,,740,1990,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1991/result,result,milano-sanremo,1991-03-23,275,294000,,1434,1991,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1992/result,result,milano-sanremo,1992-03-21,275,294000,,1723,1992,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1993/result,result,milano-sanremo,1993-03-20,275,297000,,1704,1993,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1994/result,result,milano-sanremo,1994-03-19,275,294000,,1626,1994,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1995/result,result,milano-sanremo,1995-03-18,275,294000,,1599,1995,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1996/result,result,milano-sanremo,1996-03-23,275,294000,,1580,1996,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1997/result,result,milano-sanremo,1997-03-22,275,294000,,1530,1997,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1998/result,result,milano-sanremo,1998-03-21,275,294000,,1608,1998,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/1999/result,result,milano-sanremo,1999-03-20,275,294000,2.0,1585,1999,Spring,1147.9289940828403,28.39644970414201
milano-sanremo/2000/result,result,milano-sanremo,2000-03-18,275,294000,,1566,2000,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2001/result,result,milano-sanremo,2001-03-24,275,287000,,1331,2001,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2002/result,result,milano-sanremo,2002-03-23,275,287000,,1150,2002,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2003/result,result,milano-sanremo,2003-03-22,275,297000,,1216,2003,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2004/result,result,milano-sanremo,2004-03-20,275,294000,,1400,2004,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2005/result,result,milano-sanremo,2005-03-19,275,294000,,1305,2005,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2006/result,result,milano-sanremo,2006-03-18,275,294000,,1313,2006,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2007/result,result,milano-sanremo,2007-03-24,275,294000,,1303,2007,Spring,229.36612021857923,29.338797814207652
milano-sanremo/2008/result,result,milano-sanremo,2008-03-22,275,298000,,1294,2008,Spring,229.36612021857923,29.338797814207652
