_url,stage,race,date,points,length,climb_total,profile,startlist_quality,year
tour-de-france/1991/stage-22,stage-22,tour-de-france,1991-07-28,100,178000,2412,1,1933,1991
tour-de-france/1991/stage-3,stage-3,tour-de-france,1991-07-08,100,210500,1532,1,1933,1991
tour-de-france/1991/stage-4,stage-4,tour-de-france,1991-07-09,100,286000,2950,1,1933,1991
tour-de-france/1991/stage-5,stage-5,tour-de-france,1991-07-10,100,149500,1191,1,1933,1991
tour-de-france/1991/stage-6,stage-6,tour-de-france,1991-07-11,100,259000,2593,1,1933,1991
tour-de-france/1991/stage-7,stage-7,tour-de-france,1991-07-12,100,196500,1707,1,1933,1991
tour-de-france/1991/stage-8,stage-8,tour-de-france,1991-07-13,100,73000,934,1,1933,1991
tour-de-france/1991/stage-9,stage-9,tour-de-france,1991-07-14,100,161000,1679,1,1933,1991
tour-de-france/1992/prologue,prologue,tour-de-france,1992-07-04,100,8000,148,1,2047,1992
tour-de-france/1992/stage-1,stage-1,tour-de-france,1992-07-05,100,194500,2500,2,2047,1992
tour-de-france/1992/stage-10,stage-10,tour-de-france,1992-07-14,100,217000,2000,1,2047,1992
tour-de-france/1992/stage-11,stage-11,tour-de-france,1992-07-15,100,249500,4500,2,2047,1992
tour-de-france/1992/stage-12,stage-12,tour-de-france,1992-07-17,100,192000,4500,3,2047,1992
tour-de-france/1992/stage-13,stage-13,tour-de-france,1992-07-18,100,254500,6974,5,2047,1992
tour-de-france/1992/stage-14,stage-14,tour-de-france,1992-07-19,100,186500,6000,5,2047,1992
tour-de-france/1992/stage-15,stage-15,tour-de-france,1992-07-20,100,198000,2662,2,2047,1992
tour-de-france/1992/stage-16,stage-16,tour-de-france,1992-07-21,100,212000,3500,3,2047,1992
tour-de-france/1992/stage-17,stage-17,tour-de-france,1992-07-22,100,189000,2500,2,2047,1992
tour-de-france/1992/stage-18,stage-18,tour-de-france,1992-07-23,100,212000,1610,2,2047,1992
tour-de-france/1992/stage-19,stage-19,tour-de-france,1992-07-24,100,64000,624,2,2047,1992
tour-de-france/1992/stage-2,stage-2,tour-de-france,1992-07-06,100,255000,4000,2,2047,1992
tour-de-france/1992/stage-20,stage-20,tour-de-france,1992-07-25,100,222000,1489,2,2047,1992
tour-de-france/1992/stage-21,stage-21,tour-de-france,1992-07-26,100,141000,1808,2,2047,1992
tour-de-france/1992/stage-3,stage-3,tour-de-france,1992-07-07,100,218000,1285,1,2047,1992
tour-de-france/1992/stage-5,stage-5,tour-de-france,1992-07-09,100,196000,1538,1,2047,1992
tour-de-france/1992/stage-6,stage-6,tour-de-france,1992-07-10,100,167000,2168,1,2047,1992
tour-de-france/1992/stage-7,stage-7,tour-de-france,1992-07-11,100,196500,2010,1,2047,1992
tour-de-france/1992/stage-8,stage-8,tour-de-france,1992-07-12,100,206500,2609,1,2047,1992
tour-de-france/1992/stage-9,stage-9,tour-de-france,1992-07-13,100,65000,880,2,2047,1992
tour-de-france/1993/prologue,prologue,tour-de-france,1993-07-03,100,6800,110,1,1804,1993
tour-de-france/1993/stage-1,stage-1,tour-de-france,1993-07-04,100,215000,1859,1,1804,1993
tour-de-france/1993/stage-10,stage-10,tour-de-france,1993-07-14,100,203000,5500,4,1804,1993
tour-de-france/1993/stage-11,stage-11,tour-de-france,1993-07-15,100,179000,5339,5,1804,1993
tour-de-france/1993/stage-12,stage-12,tour-de-france,1993-07-16,100,286000,3500,2,1804,1993
tour-de-france/1993/stage-13,stage-13,tour-de-france,1993-07-17,100,181500,1289,1,1804,1993
tour-de-france/1993/stage-14,stage-14,tour-de-france,1993-07-18,100,223000,1500,1,1804,1993
tour-de-france/1993/stage-15,stage-15,tour-de-france,1993-07-19,100,231500,6000,5,1804,1993
tour-de-france/1993/stage-16,stage-16,tour-de-france,1993-07-21,100,230000,5500,5,1804,1993
tour-de-france/1993/stage-17,stage-17,tour-de-france,1993-07-22,100,189500,4000,4,1804,1993
tour-de-france/1993/stage-18,stage-18,tour-de-france,1993-07-23,100,199500,1215,1,1804,1993
tour-de-france/1993/stage-19,stage-19,tour-de-france,1993-07-24,100,48000,608,1,1804,1993
tour-de-france/1993/stage-2,stage-2,tour-de-france,1993-07-05,100,227500,1349,1,1804,1993
tour-de-france/1993/stage-20,stage-20,tour-de-france,1993-07-25,100,196500,2395,1,1804,1993
tour-de-france/1993/stage-3,stage-3,tour-de-france,1993-07-06,100,189500,2317,1,1804,1993
tour-de-france/1993/stage-5,stage-5,tour-de-france,1993-07-08,100,225500,2350,1,1804,1993
tour-de-france/1993/stage-6,stage-6,tour-de-france,1993-07-09,100,158000,1533,1,1804,1993
tour-de-france/1993/stage-7,stage-7,tour-de-france,1993-07-10,100,199000,2203,1,1804,1993
tour-de-france/1993/stage-8,stage-8,tour-de-france,1993-07-11,100,184500,1843,1,1804,1993
tour-de-france/1993/stage-9,stage-9,tour-de-france,1993-07-12,100,59000,649,1,1804,1993
tour-de-france/1994/prologue,prologue,tour-de-france,1994-07-02,100,7200,78,1,1731,1994
tour-de-france/1994/stage-1,stage-1,tour-de-france,1994-07-03,100,234000,1782,1,1731,1994
tour-de-france/1994/stage-10,stage-10,tour-de-france,1994-07-12,100,160500,2000,1,1731,1994
tour-de-france/1994/stage-11,stage-11,tour-de-france,1994-07-13,100,263500,3500,5,1731,1994
tour-de-france/1994/stage-12,stage-12,tour-de-france,1994-07-15,100,204500,5500,5,1731,1994
tour-de-france/1994/stage-13,stage-13,tour-de-france,1994-07-16,100,223000,1848,1,1731,1994
tour-de-france/1994/stage-14,stage-14,tour-de-france,1994-07-17,100,202000,2500,2,1731,1994
tour-de-france/1994/stage-15,stage-15,tour-de-france,1994-07-18,100,231000,3876,4,1731,1994
tour-de-france/1994/stage-16,stage-16,tour-de-france,1994-07-19,100,224500,5000,5,1731,1994
tour-de-france/1994/stage-17,stage-17,tour-de-france,1994-07-20,100,149000,5500,5,1731,1994
tour-de-france/1994/stage-18,stage-18,tour-de-france,1994-07-21,100,174500,4500,4,1731,1994
tour-de-france/1994/stage-19,stage-19,tour-de-france,1994-07-22,100,47500,2386,5,1731,1994
tour-de-france/1994/stage-2,stage-2,tour-de-france,1994-07-04,100,203500,1948,1,1731,1994
tour-de-france/1994/stage-20,stage-20,tour-de-france,1994-07-23,100,208500,2500,2,1731,1994
tour-de-france/1994/stage-21,stage-21,tour-de-france,1994-07-24,100,175000,1965,1,1731,1994
tour-de-france/1994/stage-4,stage-4,tour-de-france,1994-07-06,100,204500,2693,1,1731,1994
tour-de-france/1994/stage-5,stage-5,tour-de-france,1994-07-07,100,187000,2223,1,1731,1994
tour-de-france/1994/stage-6,stage-6,tour-de-france,1994-07-08,100,270500,2769,1,1731,1994
tour-de-france/1994/stage-7,stage-7,tour-de-france,1994-07-09,100,259500,1993,1,1731,1994
tour-de-france/1994/stage-8,stage-8,tour-de-france,1994-07-10,100,218500,2702,1,1731,1994
tour-de-france/1994/stage-9,stage-9,tour-de-france,1994-07-11,100,64000,829,1,1731,1994
tour-de-france/1995/prologue,prologue,tour-de-france,1995-07-01,100,7300,280,1,1871,1995
tour-de-france/1995/stage-1,stage-1,tour-de-france,1995-07-02,100,228000,2500,1,1871,1995
tour-de-france/1995/stage-10,stage-10,tour-de-france,1995-07-12,100,159000,5500,5,1871,1995
tour-de-france/1995/stage-11,stage-11,tour-de-france,1995-07-13,100,198000,2500,2,1871,1995
tour-de-france/1995/stage-12,stage-12,tour-de-france,1995-07-14,100,223000,4000,5,1871,1995
tour-de-france/1995/stage-13,stage-13,tour-de-france,1995-07-15,100,223000,3500,2,1871,1995
tour-de-france/1995/stage-14,stage-14,tour-de-france,1995-07-16,100,159000,3500,5,1871,1995
tour-de-france/1995/stage-15,stage-15,tour-de-france,1995-07-18,100,207000,6000,5,1871,1995
tour-de-france/1995/stage-17,stage-17,tour-de-france,1995-07-20,100,210000,2237,1,1871,1995
tour-de-france/1995/stage-18,stage-18,tour-de-france,1995-07-21,100,154000,2476,1,1871,1995
tour-de-france/1995/stage-19,stage-19,tour-de-france,1995-07-22,100,46000,1097,1,1871,1995
tour-de-france/1995/stage-2,stage-2,tour-de-france,1995-07-03,100,241000,2723,1,1871,1995
tour-de-france/1995/stage-20,stage-20,tour-de-france,1995-07-23,100,150000,1878,1,1871,1995
tour-de-france/1995/stage-4,stage-4,tour-de-france,1995-07-05,100,154000,1845,1,1871,1995
tour-de-france/1995/stage-5,stage-5,tour-de-france,1995-07-06,100,264000,2194,1,1871,1995
tour-de-france/1995/stage-6,stage-6,tour-de-france,1995-07-07,100,191000,1310,1,1871,1995
tour-de-france/1995/stage-7,stage-7,tour-de-france,1995-07-08,100,200000,3572,2,1871,1995
tour-de-france/1995/stage-8,stage-8,tour-de-france,1995-07-09,100,54000,937,3,1871,1995
tour-de-france/1995/stage-9,stage-9,tour-de-france,1995-07-11,100,166000,5000,5,1871,1995
tour-de-france/1996/prologue,prologue,tour-de-france,1996-06-29,100,9400,84,1,1872,1996
tour-de-france/1996/stage-1,stage-1,tour-de-france,1996-06-30,100,209000,1139,1,1872,1996
tour-de-france/1996/stage-10,stage-10,tour-de-france,1996-07-09,100,208500,3000,2,1872,1996
tour-de-france/1996/stage-11,stage-11,tour-de-france,1996-07-11,100,202000,3000,2,1872,1996
tour-de-france/1996/stage-12,stage-12,tour-de-france,1996-07-12,100,143500,3000,2,1872,1996
tour-de-france/1996/stage-13,stage-13,tour-de-france,1996-07-13,100,177000,3000,3,1872,1996
tour-de-france/1996/stage-14,stage-14,tour-de-france,1996-07-14,100,186500,3000,3,1872,1996
tour-de-france/1996/stage-15,stage-15,tour-de-france,1996-07-15,100,176000,2629,1,1872,1996
tour-de-france/1996/stage-16,stage-16,tour-de-france,1996-07-16,100,199000,3541,5,1872,1996
tour-de-france/1996/stage-17,stage-17,tour-de-france,1996-07-17,100,262000,6000,4,1872,1996
tour-de-france/1996/stage-18,stage-18,tour-de-france,1996-07-18,100,154500,3000,2,1872,1996
tour-de-france/1996/stage-19,stage-19,tour-de-france,1996-07-19,100,226500,1754,1,1872,1996
tour-de-france/1996/stage-2,stage-2,tour-de-france,1996-07-01,100,247500,1382,1,1872,1996
tour-de-france/1996/stage-20,stage-20,tour-de-france,1996-07-20,100,63500,640,1,1872,1996
tour-de-france/1996/stage-21,stage-21,tour-de-france,1996-07-21,100,147500,1740,1,1872,1996
tour-de-france/1996/stage-3,stage-3,tour-de-france,1996-07-02,100,195000,1512,1,1872,1996
tour-de-france/1996/stage-4,stage-4,tour-de-france,1996-07-03,100,232000,2325,1,1872,1996
tour-de-france/1996/stage-5,stage-5,tour-de-france,1996-07-04,100,242000,2518,1,1872,1996
tour-de-france/1996/stage-6,stage-6,tour-de-france,1996-07-05,100,207000,1182,2,1872,1996
tour-de-france/1996/stage-7,stage-7,tour-de-france,1996-07-06,100,199000,5000,5,1872,1996
tour-de-france/1996/stage-8,stage-8,tour-de-france,1996-07-07,100,30500,1556,5,1872,1996
tour-de-france/1996/stage-9,stage-9,tour-de-france,1996-07-08,100,46000,4750,5,1872,1996
tour-de-france/1997/prologue,prologue,tour-de-france,1997-07-05,100,7300,128,1,1994,1997
tour-de-france/1997/stage-1,stage-1,tour-de-france,1997-07-06,100,192000,2080,1,1994,1997
tour-de-france/1997/stage-10,stage-10,tour-de-france,1997-07-15,100,252500,6000,5,1994,1997
tour-de-france/1997/stage-11,stage-11,tour-de-france,1997-07-16,100,192000,3000,2,1994,1997
tour-de-france/1997/stage-12,stage-12,tour-de-france,1997-07-18,100,55000,1380,2,1994,1997
tour-de-france/1997/stage-13,stage-13,tour-de-france,1997-07-19,100,203500,3500,5,1994,1997
tour-de-france/1997/stage-14,stage-14,tour-de-france,1997-07-20,100,148000,5000,5,1994,1997
tour-de-france/1997/stage-15,stage-15,tour-de-france,1997-07-21,100,208500,5000,4,1994,1997
tour-de-france/1997/stage-16,stage-16,tour-de-france,1997-07-22,100,181000,3500,2,1994,1997
tour-de-france/1997/stage-17,stage-17,tour-de-france,1997-07-23,100,218500,15,1,1994,1997
tour-de-france/1997/stage-18,stage-18,tour-de-france,1997-07-24,100,175500,3500,2,1994,1997
tour-de-france/1997/stage-19,stage-19,tour-de-france,1997-07-25,100,172000,1776,1,1994,1997
tour-de-france/1997/stage-2,stage-2,tour-de-france,1997-07-07,100,262000,2808,1,1994,1997
tour-de-france/1997/stage-20,stage-20,tour-de-france,1997-07-26,100,63000,541,1,1994,1997
tour-de-france/1997/stage-21,stage-21,tour-de-france,1997-07-27,100,149500,1630,1,1994,1997
tour-de-france/1997/stage-3,stage-3,tour-de-france,1997-07-08,100,224000,2568,3,1994,1997
tour-de-france/1997/stage-4,stage-4,tour-de-france,1997-07-09,100,223000,1809,1,1994,1997
tour-de-france/1997/stage-5,stage-5,tour-de-france,1997-07-10,100,261300,2212,1,1994,1997
tour-de-france/1997/stage-6,stage-6,tour-de-france,1997-07-11,100,217500,1443,1,1994,1997
tour-de-france/1997/stage-7,stage-7,tour-de-france,1997-07-12,100,194000,1616,1,1994,1997
tour-de-france/1997/stage-8,stage-8,tour-de-france,1997-07-13,100,161500,1346,1,1994,1997
tour-de-france/1997/stage-9,stage-9,tour-de-france,1997-07-14,100,182000,5000,4,1994,1997
tour-de-france/1999/prologue,prologue,tour-de-france,1999-07-03,70,6800,110,1,1255,1999
tour-de-france/1999/stage-1,stage-1,tour-de-france,1999-07-04,100,208000,1829,1,1255,1999
tour-de-france/1999/stage-10,stage-10,tour-de-france,1999-07-14,100,218000,5500,5,1255,1999
tour-de-france/1999/stage-11,stage-11,tour-de-france,1999-07-15,100,199000,2500,2,1255,1999
tour-de-france/1999/stage-12,stage-12,tour-de-france,1999-07-16,100,197000,4243,3,1255,1999
tour-de-france/1999/stage-13,stage-13,tour-de-france,1999-07-17,100,237000,4000,2,1255,1999
tour-de-france/1999/stage-14,stage-14,tour-de-france,1999-07-18,100,189000,2514,1,1255,1999
tour-de-france/1999/stage-15,stage-15,tour-de-france,1999-07-20,100,174000,5500,5,1255,1999
tour-de-france/1999/stage-16,stage-16,tour-de-france,1999-07-21,100,192000,4500,4,1255,1999
tour-de-france/1999/stage-17,stage-17,tour-de-france,1999-07-22,100,199000,1444,1,1255,1999
tour-de-france/1999/stage-18,stage-18,tour-de-france,1999-07-23,100,182000,1691,1,1255,1999
tour-de-france/1999/stage-19,stage-19,tour-de-france,1999-07-24,70,57000,543,1,1255,1999
tour-de-france/1999/stage-2,stage-2,tour-de-france,1999-07-05,100,176000,936,1,1255,1999
tour-de-france/1999/stage-20,stage-20,tour-de-france,1999-07-25,100,160000,1696,1,1255,1999
tour-de-france/1999/stage-3,stage-3,tour-de-france,1999-07-06,100,194500,1506,1,1255,1999
tour-de-france/1999/stage-4,stage-4,tour-de-france,1999-07-07,100,194500,1158,1,1255,1999
tour-de-france/1999/stage-5,stage-5,tour-de-france,1999-07-08,100,233500,1924,1,1255,1999
tour-de-france/1999/stage-6,stage-6,tour-de-france,1999-07-09,100,171500,1542,1,1255,1999
tour-de-france/1999/stage-7,stage-7,tour-de-france,1999-07-10,100,227000,2347,1,1255,1999
tour-de-france/1999/stage-8,stage-8,tour-de-france,1999-07-11,70,56500,708,1,1255,1999
tour-de-france/1999/stage-9,stage-9,tour-de-france,1999-07-13,70,215000,5500,5,1255,1999
tour-de-france/2000/stage-1,stage-1,tour-de-france,2000-07-01,100,16500,205,1,1437,2000
tour-de-france/2000/stage-10,stage-10,tour-de-france,2000-07-10,100,205000,5202,5,1437,2000
tour-de-france/2000/stage-11,stage-11,tour-de-france,2000-07-11,100,218500,2632,1,1437,2000
tour-de-france/2000/stage-12,stage-12,tour-de-france,2000-07-13,100,149000,3830,5,1437,2000
tour-de-france/2000/stage-13,stage-13,tour-de-france,2000-07-14,100,185500,2270,1,1437,2000
tour-de-france/2000/stage-14,stage-14,tour-de-france,2000-07-15,100,249000,6425,5,1437,2000
tour-de-france/2000/stage-15,stage-15,tour-de-france,2000-07-16,100,173500,5231,5,1437,2000
tour-de-france/2000/stage-16,stage-16,tour-de-france,2000-07-18,100,196000,4992,4,1437,2000
tour-de-france/2000/stage-17,stage-17,tour-de-france,2000-07-19,100,155000,2455,2,1437,2000
tour-de-france/2000/stage-18,stage-18,tour-de-france,2000-07-20,100,246500,2137,1,1437,2000
tour-de-france/2000/stage-19,stage-19,tour-de-france,2000-07-21,70,58500,235,1,1437,2000
tour-de-france/2000/stage-2,stage-2,tour-de-france,2000-07-02,100,194000,1383,1,1437,2000
tour-de-france/2000/stage-20,stage-20,tour-de-france,2000-07-22,100,254500,2404,1,1437,2000
tour-de-france/2000/stage-21,stage-21,tour-de-france,2000-07-23,100,138000,402,1,1437,2000
tour-de-france/2000/stage-3,stage-3,tour-de-france,2000-07-03,100,161500,1331,1,1437,2000
tour-de-france/2000/stage-5,stage-5,tour-de-france,2000-07-05,100,202000,2014,1,1437,2000
tour-de-france/2000/stage-6,stage-6,tour-de-france,2000-07-06,100,198500,1522,1,1437,2000
tour-de-france/2000/stage-7,stage-7,tour-de-france,2000-07-07,100,205500,1997,1,1437,2000
tour-de-france/2000/stage-8,stage-8,tour-de-france,2000-07-08,100,203500,2570,1,1437,2000
tour-de-france/2000/stage-9,stage-9,tour-de-france,2000-07-09,100,181000,1762,1,1437,2000
tour-de-france/2001/prologue,prologue,tour-de-france,2001-07-07,100,8200,66,1,1496,2001
tour-de-france/2001/stage-1,stage-1,tour-de-france,2001-07-08,100,194500,1885,1,1496,2001
tour-de-france/2001/stage-10,stage-10,tour-de-france,2001-07-17,70,209000,5864,5,1496,2001
tour-de-france/2001/stage-11,stage-11,tour-de-france,2001-07-18,70,32000,1863,5,1496,2001
tour-de-france/2001/stage-12,stage-12,tour-de-france,2001-07-20,100,166000,4000,5,1496,2001
tour-de-france/2001/stage-13,stage-13,tour-de-france,2001-07-21,70,194000,5500,5,1496,2001
tour-de-france/2001/stage-14,stage-14,tour-de-france,2001-07-22,100,141500,5174,5,1496,2001
tour-de-france/2001/stage-15,stage-15,tour-de-france,2001-07-24,100,232500,3300,1,1496,2001
tour-de-france/2001/stage-16,stage-16,tour-de-france,2001-07-25,100,227500,3500,3,1496,2001
tour-de-france/2001/stage-17,stage-17,tour-de-france,2001-07-26,100,194000,3000,3,1496,2001
tour-de-france/2001/stage-18,stage-18,tour-de-france,2001-07-27,70,61000,541,2,1496,2001
tour-de-france/2001/stage-19,stage-19,tour-de-france,2001-07-28,100,149500,1022,1,1496,2001
tour-de-france/2001/stage-2,stage-2,tour-de-france,2001-07-09,100,220500,1044,1,1496,2001
tour-de-france/2001/stage-20,stage-20,tour-de-france,2001-07-29,100,160500,1873,1,1496,2001
tour-de-france/2001/stage-3,stage-3,tour-de-france,2001-07-10,100,198500,2098,3,1496,2001
tour-de-france/2001/stage-4,stage-4,tour-de-france,2001-07-11,100,215000,2901,2,1496,2001
tour-de-france/2001/stage-6,stage-6,tour-de-france,2001-07-13,100,211500,2541,2,1496,2001
tour-de-france/2001/stage-7,stage-7,tour-de-france,2001-07-14,100,162000,3300,2,1496,2001
tour-de-france/2001/stage-8,stage-8,tour-de-france,2001-07-15,100,222500,2250,2,1496,2001
tour-de-france/2001/stage-9,stage-9,tour-de-france,2001-07-16,100,185000,2500,2,1496,2001
tour-de-france/2002/prologue,prologue,tour-de-france,2002-07-06,70,7000,207,1,1489,2002
tour-de-france/2002/stage-1,stage-1,tour-de-france,2002-07-07,100,192500,3000,3,1489,2002
tour-de-france/2002/stage-10,stage-10,tour-de-france,2002-07-17,100,147000,1183,1,1489,2002
tour-de-france/2002/stage-11,stage-11,tour-de-france,2002-07-18,70,158000,4000,5,1489,2002
tour-de-france/2002/stage-12,stage-12,tour-de-france,2002-07-19,70,199500,5000,5,1489,2002
tour-de-france/2002/stage-13,stage-13,tour-de-france,2002-07-20,100,171000,2180,2,1489,2002
tour-de-france/2002/stage-14,stage-14,tour-de-france,2002-07-21,100,221000,4000,5,1489,2002
tour-de-france/2002/stage-15,stage-15,tour-de-france,2002-07-23,100,226500,4619,5,1489,2002
tour-de-france/2002/stage-16,stage-16,tour-de-france,2002-07-24,100,179500,5161,5,1489,2002
tour-de-france/2002/stage-17,stage-17,tour-de-france,2002-07-25,100,142000,4000,4,1489,2002
tour-de-france/2002/stage-18,stage-18,tour-de-france,2002-07-26,100,176500,3814,2,1489,2002
tour-de-france/2002/stage-19,stage-19,tour-de-france,2002-07-27,70,50000,857,1,1489,2002
tour-de-france/2002/stage-2,stage-2,tour-de-france,2002-07-08,100,181000,2860,1,1489,2002
tour-de-france/2002/stage-20,stage-20,tour-de-france,2002-07-28,100,140000,1423,1,1489,2002
tour-de-france/2002/stage-3,stage-3,tour-de-france,2002-07-09,100,174500,1351,1,1489,2002
tour-de-france/2002/stage-5,stage-5,tour-de-france,2002-07-11,100,195000,1503,1,1489,2002
tour-de-france/2002/stage-6,stage-6,tour-de-france,2002-07-12,100,199500,2081,1,1489,2002
tour-de-france/2002/stage-7,stage-7,tour-de-france,2002-07-13,100,176000,2234,3,1489,2002
tour-de-france/2002/stage-8,stage-8,tour-de-france,2002-07-14,100,217500,2436,1,1489,2002
tour-de-france/2002/stage-9,stage-9,tour-de-france,2002-07-15,100,52000,616,1,1489,2002
tour-de-france/2003/prologue,prologue,tour-de-france,2003-07-05,100,6500,184,1,1688,2003
tour-de-france/2003/stage-1,stage-1,tour-de-france,2003-07-06,100,168000,1476,2,1688,2003
tour-de-france/2003/stage-10,stage-10,tour-de-france,2003-07-15,100,219500,2000,2,1688,2003
tour-de-france/2003/stage-11,stage-11,tour-de-france,2003-07-17,100,153500,1858,2,1688,2003
tour-de-france/2003/stage-12,stage-12,tour-de-france,2003-07-18,100,47000,712,2,1688,2003
tour-de-france/2003/stage-13,stage-13,tour-de-france,2003-07-19,100,197500,4000,5,1688,2003
tour-de-france/2003/stage-14,stage-14,tour-de-france,2003-07-20,100,191500,5000,4,1688,2003
tour-de-france/2003/stage-15,stage-15,tour-de-france,2003-07-21,70,159500,4500,5,1688,2003
tour-de-france/2003/stage-16,stage-16,tour-de-france,2003-07-23,100,197500,4000,4,1688,2003
tour-de-france/2003/stage-17,stage-17,tour-de-france,2003-07-24,100,181000,808,1,1688,2003
tour-de-france/2003/stage-18,stage-18,tour-de-france,2003-07-25,100,202500,1678,1,1688,2003
tour-de-france/2003/stage-19,stage-19,tour-de-france,2003-07-26,100,49000,395,1,1688,2003
tour-de-france/2003/stage-2,stage-2,tour-de-france,2003-07-07,100,204500,2461,2,1688,2003
tour-de-france/2003/stage-20,stage-20,tour-de-france,2003-07-27,100,152000,757,1,1688,2003
tour-de-france/2003/stage-3,stage-3,tour-de-france,2003-07-08,100,167500,1605,1,1688,2003
tour-de-france/2003/stage-5,stage-5,tour-de-france,2003-07-10,100,196500,2316,1,1688,2003
tour-de-france/2003/stage-6,stage-6,tour-de-france,2003-07-11,100,230000,2000,2,1688,2003
tour-de-france/2003/stage-7,stage-7,tour-de-france,2003-07-12,100,230500,4500,4,1688,2003
tour-de-france/2003/stage-8,stage-8,tour-de-france,2003-07-13,100,219000,5500,5,1688,2003
tour-de-france/2003/stage-9,stage-9,tour-de-france,2003-07-14,100,184500,4500,4,1688,2003
tour-de-france/2004/prologue,prologue,tour-de-france,2004-07-03,100,6100,177,1,1555,2004
tour-de-france/2004/stage-1,stage-1,tour-de-france,2004-07-04,100,202500,2864,2,1555,2004
tour-de-france/2004/stage-10,stage-10,tour-de-france,2004-07-14,100,237000,4500,3,1555,2004
tour-de-france/2004/stage-11,stage-11,tour-de-france,2004-07-15,100,164000,3248,2,1555,2004
tour-de-france/2004/stage-12,stage-12,tour-de-france,2004-07-16,100,197500,3867,5,1555,2004
tour-de-france/2004/stage-13,stage-13,tour-de-france,2004-07-17,70,205500,5500,5,1555,2004
tour-de-france/2004/stage-14,stage-14,tour-de-france,2004-07-18,100,192500,1808,1,1555,2004
tour-de-france/2004/stage-15,stage-15,tour-de-france,2004-07-20,70,180500,4818,3,1555,2004
tour-de-france/2004/stage-16,stage-16,tour-de-france,2004-07-21,70,15500,1384,5,1555,2004
tour-de-france/2004/stage-17,stage-17,tour-de-france,2004-07-22,70,204500,6000,4,1555,2004
tour-de-france/2004/stage-18,stage-18,tour-de-france,2004-07-23,100,166500,2500,2,1555,2004
tour-de-france/2004/stage-19,stage-19,tour-de-france,2004-07-24,70,55000,1042,3,1555,2004
tour-de-france/2004/stage-2,stage-2,tour-de-france,2004-07-05,100,197000,1852,1,1555,2004
tour-de-france/2004/stage-20,stage-20,tour-de-france,2004-07-25,100,163000,1453,1,1555,2004
tour-de-france/2004/stage-3,stage-3,tour-de-france,2004-07-06,100,210000,1615,1,1555,2004
tour-de-france/2004/stage-5,stage-5,tour-de-france,2004-07-08,100,200500,2026,1,1555,2004
tour-de-france/2004/stage-6,stage-6,tour-de-france,2004-07-09,100,196000,1398,1,1555,2004
tour-de-france/2004/stage-7,stage-7,tour-de-france,2004-07-10,100,204500,2306,1,1555,2004
tour-de-france/2004/stage-8,stage-8,tour-de-france,2004-07-11,100,168000,2306,3,1555,2004
tour-de-france/2004/stage-9,stage-9,tour-de-france,2004-07-13,100,160500,2000,1,1555,2004
tour-de-france/2005/stage-1,stage-1,tour-de-france,2005-07-02,50,19000,27,1,1535,2005
tour-de-france/2005/stage-10,stage-10,tour-de-france,2005-07-12,100,181000,4197,5,1535,2005
tour-de-france/2005/stage-11,stage-11,tour-de-france,2005-07-13,100,173000,4280,4,1535,2005
tour-de-france/2005/stage-12,stage-12,tour-de-france,2005-07-14,100,187000,3021,4,1535,2005
tour-de-france/2005/stage-13,stage-13,tour-de-france,2005-07-15,100,174000,1117,1,1535,2005
tour-de-france/2005/stage-14,stage-14,tour-de-france,2005-07-16,100,174000,4188,5,1535,2005
tour-de-france/2005/stage-15,stage-15,tour-de-france,2005-07-17,70,206000,5633,5,1535,2005
tour-de-france/2005/stage-16,stage-16,tour-de-france,2005-07-19,100,181000,3560,4,1535,2005
tour-de-france/2005/stage-17,stage-17,tour-de-france,2005-07-20,100,240000,2830,2,1535,2005
tour-de-france/2005/stage-18,stage-18,tour-de-france,2005-07-21,100,189000,2947,2,1535,2005
tour-de-france/2005/stage-19,stage-19,tour-de-france,2005-07-22,100,154000,2344,3,1535,2005
tour-de-france/2005/stage-2,stage-2,tour-de-france,2005-07-03,100,182000,432,1,1535,2005
tour-de-france/2005/stage-20,stage-20,tour-de-france,2005-07-23,70,55000,806,2,1535,2005
tour-de-france/2005/stage-21,stage-21,tour-de-france,2005-07-24,100,144000,851,1,1535,2005
tour-de-france/2005/stage-3,stage-3,tour-de-france,2005-07-04,100,212000,1465,1,1535,2005
tour-de-france/2005/stage-5,stage-5,tour-de-france,2005-07-06,100,183000,1018,1,1535,2005
tour-de-france/2005/stage-6,stage-6,tour-de-france,2005-07-07,100,199000,1750,2,1535,2005
tour-de-france/2005/stage-7,stage-7,tour-de-france,2005-07-08,100,228000,1314,2,1535,2005
tour-de-france/2005/stage-8,stage-8,tour-de-france,2005-07-09,100,231000,2493,4,1535,2005
tour-de-france/2005/stage-9,stage-9,tour-de-france,2005-07-10,100,171000,2805,4,1535,2005
tour-de-france/2007/prologue,prologue,tour-de-france,2007-07-07,100,7900,33,1,1612,2007
tour-de-france/2007/stage-1,stage-1,tour-de-france,2007-07-08,100,203000,1709,1,1612,2007
tour-de-france/2007/stage-10,stage-10,tour-de-france,2007-07-18,100,229500,1917,2,1612,2007
tour-de-france/2007/stage-11,stage-11,tour-de-france,2007-07-19,100,182500,854,1,1612,2007
tour-de-france/2007/stage-12,stage-12,tour-de-france,2007-07-20,100,178500,2337,4,1612,2007
tour-de-france/2007/stage-13,stage-13,tour-de-france,2007-07-21,100,54000,533,2,1612,2007
