_url,stage,race,date,points,length,climb_total,profile,startlist_quality,year
giro-d-italia/1998/stage-22,stage-22,giro-d-italia,1998-06-07,80,101000,,,923,1998
giro-d-italia/1998/stage-3,stage-3,giro-d-italia,1998-05-19,80,196000,,,923,1998
giro-d-italia/1998/stage-4,stage-4,giro-d-italia,1998-05-20,80,239000,,,923,1998
giro-d-italia/1998/stage-5,stage-5,giro-d-italia,1998-05-21,80,206000,,,923,1998
giro-d-italia/1998/stage-6,stage-6,giro-d-italia,1998-05-22,80,160000,,,923,1998
giro-d-italia/1998/stage-7,stage-7,giro-d-italia,1998-05-23,80,235000,,,923,1998
giro-d-italia/1998/stage-8,stage-8,giro-d-italia,1998-05-24,80,191000,,,923,1998
giro-d-italia/1998/stage-9,stage-9,giro-d-italia,1998-05-25,80,169000,,,923,1998
giro-d-italia/1999/stage-1,stage-1,giro-d-italia,1999-05-15,80,175000,2176,2,1057,1999
giro-d-italia/1999/stage-10,stage-10,giro-d-italia,1999-05-24,80,189000,,,1057,1999
giro-d-italia/1999/stage-11,stage-11,giro-d-italia,1999-05-25,80,125000,,,1057,1999
giro-d-italia/1999/stage-12,stage-12,giro-d-italia,1999-05-26,80,168000,,,1057,1999
giro-d-italia/1999/stage-13,stage-13,giro-d-italia,1999-05-27,80,243000,,,1057,1999
giro-d-italia/1999/stage-14,stage-14,giro-d-italia,1999-05-29,80,187000,,4,1057,1999
giro-d-italia/1999/stage-15,stage-15,giro-d-italia,1999-05-30,80,143000,,5,1057,1999
giro-d-italia/1999/stage-16,stage-16,giro-d-italia,1999-05-31,80,232000,,,1057,1999
giro-d-italia/1999/stage-17,stage-17,giro-d-italia,1999-06-01,80,212000,,1,1057,1999
giro-d-italia/1999/stage-18,stage-18,giro-d-italia,1999-06-02,80,45000,,,1057,1999
giro-d-italia/1999/stage-19,stage-19,giro-d-italia,1999-06-03,80,166000,,5,1057,1999
giro-d-italia/1999/stage-2,stage-2,giro-d-italia,1999-05-16,80,133000,,,1057,1999
giro-d-italia/1999/stage-20,stage-20,giro-d-italia,1999-06-04,80,175000,,,1057,1999
giro-d-italia/1999/stage-21,stage-21,giro-d-italia,1999-06-05,80,190000,,,1057,1999
giro-d-italia/1999/stage-22,stage-22,giro-d-italia,1999-06-06,80,170000,,,1057,1999
giro-d-italia/1999/stage-3,stage-3,giro-d-italia,1999-05-17,80,176000,,,1057,1999
giro-d-italia/1999/stage-4,stage-4,giro-d-italia,1999-05-18,80,186000,,,1057,1999
giro-d-italia/1999/stage-5,stage-5,giro-d-italia,1999-05-19,80,147000,,,1057,1999
giro-d-italia/1999/stage-6,stage-6,giro-d-italia,1999-05-20,80,257000,,,1057,1999
giro-d-italia/1999/stage-7,stage-7,giro-d-italia,1999-05-21,80,153000,,,1057,1999
giro-d-italia/1999/stage-8,stage-8,giro-d-italia,1999-05-22,80,253000,,5,1057,1999
giro-d-italia/1999/stage-9,stage-9,giro-d-italia,1999-05-23,80,32000,,,1057,1999
giro-d-italia/2000/prologue,prologue,giro-d-italia,2000-05-13,80,4600,26,1,866,2000
giro-d-italia/2000/stage-1,stage-1,giro-d-italia,2000-05-14,80,125000,691,2,866,2000
giro-d-italia/2000/stage-10,stage-10,giro-d-italia,2000-05-23,80,257000,1880,2,866,2000
giro-d-italia/2000/stage-11,stage-11,giro-d-italia,2000-05-24,80,42000,23,1,866,2000
giro-d-italia/2000/stage-12,stage-12,giro-d-italia,2000-05-26,80,184000,1700,2,866,2000
giro-d-italia/2000/stage-13,stage-13,giro-d-italia,2000-05-27,80,195000,4602,4,866,2000
giro-d-italia/2000/stage-14,stage-14,giro-d-italia,2000-05-28,80,205000,4776,4,866,2000
giro-d-italia/2000/stage-15,stage-15,giro-d-italia,2000-05-29,80,171000,1807,2,866,2000
giro-d-italia/2000/stage-16,stage-16,giro-d-italia,2000-05-30,80,102000,527,1,866,2000
giro-d-italia/2000/stage-17,stage-17,giro-d-italia,2000-05-31,80,224000,949,2,866,2000
giro-d-italia/2000/stage-18,stage-18,giro-d-italia,2000-06-01,80,176000,3725,5,866,2000
giro-d-italia/2000/stage-19,stage-19,giro-d-italia,2000-06-02,80,177000,3955,5,866,2000
giro-d-italia/2000/stage-2,stage-2,giro-d-italia,2000-05-15,80,225000,2650,4,866,2000
giro-d-italia/2000/stage-20,stage-20,giro-d-italia,2000-06-03,80,34000,1304,5,866,2000
giro-d-italia/2000/stage-21,stage-21,giro-d-italia,2000-06-04,80,198000,267,1,866,2000
giro-d-italia/2000/stage-3,stage-3,giro-d-italia,2000-05-16,80,177000,2507,2,866,2000
giro-d-italia/2000/stage-4,stage-4,giro-d-italia,2000-05-17,80,233000,2808,2,866,2000
giro-d-italia/2000/stage-5,stage-5,giro-d-italia,2000-05-18,80,232000,1999,3,866,2000
giro-d-italia/2000/stage-6,stage-6,giro-d-italia,2000-05-19,80,170000,1059,3,866,2000
giro-d-italia/2000/stage-7,stage-7,giro-d-italia,2000-05-20,80,182000,2174,3,866,2000
giro-d-italia/2000/stage-8,stage-8,giro-d-italia,2000-05-21,80,255000,4138,4,866,2000
giro-d-italia/2000/stage-9,stage-9,giro-d-italia,2000-05-22,80,140000,3508,5,866,2000
giro-d-italia/2001/prologue,prologue,giro-d-italia,2001-05-19,80,7600,6,1,920,2001
giro-d-italia/2001/stage-1,stage-1,giro-d-italia,2001-05-20,80,202000,2822,2,920,2001
giro-d-italia/2001/stage-10,stage-10,giro-d-italia,2001-05-29,80,212000,1400,2,920,2001
giro-d-italia/2001/stage-11,stage-11,giro-d-italia,2001-05-30,80,187000,2648,2,920,2001
giro-d-italia/2001/stage-12,stage-12,giro-d-italia,2001-05-31,80,139000,345,1,920,2001
giro-d-italia/2001/stage-13,stage-13,giro-d-italia,2001-06-01,80,225000,5906,5,920,2001
giro-d-italia/2001/stage-14,stage-14,giro-d-italia,2001-06-02,80,163000,3128,4,920,2001
giro-d-italia/2001/stage-15,stage-15,giro-d-italia,2001-06-03,80,55500,540,1,920,2001
giro-d-italia/2001/stage-16,stage-16,giro-d-italia,2001-06-04,80,142000,259,1,920,2001
giro-d-italia/2001/stage-17,stage-17,giro-d-italia,2001-06-06,80,119000,2447,4,920,2001
giro-d-italia/2001/stage-19,stage-19,giro-d-italia,2001-06-08,80,163000,518,1,920,2001
giro-d-italia/2001/stage-2,stage-2,giro-d-italia,2001-05-21,80,167000,1018,3,920,2001
giro-d-italia/2001/stage-20,stage-20,giro-d-italia,2001-06-09,80,181000,3331,4,920,2001
giro-d-italia/2001/stage-21,stage-21,giro-d-italia,2001-06-10,80,121000,219,1,920,2001
giro-d-italia/2001/stage-3,stage-3,giro-d-italia,2001-05-22,80,149000,1965,2,920,2001
giro-d-italia/2001/stage-4,stage-4,giro-d-italia,2001-05-23,80,169000,2828,5,920,2001
giro-d-italia/2001/stage-5,stage-5,giro-d-italia,2001-05-24,80,229000,1095,2,920,2001
giro-d-italia/2001/stage-6,stage-6,giro-d-italia,2001-05-25,80,150000,1774,2,920,2001
giro-d-italia/2001/stage-7,stage-7,giro-d-italia,2001-05-26,80,239000,2338,2,920,2001
giro-d-italia/2001/stage-8,stage-8,giro-d-italia,2001-05-27,80,185000,4026,4,920,2001
giro-d-italia/2001/stage-9,stage-9,giro-d-italia,2001-05-28,80,142000,153,1,920,2001
giro-d-italia/2002/prologue,prologue,giro-d-italia,2002-05-11,80,6500,21,1,920,2002
giro-d-italia/2002/stage-1,stage-1,giro-d-italia,2002-05-12,80,215000,452,1,920,2002
giro-d-italia/2002/stage-10,stage-10,giro-d-italia,2002-05-22,80,118000,1570,3,920,2002
giro-d-italia/2002/stage-11,stage-11,giro-d-italia,2002-05-23,50,140000,2864,5,920,2002
giro-d-italia/2002/stage-12,stage-12,giro-d-italia,2002-05-24,80,200000,3389,2,920,2002
giro-d-italia/2002/stage-13,stage-13,giro-d-italia,2002-05-25,80,190000,3486,5,920,2002
giro-d-italia/2002/stage-14,stage-14,giro-d-italia,2002-05-26,80,30300,471,1,920,2002
giro-d-italia/2002/stage-15,stage-15,giro-d-italia,2002-05-28,80,156000,540,2,920,2002
giro-d-italia/2002/stage-16,stage-16,giro-d-italia,2002-05-29,80,163000,4671,4,920,2002
giro-d-italia/2002/stage-17,stage-17,giro-d-italia,2002-05-30,80,222000,4962,5,920,2002
giro-d-italia/2002/stage-18,stage-18,giro-d-italia,2002-05-31,80,143000,1913,2,920,2002
giro-d-italia/2002/stage-19,stage-19,giro-d-italia,2002-06-01,80,44300,364,1,920,2002
giro-d-italia/2002/stage-2,stage-2,giro-d-italia,2002-05-13,50,209000,2677,3,920,2002
giro-d-italia/2002/stage-20,stage-20,giro-d-italia,2002-06-02,80,142000,419,1,920,2002
giro-d-italia/2002/stage-3,stage-3,giro-d-italia,2002-05-14,80,206000,2516,2,920,2002
giro-d-italia/2002/stage-4,stage-4,giro-d-italia,2002-05-15,80,232000,1668,2,920,2002
giro-d-italia/2002/stage-5,stage-5,giro-d-italia,2002-05-16,50,150000,1825,5,920,2002
giro-d-italia/2002/stage-6,stage-6,giro-d-italia,2002-05-17,80,190000,2357,2,920,2002
giro-d-italia/2002/stage-7,stage-7,giro-d-italia,2002-05-19,80,159000,1235,2,920,2002
giro-d-italia/2002/stage-8,stage-8,giro-d-italia,2002-05-20,80,237000,2328,3,920,2002
giro-d-italia/2002/stage-9,stage-9,giro-d-italia,2002-05-21,80,201000,1546,2,920,2002
giro-d-italia/2003/stage-1,stage-1,giro-d-italia,2003-05-10,80,201000,1259,1,734,2003
giro-d-italia/2003/stage-10,stage-10,giro-d-italia,2003-05-20,80,211000,3431,2,734,2003
giro-d-italia/2003/stage-11,stage-11,giro-d-italia,2003-05-21,80,222000,168,1,734,2003
giro-d-italia/2003/stage-12,stage-12,giro-d-italia,2003-05-22,80,185000,3321,5,734,2003
giro-d-italia/2003/stage-13,stage-13,giro-d-italia,2003-05-23,80,155000,1064,2,734,2003
giro-d-italia/2003/stage-14,stage-14,giro-d-italia,2003-05-24,80,162000,4275,5,734,2003
giro-d-italia/2003/stage-15,stage-15,giro-d-italia,2003-05-25,80,42500,304,2,734,2003
giro-d-italia/2003/stage-16,stage-16,giro-d-italia,2003-05-26,80,207000,791,1,734,2003
giro-d-italia/2003/stage-17,stage-17,giro-d-italia,2003-05-28,80,117000,489,1,734,2003
giro-d-italia/2003/stage-18,stage-18,giro-d-italia,2003-05-29,80,175000,5211,5,734,2003
giro-d-italia/2003/stage-19,stage-19,giro-d-italia,2003-05-30,80,239000,2652,5,734,2003
giro-d-italia/2003/stage-2,stage-2,giro-d-italia,2003-05-11,80,177000,1057,2,734,2003
giro-d-italia/2003/stage-20,stage-20,giro-d-italia,2003-05-31,80,133000,1002,1,734,2003
giro-d-italia/2003/stage-21,stage-21,giro-d-italia,2003-06-01,80,33000,40,1,734,2003
giro-d-italia/2003/stage-3,stage-3,giro-d-italia,2003-05-12,80,145000,1332,3,734,2003
giro-d-italia/2003/stage-4,stage-4,giro-d-italia,2003-05-13,80,170000,1810,2,734,2003
giro-d-italia/2003/stage-5,stage-5,giro-d-italia,2003-05-14,80,176000,2094,2,734,2003
giro-d-italia/2003/stage-6,stage-6,giro-d-italia,2003-05-15,80,218000,2289,2,734,2003
giro-d-italia/2003/stage-7,stage-7,giro-d-italia,2003-05-17,80,146000,2681,5,734,2003
giro-d-italia/2003/stage-8,stage-8,giro-d-italia,2003-05-18,80,214000,1765,2,734,2003
giro-d-italia/2003/stage-9,stage-9,giro-d-italia,2003-05-19,80,160000,1319,2,734,2003
giro-d-italia/2004/prologue,prologue,giro-d-italia,2004-05-08,80,6900,112,1,621,2004
giro-d-italia/2004/stage-1,stage-1,giro-d-italia,2004-05-09,80,143000,1779,2,621,2004
giro-d-italia/2004/stage-10,stage-10,giro-d-italia,2004-05-18,80,146000,2215,2,621,2004
giro-d-italia/2004/stage-11,stage-11,giro-d-italia,2004-05-20,80,228000,2401,2,621,2004
giro-d-italia/2004/stage-12,stage-12,giro-d-italia,2004-05-21,80,210000,171,1,621,2004
giro-d-italia/2004/stage-13,stage-13,giro-d-italia,2004-05-22,80,52000,753,2,621,2004
giro-d-italia/2004/stage-14,stage-14,giro-d-italia,2004-05-23,80,175000,1918,2,621,2004
giro-d-italia/2004/stage-15,stage-15,giro-d-italia,2004-05-24,80,234000,1355,1,621,2004
giro-d-italia/2004/stage-16,stage-16,giro-d-italia,2004-05-25,80,217000,4914,2,621,2004
giro-d-italia/2004/stage-17,stage-17,giro-d-italia,2004-05-27,80,153000,2279,2,621,2004
giro-d-italia/2004/stage-18,stage-18,giro-d-italia,2004-05-28,80,118000,3813,5,621,2004
giro-d-italia/2004/stage-19,stage-19,giro-d-italia,2004-05-29,80,122000,3428,4,621,2004
giro-d-italia/2004/stage-2,stage-2,giro-d-italia,2004-05-10,80,184000,2721,2,621,2004
giro-d-italia/2004/stage-20,stage-20,giro-d-italia,2004-05-30,80,149000,266,1,621,2004
giro-d-italia/2004/stage-3,stage-3,giro-d-italia,2004-05-11,80,191000,3526,5,621,2004
giro-d-italia/2004/stage-4,stage-4,giro-d-italia,2004-05-12,80,184000,1936,2,621,2004
giro-d-italia/2004/stage-5,stage-5,giro-d-italia,2004-05-13,80,177000,1549,3,621,2004
giro-d-italia/2004/stage-6,stage-6,giro-d-italia,2004-05-14,80,164000,2044,2,621,2004
giro-d-italia/2004/stage-7,stage-7,giro-d-italia,2004-05-15,80,214000,2599,5,621,2004
giro-d-italia/2004/stage-8,stage-8,giro-d-italia,2004-05-16,80,214000,2474,2,621,2004
giro-d-italia/2004/stage-9,stage-9,giro-d-italia,2004-05-17,80,142000,867,2,621,2004
giro-d-italia/2005/prologue,prologue,giro-d-italia,2005-05-07,80,1150,10,1,929,2005
giro-d-italia/2005/stage-1,stage-1,giro-d-italia,2005-05-08,80,208000,1785,3,929,2005
giro-d-italia/2005/stage-10,stage-10,giro-d-italia,2005-05-17,80,212000,230,1,929,2005
giro-d-italia/2005/stage-11,stage-11,giro-d-italia,2005-05-18,80,150000,3798,5,929,2005
giro-d-italia/2005/stage-12,stage-12,giro-d-italia,2005-05-19,80,178000,2120,4,929,2005
giro-d-italia/2005/stage-13,stage-13,giro-d-italia,2005-05-21,80,218000,5994,5,929,2005
giro-d-italia/2005/stage-14,stage-14,giro-d-italia,2005-05-22,80,210000,5889,4,929,2005
giro-d-italia/2005/stage-15,stage-15,giro-d-italia,2005-05-23,80,154000,950,1,929,2005
giro-d-italia/2005/stage-16,stage-16,giro-d-italia,2005-05-25,80,210000,1267,2,929,2005
giro-d-italia/2005/stage-17,stage-17,giro-d-italia,2005-05-26,80,194000,4088,5,929,2005
giro-d-italia/2005/stage-18,stage-18,giro-d-italia,2005-05-27,80,34000,518,2,929,2005
giro-d-italia/2005/stage-19,stage-19,giro-d-italia,2005-05-28,80,190000,4674,5,929,2005
giro-d-italia/2005/stage-2,stage-2,giro-d-italia,2005-05-09,80,182000,1699,2,929,2005
giro-d-italia/2005/stage-20,stage-20,giro-d-italia,2005-05-29,80,119000,366,1,929,2005
giro-d-italia/2005/stage-3,stage-3,giro-d-italia,2005-05-10,80,210000,2462,2,929,2005
giro-d-italia/2005/stage-4,stage-4,giro-d-italia,2005-05-11,80,220000,1583,2,929,2005
giro-d-italia/2005/stage-5,stage-5,giro-d-italia,2005-05-12,80,223000,3353,3,929,2005
giro-d-italia/2005/stage-6,stage-6,giro-d-italia,2005-05-13,80,153000,1549,2,929,2005
giro-d-italia/2005/stage-7,stage-7,giro-d-italia,2005-05-14,80,211000,2323,2,929,2005
giro-d-italia/2005/stage-8,stage-8,giro-d-italia,2005-05-15,50,45000,579,2,929,2005
giro-d-italia/2005/stage-9,stage-9,giro-d-italia,2005-05-16,80,139000,1354,2,929,2005
giro-d-italia/2006/prologue,prologue,giro-d-italia,2006-05-06,80,6200,171,1,997,2006
giro-d-italia/2006/stage-1,stage-1,giro-d-italia,2006-05-07,80,197000,1364,1,997,2006
giro-d-italia/2006/stage-10,stage-10,giro-d-italia,2006-05-18,50,50000,69,1,997,2006
giro-d-italia/2006/stage-11,stage-11,giro-d-italia,2006-05-19,80,171000,1947,2,997,2006
giro-d-italia/2006/stage-12,stage-12,giro-d-italia,2006-05-20,80,218000,2766,4,997,2006
giro-d-italia/2006/stage-13,stage-13,giro-d-italia,2006-05-21,80,223000,3455,4,997,2006
giro-d-italia/2006/stage-14,stage-14,giro-d-italia,2006-05-22,80,189000,496,1,997,2006
giro-d-italia/2006/stage-15,stage-15,giro-d-italia,2006-05-23,80,173000,3405,5,997,2006
giro-d-italia/2006/stage-16,stage-16,giro-d-italia,2006-05-24,80,121000,2243,5,997,2006
giro-d-italia/2006/stage-17,stage-17,giro-d-italia,2006-05-25,80,210000,3033,4,997,2006
giro-d-italia/2006/stage-18,stage-18,giro-d-italia,2006-05-26,80,224000,5741,5,997,2006
giro-d-italia/2006/stage-19,stage-19,giro-d-italia,2006-05-27,80,211000,5411,4,997,2006
giro-d-italia/2006/stage-2,stage-2,giro-d-italia,2006-05-08,80,202000,1873,3,997,2006
giro-d-italia/2006/stage-20,stage-20,giro-d-italia,2006-05-28,80,140000,430,1,997,2006
giro-d-italia/2006/stage-3,stage-3,giro-d-italia,2006-05-09,80,193000,2581,2,997,2006
giro-d-italia/2006/stage-5,stage-5,giro-d-italia,2006-05-12,80,227000,329,1,997,2006
giro-d-italia/2006/stage-6,stage-6,giro-d-italia,2006-05-13,80,236000,4513,5,997,2006
giro-d-italia/2006/stage-7,stage-7,giro-d-italia,2006-05-14,80,171000,2227,5,997,2006
giro-d-italia/2006/stage-8,stage-8,giro-d-italia,2006-05-15,80,127000,1384,2,997,2006
giro-d-italia/2006/stage-9,stage-9,giro-d-italia,2006-05-16,80,187000,2652,3,997,2006
giro-d-italia/2007/stage-10,stage-10,giro-d-italia,2007-05-22,80,249000,4494,5,844,2007
giro-d-italia/2007/stage-11,stage-11,giro-d-italia,2007-05-23,80,198000,1520,2,844,2007
giro-d-italia/2007/stage-12,stage-12,giro-d-italia,2007-05-24,80,163000,3864,4,844,2007
giro-d-italia/2007/stage-13,stage-13,giro-d-italia,2007-05-25,80,13000,728,5,844,2007
giro-d-italia/2007/stage-14,stage-14,giro-d-italia,2007-05-26,80,192000,3633,4,844,2007
giro-d-italia/2007/stage-15,stage-15,giro-d-italia,2007-05-27,80,184000,5159,5,844,2007
giro-d-italia/2007/stage-16,stage-16,giro-d-italia,2007-05-29,80,189000,3309,2,844,2007
giro-d-italia/2007/stage-17,stage-17,giro-d-italia,2007-05-30,80,142000,3432,5,844,2007
giro-d-italia/2007/stage-18,stage-18,giro-d-italia,2007-05-31,80,208000,360,1,844,2007
giro-d-italia/2007/stage-19,stage-19,giro-d-italia,2007-06-01,80,178000,2710,4,844,2007
giro-d-italia/2007/stage-2,stage-2,giro-d-italia,2007-05-13,80,206000,2247,2,844,2007
giro-d-italia/2007/stage-20,stage-20,giro-d-italia,2007-06-02,80,43000,411,1,844,2007
giro-d-italia/2007/stage-21,stage-21,giro-d-italia,2007-06-03,80,185000,1192,2,844,2007
giro-d-italia/2007/stage-3,stage-3,giro-d-italia,2007-05-14,80,180000,2044,2,844,2007
giro-d-italia/2007/stage-4,stage-4,giro-d-italia,2007-05-16,80,154000,3433,5,844,2007
giro-d-italia/2007/stage-5,stage-5,giro-d-italia,2007-05-17,80,173000,1720,2,844,2007
giro-d-italia/2007/stage-6,stage-6,giro-d-italia,2007-05-18,80,179000,3660,4,844,2007
giro-d-italia/2007/stage-7,stage-7,giro-d-italia,2007-05-19,80,254000,2047,2,844,2007
giro-d-italia/2007/stage-8,stage-8,giro-d-italia,2007-05-20,80,197000,2906,2,844,2007
giro-d-italia/2007/stage-9,stage-9,giro-d-italia,2007-05-21,80,177000,2272,2,844,2007
giro-d-italia/2008/stage-10,stage-10,giro-d-italia,2008-05-20,80,39000,741,2,1058,2008
giro-d-italia/2008/stage-11,stage-11,giro-d-italia,2008-05-21,80,199000,4320,4,1058,2008
giro-d-italia/2008/stage-12,stage-12,giro-d-italia,2008-05-22,80,169000,325,1,1058,2008
giro-d-italia/2008/stage-13,stage-13,giro-d-italia,2008-05-23,80,177000,202,1,1058,2008
giro-d-italia/2008/stage-14,stage-14,giro-d-italia,2008-05-24,80,195000,5091,5,1058,2008
giro-d-italia/2008/stage-15,stage-15,giro-d-italia,2008-05-25,80,153000,4864,5,1058,2008
giro-d-italia/2008/stage-16,stage-16,giro-d-italia,2008-05-26,80,12900,1084,5,1058,2008
giro-d-italia/2008/stage-17,stage-17,giro-d-italia,2008-05-28,80,146000,1417,2,1058,2008
giro-d-italia/2008/stage-18,stage-18,giro-d-italia,2008-05-29,80,147000,2241,2,1058,2008
giro-d-italia/2008/stage-19,stage-19,giro-d-italia,2008-05-30,80,228000,3480,5,1058,2008
giro-d-italia/2008/stage-2,stage-2,giro-d-italia,2008-05-11,80,207000,3889,3,1058,2008
giro-d-italia/2008/stage-20,stage-20,giro-d-italia,2008-05-31,80,232000,4900,4,1058,2008
giro-d-italia/2008/stage-21,stage-21,giro-d-italia,2008-06-01,80,28000,12,1,1058,2008
giro-d-italia/2008/stage-3,stage-3,giro-d-italia,2008-05-12,80,221000,2164,2,1058,2008
giro-d-italia/2008/stage-4,stage-4,giro-d-italia,2008-05-13,80,183000,2459,2,1058,2008
giro-d-italia/2008/stage-5,stage-5,giro-d-italia,2008-05-14,80,203000,2835,3,1058,2008
giro-d-italia/2008/stage-6,stage-6,giro-d-italia,2008-05-15,80,232000,2387,3,1058,2008
giro-d-italia/2008/stage-7,stage-7,giro-d-italia,2008-05-16,80,180000,3936,3,1058,2008
giro-d-italia/2008/stage-8,stage-8,giro-d-italia,2008-05-17,80,208000,2357,3,1058,2008
giro-d-italia/2008/stage-9,stage-9,giro-d-italia,2008-05-18,80,218000,1146,2,1058,2008
giro-d-italia/2009/stage-10,stage-10,giro-d-italia,2009-05-19,35,250000,4215,4,975,2009
giro-d-italia/2009/stage-11,stage-11,giro-d-italia,2009-05-20,80,214000,1278,2,975,2009
giro-d-italia/2009/stage-12,stage-12,giro-d-italia,2009-05-21,80,60600,1497,2,975,2009
giro-d-italia/2009/stage-13,stage-13,giro-d-italia,2009-05-22,80,176000,745,1,975,2009
giro-d-italia/2009/stage-14,stage-14,giro-d-italia,2009-05-23,80,174000,2675,3,975,2009
giro-d-italia/2009/stage-15,stage-15,giro-d-italia,2009-05-24,80,159000,3104,2,975,2009
giro-d-italia/2009/stage-16,stage-16,giro-d-italia,2009-05-25,80,237000,5699,5,975,2009
giro-d-italia/2009/stage-17,stage-17,giro-d-italia,2009-05-27,50,83000,2085,5,975,2009
giro-d-italia/2009/stage-18,stage-18,giro-d-italia,2009-05-28,80,181000,2106,2,975,2009
giro-d-italia/2009/stage-19,stage-19,giro-d-italia,2009-05-29,80,164000,3921,5,975,2009
giro-d-italia/2009/stage-2,stage-2,giro-d-italia,2009-05-10,80,156000,646,1,975,2009
giro-d-italia/2009/stage-20,stage-20,giro-d-italia,2009-05-30,80,203000,1577,3,975,2009
giro-d-italia/2009/stage-21,stage-21,giro-d-italia,2009-05-31,80,15300,128,1,975,2009
giro-d-italia/2009/stage-3,stage-3,giro-d-italia,2009-05-11,80,198000,1155,3,975,2009
giro-d-italia/2009/stage-4,stage-4,giro-d-italia,2009-05-12,50,165000,2685,5,975,2009
giro-d-italia/2009/stage-5,stage-5,giro-d-italia,2009-05-13,80,125000,2851,5,975,2009
giro-d-italia/2009/stage-6,stage-6,giro-d-italia,2009-05-14,80,242000,3252,4,975,2009
giro-d-italia/2009/stage-7,stage-7,giro-d-italia,2009-05-15,80,244000,2501,2,975,2009
giro-d-italia/2009/stage-8,stage-8,giro-d-italia,2009-05-16,80,208000,3042,4,975,2009
giro-d-italia/2009/stage-9,stage-9,giro-d-italia,2009-05-17,80,155000,195,1,975,2009
giro-d-italia/2010/stage-1,stage-1,giro-d-italia,2010-05-08,80,8400,60,1,878,2010
giro-d-italia/2010/stage-10,stage-10,giro-d-italia,2010-05-18,80,220000,2292,2,878,2010
giro-d-italia/2010/stage-11,stage-11,giro-d-italia,2010-05-19,80,262000,4024,3,878,2010
giro-d-italia/2010/stage-12,stage-12,giro-d-italia,2010-05-20,80,206000,1651,2,878,2010
giro-d-italia/2010/stage-13,stage-13,giro-d-italia,2010-05-21,80,223000,2036,2,878,2010
giro-d-italia/2010/stage-14,stage-14,giro-d-italia,2010-05-22,80,205000,2214,4,878,2010
giro-d-italia/2010/stage-15,stage-15,giro-d-italia,2010-05-23,80,218000,3915,5,878,2010
giro-d-italia/2010/stage-16,stage-16,giro-d-italia,2010-05-25,80,12900,1084,5,878,2010
giro-d-italia/2010/stage-17,stage-17,giro-d-italia,2010-05-26,80,173000,2871,5,878,2010
giro-d-italia/2010/stage-18,stage-18,giro-d-italia,2010-05-27,80,143000,1047,2,878,2010
giro-d-italia/2010/stage-19,stage-19,giro-d-italia,2010-05-28,80,195000,4641,5,878,2010
giro-d-italia/2010/stage-2,stage-2,giro-d-italia,2010-05-09,80,209000,684,1,878,2010
giro-d-italia/2010/stage-20,stage-20,giro-d-italia,2010-05-29,80,178000,4849,5,878,2010
giro-d-italia/2010/stage-21,stage-21,giro-d-italia,2010-05-30,80,15300,288,2,878,2010
giro-d-italia/2010/stage-3,stage-3,giro-d-italia,2010-05-10,80,224000,322,1,878,2010
giro-d-italia/2010/stage-5,stage-5,giro-d-italia,2010-05-13,80,168000,1067,2,878,2010
giro-d-italia/2010/stage-6,stage-6,giro-d-italia,2010-05-14,80,172000,2420,2,878,2010
giro-d-italia/2010/stage-7,stage-7,giro-d-italia,2010-05-15,80,220000,2373,2,878,2010
giro-d-italia/2010/stage-8,stage-8,giro-d-italia,2010-05-16,80,189000,3424,5,878,2010
giro-d-italia/2010/stage-9,stage-9,giro-d-italia,2010-05-17,80,188000,1018,3,878,2010
giro-d-italia/2011/stage-10,stage-10,giro-d-italia,2011-05-17,80,159000,1207,3,891,2011
giro-d-italia/2011/stage-11,stage-11,giro-d-italia,2011-05-18,80,144000,2612,3,891,2011
giro-d-italia/2011/stage-12,stage-12,giro-d-italia,2011-05-19,80,184000,488,1,891,2011
giro-d-italia/2011/stage-13,stage-13,giro-d-italia,2011-05-20,80,167000,4208,5,891,2011
giro-d-italia/2011/stage-14,stage-14,giro-d-italia,2011-05-21,80,172000,4170,5,891,2011
giro-d-italia/2011/stage-15,stage-15,giro-d-italia,2011-05-22,80,229000,6939,5,891,2011
giro-d-italia/2011/stage-16,stage-16,giro-d-italia,2011-05-24,80,12700,708,5,891,2011
giro-d-italia/2011/stage-17,stage-17,giro-d-italia,2011-05-25,80,230000,3852,2,891,2011
giro-d-italia/2011/stage-18,stage-18,giro-d-italia,2011-05-26,80,151000,2094,2,891,2011
giro-d-italia/2011/stage-19,stage-19,giro-d-italia,2011-05-27,80,209000,3018,5,891,2011
giro-d-italia/2011/stage-2,stage-2,giro-d-italia,2011-05-08,80,244000,944,1,891,2011
giro-d-italia/2011/stage-20,stage-20,giro-d-italia,2011-05-28,80,242000,3512,5,891,2011
giro-d-italia/2011/stage-21,stage-21,giro-d-italia,2011-05-29,80,26000,37,1,891,2011
giro-d-italia/2011/stage-3,stage-3,giro-d-italia,2011-05-09,80,173000,2009,2,891,2011
giro-d-italia/2011/stage-5,stage-5,giro-d-italia,2011-05-11,80,191000,2723,3,891,2011
giro-d-italia/2011/stage-6,stage-6,giro-d-italia,2011-05-12,80,216000,3121,3,891,2011
giro-d-italia/2011/stage-7,stage-7,giro-d-italia,2011-05-13,80,110000,2333,5,891,2011
giro-d-italia/2011/stage-8,stage-8,giro-d-italia,2011-05-14,80,217000,2082,3,891,2011
giro-d-italia/2011/stage-9,stage-9,giro-d-italia,2011-05-15,80,169000,4091,5,891,2011
