_url,name,birth_year,height,nationality,avg_pos,num_races,BMI,continent
rafael-diaz,Rafael  Diaz,1972.0,164.0,Spain,81.66079295154185,227,20.449137418203453,Europe
asbjorn-hellemose,Asbjørn  Hellemose,1999.0,192.0,Denmark,115.7827380952381,336,17.63237847222222,Europe
fabrizio-nespoli,Fabrizio  Nespoli,1965.0,,Italy,87.67714285714285,350,,Europe
faat-zakirov,Faat  Zakirov,1974.0,,Russia,59.48011363636363,352,,Europe
franklin-chacon,Franklin  Chacón,1998.0,,Venezuela,91.51511991657976,959,,South America
flavio-chesini,Flavio  Chesini,1962.0,,Italy,107.9969512195122,328,,Europe
hennie-rovers,Hennie  Rovers,1958.0,,Netherlands,77.3191011235955,445,,Europe
pablo-urtasun,Pablo  Urtasun,1980.0,176.0,Spain,96.0677966101695,236,22.275309917355372,Europe
paolo-bailetti,Paolo  Bailetti,1980.0,,Italy,119.13924050632912,79,,Europe
rene-savary,René  Savary,1949.0,,Switzerland,76.27027027027027,296,,Europe
robinson-chalapud,Robinson  Chalapud,1984.0,175.0,Colombia,84.29209621993127,291,20.571428571428573,South America
jacques-hanegraaf,Jacques  Hanegraaf,1960.0,,Netherlands,57.270114942528735,174,,Europe
walter-pedroni,Walter  Pedroni,1970.0,,Italy,16.09220985691574,629,,Europe
marcel-kittel,Marcel  Kittel,1988.0,188.0,Germany,28.933333333333334,435,23.20054323223178,Europe
guido-wirz,Guido  Wirz,1972.0,,Switzerland,25.141538461538463,325,,Europe
andrea-garosio,Andrea  Garosio,1993.0,175.0,Italy,40.95379537953795,303,18.93877551020408,Europe
martin-elmiger,Martin  Elmiger,1978.0,182.0,Switzerland,46.4030612244898,196,22.03840115928028,Europe
serge-baguet,Serge  Baguet,1969.0,177.0,Belgium,34.58291457286432,199,21.38593635289987,Europe
jaime-castrillo,Jaime  Castrillo,1996.0,186.0,Spain,40.82404692082111,341,18.78829922534397,Europe
felix-perez,Felix  Perez,1955.0,,Spain,39.484848484848484,231,,Europe
alain-van-hoornweder,Alain Van Hoornweder,1958.0,,Belgium,47.62086513994911,393,,Europe
jacek-mickiewicz,Jacek  Mickiewicz,1970.0,172.0,Poland,38.65853658536585,82,25.013520822065985,Europe
lander-euba-ziarrusta,Lander  Euba,1977.0,,Spain,54.30085959885387,349,,Europe
maurice-dury,Maurice  Dury,1947.0,,Belgium,65.85714285714286,196,,Europe
laurent-paumier,Laurent  Paumier,1973.0,168.0,France,71.83389830508474,295,20.19557823129252,Europe
mihkel-raim,Mihkel  Räim,1993.0,176.0,Estonia,58.400778210116734,257,22.275309917355372,Europe
frank-van-de-vijver,Frank Van De Vijver,1962.0,,Belgium,74.97068403908794,307,,Europe
tim-naberman,Tim  Naberman,1999.0,187.0,Netherlands,73.72932330827068,266,20.0177299894192,Europe
federico-garcia-melia,Federico  García,1968.0,,Spain,46.44250871080139,287,,Europe
lorrenzo-manzin,Lorrenzo  Manzin,1994.0,175.0,France,70.1598272138229,463,22.53061224489796,Europe
levi-leipheimer,Levi  Leipheimer,1973.0,170.0,United States,72.66451612903226,155,21.453287197231838,North America
tyler-hamilton,Tyler  Hamilton,1971.0,172.0,United States,65.83864541832669,502,21.971335857220122,North America
ruben-fernandez,Rubén  Fernández,1991.0,177.0,Spain,66.19264448336253,571,19.15158479364167,Europe
christophe-bassons,Christophe  Bassons,1974.0,186.0,France,65.38475836431226,538,21.389756041160826,Europe
juan-argudo,Juan  Argudo,1954.0,,Spain,89.7153024911032,281,,Europe
jose-antonio-lopez,José Antonio  López,1976.0,,Spain,68.06198347107438,484,,Europe
horst-schutz,Horst  Schutz,1951.0,,Germany,58.306163021868784,503,,Europe
bernard-labourdette,Bernard  Labourdette,1946.0,,France,87.91627906976744,215,,Europe
shane-sutton,Shane  Sutton,1957.0,,Australia,78.39055793991416,233,,Oceania
bob-jungels,Bob  Jungels,1992.0,189.0,Luxembourg,73.359375,192,19.59631589261219,Europe
hideto-nakane,Hideto  Nakane,1990.0,170.0,Japan,84.0,22,19.031141868512112,Asia
martin-earley,Martin  Earley,1962.0,173.0,Ireland,90.92342342342343,222,20.715693808680545,Europe
sascha-urweider,Sascha  Urweider,1980.0,,Switzerland,76.09473684210526,95,,Europe
enrique-mata-cabello,Enrique  Mata,1985.0,183.0,Spain,59.03661971830986,355,21.49959688255845,Europe
aaron-olsen,Aaron  Olsen,1978.0,,United States,91.24137931034483,145,,North America
merhawi-kudus,Merhawi  Kudus,1994.0,173.0,Eritrea,80.45609065155807,353,19.37919743392696,Africa
paul-ourselin,Paul  Ourselin,1994.0,185.0,France,98.26666666666667,60,20.45288531775018,Europe
jensen-plowright,Jensen  Plowright,2000.0,177.0,Australia,64.45161290322581,341,24.897060231734173,Oceania
julen-amezqueta,Julen  Amezqueta,1993.0,174.0,Spain,81.02173913043478,46,20.808561236623067,Europe
romero-jesus-buendia,Jesús  Buendía,1982.0,,Spain,93.30739299610894,257,,Europe
sergey-kolesnikov,Sergey  Kolesnikov,1986.0,179.0,Russia,72.14102564102564,78,21.847008520333322,Europe
claudio-cucinotta,Claudio  Cucinotta,1982.0,177.0,Italy,50.18709677419355,310,22.66270867247598,Europe
paolo-tiralongo,Paolo  Tiralongo,1977.0,178.0,Italy,70.52941176470588,17,19.883853048857468,Europe
rafaa-chtioui,Rafaâ  Chtioui,1986.0,190.0,Tunisia,69.35,380,22.714681440443215,Africa
roberto-poggiali,Roberto  Poggiali,1941.0,,Italy,24.28980891719745,942,,Europe
giorgio-furlan,Giorgio  Furlan,1966.0,,Italy,68.38526912181302,353,,Europe
blazej-janiaczyk,Błażej  Janiaczyk,1983.0,177.0,Poland,65.21428571428571,140,21.705129432793896,Europe
joaquin-miguelanez,Joaquin  Miguelañez,1970.0,,Spain,67.58849557522124,226,,Europe
rustam-tukhvatulin,Roustam  Toukhvatoulin,1969.0,,Russia,73.6282722513089,191,,Europe
elio-festa,Elio  Festa,1960.0,,Italy,53.060402684563755,149,,Europe
alexandre-rua,Alexandre  Ruas,1956.0,,Portugal,50.765957446808514,47,,Europe
garrett-mcleod,Garrett  Mcleod,1989.0,,Canada,110.50326797385621,153,,North America
alex-tolio,Alex  Tolio,2000.0,,Italy,61.65094339622642,106,,Europe
alexandr-kolobnev,Alexandr  Kolobnev,1981.0,174.0,Russia,79.75076923076924,325,21.13885585942661,Europe
jonas-van-genechten,Jonas van Genechten,1986.0,176.0,Belgium,63.25,16,21.62964876033058,Europe
wilco-zuijderwijk,Wilco  Zuijderwijk,1969.0,,Netherlands,63.798611111111114,144,,Europe
luca-belluomini,Luca  Belluomini,1976.0,,Italy,72.1994884910486,391,,Europe
patrick-verplancke,Patrick  Verplancke,1962.0,,Belgium,68.24657534246575,292,,Europe
pierre-herinne,Pierre  Herinne,1968.0,,Belgium,81.3103448275862,232,,Europe
ondrej-fadrny,Ondřej  Fadrný,1978.0,,Czech Republic,84.8695652173913,23,,Europe
sebastian-kolze-changizi,Sebastian  Kolze Changizi,2000.0,181.0,Denmark,82.5,6,20.695338970116907,Europe
jesper-asselman,Jesper  Asselman,1990.0,184.0,Netherlands,60.912921348314605,356,20.380434782608695,Europe
joseph-bruyere,Joseph  Bruyère,1948.0,,Belgium,104.13065326633166,199,,Europe
dario-montani,Dario  Montani,1961.0,,Italy,79.04232804232804,189,,Europe
vladimir-miholjevic,Vladimir  Miholjević,1974.0,180.0,Croatia,94.32183908045977,87,20.98765432098765,Europe
michele-paletti,Michele  Paletti,1967.0,,Italy,95.07407407407408,135,,Europe
vadim-kravchenko,Vadim  Kravchenko,1969.0,178.0,Kazakhstan,99.09836065573771,61,20.45196313596768,Asia
riccardo-faverio,Riccardo  Faverio,1969.0,,Italy,85.19634703196347,219,,Europe
javier-moreno,Javier  Moreno,1984.0,181.0,Spain,74.27570093457943,428,19.230182228869694,Europe
nuno-ribeiro,Nuno  Ribeiro,1977.0,170.0,Portugal,88.07418397626112,337,20.41522491349481,Europe
loic-le-flohic,Loïc Le Flohic,1959.0,,France,77.28593996840442,633,,Europe
danilo-wyss,Danilo  Wyss,1985.0,176.0,Switzerland,42.31531531531532,222,20.983987603305785,Europe
quinn-simmons,Quinn  Simmons,2001.0,185.0,United States,105.3225806451613,31,21.0372534696859,North America
vassili-davidenko,Vassili  Davidenko,1970.0,,United States,66.82255389718077,603,,North America
gianluca-tonetti,Gianluca  Tonetti,1967.0,,Italy,67.61989342806395,563,,Europe
daniele-del-ben,Daniele  Del Ben,1962.0,,Italy,105.01470588235294,68,,Europe
felice-gimondi,Felice  Gimondi,1942.0,181.0,Italy,94.8132118451025,439,23.808797045267237,Europe
francesco-reda,Francesco  Reda,1982.0,179.0,Italy,50.857142857142854,7,21.847008520333322,Europe
graziano-gasparre,Graziano  Gasparre,1978.0,174.0,Italy,100.24719101123596,356,19.817677368212443,Europe
christian-scaroni,Christian  Scaroni,1997.0,175.0,Italy,54.0,99,20.571428571428573,Europe
reuben-thompson,Reuben  Thompson,2001.0,183.0,New Zealand,82.4013986013986,715,19.70796380901191,Oceania
fridolin-keller,Fridolin  Keller,1954.0,,Switzerland,80.0,6,,Europe
maarten-den-bakker,Maarten den Bakker,1969.0,181.0,Netherlands,80.2621359223301,103,21.672110130948383,Europe
bert-dietz,Bert  Dietz,1969.0,174.0,Germany,65.27124183006536,306,22.79032897344431,Europe
fabien-de-vooght,Fabien De Vooght,1959.0,,France,92.93880597014926,670,,Europe
andrea-pasqualon,Andrea  Pasqualon,1988.0,174.0,Italy,54.50847457627118,59,22.460034350640772,Europe
sam-bennett,Sam  Bennett,1990.0,178.0,Ireland,86.7451923076923,208,23.04002019946976,Europe
luis-santos,Luis Marques Santos,1966.0,,Portugal,89.32727272727273,110,,Europe
sebastien-medan,Sébastien  Medan,1972.0,,France,48.50251256281407,796,,Europe
leandro-navarrete,Leandro  Navarrete,1977.0,,Spain,83.48387096774194,155,,Europe
robert-power,Robert  Power,1995.0,184.0,Australia,82.89954337899543,219,20.085066162570886,Oceania
uwe-raab,Uwe  Raab,1962.0,,Germany,89.33720930232558,86,,Europe
daniel-diaz,Daniel  Diaz,1989.0,170.0,Argentina,69.35272727272728,550,21.107266435986162,South America
oscar-pellicioli,Oscar  Pellicioli,1965.0,,Italy,89.32631578947368,190,,Europe
zbigniew-spruch,Zbigniew  Spruch,1965.0,178.0,Poland,89.24489795918367,49,21.461936624163616,Europe
xabier-zandio,Xabier  Zandio,1977.0,184.0,Spain,107.27777777777777,18,21.561909262759922,Europe
alexandre-usov,Alexandre  Usov,1977.0,176.0,Belarus,60.03515625,256,20.33832644628099,Europe
willy-engelbrecht,Willy  Engelbrecht,1962.0,,South Africa,69.30097087378641,103,,Africa
jan-ullrich,Jan  Ullrich,1973.0,183.0,Germany,60.253846153846155,130,21.798202394816204,Europe
juan-jose-de-los-angeles,Juan José De Los Angeles,1973.0,171.0,Spain,64.60612691466083,457,21.545090797168363,Europe
fran-ventoso,Francisco José  Ventoso,1982.0,180.0,Spain,107.81372549019608,102,23.148148148148145,Europe
vincenzo-nibali,Vincenzo  Nibali,1984.0,181.0,Italy,74.24821002386635,419,19.840664204389366,Europe
marcel-laurens,Marcel  Laurens,1952.0,,Belgium,73.39484978540773,466,,Europe
anatoliy-pakhtusov,Anatoliy  Pakhtusov,1985.0,,Ukraine,62.35190615835777,341,,Europe
pedro-delgado,Pedro  Delgado,1960.0,171.0,Spain,96.27160493827161,81,21.887076365377382,Europe
laurens-ten-dam,Laurens ten Dam,1980.0,184.0,Netherlands,100.72527472527473,182,19.78969754253308,Europe
william-palacio,William  Palacio,1965.0,,Colombia,62.25847457627118,236,,South America
luc-branckaerts,Luc  Branckaerts,1962.0,,Belgium,55.50218340611354,229,,Europe
alain-von-allmen,Alain Von Allmen,1961.0,,Switzerland,73.32618025751073,233,,Europe
brandon-alejandro-rojas-vega,Brandon Alejandro  Rojas,2002.0,178.0,Colombia,47.96743295019157,522,20.199469763918696,South America
attilio-benfatto,Attilio  Benfatto,1943.0,,Italy,106.06802721088435,147,,Europe
jasha-sutterlin,Jasha  Sütterlin,1992.0,184.0,Germany,96.13333333333334,75,23.03875236294896,Europe
jesus-gabriel-arguintxona-abarrategui,Jesús Gabriel  Arguintxona,1962.0,,Spain,93.56428571428572,140,,Europe
alessandro-monaco,Alessandro  Monaco,1998.0,,Italy,74.16666666666667,6,,Europe
silvano-contini,Silvano  Contini,1958.0,,Italy,100.52777777777777,432,,Europe
libardo-nino-corredor,Libardo  Niño,1968.0,182.0,Colombia,49.27807486631016,187,20.589300809081028,South America
oscar-sevilla,Óscar  Sevilla,1976.0,175.0,Spain,83.12962962962963,54,20.244897959183675,Europe
miguel-angel-benito,Miguel Ángel  Benito,1993.0,181.0,Spain,66.52664576802508,319,20.45114617990904,Europe
neil-stephens,Neil  Stephens,1963.0,171.0,Australia,100.10328638497653,213,22.229061933586404,Oceania
raymond-hernando,Raymond  Hernando,1954.0,,France,66.70689655172414,348,,Europe
ian-boswell,Ian  Boswell,1991.0,190.0,United States,113.3,80,19.390581717451525,North America
mursio-rivas,Mursio  Ribas,1961.0,,Spain,79.86244541484716,458,,Europe
michele-scotto-abusco,Michele  Scotto d'Abusco,1983.0,,Italy,87.0,6,,Europe
davy-delme,Davy  DELME,1972.0,,Belgium,76.0,19,,Europe
peter-rogers,Peter  Rogers,1974.0,,Australia,67.53061224489795,294,,Oceania
roberto-bressan,Roberto  Bressan,1960.0,,Italy,44.84346504559271,658,,Europe
hipolito-verdu,Hipolito  Verdu,1963.0,,Spain,66.44791666666667,576,,Europe
valentin-iglinskiy,Valentin  Iglinskiy,1984.0,178.0,Kazakhstan,47.6825,400,21.461936624163616,Asia
federico-munoz,Federico  Muñoz,1963.0,,Colombia,56.15520282186949,567,,South America
tsgabu-gebremaryam-grmay,Tsgabu  Grmay,1991.0,175.0,Ethiopia,99.63636363636364,187,20.571428571428573,Africa
joseba-zubeldia,Joseba  Zubeldia,1979.0,,Spain,64.20285714285714,350,,Europe
aliaksandr-kuchynski,Aleksandr  Kuschynski,1979.0,182.0,Belarus,60.480716253443525,726,19.623233908948194,Europe
vivencio-rubio,Vivencio  Rubio,1957.0,,Spain,62.085144927536234,552,,Europe
jos-gysemans,Jos  Gysemans,1952.0,,Belgium,48.374015748031496,508,,Europe
simone-zucchi,Simone  Zucchi,1971.0,,Italy,45.23345588235294,544,,Europe
blake-caldwell,Blake  Caldwell,1984.0,,United States,68.52651515151516,264,,North America
kevin-kuhn,Kevin  Kuhn,1998.0,174.0,Switzerland,45.81389578163772,403,22.79032897344431,Europe
armand-de-las-cuevas,Armand de Las Cuevas,1968.0,,France,58.26341463414634,205,,Europe
michel-cornelisse,Michel  Cornelisse,1965.0,,Netherlands,65.5952380952381,168,,Europe
aivaras-baranauskas,Aivaras  Baranauskas,1980.0,,Lithuania,36.53187613843352,549,,Europe
gerard-vianen,Gerard  Vianen,1944.0,,Netherlands,71.16751269035532,394,,Europe
heinrich-trumheller,Heinrich  Trumheller,1972.0,,Germany,45.90432801822323,439,,Europe
roque-moya,Roque  Moyá,1953.0,,Spain,55.07256637168142,565,,Europe
mikel-artetxe,Mikel  Artetxe,1976.0,170.0,Spain,68.40229885057471,348,21.107266435986162,Europe
nicolas-fritsch,Nicolas  Fritsch,1978.0,182.0,France,62.64857142857143,350,19.623233908948194,Europe
wilfried-peffgen,Wilfried  Peffgen,1942.0,173.0,Germany,72.94557823129252,147,22.386314277122523,Europe
frederic-gabriel,Frédéric  Gabriel,1970.0,176.0,France,63.66019417475728,412,19.369834710743802,Europe
jean-pierre-parenteau,Jean-Pierre  Parenteau,1944.0,173.0,France,68.66739606126914,457,22.720438370810918,Europe
rigoberto-uran,Rigoberto  Urán,1987.0,173.0,Colombia,66.19264448336253,571,21.04981790236894,South America
leo-van-thielen,Léo Van Thielen,1953.0,,Belgium,46.785714285714285,308,,Europe
ivan-balykin,Ivan  Balykin,1990.0,179.0,Russia,86.95522388059702,201,21.22280827689523,Europe
fuyu-li,Fuyu  Li,1978.0,,China,79.35474006116208,327,,Asia
alexandr-dyachenko,Alexandr  Dyachenko,1983.0,179.0,Kazakhstan,66.85567010309278,97,20.286507911738084,Asia
wim-feys,Wim  Feys,1971.0,191.0,Belgium,68.0,364,21.929223431375238,Europe
riccardo-chiarini,Riccardo  Chiarini,1984.0,184.0,Italy,92.4,25,20.6758034026465,Europe
peter-van-impe,Peter Van Impe,1963.0,,Belgium,88.9,110,,Europe
erwann-mentheour,Erwann  Menthéour,1973.0,,France,77.4,700,,Europe
ron-kiefel,Ron  Kiefel,1960.0,,United States,41.32258064516129,217,,North America
alvaro-pino,Álvaro  Pino,1956.0,,Spain,76.97849462365592,93,,Europe
patrice-bar,Patrice  Bar,1967.0,,Belgium,70.61290322580645,155,,Europe
nicolas-reynaud,Nicolas  Reynaud,1977.0,,France,50.958133971291865,836,,Europe
asbjorn-kragh-andersen,Asbjørn  Kragh Andersen,1992.0,182.0,Denmark,58.928994082840234,338,21.736505252988767,Europe
alexi-grewal,Alexi  Grewal,1960.0,,United States,69.71153846153847,156,,North America
marco-bellini,Marco  Bellini,1969.0,,Italy,71.33333333333333,441,,Europe
ramon-gonzalez-arrieta,José Ramón  González,1967.0,,Spain,40.01960784313726,102,,Europe
salvatore-maccali,Salvatore  Maccali,1955.0,,Italy,112.23809523809524,21,,Europe
matthias-friedemann,Matthias  Friedemann,1984.0,183.0,Germany,98.225,160,22.395413419331717,Europe
jason-mccartney,Jason  McCartney,1973.0,183.0,United States,73.98251748251748,286,20.902385858042937,North America
angel-vicioso,Ángel  Vicioso,1977.0,170.0,Spain,65.375,320,20.761245674740486,Europe
marino-lejarreta,Marino  Lejarreta,1957.0,,Spain,71.70673076923077,416,,Europe
michel-nottebart-2,Michel  Nottebart,1971.0,,Belgium,100.52777777777777,432,,Europe
gianni-vignaduzzi,Gianni  Vignaduzzi,1966.0,177.0,Canada,76.3103448275862,87,21.38593635289987,North America
julian-gorospe,Julián  Gorospe,1960.0,,Spain,78.80407124681933,393,,Europe
tony-gallopin,Tony  Gallopin,1988.0,181.0,France,69.14798206278027,223,21.06162815542871,Europe
antonio-molina,Antonio  Molina,1991.0,169.0,Spain,70.2,60,19.95728440880922,Europe
bernard-becaas,Bernard  Becaas,1955.0,,France,95.83582089552239,201,,Europe
leonardo-basso,Leonardo  Basso,1993.0,177.0,Italy,98.66355140186916,535,20.109164033323754,Europe
jacques-janse-van-rensburg,Jacques  Janse van Rensburg,1987.0,175.0,South Africa,62.25847457627118,236,20.571428571428573,Africa
allan-johansen,Allan  Johansen,1971.0,188.0,Denmark,109.8695652173913,23,22.068809416025353,Europe
dennis-van-winden,Dennis van Winden,1987.0,184.0,Netherlands,69.39915966386555,238,20.6758034026465,Europe
brian-vandborg,Brian Bach  Vandborg,1981.0,187.0,Denmark,74.265625,192,21.447567845806283,Europe
jose-vicente-garcia-acosta,José Vicente  García Acosta,1972.0,186.0,Spain,98.29813664596273,483,21.967857555786793,Europe
laurent-didier,Laurent  Didier,1984.0,189.0,Luxembourg,54.50847457627118,59,19.03642115282327,Europe
steffen-weigold,Steffen  Weigold,1979.0,,Germany,73.41025641025641,78,,Europe
rocco-cattaneo,Rocco  Cattaneo,1958.0,,Switzerland,81.66079295154185,227,,Europe
nicola-ramacciotti,Nicola  Ramacciotti,1973.0,,Italy,69.11074918566776,307,,Europe
milan-dvorscik,Milan  Dvorščík,1970.0,175.0,Slovakia,115.7827380952381,336,22.20408163265306,Europe
marco-pinotti,Marco  Pinotti,1976.0,176.0,Italy,62.36029411764706,272,21.62964876033058,Europe
abel-balderstone-roumens,Abel  Balderstone,2000.0,180.0,Spain,88.27536231884058,138,18.827160493827158,Europe
john-tomac,John  Tomac,1967.0,,United States,90.24324324324324,111,,North America
johan-louwet,Johan  Louwet,1959.0,,Belgium,79.93462109955424,673,,Europe
alexis-vuillermoz,Alexis  Vuillermoz,1988.0,173.0,France,73.23140495867769,242,20.04744562130375,Europe
marco-righetto,Marco  Righetto,1980.0,,Italy,67.0204081632653,49,,Europe
koldo-fernandez,Koldo  Fernández,1981.0,182.0,Spain,100.75409836065573,366,21.434609346697258,Europe
ief-verbrugghe,Ief  Verbrugghe,1975.0,188.0,Belgium,61.310272536687634,477,19.52240832956089,Europe
hector-rondan,Hector  Rondan,1953.0,,Uruguay,129.70731707317074,41,,South America
eric-lalouette,Éric  Lalouette,1951.0,,France,80.26978417266187,278,,Europe
hans-daams,Hans  Daams,1962.0,,Netherlands,57.70175438596491,228,,Europe
hubert-krys,Hubert Jacek  Krys,1983.0,,Poland,118.57309941520468,171,,Europe
modesto-urrutibeazkoa,Modesto  Urrutibeazkoa,1959.0,,Spain,88.62745098039215,102,,Europe
michael-woods,Michael  Woods,1986.0,175.0,Canada,50.423772609819125,387,20.897959183673468,North America
johnatan-canaveral,Johnatan  Cañaveral,1996.0,,Colombia,85.95846645367412,313,,South America
mikhaylo-khalilov,Mikhaylo  Khalilov,1975.0,,Ukraine,71.30747126436782,348,,Europe
andrea-brognara,Andrea  Brognara,1971.0,,Italy,67.58720930232558,172,,Europe
angel-jose-rodriguez,Ángel José  Rodríguez,1981.0,,Spain,100.24719101123596,356,,Europe
eric-leblacher,Eric  Leblacher,1978.0,,France,103.78921568627452,204,,Europe
luciano-conati,Luciano  Conati,1950.0,,Italy,99.33611691022965,479,,Europe
max-hurzeler,Max  Hürzeler,1954.0,,Switzerland,96.98461538461538,65,,Europe
sepp-kuss,Sepp  Kuss,1994.0,182.0,United States,96.08755760368663,434,18.41565028378215,North America
nikolai-golovatenko,Nikolai  Golovatenko,1963.0,,Russia,100.46412556053812,446,,Europe
mikel-elgezabal,Mikel  Elgezábal,1978.0,,Spain,70.80911680911682,351,,Europe
pascal-guyot,Pascal  Guyot,1959.0,,France,107.81372549019608,102,,Europe
mauro-ribeiro,Mauro  Ribeiro,1964.0,,Brazil,99.24338624338624,189,,South America
dainis-ozols,Dainis  Ozols,1966.0,178.0,Latvia,95.78894472361809,199,23.355636914530994,Europe
urs-freuler,Urs  Freuler,1958.0,,Switzerland,91.18064516129033,155,,Europe
stefano-d-arcangelo,Stefano  D'arcangelo,1954.0,,Italy,78.53191489361703,47,,Europe
harald-starzengruber,Harald  Starzengruber,1981.0,,Austria,94.99680511182109,313,,Europe
kristoffer-ingeby,Kristoffer  Ingeby,1979.0,,Sweden,68.5925925925926,405,,Europe
moises-aldape,Moises Antonio  Aldape,1981.0,175.0,Mexico,64.77361563517915,614,20.244897959183675,North America
yves-hezard,Yves  Hézard,1948.0,,France,59.77639751552795,483,,Europe
cyrus-monk,Cyrus  Monk,1996.0,175.0,Australia,63.854166666666664,672,21.877551020408163,Oceania
jose-maria-ahedo,Jose Maria  Ahedo,1966.0,,Spain,60.9774011299435,354,,Europe
wim-dubois,Wim  Dubois,1946.0,,Netherlands,80.74468085106383,47,,Europe
emanuele-bombini,Emanuele  Bombini,1959.0,,Italy,69.6896551724138,29,,Europe
yohann-charpenteau,Yohann  Charpenteau,1979.0,185.0,France,80.32786885245902,244,19.86851716581446,Europe
nikolas-maes,Nikolas  Maes,1986.0,190.0,Belgium,136.8,40,21.606648199445985,Europe
peter-de-frenne,Peter De Frenne,1969.0,,Belgium,100.79629629629629,162,,Europe
filippo-perfetto,Filippo  Perfetto,1976.0,,Italy,79.09330985915493,568,,Europe
dean-harvey,Dean  Harvey,2003.0,,Ireland,114.75,20,,Europe
francisco-benitez,Francisco  Benitez,1970.0,,Spain,62.148211243611584,587,,Europe
luis-felipe-moreno,Luis Felipe  Moreno,1966.0,,Colombia,84.12382445141066,638,,South America
eugenio-sanchez,Eugenio  Sánchez,1999.0,179.0,Spain,95.08237986270022,437,19.97440779001904,Europe
james-shaw,James  Shaw,1996.0,179.0,Great Britain,91.51511991657976,959,19.66230766829999,Europe
daniel-hoelgaard,Daniel  Hoelgaard,1993.0,183.0,Norway,81.4952380952381,105,22.99262444384723,Europe
bert-grabsch,Bert  Grabsch,1975.0,179.0,Germany,98.7764705882353,85,24.343809494085704,Europe
christophe-laurent,Christophe  Laurent,1977.0,185.0,France,80.06565656565657,198,21.0372534696859,Europe
jose-angel-urien,Jose Angel  Urien,1961.0,,Spain,84.64285714285714,28,,Europe
julien-bernard,Julien  Bernard,1992.0,176.0,France,116.27027027027027,222,19.369834710743802,Europe
leangel-linarez,Leangel Rubén  Linarez,1997.0,175.0,Venezuela,102.31351351351351,370,24.163265306122447,South America
massimiliano-napolitano,Massimiliano  Napolitano,1973.0,,Italy,101.83,100,,Europe
jurgen-landrie,Jurgen  Landrie,1975.0,,Belgium,88.6355140186916,107,,Europe
arnaud-demare,Arnaud  Démare,1991.0,181.0,France,78.66666666666667,159,23.198315069747565,Europe
georges-vandenberghe,Georges  Vandenberghe,1941.0,,Belgium,75.94274028629857,489,,Europe
murilo-antonio-fischer,Murilo Antonio  Fischer,1979.0,170.0,Brazil,100.97359735973598,303,22.49134948096886,South America
angel-yesid-camargo,Angel Yesid  Camargo,1967.0,,Colombia,122.72093023255815,43,,South America
klaus-mutschler,Klaus  Mutschler,1977.0,,Germany,109.31117021276596,376,,Europe
david-vazquez,David  Vazquez,1975.0,,Spain,84.29209621993127,291,,Europe
blaz-jarc,Blaž  Jarc,1988.0,196.0,Slovenia,101.9047619047619,21,22.646813827571847,Europe
oscar-mason,Oscar  Mason,1975.0,,Italy,75.69767441860465,215,,Europe
tom-criel,Tom  Criel,1983.0,,Belgium,88.1474358974359,156,,Europe
andrei-tcherviakov,Andrei  Tcherviakov,1974.0,,Russia,110.63934426229508,61,,Europe
zbigniew-piatek,Zbigniew  Piątek,1966.0,185.0,Poland,102.03947368421052,76,20.74506939371804,Europe
theo-van-der-leeuw,Theo van der Leeuw,1949.0,,Netherlands,91.02808988764045,178,,Europe
micula-dematteis,Miculà  Dematteis,1983.0,,Italy,95.26953125,256,,Europe
pedro-arreitunandia,Pedro  Arreitunandia,1974.0,,Spain,74.14885496183206,262,,Europe
dominic-klemme,Dominic  Klemme,1986.0,178.0,Germany,118.62385321100918,218,22.724403484408533,Europe
sergio-carcano,Sergio  Carcano,1966.0,,Italy,73.30416666666666,240,,Europe
francisco-javier-mauleon,Francisco Javier  Mauleon,1965.0,,Spain,81.02173913043478,46,,Europe
simone-bertoletti,Simone  Bertoletti,1974.0,186.0,Italy,99.37301587301587,126,21.678806798473808,Europe
jose-antonio-garrido-lima,José Antonio  Garrido,1975.0,176.0,Spain,78.54166666666667,24,21.952479338842977,Europe
daniel-turek,Daniel  Turek,1993.0,183.0,Czech Republic,91.94202898550725,69,21.49959688255845,Europe
rudi-dexters,Rudi  Dexters,1959.0,,Belgium,80.76,75,,Europe
ruben-gorospe,Ruben  Gorospe,1964.0,,Spain,131.92857142857142,28,,Europe
victor-langellotti,Victor  Langellotti,1995.0,177.0,Monaco,87.67714285714285,350,20.428357113217785,Europe
robert-gesink,Robert  Gesink,1986.0,190.0,Netherlands,79.93462109955424,673,19.390581717451525,Europe
joan-bou,Joan  Bou,1997.0,182.0,Spain,67.83737517831669,701,20.589300809081028,Europe
rudy-patry,Rudy  Patry,1961.0,,Belgium,44.54183266932271,753,,Europe
aitor-osa,Aitor  Osa,1973.0,176.0,Spain,44.84346504559271,658,20.66115702479339,Europe
willy-lienhard,Willy  Lienhard,1954.0,,Switzerland,58.8018691588785,535,,Europe
francesco-lasca,Francesco  Lasca,1988.0,180.0,Italy,61.71848739495798,238,20.061728395061728,Europe
mark-cavendish,Mark  Cavendish,1985.0,175.0,Great Britain,65.8076923076923,286,22.857142857142858,Europe
raimund-lehnert,Raimund  Lehnert,1965.0,,Germany,78.89353612167301,526,,Europe
jesus-rosendo,Jesús  Rosendo,1982.0,184.0,Spain,52.42830882352941,544,19.494328922495274,Europe
