_url,name,birth_year,height,nationality,avg_pos,num_races,BMI,continent
ludo-dierckxsens,Ludo  Dierckxsens,1964.0,181.0,Belgium,41.174311926605505,109,21.672110130948383,Europe
gines-salmeron,Ginés  Salmerón,1972.0,,Spain,57.13333333333333,45,,Europe
kirill-pozdnyakov,Kirill  Pozdnyakov,1989.0,176.0,Azerbaijan,71.17241379310344,58,21.62964876033058,Asia
jose-maria-gonzalez-barcala,Jose Maria  Gonzalez,1959.0,,Spain,74.04347826086956,23,,Europe
luis-felipe-laverde-jimenez,Luis Felipe  Laverde,1979.0,169.0,Colombia,64.50434782608696,230,22.058051188683873,South America
fredy-gonzalez,Freddy Excelino  González,1975.0,160.0,Colombia,51.611111111111114,36,21.484374999999996,South America
luis-fernandes,Luís  Fernandes,1987.0,173.0,Portugal,66.79503105590062,161,21.04981790236894,Europe
joaquim-adrego-pereira-andrade,Joaquim Adrego Pereira  Andrade,1969.0,175.0,Portugal,62.58974358974359,78,21.355102040816327,Europe
fernando-quevedo,Fernando  Quevedo,1964.0,,Spain,41.51851851851852,27,,Europe
gaztanaga-echevarria,Mikel  Gaztañaga,1979.0,,Spain,69.36538461538461,104,,Europe
christophe-brandt,Christophe  Brandt,1977.0,182.0,Belgium,73.94444444444444,18,19.925129815239703,Europe
francesco-moser,Francesco  Moser,1951.0,180.0,Italy,68.33333333333333,15,24.382716049382715,Europe
przemyslaw-kasperkiewicz,Przemysław  Kasperkiewicz,1994.0,182.0,Poland,74.47826086956522,23,21.434609346697258,Europe
gabriele-balducci,Gabriele  Balducci,1975.0,181.0,Italy,84.1470588235294,68,21.06162815542871,Europe
ricardo-mestre,Ricardo  Mestre,1983.0,170.0,Portugal,39.34285714285714,35,20.06920415224914,Europe
jan-jonkers,Jan  Jonkers,1955.0,,Netherlands,43.69107551487414,437,,Europe
cyril-bessy,Cyril  Bessy,1986.0,176.0,France,58.0990990990991,333,22.275309917355372,Europe
floris-de-tier,Floris De Tier,1992.0,172.0,Belgium,51.68589743589744,312,20.281233098972418,Europe
emiel-kerstens,Emiel  Kerstens,1959.0,,Netherlands,60.16535433070866,254,,Europe
juan-carlos-carinena,Juan Carlos  Cariñena,1980.0,,Spain,68.75784753363229,223,,Europe
jorge-ferrio,Jorge  Ferrío,1976.0,159.0,Spain,69.74454828660436,321,20.17325264032277,Europe
pedro-pinto2,Pedro  Pinto,2000.0,185.0,Portugal,43.79127725856698,642,19.86851716581446,Europe
adam-hansen,Adam  Hansen,1981.0,185.0,Australia,42.07538802660754,451,21.0372534696859,Oceania
carl-naibo,Carl  Naibo,1982.0,177.0,France,24.28980891719745,942,19.789970953429727,Europe
daniel-verelst,Daniel  Verelst,1969.0,,Belgium,64.1219512195122,451,,Europe
cristiano-salerno,Cristiano  Salerno,1985.0,182.0,Italy,79.95566502463055,203,19.32133800265668,Europe
jose-antonio-gonzalez-linares,José Antonio  González,1946.0,,Spain,45.190298507462686,268,,Europe
juan-carlos-castillo,Juan Carlos  Castillo,1964.0,,Colombia,31.34423076923077,520,,South America
raimondas-rumsas-1,Raimondas  Rumšas,1972.0,175.0,Lithuania,61.42448979591837,245,20.897959183673468,Europe
zsolt-der,Žolt  Dér,1983.0,,Hungary,36.954887218045116,266,,Europe
bruno-langlois,Bruno  Langlois,1979.0,,Canada,42.59154929577465,568,,North America
fabrice-gougot,Fabrice  Gougot,1971.0,181.0,France,38.205882352941174,68,21.97735111870822,Europe
jakub-otruba,Jakub  Otruba,1998.0,190.0,Czech Republic,72.90391459074733,281,20.775623268698062,Europe
raul-acosta-arias,Raul  Acosta,1962.0,,Colombia,68.52959501557632,642,,South America
joao-battista-silva-paulo,João Battista Silva  Paulo,1962.0,,Portugal,84.04368932038835,206,,Europe
cristiano-frattini,Cristiano  Frattini,1973.0,,Italy,71.85365853658537,246,,Europe
andris-reiss,Andris  Reiss,1978.0,185.0,Latvia,75.48283261802575,466,21.32943754565376,Europe
milan-fretin,Milan  Fretin,2001.0,182.0,Belgium,60.79365079365079,315,21.132713440405748,Europe
pierre-barbier,Pierre  Barbier,1997.0,176.0,France,69.42897727272727,352,22.275309917355372,Europe
juan-tomas-martinez,Juan Tomas  Martinez,1962.0,,Spain,35.18543046357616,302,,Europe
peter-farazijn,Peter  Farazijn,1969.0,180.0,Belgium,63.654296875,512,21.296296296296294,Europe
tom-stremersch,Tom  Stremersch,1975.0,,Belgium,72.7124183006536,153,,Europe
juan-luis-juarez,Juan Luis  Juarez,1957.0,,Spain,61.017361111111114,288,,Europe
roger-de-vlaeminck,Roger De Vlaeminck,1947.0,181.0,Belgium,80.81171548117155,239,22.587833094227893,Europe
rik-mannaerts,Rik  Mannaerts,1964.0,,Belgium,74.97053726169844,577,,Europe
jean-pierre-danguillaume,Jean-Pierre  Danguillaume,1946.0,,France,54.12459016393443,305,,Europe
victor-hugo-olarte,Victor-hugo  Olarte,1963.0,,Colombia,46.73659673659674,429,,South America
kristoffer-halvorsen,Kristoffer  Halvorsen,1996.0,179.0,Norway,65.8740157480315,635,21.534908398614277,Europe
peter-roman,Roman  Peter,1978.0,,Switzerland,47.19483870967742,775,,Europe
angelo-lecchi,Angelo  Lecchi,1966.0,,Italy,77.1010752688172,465,,Europe
eddie-salas,Eddie  Salas,1965.0,,Australia,85.29928057553957,695,,Oceania
herminio-diaz-zabala,Herminio  Díaz Zabala,1964.0,,Spain,93.96774193548387,62,,Europe
jesper-hansen-1,Jesper  Hansen,1990.0,172.0,Denmark,110.84210526315789,76,20.281233098972418,Europe
jean-luc-vandenbroucke,Jean-Luc  Vandenbroucke,1955.0,,Belgium,81.49881796690308,423,,Europe
francisco-morais,Francisco  Morais,1998.0,178.0,Portugal,71.59392789373814,527,21.461936624163616,Europe
dayer-quintana-rojas,Dayer  Quintana,1992.0,167.0,Colombia,80.05172413793103,116,20.796729893506402,South America
eulalio-garcia,Eulalio  García,1951.0,,Spain,50.875,152,,Europe
alexandr-pliuschin,Alexandr  Pliușchin,1987.0,180.0,Moldova,75.39413680781759,307,20.37037037037037,Europe
steve-houanard,Steve  Houanard,1986.0,183.0,France,66.25475285171103,526,20.902385858042937,Europe
claus-michael-moller,Claus Michael  Møller,1968.0,182.0,Denmark,80.76294277929155,367,21.132713440405748,Europe
jose-luis-roldan,Jose  Luis  Roldán,1985.0,175.0,Spain,95.34177215189874,79,19.918367346938776,Europe
walter-baumgartner,Walter  Baumgartner,1953.0,,Switzerland,55.0969387755102,392,,Europe
mathijs-de-koning,Mathijs De Koning,1949.0,,Netherlands,86.29795918367347,245,,Europe
mauro-antonio-santaromita,Mauro-Antonio  Santaromita,1964.0,,Italy,73.90820584144646,719,,Europe
alessandro-bertolini,Alessandro  Bertolini,1971.0,171.0,Italy,69.96103896103897,231,21.545090797168363,Europe
adrie-van-der-poel,Adrie van der Poel,1959.0,181.0,Netherlands,61.71848739495798,238,21.36686914318855,Europe
santos-hernandez,Santos  Hernandez,1967.0,,Spain,115.3529411764706,34,,Europe
gianluca-bordignon,Gianluca  Bordignon,1966.0,,Italy,83.89242053789731,409,,Europe
davide-orrico,Davide  Orrico,1990.0,180.6,Italy,66.72307692307692,455,21.461622326954938,Europe
staf-scheirlinckx,Staf  Scheirlinckx,1979.0,192.0,Belgium,95.04676258992805,278,21.158854166666668,Europe
giovanni-moro,Giovanni  Moro,1958.0,,Italy,83.81453634085213,399,,Europe
ezio-serpelloni,Ezio  Serpelloni,1959.0,,Italy,44.06111111111111,180,,Europe
gino-van-hooydonck,Gino Van Hooydonck,1964.0,,Belgium,101.67091836734694,392,,Europe
romain-zingle,Romain  Zingle,1987.0,175.0,Belgium,107.57142857142857,7,21.877551020408163,Europe
doug-shapiro,Doug  Shapiro,1959.0,,United States,79.97151898734177,316,,North America
thorsten-rund,Thorsten  Rund,1976.0,,Germany,54.737127371273715,369,,Europe
raymond-steegmans,Raymond  Steegmans,1945.0,,Belgium,72.7062937062937,143,,Europe
vadim-chabalkine,Vadim  Chabalkine,1968.0,,Russia,81.35483870967742,31,,Europe
jose-pedrero,Jose  Pedrero,1965.0,,Spain,74.26337448559671,243,,Europe
kevin-livingston,Kevin  Livingston,1973.0,183.0,United States,94.05555555555556,72,20.902385858042937,North America
rudy-rogiers,Rudy  Rogiers,1961.0,,Belgium,49.188081936685286,537,,Europe
marc-goossens,Marc  Goossens,1958.0,,Belgium,82.60183066361556,437,,Europe
hernani-broco,Hernâni  Brôco,1981.0,178.0,Portugal,95.26666666666667,30,20.830703194041156,Europe
rene-beuker,René  Beuker,1965.0,,Netherlands,84.06896551724138,145,,Europe
rory-sutherland,Rory  Sutherland,1982.0,188.0,Australia,82.36496350364963,137,21.22000905387053,Oceania
gianluca-sironi,Gianluca  Sironi,1974.0,,Italy,67.90304182509506,526,,Europe
alejandro-franco-gonzalez,Alejandro  Franco,2001.0,175.0,Spain,51.48022598870057,354,18.93877551020408,Europe
dario-andriotto,Dario  Andriotto,1972.0,177.0,Italy,86.60022650056625,883,21.705129432793896,Europe
roger-verschaeve,Roger  Verschaeve,1951.0,,Belgium,75.5,42,,Europe
philippe-bordenave,Philippe  Bordenave,1969.0,164.0,France,75.67846607669617,339,20.449137418203453,Europe
karl-patrick-lauk,Karl Patrick  Lauk,1997.0,173.0,Estonia,50.85054347826087,368,23.054562464499313,Europe
alessandro-covi,Alessandro  Covi,1998.0,180.0,Italy,66.92857142857143,14,20.37037037037037,Europe
tim-merlier,Tim  Merlier,1992.0,188.0,Belgium,41.8780487804878,451,21.50294250792214,Europe
ad-prinsen,Ad  Prinsen,1954.0,,Netherlands,54.809322033898304,236,,Europe
marcel-duijn,Marcel  Duijn,1977.0,,Netherlands,48.689008042895445,746,,Europe
arthur-van-de-vijver,Arthur Van De Vijver,1948.0,,Belgium,96.22619047619048,252,,Europe
nino-schurter,Nino  Schurter,1986.0,173.0,Switzerland,61.32867132867133,143,22.720438370810918,Europe
jacques-martin,Jacques  Martin,1952.0,,Belgium,57.40501043841336,479,,Europe
roland-liboton,Roland  Liboton,1957.0,,Belgium,41.552742616033754,237,,Europe
auguste-girard,Auguste  Girard,1943.0,,Switzerland,88.45794392523365,214,,Europe
americo-jose-neves-da-silva,Américo José Neves  Da Silva,1964.0,,Portugal,70.01860465116279,645,,Europe
theo-de-rooy,Theo de Rooij,1957.0,178.0,Netherlands,104.95238095238095,42,21.777553339224845,Europe
eugenio-herranz,Eugenio  Herranz,1957.0,,Spain,68.71060171919771,349,,Europe
yauheni-seniushkin,Yauheni  Seniushkin,1977.0,,Belarus,74.18139534883721,215,,Europe
robert-mintkiewicz,Robert  Mintkiewicz,1947.0,,France,96.6875,192,,Europe
jens-debusschere,Jens  Debusschere,1989.0,184.0,Belgium,116.95,100,22.743383742911153,Europe
wilco-kelderman,Wilco  Kelderman,1991.0,185.0,Netherlands,106.4103448275862,290,18.991964937910883,Europe
jurgen-van-goolen,Jurgen Van Goolen,1980.0,183.0,Belgium,87.94117647058823,85,20.902385858042937,Europe
mario-mantovan,Mario  Mantovan,1965.0,,Italy,88.3076923076923,78,,Europe
rene-joergensen,René  Jørgensen,1975.0,179.0,Denmark,65.83673469387755,49,18.726007303142847,Europe
claude-lamour,Claude  Lamour,1969.0,,France,85.54166666666667,432,,Europe
mariano-rojas,Mariano  Rojas,1973.0,,Spain,91.41776937618147,529,,Europe
roman-klimov,Roman  Klimov,1985.0,,Russia,97.62992125984252,127,,Europe
xabier-berasategi-garmendia,Xabier  Berasategi,2000.0,,Spain,85.00925925925925,108,,Europe
serge-demierre,Serge  Demierre,1956.0,174.0,Switzerland,63.07692307692308,39,23.120623596247853,Europe
gianbattista-baronchelli,Gianbattista  Baronchelli,1953.0,185.0,Italy,48.247058823529414,595,21.0372534696859,Europe
juri-recanati,Juri  Recanati,1970.0,,Italy,74.96363636363637,55,,Europe
daniel-arroyave-canas,Daniel  Arroyave,2000.0,178.0,Colombia,86.69565217391305,253,16.41206918318394,South America
alain-bondue,Alain  Bondue,1959.0,,France,49.69427710843374,664,,Europe
moreno-moser,Moreno  Moser,1990.0,177.0,Italy,95.02288984263234,699,20.428357113217785,Europe
michele-scarponi,Michele  Scarponi,1979.0,174.0,Italy,54.36293436293436,518,20.478266613819528,Europe
romeo-hernandez,Romeo  Hernandez,1975.0,,Belgium,101.89583333333333,48,,Europe
tristan-hoffman,Tristan  Hoffman,1970.0,186.0,Netherlands,84.06840390879479,307,23.12406058503873,Europe
davide-vigano,Davide  Viganò,1984.0,182.0,Italy,107.11904761904762,42,20.227025721531216,Europe
jean-luc-yansenne,Jean-Luc  Yansenne,1952.0,,Belgium,106.83536585365853,164,,Europe
frederic-mainguenaud,Frédéric  Mainguenaud,1974.0,175.0,France,89.81046931407943,554,22.20408163265306,Europe
lukasz-owsian,Łukasz  Owsian,1990.0,180.0,Poland,83.4505928853755,253,20.37037037037037,Europe
dimitri-zhdanov,Dimitri  Zhdanov,1969.0,,Russia,69.09565217391304,115,,Europe
karol-domagalski,Karol  Domagalski,1989.0,192.0,Poland,71.17241379310344,58,20.887586805555557,Europe
igor-gonzalez-de-galdeano,Igor  González de Galdeano,1973.0,185.0,Spain,47.28440366972477,218,21.32943754565376,Europe
custodio-mazuela,Custodio  Mazuela,1951.0,,Spain,67.48529411764706,136,,Europe
emmanuel-magnien,Emmanuel  Magnien,1971.0,175.0,France,46.5875,80,22.20408163265306,Europe
marco-murgano,Marco  Murgano,1998.0,,Italy,32.4792899408284,169,,Europe
roberto-gonzalez,Roberto Carlos  González,1994.0,,Panama,63.09782608695652,92,,North America
kevin-van-impe,Kevin Van Impe,1981.0,188.0,Belgium,21.28095238095238,210,21.22000905387053,Europe
massimo-ghirotto,Massimo  Ghirotto,1961.0,,Italy,60.23571428571429,140,,Europe
georges-chappe,Georges  Chappe,1944.0,,France,52.426791277258566,321,,Europe
paul-crake,Paul  Crake,1976.0,,Australia,30.875,320,,Oceania
simon-vitzthum,Simon  Vitzthum,1995.0,190.0,Switzerland,73.79411764705883,170,19.390581717451525,Europe
ignacio-gutierrez,Ignacio  Gutiérrez,1977.0,,Spain,43.89396709323583,547,,Europe
mateu-estelrich,Mateu  Estelrich,2001.0,,Spain,48.47430830039526,253,,Europe
maarten-ducrot,Maarten  Ducrot,1958.0,,Netherlands,53.993299832495815,597,,Europe
gijs-leemreize,Gijs  Leemreize,1999.0,190.0,Netherlands,50.56488549618321,262,18.282548476454295,Europe
gilberto-zattoni,Gilberto  Zattoni,1973.0,,Italy,50.590062111801245,161,,Europe
rodolfo-massi,Rodolfo  Massi,1965.0,,Italy,52.9392523364486,428,,Europe
dirk-bellemakers,Dirk  Bellemakers,1984.0,196.0,Netherlands,72.8273381294964,139,19.523115368596418,Europe
brian-holm-sorensen,Brian  Holm Sørensen,1962.0,186.0,Denmark,92.72222222222223,162,22.25690831309978,Europe
daniel-mclay,Daniel  McLay,1992.0,187.0,Great Britain,41.17619047619048,210,20.58966513197403,Europe
gilbert-bellone,Gilbert  Bellone,1942.0,,France,87.89189189189189,111,,Europe
angelo-canzonieri,Angelo  Canzonieri,1964.0,,Italy,33.646365422396855,509,,Europe
erwin-thijs,Erwin  Thijs,1970.0,177.0,Belgium,47.5864406779661,295,22.024322512687924,Europe
roberto-menegotto,Roberto  Menegotto,1968.0,,Italy,72.0138067061144,507,,Europe
benny-van-der-auwera,Benny Van Der Auwera,1958.0,,Belgium,37.23154362416108,298,,Europe
martijn-maaskant,Martijn  Maaskant,1983.0,185.0,Netherlands,57.402542372881356,236,22.205989773557338,Europe
amilcare-sgalbazzi,Amilcare  Sgalbazzi,1955.0,,Italy,48.77171215880893,403,,Europe
tom-bohli,Tom  Bohli,1994.0,185.0,Switzerland,64.87390029325513,341,20.74506939371804,Europe
amanuel-ghebreigzabhier,Amanuel  Ghebreigzabhier,1994.0,187.0,Eritrea,26.225978647686834,562,19.445794846864363,Africa
marco-diem,Marco  Diem,1964.0,,Switzerland,71.78947368421052,38,,Europe
bobbie-traksel,Bobbie  Traksel,1981.0,180.0,Netherlands,14.666666666666666,36,22.22222222222222,Europe
ludovic-auger,Ludovic  Auger,1971.0,184.0,France,21.28095238095238,210,23.03875236294896,Europe
hans-baudoin,Hans  Baudoin,1961.0,,Netherlands,51.134020618556704,97,,Europe
lorenzo-cardellini,Lorenzo  Cardellini,1978.0,,Italy,44.18181818181818,44,,Europe
casper-van-der-meer,Casper Van Der Meer,1965.0,,Netherlands,18.757575757575758,33,,Europe
martin-kemp,Martin  Kemp,1957.0,,Netherlands,80.54838709677419,31,,Europe
august-jensen,August  Jensen,1991.0,176.0,Norway,37.42857142857143,7,21.62964876033058,Europe
luca-de-angeli,Luca De Angeli,1976.0,,Italy,37.919642857142854,112,,Europe
andres-bermejo-siller,Andres  Bermejo,1974.0,,Spain,46.16428571428571,140,,Europe
joonas-henttala,Joonas  Henttala,1991.0,187.0,Finland,56.770731707317076,205,20.875632703251448,Europe
john-talen,John  Talen,1965.0,,Netherlands,62.527426160337555,237,,Europe
nuno-bico,Nuno  Bico,1994.0,181.0,Portugal,12.6,50,19.53542321662953,Europe
marc-thevenin,Marc  Thevenin,1966.0,,France,22.690036900369005,271,,Europe
primo-mori,Primo  Mori,1944.0,,Italy,29.0,2,,Europe
mathias-de-witte,Mathias De Witte,1993.0,178.0,Belgium,60.23571428571429,140,19.252619618735007,Europe
chris-butler,Chris  Butler,1988.0,180.0,United States,28.285714285714285,14,18.827160493827158,North America
stephan-schreck,Stephan  Schreck,1978.0,185.0,Germany,91.88489208633094,278,22.205989773557338,Europe
philippe-bouvatier,Philippe  Bouvatier,1964.0,,France,60.666666666666664,3,,Europe
frans-verhaegen,Frans  Verhaegen,1948.0,,Belgium,46.828125,64,,Europe
antonio-d-alonzo,Antonio  D'alonzo,1955.0,,Italy,37.27272727272727,11,,Europe
jacob-eriksson,Jacob  Eriksson,1999.0,182.0,Sweden,83.5909090909091,22,20.589300809081028,Europe
lilian-calmejane,Lilian  Calmejane,1992.0,184.0,France,39.60504201680672,119,20.6758034026465,Europe
ferdinand-bracke,Ferdinand  Bracke,1939.0,184.0,Belgium,29.906077348066297,181,23.334120982986768,Europe
thijs-al,Thijs  Al,1980.0,180.0,Netherlands,41.4054054054054,37,22.22222222222222,Europe
travis-meyer,Travis  Meyer,1989.0,178.0,Australia,73.42105263157895,190,21.461936624163616,Oceania
stefan-koychev-histrov,Stefan Koychev  Hristov,1985.0,175.0,Bulgaria,26.225978647686834,562,18.612244897959183,Europe
stefano-guerrieri,Stefano  Guerrieri,1960.0,,Italy,57.62247191011236,445,,Europe
joaquin-hernandez,Joaquín  Hernández,1964.0,,Spain,76.71153846153847,52,,Europe
augusto-triana,Augusto  Triana,1967.0,,Colombia,46.4320987654321,162,,South America
michael-van-der-wolf,Michael van der Wolf,1970.0,,Netherlands,75.48283261802575,466,,Europe
georges-vanconingsloo,Georges  Vanconingsloo,1940.0,,Belgium,31.630177514792898,338,,Europe
jacques-mourioux,Jacques  Mourioux,1948.0,181.0,France,37.654761904761905,168,21.672110130948383,Europe
sjoerd-bax,Sjoerd  Bax,1996.0,185.0,Netherlands,45.190298507462686,268,22.79035792549306,Europe
rolf-golz,Rolf  Gölz,1962.0,,Germany,48.589285714285715,56,,Europe
thomas-lofkvist,Thomas  Löfkvist,1984.0,186.0,Sweden,44.64009111617312,439,20.23355301190889,Europe
pablo-lechuga-rodriguez,Pablo  Lechuga,1990.0,176.0,Spain,36.954887218045116,266,21.62964876033058,Europe
dirk-reichl,Dirk  Reichl,1981.0,,Germany,54.36293436293436,518,,Europe
danilo-di-luca,Danilo Di Luca,1976.0,168.0,Italy,54.809322033898304,236,21.612811791383223,Europe
romans-vainsteins,Romāns  Vainšteins,1973.0,177.0,Latvia,51.48022598870057,354,22.981901752370007,Europe
julian-barcina,Julian  Barcina,1966.0,,Spain,47.21016949152543,590,,Europe
jesus-hernandez-ubeda,Jesús  Hernández,1959.0,,Spain,45.2010582010582,189,,Europe
enrico-rossi,Enrico  Rossi,1982.0,,Italy,49.241975308641976,405,,Europe
jose-miguel-elizburu,José Miguel  Elizburu,1976.0,,Spain,56.73728813559322,118,,Europe
jorgen-marcussen,Jørgen  Marcussen,1950.0,185.0,Denmark,76.49350649350649,77,20.45288531775018,Europe
angelo-citracca,Angelo  Citracca,1969.0,,Italy,50.875,152,,Europe
antonio-martos,Antonio  Martos,1946.0,,Spain,45.76923076923077,182,,Europe
jerome-coppel,Jérôme  Coppel,1986.0,178.0,France,71.85365853658537,246,20.199469763918696,Europe
luis-perez-romero,Luis  Pérez Romero,1980.0,,Spain,79.97151898734177,316,,Europe
ruggero-marzoli,Ruggero  Marzoli,1976.0,173.0,Italy,46.271186440677965,59,20.381569714992146,Europe
antwan-tolhoek,Antwan  Tolhoek,1994.0,178.0,Netherlands,78.48027444253859,583,19.252619618735007,Europe
frederico-rocchetti,Federico  Rocchetti,1986.0,,Italy,71.55592105263158,304,,Europe
arie-den-hartog,Arie den Hartog,1941.0,,Netherlands,43.79127725856698,642,,Europe
borut-bozic,Borut  Božič,1980.0,178.0,Slovenia,89.02898550724638,138,22.093170054286073,Europe
pawel-cieslik,Paweł  Cieślik,1986.0,176.0,Poland,71.94818652849742,386,20.983987603305785,Europe
danielle-cignali,Daniele  Cignali,1970.0,,Italy,33.77902621722846,534,,Europe
sven-ake-nilsson,Sven-Åke  Nilsson,1951.0,172.0,Sweden,99.94666666666667,75,21.29529475392104,Europe
jan-stockli,Jan  Stöckli,1999.0,,Switzerland,65.92307692307692,104,,Europe
ryan-roth,Ryan  Roth,1983.0,175.0,Canada,72.90391459074733,281,22.857142857142858,North America
veljko-stojnic,Veljko  Stojnić,1999.0,187.0,Serbia,83.38333333333334,120,20.875632703251448,Europe
gabriel-rasch,Gabriel  Rasch,1976.0,184.0,Norway,68.71612903225807,155,21.266540642722116,Europe
guy-sibille,Guy  Sibille,1948.0,,France,53.165739710789765,899,,Europe
wouter-mol,Wouter  Mol,1982.0,195.0,Netherlands,64.1219512195122,451,21.827744904667984,Europe
jesus-rosado-caballero,Jesus  Rosado,1967.0,,Spain,45.28426395939086,197,,Europe
umberto-orsini,Umberto  Orsini,1994.0,188.0,Italy,78.67391304347827,46,18.956541421457676,Europe
claudio-corti,Claudio  Corti,1955.0,,Italy,68.15151515151516,33,,Europe
kevin-hulsmans,Kevin  Hulsmans,1978.0,187.0,Belgium,74.97053726169844,577,21.447567845806283,Europe
wesley-van-der-linden,Wesley van der Linden,1982.0,,Belgium,68.3688524590164,122,,Europe
wout-van-aert,Wout van Aert,1994.0,190.0,Belgium,42.07538802660754,451,21.606648199445985,Europe
marco-votolo,Marco Franco  Votolo,1964.0,,Italy,46.87958115183246,191,,Europe
jan-barta,Jan  Bárta,1984.0,184.0,Czech Republic,75.92156862745098,204,22.152646502835537,Europe
ronny-bossant,Ronny  Bossant,1954.0,,Belgium,95.07920792079207,101,,Europe
bruno-boscardin,Bruno  Boscardin,1970.0,,Switzerland,88.45794392523365,214,,Europe
xabier-isasa-larranaga,Xabier  Isasa,2001.0,185.0,Spain,68.13636363636364,22,21.212563915266614,Europe
jose-pesarrodona,José  Pesarrodona,1946.0,,Spain,68.02604166666667,192,,Europe
hilton-clarke,Hilton  Clarke,1979.0,180.0,Australia,65.94299674267101,614,21.604938271604937,Oceania
loic-lamouller,Loïc  Lamouller,1978.0,,France,69.92045454545455,176,,Europe
javier-cedena,Francisco Javier  Cedena,1954.0,,Spain,76.21611721611721,273,,Europe
guido-van-sweevelt,Guido Van Sweevelt,1949.0,,Belgium,73.25217391304348,115,,Europe
michel-coroller,Michel  Coroller,1949.0,,France,68.265625,64,,Europe
pelayo-sanchez-mayo,Pelayo  Sánchez,2000.0,177.0,Spain,69.98540145985402,137,19.789970953429727,Europe
massimo-graziato,Massimo  Graziato,1988.0,181.0,Italy,79.0,137,22.282592106468055,Europe
maxime-monfort,Maxime  Monfort,1983.0,181.0,Belgium,65.7156862745098,102,20.1459051921492,Europe
javier-otxoa,Javier  Otxoa,1974.0,,Spain,57.367729831144466,533,,Europe
rune-herregodts,Rune  Herregodts,1998.0,181.0,Belgium,70.57281553398059,515,21.36686914318855,Europe
jakob-fuglsang,Jakob  Fuglsang,1985.0,181.0,Denmark,52.49240121580547,329,19.840664204389366,Europe
wanderley-magalhaes,Wanderley  Magalhães Azevedo,1966.0,173.0,Brazil,50.31481481481482,108,23.38868655818771,South America
andrey-mizurov,Andrey  Mizurov,1973.0,171.0,Kazakhstan,93.24193548387096,124,23.25501863821347,Asia
mason-hollyman,Mason  Hollyman,2000.0,174.0,Great Britain,63.0,105,19.487382745408905,Europe
laurent-biondi,Laurent  Biondi,1959.0,,France,73.39682539682539,63,,Europe
perrig-quemeneur,Perrig  Quéméneur,1984.0,181.0,France,54.82692307692308,468,20.45114617990904,Europe
ruben-plaza,Rubén  Plaza,1980.0,191.0,Spain,45.33561643835616,292,21.106877552698666,Europe
anthony-houbrechts,Antoon  Houbrechts,1943.0,,Belgium,59.21787709497207,179,,Europe
michal-golas,Michał  Gołaś,1984.0,180.0,Poland,26.064102564102566,156,20.061728395061728,Europe
mario-noris,Mario  Noris,1958.0,,Italy,103.14285714285714,14,,Europe
gianni-gobbini,Gianni  Gobbini,1976.0,,Italy,65.02429149797571,247,,Europe
isidro-nozal-vega,Isidro  Nozal,1977.0,181.0,Spain,57.478193146417446,642,21.36686914318855,Europe
jose-mendes,José  Mendes,1985.0,181.0,Portugal,35.18543046357616,302,19.53542321662953,Europe
czeslaw-lang,Czesław  Lang,1955.0,,Poland,82.82530120481928,166,,Europe
fernando-cabrero,Fernando  Cabrero,1955.0,,Spain,58.280701754385966,114,,Europe
david-vitoria,David  Vitoria,1984.0,188.0,Switzerland,66.95,80,20.937075599818925,Europe
juan-guillen,Juan  Guillen,1966.0,,Spain,94.08928571428571,56,,Europe
hartmut-bolts,Hartmut  Bölts,1961.0,,Germany,98.85714285714286,35,,Europe
joao-manuel-leitao-santos,João Manuel Leitão  Santos,1962.0,,Portugal,87.94117647058823,85,,Europe
steffen-wesemann,Steffen  Wesemann,1971.0,173.0,Switzerland,83.60648148148148,216,24.0569347455645,Europe
caleb-fairly,Caleb  Fairly,1987.0,170.0,United States,98.25,8,20.761245674740486,North America
dmitro-krivtsov,Dmytro  Krivtsov,1985.0,183.0,Ukraine,96.84615384615384,91,21.49959688255845,Europe
matej-mugerli,Matej  Mugerli,1981.0,182.0,Slovenia,81.27586206896552,232,20.528921627822726,Europe
damiano-cima,Damiano  Cima,1993.0,180.0,Italy,72.43478260869566,92,21.604938271604937,Europe
thierry-loder,Thierry  Loder,1975.0,178.0,France,106.87272727272727,110,19.568236333796236,Europe
olegs-melehs,Oļegs  Meļehs,1982.0,,Latvia,101.171875,64,,Europe
frederik-wandahl,Frederik  Wandahl,2001.0,178.0,Denmark,85.15172413793104,290,19.252619618735007,Europe
raymond-poulidor,Raymond  Poulidor,1936.0,,France,77.6890243902439,328,,Europe
ricardo-felgueiras,Ricardo  Felgueiras,1970.0,,Portugal,107.85321100917432,109,,Europe
alessio-nieri,Alessio  Nieri,2001.0,,Italy,86.44339622641509,106,,Europe
grzegorz-gwiazdowski,Grzegorz  Gwiazdowski,1974.0,,Poland,78.48484848484848,198,,Europe
clement-russo,Clément  Russo,1995.0,187.0,France,81.09693053311793,619,20.875632703251448,Europe
arnold-jeannesson,Arnold  Jeannesson,1986.0,182.0,France,49.84126984126984,567,19.623233908948194,Europe
jonathan-breyne,Jonathan  Breyne,1991.0,186.0,Belgium,55.85552407932011,353,23.991212856977683,Europe
jose-enrique-gutierrez-cataluna,José Enrique  Gutiérrez,1974.0,189.0,Spain,56.15511551155115,303,21.83589485176787,Europe
nicola-boem,Nicola  Boem,1989.0,187.0,Italy,59.1044776119403,134,21.447567845806283,Europe
