_url,stage,race,date,points,length,climb_total,profile,startlist_quality,year,season,avg_delta_by_url,avg_age_by_url,min_age_by_url
dauphine/2011/prologue,prologue,dauphine,2011-06-05,50,5400,58,1,958,2011,Summer,1508.7878787878788,28.703030303030303,22
dauphine/2011/stage-3,stage-3,dauphine,2011-06-08,50,42500,732,1,958,2011,Summer,1508.7878787878788,28.703030303030303,22
dauphine/2011/stage-4,stage-4,dauphine,2011-06-09,50,173500,1647,1,958,2011,Summer,1508.7878787878788,28.703030303030303,22
dauphine/2012/prologue,prologue,dauphine,2012-06-03,50,5700,11,1,1117,2012,Summer,1508.7878787878788,28.703030303030303,22
dauphine/2012/stage-4,stage-4,dauphine,2012-06-07,50,53500,399,1,1117,2012,Summer,1508.7878787878788,28.703030303030303,22
dauphine/2013/stage-4,stage-4,dauphine,2013-06-05,50,32500,152,1,985,2013,Summer,1508.7878787878788,28.703030303030303,22
dauphine/2014/stage-1,stage-1,dauphine,2014-06-08,50,10400,84,1,941,2014,Summer,1508.7878787878788,28.703030303030303,22
dauphine/2017/stage-4,stage-4,dauphine,2017-06-07,50,23500,321,1,1024,2017,Summer,38.45161290322581,29.761290322580646,22
dauphine/2018/prologue,prologue,dauphine,2018-06-03,50,6600,30,1,762,2018,Summer,38.45161290322581,29.761290322580646,22
dauphine/2022/stage-4,stage-4,dauphine,2022-06-08,50,31900,96,1,789,2022,Summer,38.45161290322581,29.761290322580646,22
giro-d-italia/1992/prologue,prologue,giro-d-italia,1992-05-24,80,8000,70,1,953,1992,Spring,57.436974789915965,28.22689075630252,22
giro-d-italia/1995/stage-17,stage-17,giro-d-italia,1995-05-30,80,43000,1230,1,1365,1995,Spring,57.436974789915965,28.22689075630252,22
giro-d-italia/1995/stage-2,stage-2,giro-d-italia,1995-05-14,80,19000,258,1,1365,1995,Spring,57.436974789915965,28.22689075630252,22
giro-d-italia/1996/stage-1,stage-1,giro-d-italia,1996-05-18,80,170000,1355,1,1034,1996,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/1997/stage-1,stage-1,giro-d-italia,1997-05-17,80,128000,127,1,792,1997,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/1998/prologue,prologue,giro-d-italia,1998-05-16,80,7000,11,1,923,1998,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2000/prologue,prologue,giro-d-italia,2000-05-13,80,4600,26,1,866,2000,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2000/stage-11,stage-11,giro-d-italia,2000-05-24,80,42000,23,1,866,2000,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2000/stage-16,stage-16,giro-d-italia,2000-05-30,80,102000,527,1,866,2000,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2000/stage-21,stage-21,giro-d-italia,2000-06-04,80,198000,267,1,866,2000,Summer,1140.9634146341464,29.73780487804878,21
giro-d-italia/2001/prologue,prologue,giro-d-italia,2001-05-19,80,7600,6,1,920,2001,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2001/stage-12,stage-12,giro-d-italia,2001-05-31,80,139000,345,1,920,2001,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2001/stage-15,stage-15,giro-d-italia,2001-06-03,80,55500,540,1,920,2001,Summer,1140.9634146341464,29.73780487804878,21
giro-d-italia/2001/stage-16,stage-16,giro-d-italia,2001-06-04,80,142000,259,1,920,2001,Summer,1140.9634146341464,29.73780487804878,21
giro-d-italia/2001/stage-19,stage-19,giro-d-italia,2001-06-08,80,163000,518,1,920,2001,Summer,1140.9634146341464,29.73780487804878,21
giro-d-italia/2001/stage-21,stage-21,giro-d-italia,2001-06-10,80,121000,219,1,920,2001,Summer,1140.9634146341464,29.73780487804878,21
giro-d-italia/2001/stage-9,stage-9,giro-d-italia,2001-05-28,80,142000,153,1,920,2001,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2002/prologue,prologue,giro-d-italia,2002-05-11,80,6500,21,1,920,2002,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2002/stage-1,stage-1,giro-d-italia,2002-05-12,80,215000,452,1,920,2002,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2002/stage-14,stage-14,giro-d-italia,2002-05-26,80,30300,471,1,920,2002,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2002/stage-19,stage-19,giro-d-italia,2002-06-01,80,44300,364,1,920,2002,Summer,1140.9634146341464,29.73780487804878,21
giro-d-italia/2002/stage-20,stage-20,giro-d-italia,2002-06-02,80,142000,419,1,920,2002,Summer,1140.9634146341464,29.73780487804878,21
giro-d-italia/2003/stage-1,stage-1,giro-d-italia,2003-05-10,80,201000,1259,1,734,2003,Spring,1140.9634146341464,29.73780487804878,21
giro-d-italia/2003/stage-11,stage-11,giro-d-italia,2003-05-21,80,222000,168,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2003/stage-16,stage-16,giro-d-italia,2003-05-26,80,207000,791,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2003/stage-17,stage-17,giro-d-italia,2003-05-28,80,117000,489,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2003/stage-20,stage-20,giro-d-italia,2003-05-31,80,133000,1002,1,734,2003,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2003/stage-21,stage-21,giro-d-italia,2003-06-01,80,33000,40,1,734,2003,Summer,991.8343949044586,28.146496815286625,22
giro-d-italia/2004/prologue,prologue,giro-d-italia,2004-05-08,80,6900,112,1,621,2004,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2004/stage-12,stage-12,giro-d-italia,2004-05-21,80,210000,171,1,621,2004,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2004/stage-15,stage-15,giro-d-italia,2004-05-24,80,234000,1355,1,621,2004,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2004/stage-20,stage-20,giro-d-italia,2004-05-30,80,149000,266,1,621,2004,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2005/prologue,prologue,giro-d-italia,2005-05-07,80,1150,10,1,929,2005,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2005/stage-10,stage-10,giro-d-italia,2005-05-17,80,212000,230,1,929,2005,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2005/stage-15,stage-15,giro-d-italia,2005-05-23,80,154000,950,1,929,2005,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2005/stage-20,stage-20,giro-d-italia,2005-05-29,80,119000,366,1,929,2005,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2006/prologue,prologue,giro-d-italia,2006-05-06,80,6200,171,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2006/stage-1,stage-1,giro-d-italia,2006-05-07,80,197000,1364,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2006/stage-10,stage-10,giro-d-italia,2006-05-18,50,50000,69,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2006/stage-14,stage-14,giro-d-italia,2006-05-22,80,189000,496,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2006/stage-20,stage-20,giro-d-italia,2006-05-28,80,140000,430,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2006/stage-5,stage-5,giro-d-italia,2006-05-12,80,227000,329,1,997,2006,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2007/stage-18,stage-18,giro-d-italia,2007-05-31,80,208000,360,1,844,2007,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2007/stage-20,stage-20,giro-d-italia,2007-06-02,80,43000,411,1,844,2007,Summer,991.8343949044586,28.146496815286625,22
giro-d-italia/2008/stage-12,stage-12,giro-d-italia,2008-05-22,80,169000,325,1,1058,2008,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2008/stage-13,stage-13,giro-d-italia,2008-05-23,80,177000,202,1,1058,2008,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2008/stage-21,stage-21,giro-d-italia,2008-06-01,80,28000,12,1,1058,2008,Summer,991.8343949044586,28.146496815286625,22
giro-d-italia/2009/stage-13,stage-13,giro-d-italia,2009-05-22,80,176000,745,1,975,2009,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2009/stage-2,stage-2,giro-d-italia,2009-05-10,80,156000,646,1,975,2009,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2009/stage-21,stage-21,giro-d-italia,2009-05-31,80,15300,128,1,975,2009,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2009/stage-9,stage-9,giro-d-italia,2009-05-17,80,155000,195,1,975,2009,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2010/stage-1,stage-1,giro-d-italia,2010-05-08,80,8400,60,1,878,2010,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2010/stage-2,stage-2,giro-d-italia,2010-05-09,80,209000,684,1,878,2010,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2010/stage-3,stage-3,giro-d-italia,2010-05-10,80,224000,322,1,878,2010,Spring,991.8343949044586,28.146496815286625,22
giro-d-italia/2011/stage-12,stage-12,giro-d-italia,2011-05-19,80,184000,488,1,891,2011,Spring,573.5833333333334,27.3125,21
giro-d-italia/2011/stage-2,stage-2,giro-d-italia,2011-05-08,80,244000,944,1,891,2011,Spring,573.5833333333334,27.3125,21
giro-d-italia/2011/stage-21,stage-21,giro-d-italia,2011-05-29,80,26000,37,1,891,2011,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-1,stage-1,giro-d-italia,2012-05-05,80,8700,77,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-13,stage-13,giro-d-italia,2012-05-18,80,121000,1740,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-18,stage-18,giro-d-italia,2012-05-24,80,149000,1009,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-2,stage-2,giro-d-italia,2012-05-06,80,206000,671,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-21,stage-21,giro-d-italia,2012-05-27,80,28200,33,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-3,stage-3,giro-d-italia,2012-05-07,80,190000,1184,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-5,stage-5,giro-d-italia,2012-05-10,80,209000,842,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2012/stage-9,stage-9,giro-d-italia,2012-05-14,80,166000,1298,1,886,2012,Spring,573.5833333333334,27.3125,21
giro-d-italia/2013/stage-1,stage-1,giro-d-italia,2013-05-04,80,130000,1114,1,930,2013,Spring,573.5833333333334,27.3125,21
giro-d-italia/2013/stage-12,stage-12,giro-d-italia,2013-05-16,80,134000,1064,1,930,2013,Spring,573.5833333333334,27.3125,21
giro-d-italia/2013/stage-13,stage-13,giro-d-italia,2013-05-17,80,254000,1897,1,930,2013,Spring,573.5833333333334,27.3125,21
giro-d-italia/2013/stage-21,stage-21,giro-d-italia,2013-05-26,80,197000,671,1,930,2013,Spring,573.5833333333334,27.3125,21
giro-d-italia/2013/stage-6,stage-6,giro-d-italia,2013-05-09,80,169000,550,1,930,2013,Spring,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-10,stage-10,giro-d-italia,2014-05-20,80,173000,403,1,892,2014,Spring,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-12,stage-12,giro-d-italia,2014-05-22,80,42200,654,1,892,2014,Spring,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-13,stage-13,giro-d-italia,2014-05-23,80,157000,780,1,892,2014,Spring,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-17,stage-17,giro-d-italia,2014-05-28,80,208000,1823,1,892,2014,Spring,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-2,stage-2,giro-d-italia,2014-05-10,80,219000,1349,1,892,2014,Spring,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-21,stage-21,giro-d-italia,2014-06-01,80,172000,1092,1,892,2014,Summer,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-3,stage-3,giro-d-italia,2014-05-11,80,187000,1243,1,892,2014,Spring,573.5833333333334,27.3125,21
giro-d-italia/2014/stage-4,stage-4,giro-d-italia,2014-05-13,80,112000,309,1,892,2014,Spring,573.5833333333334,27.3125,21
giro-d-italia/2015/stage-10,stage-10,giro-d-italia,2015-05-19,80,200000,841,1,861,2015,Spring,573.5833333333334,27.3125,21
giro-d-italia/2015/stage-13,stage-13,giro-d-italia,2015-05-22,80,147000,131,1,861,2015,Spring,573.5833333333334,27.3125,21
giro-d-italia/2015/stage-21,stage-21,giro-d-italia,2015-05-31,80,185000,142,1,861,2015,Spring,573.5833333333334,27.3125,21
giro-d-italia/2016/stage-1,stage-1,giro-d-italia,2016-05-06,80,9800,37,1,933,2016,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2016/stage-12,stage-12,giro-d-italia,2016-05-19,80,182000,122,1,933,2016,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2016/stage-2,stage-2,giro-d-italia,2016-05-07,80,190000,732,1,933,2016,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2016/stage-21,stage-21,giro-d-italia,2016-05-29,80,163000,879,1,933,2016,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2016/stage-3,stage-3,giro-d-italia,2016-05-08,80,190000,691,1,933,2016,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2017/stage-13,stage-13,giro-d-italia,2017-05-19,80,167000,399,1,881,2017,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2017/stage-21,stage-21,giro-d-italia,2017-05-28,80,29300,25,1,881,2017,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2017/stage-3,stage-3,giro-d-italia,2017-05-07,80,148000,1441,1,881,2017,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2018/stage-13,stage-13,giro-d-italia,2018-05-18,80,180000,429,1,838,2018,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2018/stage-16,stage-16,giro-d-italia,2018-05-22,80,34200,223,1,838,2018,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2018/stage-21,stage-21,giro-d-italia,2018-05-27,80,115000,897,1,838,2018,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2018/stage-7,stage-7,giro-d-italia,2018-05-11,80,159000,1023,1,838,2018,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2019/stage-10,stage-10,giro-d-italia,2019-05-21,80,145000,160,1,896,2019,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2019/stage-11,stage-11,giro-d-italia,2019-05-22,80,221000,476,1,896,2019,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2020/stage-1,stage-1,giro-d-italia,2020-10-03,80,15100,74,1,765,2020,Fall,204.05309734513276,28.283185840707965,20
giro-d-italia/2020/stage-13,stage-13,giro-d-italia,2020-10-16,80,192000,827,1,765,2020,Fall,204.05309734513276,28.283185840707965,20
giro-d-italia/2020/stage-14,stage-14,giro-d-italia,2020-10-17,80,34100,716,1,765,2020,Fall,204.05309734513276,28.283185840707965,20
giro-d-italia/2020/stage-19,stage-19,giro-d-italia,2020-10-23,80,124000,406,1,765,2020,Fall,204.05309734513276,28.283185840707965,20
giro-d-italia/2020/stage-21,stage-21,giro-d-italia,2020-10-25,80,15700,3,1,765,2020,Fall,204.05309734513276,28.283185840707965,20
giro-d-italia/2020/stage-7,stage-7,giro-d-italia,2020-10-09,80,143000,450,1,765,2020,Fall,204.05309734513276,28.283185840707965,20
giro-d-italia/2021/stage-1,stage-1,giro-d-italia,2021-05-08,80,8600,48,1,885,2021,Spring,204.05309734513276,28.283185840707965,20
giro-d-italia/2021/stage-13,stage-13,giro-d-italia,2021-05-21,80,198000,199,1,885,2021,Spring,11.88888888888889,24.666666666666668,22
giro-d-italia/2021/stage-2,stage-2,giro-d-italia,2021-05-09,80,179000,707,1,885,2021,Spring,111.85,27.6,22
giro-d-italia/2021/stage-21,stage-21,giro-d-italia,2021-05-30,80,30300,24,1,885,2021,Spring,111.85,27.6,22
giro-d-italia/2021/stage-5,stage-5,giro-d-italia,2021-05-12,80,177000,363,1,885,2021,Spring,111.85,27.6,22
giro-d-italia/2022/stage-11,stage-11,giro-d-italia,2022-05-18,80,203000,369,1,817,2022,Spring,111.85,27.6,22
giro-d-italia/2022/stage-2,stage-2,giro-d-italia,2022-05-07,80,9200,81,1,817,2022,Spring,16.8,26.72,23
giro-d-italia/2022/stage-3,stage-3,giro-d-italia,2022-05-08,80,201000,1150,1,817,2022,Spring,16.8,26.72,23
giro-d-italia/2023/stage-1,stage-1,giro-d-italia,2023-05-06,80,19600,171,1,835,2023,Spring,16.8,26.72,23
giro-d-italia/2023/stage-17,stage-17,giro-d-italia,2023-05-24,80,197000,523,1,835,2023,Spring,16.8,26.72,23
giro-d-italia/2023/stage-21,stage-21,giro-d-italia,2023-05-28,80,126000,692,1,835,2023,Spring,16.8,26.72,23
giro-d-italia/2023/stage-9,stage-9,giro-d-italia,2023-05-14,80,35000,84,1,835,2023,Spring,791.2666666666667,28.17037037037037,20
gran-camino/2022/stage-4,stage-4,gran-camino,2022-02-27,20,15800,208,1,225,2022,Winter,791.2666666666667,28.17037037037037,20
itzulia-basque-country/2011/stage-2,stage-2,itzulia-basque-country,2011-04-05,50,167000,2997,1,935,2011,Spring,306.3333333333333,27.133333333333333,22
itzulia-basque-country/2012/stage-2,stage-2,itzulia-basque-country,2012-04-03,50,165700,2631,1,928,2012,Spring,306.3333333333333,27.133333333333333,22
itzulia-basque-country/2012/stage-5,stage-5,itzulia-basque-country,2012-04-06,50,183000,2997,1,928,2012,Spring,306.3333333333333,27.133333333333333,22
itzulia-basque-country/2018/stage-4,stage-4,itzulia-basque-country,2018-04-05,50,19400,63,1,824,2018,Spring,1147.9289940828403,28.39644970414201,19
milano-sanremo/2014/result,result,milano-sanremo,2014-03-23,275,294000,2201,1,1130,2014,Spring,229.36612021857923,29.338797814207652,22
paris-nice/2011/stage-1,stage-1,paris-nice,2011-03-06,50,154500,1212,1,1038,2011,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2011/stage-2,stage-2,paris-nice,2011-03-07,50,199000,886,1,1038,2011,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2011/stage-3,stage-3,paris-nice,2011-03-08,50,202500,1954,1,1038,2011,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2012/stage-2,stage-2,paris-nice,2012-03-05,50,185000,826,1,1079,2012,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2012/stage-6,stage-6,paris-nice,2012-03-09,50,176500,2225,1,1079,2012,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2013/prologue,prologue,paris-nice,2013-03-03,50,2900,51,1,917,2013,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2013/stage-1,stage-1,paris-nice,2013-03-04,50,195000,1248,1,917,2013,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2013/stage-2,stage-2,paris-nice,2013-03-05,50,200500,1810,1,917,2013,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2013/stage-3,stage-3,paris-nice,2013-03-06,50,170500,1658,1,917,2013,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2014/stage-1,stage-1,paris-nice,2014-03-09,50,162500,1235,1,971,2014,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2014/stage-2,stage-2,paris-nice,2014-03-10,50,205000,1515,1,971,2014,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2014/stage-3,stage-3,paris-nice,2014-03-11,50,180000,2011,1,971,2014,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2015/prologue,prologue,paris-nice,2015-03-08,50,6700,61,1,1225,2015,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2015/stage-1,stage-1,paris-nice,2015-03-09,50,192000,748,1,1225,2015,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2015/stage-2,stage-2,paris-nice,2015-03-10,50,172000,1074,1,1225,2015,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2015/stage-3,stage-3,paris-nice,2015-03-11,50,179000,2085,1,1225,2015,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2016/prologue,prologue,paris-nice,2016-03-06,50,6100,73,1,1109,2016,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2016/stage-1,stage-1,paris-nice,2016-03-07,50,195000,935,1,1109,2016,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2016/stage-2,stage-2,paris-nice,2016-03-08,50,214000,1792,1,1109,2016,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2017/stage-1,stage-1,paris-nice,2017-03-05,50,148500,1311,1,1158,2017,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2017/stage-2,stage-2,paris-nice,2017-03-06,50,195000,881,1,1158,2017,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2018/stage-2,stage-2,paris-nice,2018-03-05,50,187000,640,1,936,2018,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2019/stage-1,stage-1,paris-nice,2019-03-10,50,138500,1107,1,1099,2019,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2019/stage-2,stage-2,paris-nice,2019-03-11,50,163500,753,1,1099,2019,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2019/stage-3,stage-3,paris-nice,2019-03-12,50,200000,896,1,1099,2019,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2019/stage-5,stage-5,paris-nice,2019-03-14,50,25500,157,1,1099,2019,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2020/stage-2,stage-2,paris-nice,2020-03-09,50,166500,1173,1,1082,2020,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2020/stage-3,stage-3,paris-nice,2020-03-10,50,212500,1787,1,1082,2020,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2021/stage-2,stage-2,paris-nice,2021-03-08,50,188000,1057,1,1044,2021,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2021/stage-3,stage-3,paris-nice,2021-03-09,50,14400,102,1,1044,2021,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2021/stage-5,stage-5,paris-nice,2021-03-11,50,200200,926,1,1044,2021,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2022/stage-1,stage-1,paris-nice,2022-03-06,50,159800,1723,1,1182,2022,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2022/stage-2,stage-2,paris-nice,2022-03-07,50,159200,707,1,1182,2022,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2022/stage-3,stage-3,paris-nice,2022-03-08,50,190800,1929,1,1182,2022,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2022/stage-4,stage-4,paris-nice,2022-03-09,50,13400,188,1,1182,2022,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2023/stage-2,stage-2,paris-nice,2023-03-06,50,163700,815,1,981,2023,Spring,150.1011235955056,29.60674157303371,21
paris-nice/2023/stage-5,stage-5,paris-nice,2023-03-09,50,212400,1958,1,981,2023,Spring,150.1011235955056,29.60674157303371,21
paris-roubaix/2012/result,result,paris-roubaix,2012-04-08,275,257500,1428,1,630,2012,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2013/result,result,paris-roubaix,2013-04-07,275,254500,997,1,759,2013,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2014/result,result,paris-roubaix,2014-04-13,275,257000,1318,1,727,2014,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2015/result,result,paris-roubaix,2015-04-12,275,253500,1033,1,815,2015,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2016/result,result,paris-roubaix,2016-04-10,275,257500,1296,1,676,2016,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2017/result,result,paris-roubaix,2017-04-09,275,257000,1299,1,737,2017,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2018/result,result,paris-roubaix,2018-04-08,275,257000,1309,1,811,2018,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2019/result,result,paris-roubaix,2019-04-14,275,257000,1334,1,690,2019,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2021/result,result,paris-roubaix,2021-10-03,275,257700,1360,1,982,2021,Fall,1409.8255033557048,29.0472972972973,22
paris-roubaix/2022/result,result,paris-roubaix,2022-04-17,275,257200,1362,1,747,2022,Spring,1409.8255033557048,29.0472972972973,22
paris-roubaix/2023/result,result,paris-roubaix,2023-04-09,275,256600,1380,1,775,2023,Spring,1409.8255033557048,29.0472972972973,22
ronde-van-vlaanderen/2020/result,result,ronde-van-vlaanderen,2020-10-18,275,243300,2014,1,804,2020,Fall,1409.8255033557048,29.0472972972973,22
tirreno-adriatico/2009/stage-2,stage-2,tirreno-adriatico,2009-03-12,50,177000,1619,1,1206,2009,Spring,11.96987951807229,27.53012048192771,21
tirreno-adriatico/2009/stage-3,stage-3,tirreno-adriatico,2009-03-13,50,166000,1297,1,1206,2009,Spring,11.96987951807229,27.53012048192771,21
tirreno-adriatico/2009/stage-7,stage-7,tirreno-adriatico,2009-03-17,50,169000,1413,1,1206,2009,Spring,11.96987951807229,27.53012048192771,21
tirreno-adriatico/2010/stage-1,stage-1,tirreno-adriatico,2010-03-10,50,148000,1282,1,1176,2010,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2010/stage-3,stage-3,tirreno-adriatico,2010-03-12,50,159000,1556,1,1176,2010,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2010/stage-7,stage-7,tirreno-adriatico,2010-03-16,50,164000,1301,1,1176,2010,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2011/stage-2,stage-2,tirreno-adriatico,2011-03-10,50,202000,1783,1,1216,2011,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2011/stage-3,stage-3,tirreno-adriatico,2011-03-11,50,189000,1438,1,1216,2011,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2011/stage-7,stage-7,tirreno-adriatico,2011-03-15,50,9300,8,1,1216,2011,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2012/stage-2,stage-2,tirreno-adriatico,2012-03-08,50,230000,3084,1,1188,2012,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2012/stage-3,stage-3,tirreno-adriatico,2012-03-09,50,178000,1550,1,1188,2012,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2012/stage-7,stage-7,tirreno-adriatico,2012-03-13,50,9300,6,1,1188,2012,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2013/stage-2,stage-2,tirreno-adriatico,2013-03-07,50,232000,2039,1,1331,2013,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2013/stage-7,stage-7,tirreno-adriatico,2013-03-12,50,9200,6,1,1331,2013,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2014/stage-6,stage-6,tirreno-adriatico,2014-03-17,50,189000,1346,1,1269,2014,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2014/stage-7,stage-7,tirreno-adriatico,2014-03-18,50,9100,8,1,1269,2014,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2015/stage-1,stage-1,tirreno-adriatico,2015-03-11,50,5400,2,1,1017,2015,Spring,624.3539823008849,27.663716814159294,23
tirreno-adriatico/2015/stage-2,stage-2,tirreno-adriatico,2015-03-12,50,153000,738,1,1017,2015,Spring,624.3539823008849,27.663716814159294,23
